Comparing the following files: 
kelly_front_s2_v2/,  hadleigh_front_s2_v2/,  

Correlation cuttoff is 1
landmark(s),  kelly_front_s2_v2_vs_hadleigh_front_s2_v2,  average
(53, 414),     0.02168,       0.02168
(107, 153),     0.02188,       0.02188
(265, 353),     0.02191,       0.02191
(155, 334),     0.02192,       0.02192
(243, 257),     0.02206,       0.02206
(27, 156),     0.02207,       0.02207
(25, 296),     0.02219,       0.02219
(133, 145),     0.02225,       0.02225
(24, 55),     0.02236,       0.02236
(107, 173),     0.02248,       0.02248
(341, 374),     0.02259,       0.02259
(246, 373),     0.02288,       0.02288
(145, 334),     0.02299,       0.02299
(285, 388),     0.02299,       0.02299
(33, 380),     0.02312,       0.02312
(145, 386),     0.02316,       0.02316
(283, 417),     0.02336,       0.02336
(155, 158),     0.02345,       0.02345
(157, 414),     0.02346,       0.02346
(161, 398),     0.0237,       0.0237
(161, 362),     0.02382,       0.02382
(276, 414),     0.02395,       0.02395
(380, 381),     0.02406,       0.02406
(24, 154),     0.02408,       0.02408
(23, 417),     0.02408,       0.02408
(190, 295),     0.0241,       0.0241
(56, 161),     0.02475,       0.02475
(110, 257),     0.02475,       0.02475
(22, 417),     0.0251,       0.0251
(52, 66),     0.02522,       0.02522
(23, 70),     0.02544,       0.02544
(130, 254),     0.02561,       0.02561
(265, 386),     0.02579,       0.02579
(353, 388),     0.02589,       0.02589
(282, 383),     0.02589,       0.02589
(255, 265),     0.02617,       0.02617
(26, 70),     0.02625,       0.02625
(130, 336),     0.02636,       0.02636
(130, 374),     0.02641,       0.02641
(193, 257),     0.02665,       0.02665
(55, 173),     0.02691,       0.02691
(257, 259),     0.02704,       0.02704
(296, 386),     0.02708,       0.02708
(53, 256),     0.02793,       0.02793
(112, 153),     0.02807,       0.02807
(133, 334),     0.02817,       0.02817
(276, 466),     0.02841,       0.02841
(46, 190),     0.02865,       0.02865
(107, 112),     0.02882,       0.02882
(130, 388),     0.029,       0.029
(246, 381),     0.0297,       0.0297
(110, 388),     0.0297,       0.0297
(246, 388),     0.02991,       0.02991
(374, 382),     0.03006,       0.03006
(24, 190),     0.03113,       0.03113
(27, 124),     0.0313,       0.0313
(30, 362),     0.03138,       0.03138
(133, 282),     0.03153,       0.03153
(353, 374),     0.03175,       0.03175
(30, 33),     0.03179,       0.03179
(133, 341),     0.03195,       0.03195
(156, 293),     0.03198,       0.03198
(161, 414),     0.03201,       0.03201
(33, 390),     0.03229,       0.03229
(300, 374),     0.03234,       0.03234
(383, 388),     0.03243,       0.03243
(156, 173),     0.03251,       0.03251
(23, 107),     0.0327,       0.0327
(249, 339),     0.03274,       0.03274
(373, 398),     0.03288,       0.03288
(23, 112),     0.03292,       0.03292
(29, 253),     0.03301,       0.03301
(107, 154),     0.03304,       0.03304
(22, 70),     0.03315,       0.03315
(257, 293),     0.03338,       0.03338
(107, 386),     0.03345,       0.03345
(7, 259),     0.03348,       0.03348
(24, 243),     0.03359,       0.03359
(133, 398),     0.034,       0.034
(130, 373),     0.03406,       0.03406
(7, 384),     0.03418,       0.03418
(24, 133),     0.03429,       0.03429
(66, 130),     0.03438,       0.03438
(246, 339),     0.03468,       0.03468
(144, 258),     0.0347,       0.0347
(353, 362),     0.03473,       0.03473
(265, 283),     0.03489,       0.03489
(25, 33),     0.03511,       0.03511
(373, 382),     0.03547,       0.03547
(190, 463),     0.03561,       0.03561
(23, 385),     0.03574,       0.03574
(23, 282),     0.03578,       0.03578
(154, 282),     0.03585,       0.03585
(144, 259),     0.03587,       0.03587
(353, 373),     0.03657,       0.03657
(246, 398),     0.03676,       0.03676
(286, 390),     0.03686,       0.03686
(33, 339),     0.03699,       0.03699
(55, 243),     0.03704,       0.03704
(153, 193),     0.0372,       0.0372
(161, 381),     0.0373,       0.0373
(160, 254),     0.03731,       0.03731
(105, 341),     0.03744,       0.03744
(52, 385),     0.03748,       0.03748
(22, 282),     0.0376,       0.0376
(259, 359),     0.03798,       0.03798
(112, 257),     0.03815,       0.03815
(265, 414),     0.03851,       0.03851
(246, 382),     0.03876,       0.03876
(247, 374),     0.03876,       0.03876
(263, 463),     0.03876,       0.03876
(55, 384),     0.0388,       0.0388
(300, 362),     0.03882,       0.03882
(7, 253),     0.03883,       0.03883
(252, 398),     0.03919,       0.03919
(7, 295),     0.03926,       0.03926
(190, 362),     0.03934,       0.03934
(56, 66),     0.03942,       0.03942
(25, 295),     0.03976,       0.03976
(105, 414),     0.03978,       0.03978
(33, 466),     0.03987,       0.03987
(26, 334),     0.03996,       0.03996
(7, 252),     0.03999,       0.03999
(56, 384),     0.04024,       0.04024
(153, 282),     0.04028,       0.04028
(130, 341),     0.04039,       0.04039
(374, 390),     0.04039,       0.04039
(385, 387),     0.04082,       0.04082
(384, 388),     0.04106,       0.04106
(25, 285),     0.04113,       0.04113
(46, 66),     0.04115,       0.04115
(265, 282),     0.04133,       0.04133
(55, 153),     0.04205,       0.04205
(35, 257),     0.04207,       0.04207
(65, 157),     0.04232,       0.04232
(247, 254),     0.04246,       0.04246
(35, 65),     0.0425,       0.0425
(105, 362),     0.04252,       0.04252
(25, 384),     0.04258,       0.04258
(53, 336),     0.04268,       0.04268
(258, 282),     0.04297,       0.04297
(24, 257),     0.04303,       0.04303
(339, 382),     0.04341,       0.04341
(52, 107),     0.04343,       0.04343
(22, 158),     0.04351,       0.04351
(24, 70),     0.04375,       0.04375
(65, 70),     0.04383,       0.04383
(353, 466),     0.04398,       0.04398
(35, 110),     0.04451,       0.04451
(25, 63),     0.04494,       0.04494
(25, 257),     0.04498,       0.04498
(160, 341),     0.0451,       0.0451
(373, 414),     0.04512,       0.04512
(23, 154),     0.04518,       0.04518
(33, 463),     0.04527,       0.04527
(265, 390),     0.04535,       0.04535
(247, 380),     0.04556,       0.04556
(258, 334),     0.04562,       0.04562
(66, 385),     0.04565,       0.04565
(155, 341),     0.04574,       0.04574
(63, 173),     0.04577,       0.04577
(65, 414),     0.04608,       0.04608
(26, 158),     0.0462,       0.0462
(30, 380),     0.04629,       0.04629
(56, 173),     0.04642,       0.04642
(293, 295),     0.04649,       0.04649
(173, 398),     0.04658,       0.04658
(246, 385),     0.04665,       0.04665
(276, 282),     0.04676,       0.04676
(56, 133),     0.04702,       0.04702
(7, 258),     0.04704,       0.04704
(65, 258),     0.04709,       0.04709
(53, 398),     0.04731,       0.04731
(255, 359),     0.04736,       0.04736
(24, 282),     0.0474,       0.0474
(55, 66),     0.0475,       0.0475
(300, 463),     0.04766,       0.04766
(154, 334),     0.0478,       0.0478
(145, 385),     0.04798,       0.04798
(56, 385),     0.04834,       0.04834
(265, 385),     0.04845,       0.04845
(130, 380),     0.04847,       0.04847
(263, 466),     0.04848,       0.04848
(300, 373),     0.04858,       0.04858
(256, 336),     0.0486,       0.0486
(145, 257),     0.04884,       0.04884
(112, 382),     0.04889,       0.04889
(55, 112),     0.04899,       0.04899
(193, 334),     0.04904,       0.04904
(110, 282),     0.04908,       0.04908
(7, 466),     0.04919,       0.04919
(35, 153),     0.04931,       0.04931
(300, 381),     0.04946,       0.04946
(161, 373),     0.04949,       0.04949
(163, 260),     0.04951,       0.04951
(386, 467),     0.04984,       0.04984
(55, 258),     0.04988,       0.04988
(23, 157),     0.04998,       0.04998
(144, 384),     0.05003,       0.05003
(295, 390),     0.05003,       0.05003
(161, 385),     0.05029,       0.05029
(161, 384),     0.05029,       0.05029
(30, 193),     0.05047,       0.05047
(52, 382),     0.05053,       0.05053
(63, 362),     0.05054,       0.05054
(254, 414),     0.05088,       0.05088
(257, 467),     0.05089,       0.05089
(282, 285),     0.05107,       0.05107
(110, 259),     0.0512,       0.0512
(30, 247),     0.05159,       0.05159
(7, 260),     0.05174,       0.05174
(35, 463),     0.05196,       0.05196
(253, 414),     0.05203,       0.05203
(383, 385),     0.05207,       0.05207
(359, 467),     0.05212,       0.05212
(30, 254),     0.05216,       0.05216
(260, 467),     0.05225,       0.05225
(30, 374),     0.05227,       0.05227
(157, 243),     0.05237,       0.05237
(161, 339),     0.05257,       0.05257
(190, 286),     0.05273,       0.05273
(253, 256),     0.0529,       0.0529
(23, 387),     0.053,       0.053
(260, 417),     0.05323,       0.05323
(133, 414),     0.05348,       0.05348
(55, 154),     0.05391,       0.05391
(26, 463),     0.05402,       0.05402
(29, 362),     0.05421,       0.05421
(63, 341),     0.05434,       0.05434
(339, 362),     0.05437,       0.05437
(7, 156),     0.05438,       0.05438
(110, 193),     0.05439,       0.05439
(110, 258),     0.05445,       0.05445
(53, 382),     0.05477,       0.05477
(124, 334),     0.05478,       0.05478
(53, 286),     0.0548,       0.0548
(153, 334),     0.055,       0.055
(249, 382),     0.055,       0.055
(161, 382),     0.05504,       0.05504
(65, 130),     0.05509,       0.05509
(46, 130),     0.05529,       0.05529
(362, 373),     0.05567,       0.05567
(65, 124),     0.05589,       0.05589
(249, 252),     0.05594,       0.05594
(65, 386),     0.05598,       0.05598
(160, 463),     0.056,       0.056
(25, 46),     0.05601,       0.05601
(260, 282),     0.05606,       0.05606
(56, 112),     0.05617,       0.05617
(130, 390),     0.05643,       0.05643
(7, 254),     0.05655,       0.05655
(33, 385),     0.05661,       0.05661
(247, 362),     0.05662,       0.05662
(252, 414),     0.05669,       0.05669
(33, 52),     0.05683,       0.05683
(286, 336),     0.05685,       0.05685
(255, 382),     0.05696,       0.05696
(282, 353),     0.05699,       0.05699
(23, 55),     0.057,       0.057
(23, 257),     0.05713,       0.05713
(265, 362),     0.05719,       0.05719
(33, 381),     0.05726,       0.05726
(33, 105),     0.0575,       0.0575
(23, 334),     0.05751,       0.05751
(53, 66),     0.05751,       0.05751
(130, 246),     0.05767,       0.05767
(255, 296),     0.05782,       0.05782
(30, 381),     0.05788,       0.05788
(66, 258),     0.05788,       0.05788
(26, 193),     0.0579,       0.0579
(246, 384),     0.05795,       0.05795
(7, 256),     0.0581,       0.0581
(243, 258),     0.05811,       0.05811
(7, 374),     0.05843,       0.05843
(339, 414),     0.05866,       0.05866
(35, 293),     0.05879,       0.05879
(30, 382),     0.05895,       0.05895
(374, 380),     0.05901,       0.05901
(255, 362),     0.05915,       0.05915
(254, 341),     0.05931,       0.05931
(300, 380),     0.0594,       0.0594
(23, 56),     0.0595,       0.0595
(110, 334),     0.05976,       0.05976
(296, 385),     0.05988,       0.05988
(283, 286),     0.06014,       0.06014
(353, 385),     0.06034,       0.06034
(246, 390),     0.06047,       0.06047
(249, 258),     0.06056,       0.06056
(160, 386),     0.06121,       0.06121
(283, 388),     0.06139,       0.06139
(243, 386),     0.06144,       0.06144
(353, 463),     0.06151,       0.06151
(35, 105),     0.06185,       0.06185
(300, 341),     0.06192,       0.06192
(33, 249),     0.06195,       0.06195
(112, 386),     0.06198,       0.06198
(254, 382),     0.06201,       0.06201
(70, 334),     0.06208,       0.06208
(293, 466),     0.06213,       0.06213
(55, 417),     0.06237,       0.06237
(252, 255),     0.06243,       0.06243
(22, 334),     0.06274,       0.06274
(382, 390),     0.06275,       0.06275
(133, 257),     0.06303,       0.06303
(25, 145),     0.06311,       0.06311
(46, 463),     0.06411,       0.06411
(359, 398),     0.06444,       0.06444
(362, 374),     0.06451,       0.06451
(260, 359),     0.06453,       0.06453
(124, 156),     0.06462,       0.06462
(259, 282),     0.06464,       0.06464
(7, 373),     0.06467,       0.06467
(276, 398),     0.06502,       0.06502
(253, 339),     0.06521,       0.06521
(247, 381),     0.06537,       0.06537
(24, 334),     0.06541,       0.06541
(359, 414),     0.06563,       0.06563
(336, 341),     0.06569,       0.06569
(247, 382),     0.06623,       0.06623
(249, 380),     0.06629,       0.06629
(46, 173),     0.06632,       0.06632
(107, 130),     0.06671,       0.06671
(22, 107),     0.06703,       0.06703
(70, 110),     0.06706,       0.06706
(25, 259),     0.06707,       0.06707
(247, 373),     0.06708,       0.06708
(414, 466),     0.0672,       0.0672
(27, 246),     0.06722,       0.06722
(30, 105),     0.06727,       0.06727
(145, 387),     0.06738,       0.06738
(7, 334),     0.06744,       0.06744
(22, 26),     0.06755,       0.06755
(249, 255),     0.06756,       0.06756
(144, 388),     0.06763,       0.06763
(63, 130),     0.06764,       0.06764
(300, 386),     0.06768,       0.06768
(385, 390),     0.0678,       0.0678
(249, 387),     0.06797,       0.06797
(35, 66),     0.06803,       0.06803
(130, 339),     0.06809,       0.06809
(282, 387),     0.06833,       0.06833
(334, 388),     0.06838,       0.06838
(23, 155),     0.06839,       0.06839
(52, 252),     0.06844,       0.06844
(249, 296),     0.06844,       0.06844
(25, 253),     0.06849,       0.06849
(46, 52),     0.06851,       0.06851
(295, 334),     0.06871,       0.06871
(160, 414),     0.0694,       0.0694
(23, 173),     0.06946,       0.06946
(255, 386),     0.06952,       0.06952
(33, 53),     0.06965,       0.06965
(33, 257),     0.07002,       0.07002
(35, 388),     0.07003,       0.07003
(33, 259),     0.07018,       0.07018
(247, 296),     0.0702,       0.0702
(341, 353),     0.07045,       0.07045
(163, 286),     0.07066,       0.07066
(263, 467),     0.07091,       0.07091
(144, 193),     0.07102,       0.07102
(33, 260),     0.07118,       0.07118
(161, 247),     0.07127,       0.07127
(24, 259),     0.07146,       0.07146
(254, 381),     0.07146,       0.07146
(258, 283),     0.07154,       0.07154
(161, 388),     0.07174,       0.07174
(25, 252),     0.07181,       0.07181
(249, 362),     0.07187,       0.07187
(254, 256),     0.07208,       0.07208
(353, 381),     0.07218,       0.07218
(130, 296),     0.07229,       0.07229
(33, 382),     0.07245,       0.07245
(105, 398),     0.07255,       0.07255
(105, 256),     0.07282,       0.07282
(246, 414),     0.07328,       0.07328
(33, 362),     0.07328,       0.07328
(265, 382),     0.07328,       0.07328
(29, 380),     0.07352,       0.07352
(254, 362),     0.07361,       0.07361
(252, 336),     0.07372,       0.07372
(374, 463),     0.0738,       0.0738
(130, 466),     0.07387,       0.07387
(249, 341),     0.0739,       0.0739
(255, 286),     0.07394,       0.07394
(160, 380),     0.07402,       0.07402
(25, 258),     0.07427,       0.07427
(25, 124),     0.07429,       0.07429
(362, 390),     0.07433,       0.07433
(300, 387),     0.07469,       0.07469
(66, 384),     0.07478,       0.07478
(276, 388),     0.07486,       0.07486
(35, 398),     0.075,       0.075
(26, 107),     0.07529,       0.07529
(26, 257),     0.0754,       0.0754
(336, 463),     0.07544,       0.07544
(7, 70),     0.07548,       0.07548
(160, 387),     0.07555,       0.07555
(190, 243),     0.07567,       0.07567
(265, 384),     0.07605,       0.07605
(24, 417),     0.0761,       0.0761
(155, 398),     0.07639,       0.07639
(112, 258),     0.07675,       0.07675
(156, 283),     0.07681,       0.07681
(7, 380),     0.07698,       0.07698
(341, 373),     0.07701,       0.07701
(55, 386),     0.07702,       0.07702
(144, 260),     0.07704,       0.07704
(107, 156),     0.07716,       0.07716
(63, 70),     0.07735,       0.07735
(53, 252),     0.07752,       0.07752
(22, 386),     0.07763,       0.07763
(353, 380),     0.07769,       0.07769
(255, 341),     0.07779,       0.07779
(46, 65),     0.07792,       0.07792
(46, 193),     0.07807,       0.07807
(160, 374),     0.07811,       0.07811
(52, 381),     0.07822,       0.07822
(158, 286),     0.07843,       0.07843
(130, 160),     0.07857,       0.07857
(7, 341),     0.07859,       0.07859
(339, 341),     0.07859,       0.07859
(112, 385),     0.07863,       0.07863
(7, 110),     0.07889,       0.07889
(157, 173),     0.07892,       0.07892
(70, 107),     0.07921,       0.07921
(7, 390),     0.07923,       0.07923
(24, 258),     0.0793,       0.0793
(33, 65),     0.07983,       0.07983
(63, 247),     0.07989,       0.07989
(35, 159),     0.07999,       0.07999
(24, 384),     0.08,       0.08
(7, 282),     0.08034,       0.08034
(133, 386),     0.08042,       0.08042
(243, 385),     0.08048,       0.08048
(265, 398),     0.0808,       0.0808
(144, 283),     0.08105,       0.08105
(66, 124),     0.08109,       0.08109
(253, 341),     0.08119,       0.08119
(35, 259),     0.08147,       0.08147
(243, 259),     0.08174,       0.08174
(25, 466),     0.08199,       0.08199
(246, 466),     0.08206,       0.08206
(107, 384),     0.08225,       0.08225
(29, 381),     0.08281,       0.08281
(35, 362),     0.08283,       0.08283
(163, 466),     0.08298,       0.08298
(66, 70),     0.08299,       0.08299
(276, 383),     0.08309,       0.08309
(155, 257),     0.08321,       0.08321
(52, 386),     0.08321,       0.08321
(160, 398),     0.08336,       0.08336
(29, 254),     0.08337,       0.08337
(56, 155),     0.08351,       0.08351
(163, 283),     0.08366,       0.08366
(52, 53),     0.08371,       0.08371
(276, 387),     0.08385,       0.08385
(63, 417),     0.08412,       0.08412
(257, 336),     0.08415,       0.08415
(33, 263),     0.08434,       0.08434
(70, 295),     0.08442,       0.08442
(63, 414),     0.08462,       0.08462
(255, 398),     0.08479,       0.08479
(145, 259),     0.08503,       0.08503
(46, 341),     0.08503,       0.08503
(29, 398),     0.08507,       0.08507
(373, 374),     0.08538,       0.08538
(110, 260),     0.08542,       0.08542
(66, 386),     0.0855,       0.0855
(153, 158),     0.08572,       0.08572
(145, 258),     0.08574,       0.08574
(255, 384),     0.08585,       0.08585
(35, 124),     0.08594,       0.08594
(107, 417),     0.08595,       0.08595
(190, 384),     0.08604,       0.08604
(339, 381),     0.08607,       0.08607
(373, 463),     0.08621,       0.08621
(29, 414),     0.08622,       0.08622
(384, 390),     0.08626,       0.08626
(155, 414),     0.08641,       0.08641
(65, 398),     0.08659,       0.08659
(22, 257),     0.08664,       0.08664
(52, 157),     0.08688,       0.08688
(130, 381),     0.0869,       0.0869
(265, 276),     0.08699,       0.08699
(53, 381),     0.08707,       0.08707
(29, 374),     0.08721,       0.08721
(339, 463),     0.08722,       0.08722
(253, 390),     0.08725,       0.08725
(27, 157),     0.08781,       0.08781
(29, 336),     0.08784,       0.08784
(24, 388),     0.08821,       0.08821
(282, 295),     0.08828,       0.08828
(255, 463),     0.08857,       0.08857
(29, 382),     0.08862,       0.08862
(173, 336),     0.08867,       0.08867
(255, 414),     0.08867,       0.08867
(35, 252),     0.08879,       0.08879
(373, 381),     0.0888,       0.0888
(26, 417),     0.08897,       0.08897
(46, 160),     0.089,       0.089
(30, 398),     0.08906,       0.08906
(27, 256),     0.08917,       0.08917
(35, 341),     0.0892,       0.0892
(130, 257),     0.08924,       0.08924
(276, 386),     0.0894,       0.0894
(23, 259),     0.08943,       0.08943
(25, 254),     0.0895,       0.0895
(130, 249),     0.08964,       0.08964
(256, 374),     0.08969,       0.08969
(55, 156),     0.08971,       0.08971
(130, 463),     0.08977,       0.08977
(33, 66),     0.0898,       0.0898
(124, 246),     0.08983,       0.08983
(35, 246),     0.09003,       0.09003
(70, 105),     0.09009,       0.09009
(56, 105),     0.09015,       0.09015
(336, 380),     0.09018,       0.09018
(385, 417),     0.09026,       0.09026
(193, 258),     0.09041,       0.09041
(7, 339),     0.09042,       0.09042
(25, 260),     0.09059,       0.09059
(63, 256),     0.09087,       0.09087
(65, 463),     0.09087,       0.09087
(300, 390),     0.09103,       0.09103
(265, 339),     0.09113,       0.09113
(46, 161),     0.09187,       0.09187
(380, 463),     0.09237,       0.09237
(105, 382),     0.09241,       0.09241
(112, 259),     0.09251,       0.09251
(35, 374),     0.09267,       0.09267
(63, 382),     0.09295,       0.09295
(130, 259),     0.09305,       0.09305
(160, 385),     0.09308,       0.09308
(35, 253),     0.09318,       0.09318
(265, 373),     0.09322,       0.09322
(33, 255),     0.09324,       0.09324
(249, 256),     0.09324,       0.09324
(353, 390),     0.09331,       0.09331
(30, 296),     0.09397,       0.09397
(173, 382),     0.09406,       0.09406
(156, 161),     0.09459,       0.09459
(25, 374),     0.09465,       0.09465
(154, 341),     0.09483,       0.09483
(257, 359),     0.09485,       0.09485
(25, 334),     0.09493,       0.09493
(246, 260),     0.09496,       0.09496
(7, 467),     0.09519,       0.09519
(293, 417),     0.09527,       0.09527
(246, 259),     0.0955,       0.0955
(193, 414),     0.09551,       0.09551
(252, 256),     0.09561,       0.09561
(33, 467),     0.0958,       0.0958
(144, 286),     0.09582,       0.09582
(33, 384),     0.09598,       0.09598
(70, 190),     0.096,       0.096
(26, 386),     0.09607,       0.09607
(160, 384),     0.09613,       0.09613
(293, 300),     0.09652,       0.09652
(46, 362),     0.09653,       0.09653
(173, 296),     0.09654,       0.09654
(193, 259),     0.09659,       0.09659
(246, 257),     0.09697,       0.09697
(130, 260),     0.09706,       0.09706
(154, 158),     0.09736,       0.09736
(27, 341),     0.09761,       0.09761
(53, 107),     0.09772,       0.09772
(27, 463),     0.09773,       0.09773
(30, 373),     0.09776,       0.09776
(30, 414),     0.09818,       0.09818
(390, 414),     0.09826,       0.09826
(336, 381),     0.09856,       0.09856
(23, 258),     0.0986,       0.0986
(300, 388),     0.09861,       0.09861
(254, 380),     0.09867,       0.09867
(52, 246),     0.09883,       0.09883
(35, 256),     0.09891,       0.09891
(386, 417),     0.09906,       0.09906
(341, 390),     0.09906,       0.09906
(124, 158),     0.09912,       0.09912
(7, 249),     0.0993,       0.0993
(260, 263),     0.09933,       0.09933
(35, 380),     0.09937,       0.09937
(254, 463),     0.09943,       0.09943
(7, 463),     0.09949,       0.09949
(163, 252),     0.09954,       0.09954
(35, 382),     0.09986,       0.09986
(160, 362),     0.09989,       0.09989
(255, 385),     0.10005,       0.10005
(25, 373),     0.10023,       0.10023
(7, 285),     0.10027,       0.10027
(163, 253),     0.10027,       0.10027
(110, 145),     0.10029,       0.10029
(25, 282),     0.1011,       0.1011
(161, 390),     0.10117,       0.10117
(286, 359),     0.10134,       0.10134
(247, 339),     0.10137,       0.10137
(258, 359),     0.10138,       0.10138
(390, 398),     0.10146,       0.10146
(22, 55),     0.10169,       0.10169
(7, 286),     0.10172,       0.10172
(249, 381),     0.10199,       0.10199
(23, 190),     0.10203,       0.10203
(254, 265),     0.10203,       0.10203
(52, 258),     0.10215,       0.10215
(265, 463),     0.10222,       0.10222
(246, 249),     0.1023,       0.1023
(145, 417),     0.10231,       0.10231
(133, 258),     0.10236,       0.10236
(35, 145),     0.10246,       0.10246
(22, 385),     0.10271,       0.10271
(255, 256),     0.10279,       0.10279
(249, 463),     0.10285,       0.10285
(27, 252),     0.10295,       0.10295
(28, 286),     0.10298,       0.10298
(33, 35),     0.10301,       0.10301
(190, 282),     0.10317,       0.10317
(25, 256),     0.1037,       0.1037
(105, 384),     0.10406,       0.10406
(381, 463),     0.1047,       0.1047
(105, 124),     0.10479,       0.10479
(124, 282),     0.10501,       0.10501
(256, 300),     0.10502,       0.10502
(63, 336),     0.10503,       0.10503
(53, 246),     0.10542,       0.10542
(263, 295),     0.10547,       0.10547
(70, 463),     0.10553,       0.10553
(33, 107),     0.10573,       0.10573
(159, 252),     0.10577,       0.10577
(33, 46),     0.1059,       0.1059
(160, 381),     0.10603,       0.10603
(265, 296),     0.10614,       0.10614
(282, 384),     0.10642,       0.10642
(33, 359),     0.10683,       0.10683
(300, 334),     0.10688,       0.10688
(130, 382),     0.10712,       0.10712
(55, 130),     0.10729,       0.10729
(35, 260),     0.10732,       0.10732
(390, 463),     0.10734,       0.10734
(300, 353),     0.10747,       0.10747
(156, 158),     0.10748,       0.10748
(133, 385),     0.10765,       0.10765
(112, 283),     0.10805,       0.10805
(53, 384),     0.10816,       0.10816
(46, 256),     0.10856,       0.10856
(243, 283),     0.10857,       0.10857
(300, 359),     0.10875,       0.10875
(46, 295),     0.10879,       0.10879
(145, 283),     0.10895,       0.10895
(173, 295),     0.10912,       0.10912
(153, 257),     0.10917,       0.10917
(110, 466),     0.1092,       0.1092
(52, 380),     0.10925,       0.10925
(247, 390),     0.10939,       0.10939
(35, 276),     0.10966,       0.10966
(385, 467),     0.10988,       0.10988
(163, 467),     0.10991,       0.10991
(33, 258),     0.10995,       0.10995
(63, 286),     0.10999,       0.10999
(130, 295),     0.11009,       0.11009
(26, 55),     0.11027,       0.11027
(300, 466),     0.11029,       0.11029
(7, 263),     0.11044,       0.11044
(190, 334),     0.11062,       0.11062
(35, 417),     0.11067,       0.11067
(155, 386),     0.1108,       0.1108
(35, 373),     0.11093,       0.11093
(53, 161),     0.11094,       0.11094
(63, 398),     0.11094,       0.11094
(258, 293),     0.11164,       0.11164
(255, 295),     0.11177,       0.11177
(70, 193),     0.11201,       0.11201
(23, 133),     0.11211,       0.11211
(263, 300),     0.11253,       0.11253
(52, 63),     0.11283,       0.11283
(46, 246),     0.11295,       0.11295
(25, 156),     0.11301,       0.11301
(53, 380),     0.11302,       0.11302
(252, 253),     0.11315,       0.11315
(383, 466),     0.11326,       0.11326
(35, 52),     0.11337,       0.11337
(65, 156),     0.11338,       0.11338
(112, 157),     0.1134,       0.1134
(263, 296),     0.11352,       0.11352
(24, 260),     0.11353,       0.11353
(35, 381),     0.11354,       0.11354
(159, 253),     0.11445,       0.11445
(296, 300),     0.11452,       0.11452
(35, 193),     0.11472,       0.11472
(124, 130),     0.11481,       0.11481
(163, 374),     0.11482,       0.11482
(246, 255),     0.11494,       0.11494
(29, 246),     0.11497,       0.11497
(25, 390),     0.11514,       0.11514
(46, 53),     0.11514,       0.11514
(112, 173),     0.11525,       0.11525
(163, 293),     0.11526,       0.11526
(249, 295),     0.11528,       0.11528
(35, 156),     0.11531,       0.11531
(190, 285),     0.11532,       0.11532
(107, 247),     0.1158,       0.1158
(105, 385),     0.11591,       0.11591
(130, 263),     0.11619,       0.11619
(253, 336),     0.11627,       0.11627
(30, 417),     0.11633,       0.11633
(161, 260),     0.11638,       0.11638
(161, 259),     0.11669,       0.11669
(33, 398),     0.11671,       0.11671
(133, 190),     0.11684,       0.11684
(159, 247),     0.1171,       0.1171
(112, 154),     0.11714,       0.11714
(7, 381),     0.11748,       0.11748
(336, 374),     0.11755,       0.11755
(247, 387),     0.11778,       0.11778
(52, 161),     0.11784,       0.11784
(144, 293),     0.1182,       0.1182
(130, 385),     0.11827,       0.11827
(35, 254),     0.11827,       0.11827
(154, 257),     0.11848,       0.11848
(23, 243),     0.11853,       0.11853
(339, 380),     0.1186,       0.1186
(25, 380),     0.11892,       0.11892
(253, 381),     0.11894,       0.11894
(193, 283),     0.11905,       0.11905
(26, 385),     0.11906,       0.11906
(161, 257),     0.11924,       0.11924
(163, 256),     0.11928,       0.11928
(163, 254),     0.12022,       0.12022
(263, 388),     0.12027,       0.12027
(155, 258),     0.12055,       0.12055
(256, 339),     0.12081,       0.12081
(56, 386),     0.12082,       0.12082
(56, 160),     0.1212,       0.1212
(380, 382),     0.1212,       0.1212
(130, 362),     0.12128,       0.12128
(246, 467),     0.12155,       0.12155
(380, 390),     0.12163,       0.12163
(133, 259),     0.12165,       0.12165
(286, 293),     0.12174,       0.12174
(56, 258),     0.12183,       0.12183
(26, 259),     0.12202,       0.12202
(336, 398),     0.12264,       0.12264
(28, 161),     0.12289,       0.12289
(254, 353),     0.12297,       0.12297
(53, 160),     0.12315,       0.12315
(105, 381),     0.12332,       0.12332
(26, 258),     0.12345,       0.12345
(65, 285),     0.12364,       0.12364
(110, 283),     0.12365,       0.12365
(263, 353),     0.12377,       0.12377
(30, 339),     0.12395,       0.12395
(285, 398),     0.12395,       0.12395
(66, 414),     0.124,       0.124
(381, 390),     0.12402,       0.12402
(256, 285),     0.12423,       0.12423
(257, 384),     0.12442,       0.12442
(249, 286),     0.12445,       0.12445
(29, 247),     0.12453,       0.12453
(52, 336),     0.12464,       0.12464
(153, 386),     0.12468,       0.12468
(110, 286),     0.12476,       0.12476
(295, 383),     0.12479,       0.12479
(153, 463),     0.12487,       0.12487
(33, 63),     0.12491,       0.12491
(265, 383),     0.12503,       0.12503
(163, 373),     0.12557,       0.12557
(22, 259),     0.1256,       0.1256
(130, 255),     0.12571,       0.12571
(7, 362),     0.12618,       0.12618
(22, 387),     0.12618,       0.12618
(154, 382),     0.12621,       0.12621
(52, 253),     0.12622,       0.12622
(25, 339),     0.12626,       0.12626
(35, 63),     0.12649,       0.12649
