Comparing the following files: 
kelly_front_s2_v2/,  hadleigh_front_s2_v2/,  

Correlation cuttoff is 1
landmark(s),  kelly_front_s2_v2_vs_hadleigh_front_s2_v2,  average
(25, 159),     -0.12843,       -0.12843
(380, 385),     -0.12669,       -0.12669
(35, 112),     -0.12651,       -0.12651
(124, 145),     -0.12639,       -0.12639
(124, 190),     -0.12622,       -0.12622
(27, 30),     -0.12597,       -0.12597
(55, 286),     -0.12566,       -0.12566
(24, 53),     -0.12561,       -0.12561
(33, 158),     -0.12539,       -0.12539
(26, 159),     -0.12529,       -0.12529
(30, 130),     -0.12499,       -0.12499
(7, 105),     -0.12474,       -0.12474
(110, 243),     -0.1241,       -0.1241
(63, 145),     -0.12399,       -0.12399
(254, 385),     -0.12357,       -0.12357
(374, 385),     -0.12301,       -0.12301
(249, 359),     -0.1227,       -0.1227
(26, 105),     -0.12263,       -0.12263
(33, 159),     -0.12231,       -0.12231
(341, 381),     -0.12227,       -0.12227
(133, 144),     -0.12219,       -0.12219
(28, 145),     -0.12178,       -0.12178
(334, 359),     -0.12082,       -0.12082
(35, 158),     -0.1207,       -0.1207
(65, 107),     -0.12064,       -0.12064
(25, 27),     -0.1205,       -0.1205
(286, 380),     -0.12023,       -0.12023
(257, 339),     -0.12,       -0.12
(33, 160),     -0.11995,       -0.11995
(112, 463),     -0.1198,       -0.1198
(53, 190),     -0.11963,       -0.11963
(110, 158),     -0.119,       -0.119
(46, 155),     -0.11852,       -0.11852
(56, 193),     -0.11848,       -0.11848
(110, 144),     -0.11824,       -0.11824
(25, 28),     -0.11809,       -0.11809
(53, 110),     -0.11791,       -0.11791
(46, 336),     -0.11718,       -0.11718
(276, 362),     -0.11714,       -0.11714
(107, 163),     -0.11657,       -0.11657
(29, 417),     -0.11622,       -0.11622
(249, 293),     -0.11576,       -0.11576
(293, 467),     -0.1152,       -0.1152
(373, 386),     -0.11489,       -0.11489
(46, 163),     -0.11473,       -0.11473
(110, 133),     -0.11453,       -0.11453
(7, 66),     -0.11425,       -0.11425
(295, 385),     -0.11326,       -0.11326
(249, 388),     -0.11321,       -0.11321
(46, 153),     -0.11314,       -0.11314
(55, 144),     -0.11302,       -0.11302
(359, 382),     -0.11261,       -0.11261
(66, 243),     -0.1119,       -0.1119
(110, 154),     -0.11187,       -0.11187
(263, 339),     -0.11171,       -0.11171
(66, 155),     -0.111,       -0.111
(359, 380),     -0.11026,       -0.11026
(387, 390),     -0.11015,       -0.11015
(263, 283),     -0.1098,       -0.1098
(286, 374),     -0.1098,       -0.1098
(28, 156),     -0.10977,       -0.10977
(276, 341),     -0.1096,       -0.1096
(110, 157),     -0.10938,       -0.10938
(336, 386),     -0.10869,       -0.10869
(56, 144),     -0.10789,       -0.10789
(46, 154),     -0.1078,       -0.1078
(66, 133),     -0.10753,       -0.10753
(124, 133),     -0.10686,       -0.10686
(30, 53),     -0.10677,       -0.10677
(260, 286),     -0.10677,       -0.10677
(124, 163),     -0.10638,       -0.10638
(296, 373),     -0.1063,       -0.1063
(155, 463),     -0.10609,       -0.10609
(26, 65),     -0.10605,       -0.10605
(154, 159),     -0.10588,       -0.10588
(336, 385),     -0.10572,       -0.10572
(276, 463),     -0.10572,       -0.10572
(252, 293),     -0.10566,       -0.10566
(163, 336),     -0.10553,       -0.10553
(252, 359),     -0.10475,       -0.10475
(341, 414),     -0.10448,       -0.10448
(144, 336),     -0.1043,       -0.1043
(193, 417),     -0.10394,       -0.10394
(55, 65),     -0.10383,       -0.10383
(339, 359),     -0.10372,       -0.10372
(124, 243),     -0.10362,       -0.10362
(24, 65),     -0.10353,       -0.10353
(254, 258),     -0.10339,       -0.10339
(334, 353),     -0.10328,       -0.10328
(23, 105),     -0.10327,       -0.10327
(295, 417),     -0.1032,       -0.1032
(22, 105),     -0.10272,       -0.10272
(63, 163),     -0.10258,       -0.10258
(133, 463),     -0.10257,       -0.10257
(63, 155),     -0.10233,       -0.10233
(25, 56),     -0.10232,       -0.10232
(29, 53),     -0.10156,       -0.10156
(28, 243),     -0.10112,       -0.10112
(30, 35),     -0.10101,       -0.10101
(110, 190),     -0.10099,       -0.10099
(133, 362),     -0.10096,       -0.10096
(130, 247),     -0.10096,       -0.10096
(23, 65),     -0.10042,       -0.10042
(52, 70),     -0.09988,       -0.09988
(339, 467),     -0.09981,       -0.09981
(265, 300),     -0.09967,       -0.09967
(414, 467),     -0.0994,       -0.0994
(253, 255),     -0.09918,       -0.09918
(23, 193),     -0.09903,       -0.09903
(22, 159),     -0.09886,       -0.09886
(260, 334),     -0.09822,       -0.09822
(65, 286),     -0.09794,       -0.09794
(276, 359),     -0.09792,       -0.09792
(24, 26),     -0.09722,       -0.09722
(66, 154),     -0.09709,       -0.09709
(283, 398),     -0.09665,       -0.09665
(107, 144),     -0.0966,       -0.0966
(28, 110),     -0.09552,       -0.09552
(53, 193),     -0.09527,       -0.09527
(66, 112),     -0.09516,       -0.09516
(254, 296),     -0.09489,       -0.09489
(105, 110),     -0.09443,       -0.09443
(173, 243),     -0.09391,       -0.09391
(163, 386),     -0.09367,       -0.09367
(46, 112),     -0.09358,       -0.09358
(156, 295),     -0.09336,       -0.09336
(339, 386),     -0.09308,       -0.09308
(66, 153),     -0.09288,       -0.09288
(285, 387),     -0.09258,       -0.09258
(243, 336),     -0.09251,       -0.09251
(256, 276),     -0.09219,       -0.09219
(253, 384),     -0.09198,       -0.09198
(52, 417),     -0.09176,       -0.09176
(243, 296),     -0.09121,       -0.09121
(252, 384),     -0.09106,       -0.09106
(253, 293),     -0.09098,       -0.09098
(66, 193),     -0.09064,       -0.09064
(46, 243),     -0.09052,       -0.09052
(63, 154),     -0.09026,       -0.09026
(63, 153),     -0.08898,       -0.08898
(263, 282),     -0.08891,       -0.08891
(158, 173),     -0.08889,       -0.08889
(25, 386),     -0.08886,       -0.08886
(112, 124),     -0.08863,       -0.08863
(155, 362),     -0.08777,       -0.08777
(254, 295),     -0.08776,       -0.08776
(7, 386),     -0.08761,       -0.08761
(382, 384),     -0.08724,       -0.08724
(276, 283),     -0.08705,       -0.08705
(341, 398),     -0.08675,       -0.08675
(265, 334),     -0.08672,       -0.08672
(63, 243),     -0.08626,       -0.08626
(22, 65),     -0.0862,       -0.0862
(124, 154),     -0.08605,       -0.08605
(35, 247),     -0.08552,       -0.08552
(156, 334),     -0.08548,       -0.08548
(52, 56),     -0.08529,       -0.08529
(46, 133),     -0.08522,       -0.08522
(29, 130),     -0.08498,       -0.08498
(124, 296),     -0.08485,       -0.08485
(263, 334),     -0.08468,       -0.08468
(110, 386),     -0.08464,       -0.08464
(258, 260),     -0.08451,       -0.08451
(24, 105),     -0.08445,       -0.08445
(22, 193),     -0.08436,       -0.08436
(144, 156),     -0.08432,       -0.08432
(24, 158),     -0.08423,       -0.08423
(70, 336),     -0.08382,       -0.08382
(27, 130),     -0.08373,       -0.08373
(257, 283),     -0.08343,       -0.08343
(155, 336),     -0.0829,       -0.0829
(66, 110),     -0.08194,       -0.08194
(255, 259),     -0.08193,       -0.08193
(296, 417),     -0.08033,       -0.08033
(341, 359),     -0.08032,       -0.08032
(259, 283),     -0.08004,       -0.08004
(133, 336),     -0.07967,       -0.07967
(145, 336),     -0.07943,       -0.07943
(286, 398),     -0.07875,       -0.07875
(63, 112),     -0.0787,       -0.0787
(255, 260),     -0.07798,       -0.07798
(25, 66),     -0.07746,       -0.07746
(63, 133),     -0.07743,       -0.07743
(112, 145),     -0.07694,       -0.07694
(359, 362),     -0.07655,       -0.07655
(25, 53),     -0.07646,       -0.07646
(374, 384),     -0.07619,       -0.07619
(254, 384),     -0.07599,       -0.07599
(28, 417),     -0.07586,       -0.07586
(252, 286),     -0.0758,       -0.0758
(252, 276),     -0.0758,       -0.0758
(112, 296),     -0.07578,       -0.07578
(362, 398),     -0.07569,       -0.07569
(27, 33),     -0.07534,       -0.07534
(25, 105),     -0.07501,       -0.07501
(26, 35),     -0.07449,       -0.07449
(112, 336),     -0.0743,       -0.0743
(336, 387),     -0.07416,       -0.07416
(249, 276),     -0.07391,       -0.07391
(282, 417),     -0.07383,       -0.07383
(7, 387),     -0.07334,       -0.07334
(283, 467),     -0.07332,       -0.07332
(25, 55),     -0.07307,       -0.07307
(53, 105),     -0.07257,       -0.07257
(293, 339),     -0.07243,       -0.07243
(28, 112),     -0.07219,       -0.07219
(105, 193),     -0.07208,       -0.07208
(258, 295),     -0.07188,       -0.07188
(153, 159),     -0.07173,       -0.07173
(124, 153),     -0.07136,       -0.07136
(256, 380),     -0.07131,       -0.07131
(243, 295),     -0.07128,       -0.07128
(253, 276),     -0.07128,       -0.07128
(7, 24),     -0.0712,       -0.0712
(23, 124),     -0.07091,       -0.07091
(359, 381),     -0.07059,       -0.07059
(26, 46),     -0.06996,       -0.06996
(24, 28),     -0.06935,       -0.06935
(296, 388),     -0.06877,       -0.06877
(254, 293),     -0.06784,       -0.06784
(144, 285),     -0.06738,       -0.06738
(155, 296),     -0.06729,       -0.06729
(24, 193),     -0.06705,       -0.06705
(252, 263),     -0.06691,       -0.06691
(24, 124),     -0.06685,       -0.06685
(65, 417),     -0.06657,       -0.06657
(23, 46),     -0.06644,       -0.06644
(256, 359),     -0.06637,       -0.06637
(285, 417),     -0.06633,       -0.06633
(255, 293),     -0.06626,       -0.06626
(26, 145),     -0.06624,       -0.06624
(22, 46),     -0.06617,       -0.06617
(161, 417),     -0.06605,       -0.06605
(112, 362),     -0.06561,       -0.06561
(56, 246),     -0.06521,       -0.06521
(145, 155),     -0.06513,       -0.06513
(161, 252),     -0.06507,       -0.06507
(163, 387),     -0.06485,       -0.06485
(27, 46),     -0.06464,       -0.06464
(144, 296),     -0.06441,       -0.06441
(286, 295),     -0.06439,       -0.06439
(283, 353),     -0.06384,       -0.06384
(362, 414),     -0.06366,       -0.06366
(161, 246),     -0.06352,       -0.06352
(28, 173),     -0.06352,       -0.06352
(28, 133),     -0.06329,       -0.06329
(341, 380),     -0.06323,       -0.06323
(380, 384),     -0.06276,       -0.06276
(46, 105),     -0.06253,       -0.06253
(163, 385),     -0.06252,       -0.06252
(259, 265),     -0.06249,       -0.06249
(33, 130),     -0.06248,       -0.06248
(25, 153),     -0.06246,       -0.06246
(56, 190),     -0.06243,       -0.06243
(110, 385),     -0.06172,       -0.06172
(56, 156),     -0.06168,       -0.06168
(154, 336),     -0.06154,       -0.06154
(295, 373),     -0.06152,       -0.06152
(133, 296),     -0.0614,       -0.0614
(282, 388),     -0.0614,       -0.0614
(66, 173),     -0.06117,       -0.06117
(243, 382),     -0.06083,       -0.06083
(25, 387),     -0.06069,       -0.06069
(112, 295),     -0.06028,       -0.06028
(258, 339),     -0.06013,       -0.06013
(193, 336),     -0.05982,       -0.05982
(158, 243),     -0.05979,       -0.05979
(246, 252),     -0.05952,       -0.05952
(156, 190),     -0.05904,       -0.05904
(158, 417),     -0.05899,       -0.05899
(243, 285),     -0.05875,       -0.05875
(336, 384),     -0.05866,       -0.05866
(295, 466),     -0.05852,       -0.05852
(27, 53),     -0.05813,       -0.05813
(259, 276),     -0.05807,       -0.05807
(35, 154),     -0.05803,       -0.05803
(300, 383),     -0.05724,       -0.05724
(161, 253),     -0.05722,       -0.05722
(398, 467),     -0.0572,       -0.0572
(145, 158),     -0.05711,       -0.05711
(144, 386),     -0.05688,       -0.05688
(258, 390),     -0.05665,       -0.05665
(276, 467),     -0.05648,       -0.05648
(163, 296),     -0.05587,       -0.05587
(336, 417),     -0.05565,       -0.05565
(293, 414),     -0.05563,       -0.05563
(373, 385),     -0.05554,       -0.05554
(263, 293),     -0.0551,       -0.0551
(112, 285),     -0.05486,       -0.05486
(55, 110),     -0.05482,       -0.05482
(26, 66),     -0.05463,       -0.05463
(35, 282),     -0.05445,       -0.05445
(53, 173),     -0.05443,       -0.05443
(52, 286),     -0.05433,       -0.05433
(26, 124),     -0.05427,       -0.05427
(260, 265),     -0.05422,       -0.05422
(246, 253),     -0.05394,       -0.05394
(33, 157),     -0.05393,       -0.05393
(154, 463),     -0.05385,       -0.05385
(155, 156),     -0.05382,       -0.05382
(253, 286),     -0.05347,       -0.05347
(23, 66),     -0.05332,       -0.05332
(24, 66),     -0.05304,       -0.05304
(249, 374),     -0.05295,       -0.05295
(28, 155),     -0.05286,       -0.05286
(23, 26),     -0.05283,       -0.05283
(156, 243),     -0.05206,       -0.05206
(258, 285),     -0.05191,       -0.05191
(7, 107),     -0.05187,       -0.05187
(130, 158),     -0.05184,       -0.05184
(124, 160),     -0.05179,       -0.05179
(70, 144),     -0.05157,       -0.05157
(193, 295),     -0.05148,       -0.05148
(26, 63),     -0.05085,       -0.05085
(23, 28),     -0.05077,       -0.05077
(29, 35),     -0.05069,       -0.05069
(145, 296),     -0.05046,       -0.05046
(145, 156),     -0.05044,       -0.05044
(110, 387),     -0.05041,       -0.05041
(133, 156),     -0.05031,       -0.05031
(258, 265),     -0.05031,       -0.05031
(381, 384),     -0.0502,       -0.0502
(35, 334),     -0.04993,       -0.04993
(145, 285),     -0.04977,       -0.04977
(257, 417),     -0.04961,       -0.04961
(339, 385),     -0.04934,       -0.04934
(257, 265),     -0.04931,       -0.04931
(105, 173),     -0.04909,       -0.04909
(22, 124),     -0.0486,       -0.0486
(29, 46),     -0.04847,       -0.04847
(52, 463),     -0.04846,       -0.04846
(255, 387),     -0.0484,       -0.0484
(286, 373),     -0.04839,       -0.04839
(55, 193),     -0.04837,       -0.04837
(153, 336),     -0.0483,       -0.0483
(25, 385),     -0.04793,       -0.04793
(373, 390),     -0.04791,       -0.04791
(246, 256),     -0.04742,       -0.04742
(286, 334),     -0.04738,       -0.04738
(55, 190),     -0.04729,       -0.04729
(161, 256),     -0.04695,       -0.04695
(255, 263),     -0.04683,       -0.04683
(263, 276),     -0.04666,       -0.04666
(259, 260),     -0.04664,       -0.04664
(29, 33),     -0.04575,       -0.04575
(33, 387),     -0.04572,       -0.04572
(285, 286),     -0.04545,       -0.04545
(265, 359),     -0.04527,       -0.04527
(70, 296),     -0.04521,       -0.04521
(359, 463),     -0.04513,       -0.04513
(254, 276),     -0.0451,       -0.0451
(107, 145),     -0.04454,       -0.04454
(193, 285),     -0.04448,       -0.04448
(296, 387),     -0.04384,       -0.04384
(154, 296),     -0.04274,       -0.04274
(105, 130),     -0.04269,       -0.04269
(110, 336),     -0.04257,       -0.04257
(285, 296),     -0.04234,       -0.04234
(156, 163),     -0.04224,       -0.04224
(35, 386),     -0.04185,       -0.04185
(163, 285),     -0.04123,       -0.04123
(276, 339),     -0.04113,       -0.04113
(283, 466),     -0.04076,       -0.04076
(70, 145),     -0.04066,       -0.04066
(55, 145),     -0.04066,       -0.04066
(144, 295),     -0.04063,       -0.04063
(260, 283),     -0.04052,       -0.04052
(53, 247),     -0.03978,       -0.03978
(23, 63),     -0.03966,       -0.03966
(285, 295),     -0.03957,       -0.03957
(193, 296),     -0.03954,       -0.03954
(24, 112),     -0.03953,       -0.03953
(263, 380),     -0.03925,       -0.03925
(22, 66),     -0.03924,       -0.03924
(27, 35),     -0.03894,       -0.03894
(388, 414),     -0.03876,       -0.03876
(296, 339),     -0.03871,       -0.03871
(161, 193),     -0.03859,       -0.03859
(283, 334),     -0.03851,       -0.03851
(22, 63),     -0.03849,       -0.03849
(254, 339),     -0.03795,       -0.03795
(23, 158),     -0.03778,       -0.03778
(155, 285),     -0.03745,       -0.03745
(190, 398),     -0.03743,       -0.03743
(265, 387),     -0.03725,       -0.03725
(107, 193),     -0.03713,       -0.03713
(383, 386),     -0.0371,       -0.0371
(56, 110),     -0.03693,       -0.03693
(26, 296),     -0.03685,       -0.03685
(155, 295),     -0.03647,       -0.03647
(25, 107),     -0.03592,       -0.03592
(33, 161),     -0.03567,       -0.03567
(7, 385),     -0.03562,       -0.03562
(255, 257),     -0.03548,       -0.03548
(265, 467),     -0.03508,       -0.03508
(25, 336),     -0.03456,       -0.03456
(263, 265),     -0.03444,       -0.03444
(334, 466),     -0.03389,       -0.03389
(282, 359),     -0.03384,       -0.03384
(384, 414),     -0.03362,       -0.03362
(282, 286),     -0.03341,       -0.03341
(53, 463),     -0.03331,       -0.03331
(24, 386),     -0.03328,       -0.03328
(246, 341),     -0.03321,       -0.03321
(35, 55),     -0.03321,       -0.03321
(24, 156),     -0.03276,       -0.03276
(24, 46),     -0.03263,       -0.03263
(107, 110),     -0.03245,       -0.03245
(144, 385),     -0.0321,       -0.0321
(249, 253),     -0.0319,       -0.0319
(52, 414),     -0.03186,       -0.03186
(258, 336),     -0.03149,       -0.03149
(66, 286),     -0.03106,       -0.03106
(163, 295),     -0.03086,       -0.03086
(30, 256),     -0.03045,       -0.03045
(249, 257),     -0.02975,       -0.02975
(110, 124),     -0.02956,       -0.02956
(26, 336),     -0.02945,       -0.02945
(133, 295),     -0.02917,       -0.02917
(154, 285),     -0.0288,       -0.0288
(263, 382),     -0.02858,       -0.02858
(260, 293),     -0.02803,       -0.02803
(112, 156),     -0.02796,       -0.02796
(246, 254),     -0.02782,       -0.02782
(286, 417),     -0.02782,       -0.02782
(35, 385),     -0.02771,       -0.02771
(33, 386),     -0.02727,       -0.02727
(7, 55),     -0.02714,       -0.02714
(70, 155),     -0.02712,       -0.02712
(153, 296),     -0.02708,       -0.02708
(35, 414),     -0.02707,       -0.02707
(145, 295),     -0.02653,       -0.02653
(383, 387),     -0.02622,       -0.02622
(353, 386),     -0.02607,       -0.02607
(30, 341),     -0.02596,       -0.02596
(254, 286),     -0.02582,       -0.02582
(414, 417),     -0.02539,       -0.02539
(161, 341),     -0.02516,       -0.02516
(259, 293),     -0.02504,       -0.02504
(161, 254),     -0.02499,       -0.02499
(124, 159),     -0.02477,       -0.02477
(276, 334),     -0.0247,       -0.0247
(26, 295),     -0.0245,       -0.0245
(258, 417),     -0.02418,       -0.02418
(107, 286),     -0.02368,       -0.02368
(24, 157),     -0.02321,       -0.02321
(35, 286),     -0.0232,       -0.0232
(33, 252),     -0.02294,       -0.02294
(33, 253),     -0.02281,       -0.02281
(133, 382),     -0.02278,       -0.02278
(145, 193),     -0.02264,       -0.02264
(46, 63),     -0.02241,       -0.02241
(107, 258),     -0.02212,       -0.02212
(246, 463),     -0.02205,       -0.02205
(7, 336),     -0.02187,       -0.02187
(24, 35),     -0.02179,       -0.02179
(259, 334),     -0.02177,       -0.02177
(265, 286),     -0.02175,       -0.02175
(23, 156),     -0.02165,       -0.02165
(398, 466),     -0.02141,       -0.02141
(257, 334),     -0.02126,       -0.02126
(258, 296),     -0.02126,       -0.02126
(246, 387),     -0.02113,       -0.02113
(124, 285),     -0.02083,       -0.02083
(144, 387),     -0.02019,       -0.02019
(153, 154),     -0.01986,       -0.01986
(30, 252),     -0.01972,       -0.01972
(28, 153),     -0.01946,       -0.01946
(153, 285),     -0.01936,       -0.01936
(339, 384),     -0.01918,       -0.01918
(255, 276),     -0.01903,       -0.01903
(255, 467),     -0.01882,       -0.01882
(243, 341),     -0.01804,       -0.01804
(263, 341),     -0.01745,       -0.01745
(22, 144),     -0.01666,       -0.01666
(256, 263),     -0.01622,       -0.01622
(26, 28),     -0.01621,       -0.01621
(112, 158),     -0.01594,       -0.01594
(161, 463),     -0.01587,       -0.01587
(107, 124),     -0.01575,       -0.01575
(30, 463),     -0.01556,       -0.01556
(286, 467),     -0.01518,       -0.01518
(24, 63),     -0.01508,       -0.01508
(249, 254),     -0.01477,       -0.01477
(243, 282),     -0.01448,       -0.01448
(265, 466),     -0.01434,       -0.01434
(154, 295),     -0.01418,       -0.01418
(110, 285),     -0.01411,       -0.01411
(353, 387),     -0.01401,       -0.01401
(23, 336),     -0.01392,       -0.01392
(373, 384),     -0.01392,       -0.01392
(112, 282),     -0.01374,       -0.01374
(246, 386),     -0.01369,       -0.01369
(7, 63),     -0.01357,       -0.01357
(293, 398),     -0.01306,       -0.01306
(52, 341),     -0.013,       -0.013
(259, 417),     -0.01279,       -0.01279
(145, 190),     -0.01264,       -0.01264
(247, 256),     -0.0121,       -0.0121
(70, 163),     -0.01209,       -0.01209
(24, 336),     -0.0117,       -0.0117
(70, 243),     -0.01161,       -0.01161
(24, 385),     -0.01152,       -0.01152
(296, 390),     -0.01107,       -0.01107
(296, 466),     -0.01102,       -0.01102
(7, 388),     -0.01089,       -0.01089
(374, 398),     -0.01043,       -0.01043
(29, 256),     -0.01038,       -0.01038
(53, 130),     -0.01034,       -0.01034
(247, 252),     -0.01003,       -0.01003
(33, 256),     -0.00989,       -0.00989
(28, 154),     -0.00987,       -0.00987
(160, 252),     -0.00984,       -0.00984
(26, 285),     -0.00961,       -0.00961
(33, 246),     -0.00942,       -0.00942
(249, 265),     -0.00941,       -0.00941
(24, 173),     -0.00929,       -0.00929
(173, 414),     -0.00928,       -0.00928
(334, 417),     -0.00915,       -0.00915
(130, 387),     -0.00898,       -0.00898
(107, 190),     -0.00896,       -0.00896
(173, 463),     -0.00885,       -0.00885
(154, 156),     -0.00869,       -0.00869
(265, 388),     -0.00849,       -0.00849
(7, 46),     -0.00834,       -0.00834
(46, 110),     -0.00823,       -0.00823
(193, 282),     -0.00815,       -0.00815
(22, 336),     -0.00807,       -0.00807
(381, 414),     -0.00789,       -0.00789
(56, 145),     -0.00775,       -0.00775
(124, 295),     -0.00775,       -0.00775
(256, 414),     -0.00766,       -0.00766
(105, 463),     -0.00759,       -0.00759
(190, 336),     -0.00725,       -0.00725
(295, 339),     -0.00689,       -0.00689
(110, 296),     -0.00679,       -0.00679
(22, 296),     -0.00652,       -0.00652
(70, 133),     -0.00636,       -0.00636
(145, 173),     -0.00599,       -0.00599
(133, 158),     -0.00584,       -0.00584
(35, 387),     -0.0054,       -0.0054
(163, 257),     -0.00532,       -0.00532
(107, 385),     -0.00516,       -0.00516
(23, 296),     -0.00514,       -0.00514
(33, 254),     -0.00505,       -0.00505
(33, 388),     -0.00503,       -0.00503
(247, 341),     -0.00485,       -0.00485
(173, 362),     -0.00463,       -0.00463
(23, 163),     -0.00446,       -0.00446
(254, 398),     -0.00436,       -0.00436
(29, 341),     -0.00403,       -0.00403
(63, 110),     -0.00384,       -0.00384
(133, 285),     -0.00374,       -0.00374
(22, 28),     -0.00365,       -0.00365
(70, 154),     -0.00331,       -0.00331
(243, 334),     -0.00303,       -0.00303
(52, 398),     -0.00289,       -0.00289
(70, 112),     -0.00266,       -0.00266
(46, 247),     -0.00256,       -0.00256
(282, 293),     -0.00239,       -0.00239
(246, 374),     -0.00236,       -0.00236
(156, 285),     -0.00219,       -0.00219
(153, 295),     -0.00165,       -0.00165
(145, 243),     -0.00139,       -0.00139
(259, 467),     -0.00116,       -0.00116
(53, 341),     -0.00098,       -0.00098
(56, 243),     -0.00091,       -0.00091
(160, 253),     -0.00086,       -0.00086
(156, 282),     -0.00063,       -0.00063
(70, 153),     -0.0005,       -0.0005
(63, 193),     -0.00036,       -0.00036
(63, 190),     -0.00034,       -0.00034
(153, 156),     -0.00031,       -0.00031
(154, 362),     0.0,       0.0
(105, 247),     0.0002,       0.0002
(247, 336),     0.00032,       0.00032
(144, 282),     0.00039,       0.00039
(52, 362),     0.00042,       0.00042
(243, 414),     0.00086,       0.00086
(53, 417),     0.00103,       0.00103
(26, 156),     0.00114,       0.00114
(257, 282),     0.00119,       0.00119
(130, 157),     0.00128,       0.00128
(65, 385),     0.00143,       0.00143
(30, 46),     0.00165,       0.00165
(29, 463),     0.00177,       0.00177
(286, 296),     0.00177,       0.00177
(28, 52),     0.00213,       0.00213
(130, 252),     0.00213,       0.00213
(243, 398),     0.00245,       0.00245
(24, 387),     0.00255,       0.00255
(23, 35),     0.00258,       0.00258
(55, 385),     0.00296,       0.00296
(107, 133),     0.00301,       0.00301
(24, 155),     0.00306,       0.00306
(29, 252),     0.00313,       0.00313
(65, 384),     0.00344,       0.00344
(35, 258),     0.00354,       0.00354
(130, 253),     0.00381,       0.00381
(27, 247),     0.0039,       0.0039
(246, 380),     0.00408,       0.00408
(263, 362),     0.00424,       0.00424
(33, 374),     0.00431,       0.00431
(110, 156),     0.00434,       0.00434
(110, 295),     0.00438,       0.00438
(52, 130),     0.00457,       0.00457
(28, 246),     0.00463,       0.00463
(282, 467),     0.00501,       0.00501
(24, 296),     0.00509,       0.00509
(144, 334),     0.00511,       0.00511
(247, 253),     0.00542,       0.00542
(30, 253),     0.00543,       0.00543
(382, 414),     0.0055,       0.0055
(374, 381),     0.00557,       0.00557
(295, 300),     0.00592,       0.00592
(46, 107),     0.00617,       0.00617
(144, 257),     0.00619,       0.00619
(374, 414),     0.00627,       0.00627
(258, 467),     0.0067,       0.0067
(256, 398),     0.00682,       0.00682
(23, 295),     0.00699,       0.00699
(161, 386),     0.00705,       0.00705
(112, 334),     0.00716,       0.00716
(52, 384),     0.00724,       0.00724
(283, 383),     0.00728,       0.00728
(22, 295),     0.00764,       0.00764
(263, 381),     0.00765,       0.00765
(253, 398),     0.008,       0.008
(33, 341),     0.00803,       0.00803
(107, 155),     0.00819,       0.00819
(35, 130),     0.00823,       0.00823
(53, 362),     0.00841,       0.00841
(66, 417),     0.00854,       0.00854
(22, 156),     0.00856,       0.00856
(382, 398),     0.0088,       0.0088
(163, 384),     0.00903,       0.00903
(124, 161),     0.00915,       0.00915
(161, 387),     0.00943,       0.00943
(46, 296),     0.01004,       0.01004
(163, 388),     0.01048,       0.01048
(161, 380),     0.01056,       0.01056
(161, 374),     0.01058,       0.01058
(145, 157),     0.01072,       0.01072
(296, 384),     0.01082,       0.01082
(110, 153),     0.01088,       0.01088
(105, 417),     0.01091,       0.01091
(257, 260),     0.01095,       0.01095
(22, 35),     0.01106,       0.01106
(380, 414),     0.0111,       0.0111
(286, 339),     0.0111,       0.0111
(124, 173),     0.01114,       0.01114
(276, 353),     0.01123,       0.01123
(52, 256),     0.01137,       0.01137
(23, 285),     0.01183,       0.01183
(33, 373),     0.01193,       0.01193
(26, 282),     0.01194,       0.01194
(257, 296),     0.01205,       0.01205
(353, 382),     0.01221,       0.01221
(26, 153),     0.01228,       0.01228
(7, 296),     0.01237,       0.01237
(145, 282),     0.01243,       0.01243
(23, 386),     0.01251,       0.01251
(163, 334),     0.01267,       0.01267
(24, 107),     0.01275,       0.01275
(246, 362),     0.01329,       0.01329
(336, 388),     0.01329,       0.01329
(25, 388),     0.01339,       0.01339
(386, 390),     0.01339,       0.01339
(7, 25),     0.01355,       0.01355
(130, 159),     0.01371,       0.01371
(156, 160),     0.01377,       0.01377
(24, 285),     0.01392,       0.01392
(190, 296),     0.01446,       0.01446
(56, 414),     0.0145,       0.0145
(163, 282),     0.01467,       0.01467
(24, 295),     0.01468,       0.01468
(35, 283),     0.01476,       0.01476
(7, 124),     0.01529,       0.01529
(55, 133),     0.01535,       0.01535
(55, 124),     0.0156,       0.0156
(160, 256),     0.01572,       0.01572
(63, 463),     0.01575,       0.01575
(35, 384),     0.01594,       0.01594
(380, 398),     0.01596,       0.01596
(24, 56),     0.01634,       0.01634
(381, 398),     0.01715,       0.01715
(107, 243),     0.01717,       0.01717
(255, 258),     0.01719,       0.01719
(257, 295),     0.0173,       0.0173
(130, 256),     0.01734,       0.01734
(156, 159),     0.01776,       0.01776
(56, 417),     0.0179,       0.0179
(7, 257),     0.01802,       0.01802
(30, 336),     0.01838,       0.01838
(155, 282),     0.01843,       0.01843
(112, 341),     0.01867,       0.01867
(247, 463),     0.01876,       0.01876
(163, 259),     0.01884,       0.01884
(163, 258),     0.01894,       0.01894
(22, 285),     0.01908,       0.01908
(300, 382),     0.01914,       0.01914
(155, 382),     0.01919,       0.01919
(110, 384),     0.01967,       0.01967
(160, 247),     0.01972,       0.01972
(130, 386),     0.0201,       0.0201
(105, 286),     0.02077,       0.02077
(55, 155),     0.02084,       0.02084
(35, 107),     0.02088,       0.02088
(339, 398),     0.02098,       0.02098
