Comparing the following files: 
kelly_front_s3_v2/,  kelly_low_s3_v2/,  kelly_right_threequarter_s3_v2/,  kelly_left_threequarter_s3_v2/,  

Correlation cuttoff is -1
landmark(s),  kelly_front_s3_v2_vs_kelly_low_s3_v2,  kelly_front_s3_v2_vs_kelly_right_threequarter_s3_v2,  kelly_front_s3_v2_vs_kelly_left_threequarter_s3_v2,  kelly_low_s3_v2_vs_kelly_right_threequarter_s3_v2,  kelly_low_s3_v2_vs_kelly_left_threequarter_s3_v2,  kelly_right_threequarter_s3_v2_vs_kelly_left_threequarter_s3_v2,  average
(260, 466),     0.89358,       0.64169,       0.20877,       0.66416,       0.30372,       0.29972,       0.50194
(158, 256),     0.82477,       0.70014,       0.29564,       0.69858,       0.13129,       0.36094,       0.50189
(30, 246),     0.93394,       0.53789,       0.16675,       0.65477,       0.23632,       0.47647,       0.50102
(22, 55),     0.53775,       0.82093,       0.40466,       0.39072,       0.25341,       0.59353,       0.50017
(28, 341),     0.67114,       0.68976,       0.27312,       0.69374,       0.24284,       0.42935,       0.49999
(23, 107),     0.47168,       0.78081,       0.54186,       0.32869,       0.23983,       0.63612,       0.49983
(27, 253),     0.6994,       0.67682,       0.20653,       0.7178,       0.29199,       0.4021,       0.49911
(300, 385),     0.893,       0.6718,       0.14333,       0.69342,       0.24397,       0.3468,       0.49872
(7, 29),     0.13607,       0.49462,       0.43685,       0.73535,       0.55618,       0.6332,       0.49871
(28, 161),     0.81508,       0.52251,       0.27009,       0.63881,       0.21114,       0.53035,       0.498
(334, 382),     0.56826,       0.57284,       0.53803,       0.37251,       0.50249,       0.42861,       0.49712
(249, 263),     0.3928,       0.77357,       0.62135,       0.28922,       0.3881,       0.51626,       0.49688
(70, 161),     0.88267,       0.67368,       0.19032,       0.67228,       0.20708,       0.35203,       0.49634
(160, 341),     0.78867,       0.66627,       0.38717,       0.66429,       0.19417,       0.2752,       0.49596
(282, 380),     0.55674,       0.67014,       0.52452,       0.47641,       0.32726,       0.42043,       0.49592
(286, 398),     0.28278,       0.58704,       0.51255,       0.60492,       0.48184,       0.50431,       0.49557
(282, 384),     0.84539,       0.61346,       0.17471,       0.59417,       0.3553,       0.38438,       0.49457
(107, 387),     0.9037,       0.57286,       0.15745,       0.64712,       0.22025,       0.46592,       0.49455
(252, 467),     0.4835,       0.51252,       0.56649,       0.60834,       0.48843,       0.30219,       0.49358
(24, 65),     0.3032,       0.6823,       0.55373,       0.45171,       0.2918,       0.67459,       0.49289
(160, 247),     0.43059,       0.64649,       0.4595,       0.41498,       0.24527,       0.75763,       0.49241
(387, 463),     0.69917,       0.71896,       0.23014,       0.77664,       0.24317,       0.28618,       0.49238
(53, 133),     0.54491,       0.68396,       0.43624,       0.44075,       0.29794,       0.54227,       0.49101
(160, 253),     0.83863,       0.72181,       0.28028,       0.67294,       0.17426,       0.25253,       0.49007
(27, 52),     0.73923,       0.49048,       0.3662,       0.45115,       0.36684,       0.51805,       0.48866
(33, 107),     0.56666,       0.48865,       0.38838,       0.43514,       0.36554,       0.68659,       0.48849
(25, 110),     0.83491,       0.35386,       0.54054,       0.40181,       0.56365,       0.23356,       0.48805
(283, 382),     0.47839,       0.65693,       0.63236,       0.20031,       0.49619,       0.46157,       0.48763
(29, 193),     0.54877,       0.67029,       0.33546,       0.52378,       0.31318,       0.53422,       0.48762
(276, 385),     0.9239,       0.72205,       0.10621,       0.74803,       0.19614,       0.22838,       0.48745
(7, 30),     0.21401,       0.47172,       0.33687,       0.74399,       0.55835,       0.59692,       0.48698
(255, 257),     0.16722,       0.5896,       0.47372,       0.62676,       0.44724,       0.6128,       0.48622
(353, 388),     0.8092,       0.56924,       0.1679,       0.63311,       0.27508,       0.45894,       0.48558
(252, 336),     0.63294,       0.58844,       0.58005,       0.53089,       0.28517,       0.2953,       0.48546
(30, 105),     0.59388,       0.54214,       0.40342,       0.44612,       0.38826,       0.53769,       0.48525
(173, 190),     0.85663,       0.52825,       0.18327,       0.67651,       0.2681,       0.3983,       0.48518
(257, 388),     0.85797,       0.67351,       0.13814,       0.67649,       0.24507,       0.31767,       0.48481
(29, 381),     0.64431,       0.68723,       0.30435,       0.65274,       0.24595,       0.36005,       0.48244
(107, 144),     0.37005,       0.77898,       0.59416,       0.26561,       0.22192,       0.66101,       0.48195
(259, 260),     0.57703,       0.70688,       0.45782,       0.35824,       0.37122,       0.4203,       0.48192
(158, 252),     0.84429,       0.71021,       0.22717,       0.71043,       0.09273,       0.30535,       0.4817
(29, 463),     0.59078,       0.68387,       0.33622,       0.58329,       0.24736,       0.4487,       0.4817
(253, 263),     0.43823,       0.44272,       0.56786,       0.66703,       0.43173,       0.34032,       0.48131
(66, 385),     0.87196,       0.53341,       0.17508,       0.62538,       0.23116,       0.44812,       0.48085
(7, 66),     0.42054,       0.57057,       0.51309,       0.37125,       0.32497,       0.68384,       0.48071
(253, 296),     0.64016,       0.58523,       0.5095,       0.55232,       0.28755,       0.3084,       0.48053
(52, 110),     0.23923,       0.5695,       0.59993,       0.49922,       0.31689,       0.65777,       0.48042
(300, 466),     0.85003,       0.38371,       0.27165,       0.50795,       0.45542,       0.41328,       0.48034
(52, 190),     0.43678,       0.62626,       0.41433,       0.38668,       0.36984,       0.64784,       0.48029
(334, 341),     0.5282,       0.57224,       0.50571,       0.3414,       0.5308,       0.40255,       0.48015
(334, 381),     0.55448,       0.58336,       0.51939,       0.41106,       0.42851,       0.38241,       0.47987
(66, 386),     0.87657,       0.54158,       0.16606,       0.62124,       0.2132,       0.45841,       0.47951
(28, 107),     0.60098,       0.43968,       0.37508,       0.57261,       0.36361,       0.52501,       0.4795
(293, 466),     0.86185,       0.53924,       0.18394,       0.64115,       0.36517,       0.28499,       0.47939
(254, 359),     0.39008,       0.42203,       0.62619,       0.64643,       0.47484,       0.31345,       0.47884
(33, 66),     0.56357,       0.48133,       0.35191,       0.4384,       0.35174,       0.68488,       0.47864
(252, 398),     0.78125,       0.72932,       0.19793,       0.57448,       0.37041,       0.21673,       0.47835
(55, 145),     0.4348,       0.8284,       0.45994,       0.29579,       0.23642,       0.61164,       0.47783
(30, 173),     0.49238,       0.62188,       0.30996,       0.56936,       0.44168,       0.43124,       0.47775
(252, 282),     0.52398,       0.64191,       0.50083,       0.4505,       0.35156,       0.39753,       0.47772
(295, 384),     0.81899,       0.67068,       0.15354,       0.64914,       0.19311,       0.3789,       0.47739
(246, 336),     0.56258,       0.50682,       0.32974,       0.5979,       0.31167,       0.5551,       0.4773
(296, 374),     0.64143,       0.60746,       0.50984,       0.60205,       0.25664,       0.24631,       0.47729
(52, 246),     0.74125,       0.44122,       0.23453,       0.50712,       0.26419,       0.67398,       0.47705
(157, 160),     0.60971,       0.60908,       0.54906,       0.39984,       0.47491,       0.21176,       0.47573
(160, 296),     0.73674,       0.64618,       0.19908,       0.66947,       0.17776,       0.41979,       0.47484
(158, 341),     0.76894,       0.66555,       0.31027,       0.63464,       0.11004,       0.35874,       0.4747
(105, 110),     0.41934,       0.58892,       0.58634,       0.53633,       0.30062,       0.41574,       0.47455
(7, 27),     0.03975,       0.50203,       0.50315,       0.66855,       0.50067,       0.63014,       0.47405
(53, 243),     0.52722,       0.72053,       0.42715,       0.41189,       0.26246,       0.49488,       0.47402
(249, 387),     0.07136,       0.42788,       0.30756,       0.72556,       0.49548,       0.81416,       0.47367
(28, 252),     0.7276,       0.69398,       0.15514,       0.77916,       0.18817,       0.29069,       0.47246
(283, 381),     0.43606,       0.65632,       0.63349,       0.19354,       0.46674,       0.44787,       0.47234
(380, 398),     0.67508,       0.70544,       0.1494,       0.54373,       0.37194,       0.38763,       0.4722
(249, 254),     0.56704,       0.31363,       0.4847,       0.68571,       0.3913,       0.39057,       0.47216
(161, 173),     0.68333,       0.57026,       0.59377,       0.42109,       0.39001,       0.17359,       0.47201
(293, 384),     0.86132,       0.55122,       0.19863,       0.53208,       0.38831,       0.2994,       0.47183
(159, 254),     0.85355,       0.67234,       0.23401,       0.59921,       0.15251,       0.31704,       0.47144
(145, 173),     0.39474,       0.823,       0.37852,       0.38147,       0.42246,       0.42535,       0.47092
(252, 285),     0.67703,       0.5547,       0.58863,       0.45811,       0.35417,       0.19226,       0.47082
(258, 286),     0.58438,       0.61327,       0.41858,       0.59112,       0.34985,       0.26694,       0.47069
(105, 247),     0.4603,       0.52318,       0.45895,       0.43324,       0.38709,       0.56092,       0.47061
(23, 33),     0.86996,       0.41876,       0.49248,       0.4673,       0.42647,       0.14818,       0.47053
(336, 380),     0.63591,       0.59355,       0.54987,       0.56551,       0.28142,       0.19581,       0.47034
(33, 105),     0.61508,       0.43378,       0.39895,       0.44627,       0.32894,       0.5892,       0.4687
(27, 107),     0.5194,       0.20909,       0.46066,       0.5505,       0.4706,       0.59846,       0.46812
(23, 55),     0.44397,       0.79005,       0.45603,       0.29189,       0.22547,       0.60097,       0.46806
(53, 163),     0.4611,       0.52324,       0.46793,       0.51112,       0.36328,       0.48091,       0.46793
(282, 374),     0.51523,       0.64683,       0.50812,       0.49302,       0.29872,       0.33367,       0.46593
(65, 246),     0.6661,       0.43342,       0.245,       0.48004,       0.29395,       0.67672,       0.46587
(295, 374),     0.51075,       0.71687,       0.48611,       0.53344,       0.24212,       0.30559,       0.46581
(29, 253),     0.68241,       0.69548,       0.18895,       0.68856,       0.22297,       0.31552,       0.46565
(159, 381),     0.76167,       0.62491,       0.34792,       0.62641,       0.1548,       0.27538,       0.46518
(158, 334),     0.7038,       0.68174,       0.18943,       0.67489,       0.16569,       0.37516,       0.46512
(29, 380),     0.64736,       0.69454,       0.23258,       0.67174,       0.21322,       0.331,       0.46507
(29, 53),     0.76545,       0.56055,       0.20825,       0.52888,       0.35602,       0.37086,       0.465
(27, 362),     0.52746,       0.62943,       0.33572,       0.56847,       0.27268,       0.45619,       0.46499
(283, 341),     0.45153,       0.65008,       0.58984,       0.17814,       0.51864,       0.39958,       0.46463
(29, 382),     0.6025,       0.65461,       0.32738,       0.59809,       0.24067,       0.3632,       0.46441
(29, 56),     0.59136,       0.57483,       0.51288,       0.39849,       0.40263,       0.30493,       0.46419
(24, 107),     0.38427,       0.74127,       0.55893,       0.26872,       0.19655,       0.63383,       0.46393
(29, 52),     0.71747,       0.3772,       0.39694,       0.39122,       0.33061,       0.56727,       0.46345
(253, 295),     0.48938,       0.68828,       0.49589,       0.48668,       0.24475,       0.37061,       0.4626
(105, 130),     0.41073,       0.51955,       0.49587,       0.44058,       0.34318,       0.56381,       0.46229
(159, 463),     0.72266,       0.61848,       0.38052,       0.56418,       0.1541,       0.32973,       0.46161
(25, 66),     0.3373,       0.5924,       0.48574,       0.39094,       0.30257,       0.66035,       0.46155
(65, 190),     0.41189,       0.61356,       0.33048,       0.45082,       0.38371,       0.57771,       0.46136
(63, 157),     0.82856,       0.57029,       0.19877,       0.63904,       0.21712,       0.31172,       0.46092
(260, 386),     0.82974,       0.71639,       0.10821,       0.639,       0.25677,       0.21375,       0.46064
(107, 256),     0.6949,       0.73574,       0.26016,       0.63672,       0.19219,       0.23983,       0.45992
(260, 467),     0.28674,       0.57271,       0.40619,       0.63384,       0.35544,       0.50361,       0.45976
(353, 466),     0.79856,       0.42849,       0.15704,       0.59856,       0.29323,       0.48241,       0.45971
(260, 362),     0.61023,       0.61178,       0.31819,       0.6733,       0.33448,       0.20844,       0.4594
(27, 374),     0.62258,       0.62238,       0.16247,       0.6811,       0.26503,       0.40015,       0.45895
(159, 380),     0.77166,       0.65168,       0.29622,       0.63662,       0.12705,       0.26919,       0.45874
(256, 334),     0.51191,       0.56147,       0.48071,       0.37236,       0.46431,       0.36004,       0.45847
(30, 158),     0.72873,       0.55474,       0.20362,       0.58574,       0.27518,       0.40187,       0.45831
(157, 295),     0.51718,       0.62491,       0.25106,       0.58793,       0.25447,       0.51398,       0.45826
(374, 467),     0.43364,       0.57577,       0.57029,       0.39376,       0.42477,       0.34973,       0.45799
(158, 253),     0.84885,       0.68387,       0.18166,       0.66832,       0.07569,       0.28816,       0.45776
(107, 341),     0.68264,       0.69642,       0.26298,       0.61746,       0.22848,       0.25501,       0.45716
(7, 247),     0.25926,       0.42977,       0.20873,       0.68689,       0.47933,       0.67227,       0.45604
(257, 334),     0.50332,       0.49291,       0.14816,       0.70632,       0.40627,       0.47713,       0.45568
(334, 362),     0.47746,       0.53558,       0.51818,       0.27519,       0.52385,       0.40115,       0.45524
(254, 296),     0.58896,       0.55418,       0.46069,       0.5411,       0.30203,       0.28344,       0.45507
(334, 463),     0.47679,       0.53458,       0.50387,       0.2419,       0.57637,       0.39276,       0.45438
(30, 66),     0.43249,       0.47718,       0.40078,       0.36116,       0.43007,       0.62076,       0.45374
(256, 283),     0.41789,       0.63209,       0.58681,       0.18979,       0.50605,       0.38705,       0.45328
(107, 384),     0.87299,       0.46968,       0.14911,       0.62111,       0.23631,       0.35704,       0.45104
(154, 247),     0.58663,       0.69635,       0.4345,       0.51457,       0.23691,       0.23684,       0.45097
(334, 466),     0.82811,       0.63075,       0.1004,       0.71114,       0.23152,       0.20387,       0.45097
(283, 466),     0.85837,       0.62141,       0.09308,       0.66471,       0.26739,       0.19907,       0.45067
(255, 259),     0.0875,       0.49785,       0.5144,       0.70037,       0.36135,       0.54072,       0.45036
(22, 190),     0.57769,       0.74478,       0.41436,       0.27172,       0.39292,       0.29917,       0.45011
(160, 254),     0.81629,       0.67605,       0.24982,       0.58476,       0.15528,       0.21556,       0.44963
(283, 384),     0.88156,       0.59229,       0.15698,       0.53503,       0.36448,       0.16717,       0.44958
(112, 246),     0.7065,       0.54826,       0.53438,       0.45532,       0.30736,       0.13186,       0.44728
(339, 384),     0.42341,       0.64743,       0.15783,       0.50735,       0.38045,       0.56637,       0.44714
(24, 163),     0.79868,       0.4298,       0.39333,       0.30654,       0.2463,       0.50797,       0.4471
(63, 145),     0.64899,       0.73934,       0.32209,       0.53693,       0.24915,       0.18463,       0.44686
(253, 282),     0.46584,       0.59962,       0.49039,       0.45173,       0.32591,       0.34665,       0.44669
(28, 381),     0.61689,       0.63463,       0.19209,       0.69818,       0.19644,       0.34043,       0.44644
(7, 105),     0.46844,       0.50646,       0.51205,       0.4192,       0.29387,       0.47683,       0.44614
(28, 463),     0.56439,       0.63456,       0.23901,       0.59531,       0.20348,       0.43801,       0.44579
(66, 130),     0.2879,       0.5554,       0.39792,       0.40807,       0.36607,       0.65643,       0.4453
(7, 107),     0.35296,       0.59672,       0.50177,       0.31075,       0.23861,       0.66895,       0.44496
(107, 163),     0.28834,       0.70383,       0.58465,       0.24515,       0.19044,       0.65645,       0.44481
(56, 173),     0.4717,       0.34184,       0.25909,       0.63921,       0.46239,       0.49078,       0.44417
(336, 388),     0.87085,       0.6781,       0.06303,       0.69925,       0.10094,       0.25279,       0.44416
(334, 380),     0.52546,       0.56318,       0.49705,       0.43806,       0.3558,       0.28475,       0.44405
(53, 110),     0.40717,       0.5153,       0.50527,       0.54892,       0.2869,       0.39808,       0.44361
(25, 107),     0.30846,       0.61504,       0.47159,       0.34566,       0.25779,       0.66082,       0.44323
(285, 380),     0.66973,       0.54604,       0.53222,       0.49096,       0.35188,       0.06763,       0.44308
(253, 336),     0.61965,       0.55693,       0.51392,       0.48533,       0.28854,       0.18886,       0.4422
(27, 65),     0.57797,       0.3293,       0.42371,       0.44505,       0.33395,       0.54053,       0.44175
(55, 387),     0.83069,       0.51847,       0.11144,       0.54803,       0.19678,       0.44199,       0.44123
(65, 163),     0.15644,       0.64333,       0.54162,       0.35233,       0.24427,       0.70158,       0.43993
(70, 246),     0.83884,       0.62529,       0.16109,       0.59697,       0.16407,       0.25317,       0.4399
(259, 359),     0.13821,       0.54885,       0.48992,       0.6002,       0.38722,       0.4723,       0.43945
(107, 381),     0.70709,       0.71459,       0.17682,       0.67725,       0.1801,       0.17851,       0.43906
(55, 144),     0.31114,       0.75138,       0.52325,       0.21567,       0.21463,       0.61726,       0.43889
(46, 145),     0.60817,       0.74098,       0.29665,       0.46823,       0.22431,       0.28937,       0.43795
(286, 373),     0.53725,       0.68035,       0.19942,       0.4801,       0.43762,       0.2925,       0.43787
(159, 295),     0.72735,       0.66472,       0.14,       0.68732,       0.08015,       0.3273,       0.43781
(159, 374),     0.76784,       0.63917,       0.24073,       0.59319,       0.11984,       0.26311,       0.43731
(296, 373),     0.57074,       0.58632,       0.43557,       0.61619,       0.2468,       0.16609,       0.43695
(25, 105),     0.37876,       0.52523,       0.53503,       0.4519,       0.26203,       0.46816,       0.43685
(295, 388),     0.83737,       0.71476,       0.07476,       0.67765,       0.10137,       0.21288,       0.43647
(255, 339),     0.25194,       0.34449,       0.63261,       0.6034,       0.42192,       0.36239,       0.43613
(107, 190),     0.47055,       0.73381,       0.36888,       0.28898,       0.23204,       0.51919,       0.43557
(55, 384),     0.82026,       0.46371,       0.11885,       0.59024,       0.24752,       0.37049,       0.43518
(107, 382),     0.67536,       0.68267,       0.203,       0.63304,       0.22028,       0.19653,       0.43515
(258, 388),     0.8171,       0.66556,       0.08669,       0.60337,       0.15333,       0.28341,       0.43491
(107, 110),     0.27762,       0.69102,       0.54308,       0.26209,       0.18345,       0.64969,       0.43449
(63, 144),     0.61985,       0.68125,       0.32605,       0.52457,       0.26763,       0.18286,       0.4337
(257, 359),     0.27877,       0.63467,       0.38074,       0.4449,       0.40918,       0.45065,       0.43315
(46, 144),     0.59371,       0.66376,       0.28165,       0.46162,       0.27599,       0.31846,       0.43253
(105, 385),     0.80384,       0.47819,       0.17653,       0.5584,       0.19766,       0.38037,       0.4325
(159, 382),     0.74011,       0.55878,       0.36431,       0.5534,       0.15367,       0.22355,       0.4323
(29, 374),     0.61083,       0.6613,       0.1507,       0.65289,       0.19369,       0.32279,       0.43203
(336, 374),     0.60415,       0.56535,       0.48487,       0.54317,       0.2818,       0.11255,       0.43198
(55, 256),     0.70126,       0.67965,       0.15947,       0.6521,       0.20548,       0.1863,       0.43071
(362, 388),     0.53909,       0.6232,       0.19028,       0.75378,       0.22009,       0.25502,       0.43024
(28, 382),     0.5693,       0.61353,       0.21668,       0.63554,       0.18823,       0.35672,       0.43
(28, 336),     0.43731,       0.28058,       0.19346,       0.6415,       0.43225,       0.59065,       0.42929
(66, 173),     0.64363,       0.52096,       0.24022,       0.40098,       0.24231,       0.52613,       0.42904
(65, 256),     0.5509,       0.68752,       0.18381,       0.56371,       0.26054,       0.32563,       0.42868
(257, 296),     0.65231,       0.63556,       0.12884,       0.74188,       0.14285,       0.2672,       0.42811
(66, 247),     0.2733,       0.49104,       0.3669,       0.37977,       0.41414,       0.64255,       0.42795
(24, 55),     0.3296,       0.7437,       0.48539,       0.21946,       0.18709,       0.60174,       0.42783
(160, 380),     0.73446,       0.63254,       0.30659,       0.63303,       0.1214,       0.135,       0.42717
(105, 386),     0.81536,       0.47423,       0.16936,       0.54048,       0.17372,       0.38924,       0.42706
(260, 463),     0.6402,       0.61666,       0.22563,       0.65042,       0.27075,       0.1531,       0.42613
(29, 362),     0.49528,       0.62096,       0.32317,       0.53494,       0.21549,       0.36537,       0.42587
(30, 190),     0.49173,       0.55152,       0.50166,       0.40127,       0.33274,       0.27346,       0.4254
(25, 28),     -0.00464,       0.54915,       0.60765,       0.47244,       0.3638,       0.56242,       0.42514
(160, 381),     0.72781,       0.57736,       0.35766,       0.6213,       0.14491,       0.11881,       0.42464
(23, 46),     0.65343,       0.68771,       0.27517,       0.55916,       0.21425,       0.15812,       0.42464
(65, 110),     0.14978,       0.63554,       0.51997,       0.35682,       0.21926,       0.66629,       0.42461
(296, 466),     0.81654,       0.66835,       0.07843,       0.71146,       0.1433,       0.12909,       0.42453
(341, 362),     0.78366,       0.72749,       0.01168,       0.63985,       0.30991,       0.07345,       0.42434
(65, 385),     0.83678,       0.49344,       0.10936,       0.5336,       0.20905,       0.36366,       0.42431
(334, 374),     0.52508,       0.54409,       0.4837,       0.4929,       0.29645,       0.20309,       0.42422
(107, 463),     0.65274,       0.62074,       0.24722,       0.54144,       0.24684,       0.23424,       0.42387
(283, 380),     0.38634,       0.63188,       0.5909,       0.18081,       0.40933,       0.34253,       0.42363
(252, 334),     0.4795,       0.55803,       0.45593,       0.38894,       0.39599,       0.26257,       0.42349
(254, 295),     0.39702,       0.65479,       0.46385,       0.44235,       0.25085,       0.33203,       0.42348
(46, 157),     0.8326,       0.57739,       0.13972,       0.61302,       0.18337,       0.19418,       0.42338
(112, 247),     0.52422,       0.60179,       0.46335,       0.46448,       0.25168,       0.23463,       0.42336
(387, 398),     0.50458,       0.63301,       0.18662,       0.76079,       0.21543,       0.23893,       0.42323
(107, 252),     0.70513,       0.73197,       0.18585,       0.61701,       0.11742,       0.18121,       0.4231
(63, 153),     0.63121,       0.76791,       0.28733,       0.50557,       0.18331,       0.15974,       0.42251
(296, 339),     0.52338,       0.5526,       0.36911,       0.57082,       0.28794,       0.22846,       0.42205
(249, 339),     0.87736,       0.52643,       0.32329,       0.70016,       0.17821,       -0.07737,       0.42135
(56, 193),     0.44405,       0.58909,       0.24103,       0.4706,       0.39029,       0.38838,       0.42057
(105, 190),     0.42911,       0.68396,       0.39914,       0.32314,       0.25744,       0.43055,       0.42056
(259, 334),     0.56835,       0.51592,       0.08393,       0.73411,       0.27719,       0.34381,       0.42055
(55, 341),     0.66979,       0.6214,       0.15824,       0.62738,       0.24613,       0.19965,       0.42043
(257, 282),     0.60173,       0.56068,       0.07775,       0.6861,       0.27859,       0.31115,       0.41933
(282, 373),     0.40714,       0.60028,       0.46149,       0.50835,       0.27409,       0.26383,       0.4192
(255, 467),     0.16879,       0.4958,       0.48225,       0.65213,       0.29645,       0.41903,       0.41908
(283, 362),     0.38397,       0.63412,       0.57417,       0.08498,       0.46295,       0.37024,       0.4184
(66, 256),     0.65635,       0.70843,       0.15277,       0.59453,       0.17262,       0.22311,       0.41797
(381, 414),     0.70806,       0.67241,       0.25633,       0.35459,       0.37228,       0.1418,       0.41758
(353, 387),     0.69664,       0.64289,       0.1004,       0.54551,       0.17625,       0.34287,       0.41743
(28, 253),     0.6785,       0.61859,       0.06286,       0.72452,       0.15009,       0.26609,       0.41677
(28, 380),     0.62354,       0.61106,       0.10376,       0.71965,       0.15043,       0.29071,       0.41653
(27, 254),     0.58126,       0.56932,       0.12029,       0.61112,       0.25662,       0.35995,       0.41643
(155, 247),     0.4994,       0.6145,       0.48231,       0.43389,       0.24446,       0.22301,       0.41626
(65, 341),     0.51341,       0.64455,       0.18369,       0.53131,       0.28292,       0.33761,       0.41558
(254, 282),     0.37774,       0.53553,       0.46874,       0.46188,       0.30869,       0.33993,       0.41542
(159, 334),     0.72036,       0.67297,       0.10902,       0.6763,       0.04705,       0.26334,       0.41484
(65, 386),     0.83568,       0.49533,       0.09732,       0.51538,       0.18893,       0.35523,       0.41464
(53, 157),     0.86556,       0.55605,       0.03298,       0.62131,       0.12735,       0.28384,       0.41451
(295, 414),     0.52313,       0.47496,       0.42129,       0.38833,       0.27441,       0.40459,       0.41445
(107, 130),     0.21553,       0.46018,       0.37278,       0.39751,       0.38158,       0.65855,       0.41436
(55, 190),     0.45193,       0.7457,       0.24268,       0.36631,       0.23455,       0.44112,       0.41372
(160, 463),     0.68575,       0.54391,       0.38821,       0.56559,       0.13819,       0.15952,       0.41353
(160, 374),     0.72497,       0.64393,       0.25358,       0.59227,       0.11868,       0.14545,       0.41315
(107, 380),     0.72755,       0.6874,       0.12714,       0.6683,       0.12651,       0.13877,       0.41261
(65, 157),     0.85598,       0.55173,       -0.0044,       0.60039,       0.09473,       0.37631,       0.41246
(160, 285),     0.66363,       0.5509,       0.18802,       0.70548,       0.12256,       0.24385,       0.41241
(256, 467),     0.49449,       0.50836,       0.32622,       0.59136,       0.35038,       0.20078,       0.41193
(153, 190),     0.54082,       0.74089,       0.43975,       0.19845,       0.37436,       0.17569,       0.41166
(66, 341),     0.61909,       0.6723,       0.16861,       0.55178,       0.20772,       0.24616,       0.41094
(112, 133),     0.82874,       0.69532,       0.03197,       0.67746,       0.15695,       0.06895,       0.4099
(107, 388),     0.85782,       0.52115,       0.06568,       0.57024,       0.14022,       0.30427,       0.4099
(107, 173),     0.56096,       0.59288,       0.2612,       0.39913,       0.15412,       0.48976,       0.40968
(56, 110),     0.1213,       0.60447,       0.53869,       0.31728,       0.43753,       0.43622,       0.40925
(63, 385),     0.69762,       0.49471,       0.2182,       0.52843,       0.18986,       0.32375,       0.40876
(254, 336),     0.59019,       0.54852,       0.38932,       0.45661,       0.31459,       0.15327,       0.40875
(29, 158),     0.85279,       0.60492,       -0.04097,       0.60853,       0.1424,       0.28153,       0.4082
(341, 466),     0.48798,       0.53462,       0.22038,       0.69471,       0.25074,       0.26078,       0.4082
(253, 334),     0.48867,       0.51686,       0.45438,       0.43574,       0.34097,       0.21242,       0.40817
(66, 387),     0.84905,       0.48973,       0.07712,       0.55962,       0.12889,       0.34156,       0.40766
(259, 283),     0.531,       0.41438,       0.10817,       0.68375,       0.38634,       0.32103,       0.40745
(159, 362),     0.70371,       0.52931,       0.37288,       0.49995,       0.12735,       0.21054,       0.40729
(253, 285),     0.64328,       0.51401,       0.47525,       0.38225,       0.35917,       0.06775,       0.40695
(252, 263),     0.27497,       0.31646,       0.55573,       0.57017,       0.43259,       0.29038,       0.40672
(23, 63),     0.64856,       0.69723,       0.29174,       0.55796,       0.18085,       0.0629,       0.40654
(27, 158),     0.92535,       0.62415,       -0.06649,       0.63791,       0.0867,       0.22764,       0.40588
(33, 336),     0.38389,       0.39558,       0.33781,       0.49644,       0.28566,       0.53576,       0.40586
(158, 254),     0.83602,       0.60647,       0.13546,       0.56472,       0.03925,       0.25274,       0.40578
(295, 373),     0.38203,       0.67938,       0.42108,       0.50211,       0.24129,       0.20349,       0.4049
(28, 246),     0.48296,       0.40907,       0.29808,       0.55731,       0.15931,       0.51625,       0.40383
(249, 257),     -0.02748,       0.48751,       0.35861,       0.63034,       0.4828,       0.48957,       0.40356
(7, 159),     -0.14541,       0.31696,       0.22102,       0.70908,       0.52094,       0.79776,       0.40339
(24, 46),     0.62333,       0.59547,       0.24805,       0.57943,       0.24065,       0.13325,       0.40336
(256, 414),     0.72091,       0.66389,       0.33014,       0.29473,       0.30166,       0.1045,       0.40264
(334, 373),     0.50326,       0.51418,       0.4469,       0.55374,       0.2472,       0.15048,       0.40263
(25, 52),     0.19159,       0.49394,       0.46897,       0.40185,       0.22551,       0.63372,       0.4026
(7, 52),     0.23193,       0.44911,       0.45632,       0.36795,       0.23894,       0.67075,       0.4025
(161, 296),     0.571,       0.56932,       0.20138,       0.585,       0.11306,       0.37087,       0.40177
(56, 159),     0.96362,       0.65156,       -0.04041,       0.71774,       -0.05743,       0.17071,       0.40097
(282, 466),     0.76041,       0.65792,       0.04418,       0.64526,       0.17679,       0.11859,       0.40053
(252, 283),     0.35352,       0.61417,       0.5385,       0.15554,       0.45667,       0.27967,       0.39968
(257, 467),     0.53482,       0.58838,       0.32199,       0.2447,       0.35326,       0.35448,       0.3996
(65, 381),     0.53144,       0.6463,       0.11013,       0.55775,       0.26206,       0.28325,       0.39849
(107, 362),     0.62524,       0.60502,       0.20405,       0.53634,       0.22112,       0.19906,       0.39847
(286, 388),     0.82057,       0.61779,       0.04902,       0.5524,       0.08434,       0.26448,       0.3981
(283, 374),     0.38292,       0.60093,       0.55694,       0.23857,       0.3518,       0.25746,       0.3981
(282, 414),     0.40287,       0.50024,       0.52511,       0.11249,       0.48501,       0.36024,       0.39766
(380, 467),     0.41434,       0.52499,       0.41858,       0.37588,       0.38352,       0.26815,       0.39758
(29, 254),     0.57954,       0.60495,       0.1243,       0.58609,       0.19988,       0.28929,       0.39734
(159, 373),     0.70127,       0.60881,       0.18019,       0.51595,       0.12303,       0.25382,       0.39718
