Comparing the following files: 
hadleigh_front_s1_v2/,  hadleigh_low_s1_v2/,  hadleigh_right_threequarter_s1_v2/,  hadleigh_left_threequarter_s1_v2/,  

Correlation cuttoff is -1
landmark(s),  hadleigh_front_s1_v2_vs_hadleigh_low_s1_v2,  hadleigh_front_s1_v2_vs_hadleigh_right_threequarter_s1_v2,  hadleigh_front_s1_v2_vs_hadleigh_left_threequarter_s1_v2,  hadleigh_low_s1_v2_vs_hadleigh_right_threequarter_s1_v2,  hadleigh_low_s1_v2_vs_hadleigh_left_threequarter_s1_v2,  hadleigh_right_threequarter_s1_v2_vs_hadleigh_left_threequarter_s1_v2,  average
(46, 295),     0.38036,       0.28233,       0.46128,       0.55127,       0.31123,       0.42073,       0.4012
(35, 255),     0.42908,       0.30675,       0.27498,       0.6333,       0.32617,       0.43353,       0.40064
(33, 300),     0.26309,       0.30375,       0.31111,       0.5542,       0.43801,       0.5318,       0.40033
(65, 159),     0.19047,       0.68763,       0.5579,       0.45049,       0.1134,       0.40144,       0.40022
(153, 158),     0.68197,       0.74891,       -0.05613,       0.74504,       0.18737,       0.09408,       0.40021
(384, 414),     0.50377,       0.53575,       -0.11766,       0.82125,       0.33782,       0.31998,       0.40015
(26, 385),     0.3521,       0.4199,       0.43004,       0.5879,       0.39487,       0.21552,       0.40006
(24, 253),     0.2365,       0.26189,       0.34433,       0.66716,       0.3856,       0.50147,       0.39949
(24, 466),     0.46836,       0.33631,       0.32114,       0.35957,       0.42614,       0.48519,       0.39945
(25, 252),     0.44255,       0.33029,       0.20174,       0.6635,       0.29474,       0.46351,       0.39939
(70, 296),     0.37908,       0.28315,       0.50603,       0.5603,       0.28234,       0.38318,       0.39901
(145, 159),     0.60122,       0.74642,       -0.00827,       0.70101,       0.26434,       0.0872,       0.39865
(70, 336),     0.42888,       0.25649,       0.46945,       0.57987,       0.29774,       0.35885,       0.39855
(246, 387),     0.30012,       0.20564,       0.21053,       0.69212,       0.55263,       0.43007,       0.39852
(124, 388),     0.35258,       0.18656,       0.25344,       0.70293,       0.39599,       0.49961,       0.39852
(256, 388),     0.5484,       0.66105,       0.20806,       0.43708,       0.30138,       0.23445,       0.3984
(22, 257),     0.23268,       0.6871,       0.57048,       0.22291,       0.20071,       0.47457,       0.39808
(52, 53),     0.5378,       0.19386,       0.48264,       0.51332,       0.38206,       0.27641,       0.39768
(159, 257),     0.36304,       0.23879,       0.2428,       0.58619,       0.52675,       0.42759,       0.39753
(66, 124),     0.4212,       0.22612,       0.63196,       0.65925,       0.29845,       0.14759,       0.39743
(163, 276),     0.2914,       0.46438,       0.46239,       0.29314,       0.32168,       0.54498,       0.39633
(22, 26),     0.2462,       0.47985,       0.39571,       0.28908,       0.37353,       0.59287,       0.39621
(110, 253),     0.28922,       0.27201,       0.30173,       0.65883,       0.35724,       0.49588,       0.39582
(26, 386),     0.31873,       0.477,       0.39422,       0.57534,       0.37334,       0.2333,       0.39532
(144, 374),     0.28998,       0.23733,       0.35948,       0.56043,       0.4469,       0.47674,       0.39514
(23, 154),     0.21425,       0.53659,       0.52634,       0.06063,       0.44746,       0.58042,       0.39428
(153, 259),     0.32431,       0.57264,       0.52308,       0.20443,       0.23693,       0.50057,       0.39366
(28, 334),     0.19969,       0.52522,       0.43122,       0.40217,       0.32852,       0.47442,       0.39354
(253, 466),     0.4763,       0.79957,       0.10186,       0.41584,       0.34756,       0.21944,       0.39343
(24, 133),     0.19895,       0.46313,       0.47532,       0.25595,       0.392,       0.57357,       0.39315
(56, 295),     0.58786,       0.50928,       0.30098,       0.40455,       0.29182,       0.26232,       0.3928
(25, 390),     0.30594,       0.22967,       0.3052,       0.56473,       0.45436,       0.49609,       0.39267
(35, 253),     0.54044,       0.3409,       0.23982,       0.59763,       0.21434,       0.41716,       0.39171
(26, 387),     0.29528,       0.48442,       0.35311,       0.5458,       0.37026,       0.30053,       0.39157
(53, 65),     0.41292,       0.42966,       0.28218,       0.55173,       0.27804,       0.38824,       0.39046
(247, 385),     0.40004,       0.20452,       0.12167,       0.69922,       0.41656,       0.5005,       0.39042
(24, 193),     0.30949,       0.38514,       0.54749,       0.31797,       0.35276,       0.42886,       0.39028
(252, 382),     0.35247,       0.67125,       0.46756,       0.2917,       0.03943,       0.51847,       0.39015
(26, 414),     0.28215,       0.4634,       0.52755,       0.45255,       0.33613,       0.27883,       0.3901
(154, 157),     0.72085,       0.75395,       -0.12365,       0.7753,       0.13648,       0.07738,       0.39005
(145, 388),     0.44614,       0.29684,       0.27174,       0.43747,       0.43405,       0.45281,       0.38984
(163, 374),     0.26572,       0.23676,       0.31017,       0.6116,       0.44896,       0.46416,       0.38956
(145, 295),     0.25308,       0.73978,       0.61264,       0.09469,       0.1284,       0.50792,       0.38942
(53, 336),     0.326,       0.20112,       0.44468,       0.59473,       0.33356,       0.43497,       0.38918
(23, 260),     0.28442,       0.64553,       0.54173,       0.09332,       0.22494,       0.54111,       0.38851
(23, 296),     0.1069,       0.79689,       0.64933,       0.13606,       0.0496,       0.59143,       0.38837
(110, 467),     0.33936,       0.47071,       0.39706,       0.22777,       0.36231,       0.53237,       0.38826
(65, 130),     0.23297,       0.58623,       0.51297,       0.42646,       0.29335,       0.27681,       0.38813
(144, 161),     0.60888,       0.62391,       0.12504,       0.59017,       0.36369,       0.01666,       0.38806
(29, 334),     0.19073,       0.46277,       0.45387,       0.42725,       0.29421,       0.49876,       0.38793
(30, 55),     0.45377,       0.31217,       0.31574,       0.38967,       0.37945,       0.47623,       0.38784
(163, 463),     0.28375,       0.34226,       0.19726,       0.67764,       0.48366,       0.34164,       0.3877
(144, 362),     0.22691,       0.32823,       0.27549,       0.62136,       0.49743,       0.37408,       0.38725
(27, 107),     0.19901,       0.18308,       0.49087,       0.51327,       0.51949,       0.4176,       0.38722
(144, 160),     0.5573,       0.71969,       0.04053,       0.64145,       0.31091,       0.05119,       0.38684
(22, 388),     0.35032,       0.44789,       0.35511,       0.39738,       0.34071,       0.42899,       0.38673
(22, 256),     0.15306,       0.47221,       0.44071,       0.51165,       0.31894,       0.42317,       0.38662
(154, 160),     0.69476,       0.35686,       0.42947,       0.31741,       0.50047,       0.02006,       0.3865
(22, 252),     0.16312,       0.45882,       0.46188,       0.48036,       0.29314,       0.46117,       0.38641
(25, 300),     0.24302,       0.4269,       0.41132,       0.37213,       0.31887,       0.54465,       0.38615
(124, 260),     0.39126,       0.24663,       0.29724,       0.59744,       0.30017,       0.48187,       0.38577
(55, 145),     0.28767,       0.66304,       0.56424,       0.25789,       0.12546,       0.41286,       0.38519
(33, 159),     0.47938,       0.43526,       0.44037,       0.41609,       0.36509,       0.17343,       0.38494
(110, 293),     0.16075,       0.70279,       0.58637,       0.15655,       0.16242,       0.53795,       0.38447
(163, 362),     0.25909,       0.3185,       0.19725,       0.67447,       0.50227,       0.35506,       0.38444
(24, 390),     0.42989,       0.20509,       0.3256,       0.40468,       0.43594,       0.50098,       0.3837
(35, 190),     0.53409,       0.14805,       0.51656,       0.46385,       0.3576,       0.28166,       0.38364
(153, 380),     0.16611,       0.35432,       0.45594,       0.50642,       0.3731,       0.44478,       0.38345
(66, 161),     0.17917,       0.59742,       0.51443,       0.47211,       0.20505,       0.32981,       0.383
(154, 173),     0.64339,       0.73966,       -0.08123,       0.72285,       0.13528,       0.13791,       0.38298
(341, 384),     0.30303,       0.69742,       0.13575,       0.55028,       0.45295,       0.15734,       0.38279
(145, 463),     0.19108,       0.37142,       0.34773,       0.57424,       0.44873,       0.363,       0.3827
(56, 334),     0.22917,       0.61935,       0.46342,       0.32787,       0.20159,       0.45403,       0.38257
(22, 160),     0.62727,       0.545,       0.19539,       0.48735,       0.44186,       -0.00399,       0.38215
(153, 190),     0.39982,       0.5945,       0.49302,       0.30614,       0.12648,       0.37173,       0.38195
(341, 385),     0.33354,       0.70153,       0.26238,       0.47114,       0.39048,       0.1322,       0.38188
(124, 414),     0.38394,       0.42904,       0.12895,       0.72671,       0.27782,       0.34193,       0.3814
(373, 466),     0.5629,       0.72306,       0.13431,       0.46034,       0.33993,       0.06779,       0.38139
(246, 414),     0.36678,       0.35268,       0.15812,       0.61773,       0.48191,       0.30559,       0.38047
(56, 158),     0.37544,       0.57977,       0.47924,       0.45917,       0.0547,       0.33414,       0.38041
(145, 190),     0.37675,       0.55327,       0.49289,       0.24999,       0.18306,       0.42639,       0.38039
(145, 374),     0.22956,       0.24055,       0.40464,       0.50019,       0.4211,       0.48519,       0.3802
(385, 463),     0.37627,       0.66076,       0.36689,       0.4331,       0.31521,       0.12696,       0.37987
(374, 388),     0.51494,       0.7468,       0.18684,       0.48835,       0.25066,       0.08846,       0.37934
(23, 155),     0.19134,       0.48755,       0.5031,       0.06855,       0.41144,       0.61135,       0.37889
(23, 55),     0.24322,       0.70368,       0.49255,       0.29664,       0.09692,       0.43877,       0.37863
(70, 334),     0.24054,       0.20448,       0.51303,       0.59763,       0.29242,       0.4229,       0.3785
(35, 65),     0.41971,       0.18655,       0.66148,       0.51483,       0.3757,       0.11244,       0.37845
(25, 163),     0.69415,       0.35869,       0.3631,       0.4537,       0.19586,       0.20263,       0.37802
(157, 282),     0.32449,       0.74812,       0.42096,       0.34598,       -0.02847,       0.45494,       0.37767
(145, 161),     0.64157,       0.52962,       0.18385,       0.50621,       0.40394,       -0.00059,       0.37743
(155, 387),     0.27287,       0.37573,       0.29627,       0.58912,       0.45093,       0.27845,       0.37723
(252, 388),     0.50205,       0.76187,       0.1386,       0.45689,       0.26659,       0.13721,       0.3772
(27, 246),     0.25362,       0.72551,       0.37529,       0.38604,       0.26251,       0.25958,       0.37709
(155, 160),     0.69227,       0.27636,       0.50183,       0.20336,       0.5052,       0.0835,       0.37709
(33, 190),     0.14769,       0.36622,       0.33928,       0.57202,       0.42684,       0.403,       0.37584
(154, 257),     0.27949,       0.59799,       0.49335,       0.28131,       0.19265,       0.41016,       0.37583
(29, 65),     0.24284,       0.24777,       0.46282,       0.49415,       0.38133,       0.4251,       0.37567
(26, 384),     0.30566,       0.31105,       0.46494,       0.54967,       0.40696,       0.21565,       0.37566
(163, 293),     0.18651,       0.65816,       0.56937,       0.13297,       0.17524,       0.53005,       0.37538
(107, 156),     0.54554,       0.09842,       0.58811,       0.46752,       0.39369,       0.15864,       0.37532
(27, 247),     0.32923,       0.65964,       0.50909,       0.39306,       0.12471,       0.23414,       0.37498
(26, 160),     0.66364,       0.36421,       0.36987,       0.32686,       0.53554,       -0.01085,       0.37488
(7, 382),     0.28002,       0.27574,       0.12943,       0.71816,       0.4651,       0.38079,       0.37487
(154, 380),     0.20969,       0.30537,       0.41395,       0.5355,       0.35509,       0.42507,       0.37411
(24, 282),     0.17698,       0.78051,       0.61412,       0.01908,       0.1149,       0.53836,       0.37399
(24, 107),     0.13872,       0.66267,       0.4925,       0.3346,       0.13591,       0.47935,       0.37396
(27, 160),     0.23755,       0.70365,       0.44415,       0.37771,       0.14773,       0.33277,       0.37393
(173, 258),     0.4501,       0.48389,       0.30412,       0.49082,       0.24369,       0.26985,       0.37374
(156, 285),     0.5132,       0.30256,       0.36661,       0.53023,       0.26146,       0.26818,       0.37371
(145, 260),     0.39689,       0.49051,       0.45529,       0.12344,       0.2425,       0.53234,       0.37349
(22, 158),     0.57195,       0.73519,       -0.13128,       0.75328,       0.23634,       0.07425,       0.37329
(155, 374),     0.26766,       0.18287,       0.37202,       0.57333,       0.3951,       0.4481,       0.37318
(23, 253),     0.15664,       0.25483,       0.36474,       0.58555,       0.37335,       0.50361,       0.37312
(110, 249),     0.40054,       0.21054,       0.2821,       0.39766,       0.44492,       0.5011,       0.37281
(254, 263),     0.32762,       0.80696,       0.29142,       0.39107,       0.16356,       0.25418,       0.37247
(247, 259),     0.40169,       0.26113,       0.18508,       0.50677,       0.36225,       0.51709,       0.37234
(26, 380),     0.15422,       0.36579,       0.4644,       0.50752,       0.34265,       0.39739,       0.372
(341, 388),     0.57454,       0.57229,       0.14195,       0.42312,       0.29606,       0.22316,       0.37185
(144, 283),     0.19725,       0.71176,       0.60296,       0.02548,       0.14889,       0.54339,       0.37162
(362, 384),     0.36717,       0.69204,       0.27055,       0.35319,       0.42584,       0.1189,       0.37128
(155, 380),     0.31712,       0.2436,       0.35523,       0.55877,       0.3618,       0.3905,       0.37117
(249, 263),     0.49391,       0.58947,       0.17124,       0.25801,       0.5035,       0.21079,       0.37115
(24, 276),     0.21128,       0.5851,       0.5651,       0.09741,       0.19238,       0.57227,       0.37059
(24, 283),     0.14906,       0.75745,       0.62056,       0.00841,       0.12653,       0.5612,       0.37054
(66, 160),     0.17391,       0.5462,       0.54086,       0.47623,       0.15374,       0.32875,       0.36995
(130, 381),     0.41873,       0.34685,       0.05377,       0.69357,       0.28107,       0.42523,       0.36987
(22, 173),     0.52336,       0.67625,       0.01066,       0.57101,       0.13711,       0.30033,       0.36979
(252, 381),     0.40246,       0.74585,       0.28671,       0.25784,       0.12303,       0.40265,       0.36976
(56, 282),     0.42976,       0.51199,       0.32459,       0.29577,       0.30295,       0.35346,       0.36975
(145, 296),     0.11741,       0.7731,       0.63571,       0.09053,       0.05103,       0.55041,       0.3697
(156, 466),     0.38611,       0.2028,       0.22329,       0.65234,       0.30813,       0.44513,       0.36963
(26, 286),     0.27354,       0.50863,       0.55264,       0.29551,       0.25882,       0.3281,       0.36954
(35, 159),     0.61448,       0.19263,       0.61772,       0.41423,       0.27819,       0.09414,       0.36856
(145, 382),     0.11411,       0.35011,       0.36322,       0.53852,       0.42555,       0.41928,       0.36846
(22, 259),     0.16751,       0.65628,       0.55962,       0.14289,       0.16925,       0.51433,       0.36831
(27, 334),     0.11395,       0.43269,       0.4113,       0.42663,       0.33038,       0.49294,       0.36798
(23, 160),     0.52778,       0.65465,       0.02455,       0.58572,       0.39284,       0.02225,       0.36797
(66, 246),     0.15219,       0.60871,       0.46874,       0.45867,       0.21819,       0.30047,       0.36783
(110, 154),     0.08157,       0.46149,       0.34378,       0.41546,       0.40463,       0.49749,       0.3674
(154, 398),     0.20888,       0.32448,       0.37142,       0.57851,       0.4217,       0.29939,       0.3674
(254, 255),     0.59776,       0.64868,       0.01385,       0.36724,       0.27807,       0.29787,       0.36724
(155, 285),     0.26745,       0.72627,       0.50037,       0.3342,       -0.00563,       0.38027,       0.36715
(381, 388),     0.54811,       0.57652,       0.14023,       0.34293,       0.36966,       0.22496,       0.36707
(133, 155),     0.30405,       0.60643,       0.54489,       0.11512,       0.14748,       0.48161,       0.3666
(153, 388),     0.34303,       0.29086,       0.27895,       0.43534,       0.40885,       0.44197,       0.3665
(26, 157),     0.53183,       0.69452,       -0.16183,       0.77926,       0.25883,       0.0963,       0.36649
(144, 282),     0.192,       0.75388,       0.59438,       0.01769,       0.13222,       0.50811,       0.36638
(27, 156),     0.46661,       0.32801,       0.57799,       0.60281,       0.07768,       0.14473,       0.36631
(384, 398),     0.38029,       0.62619,       0.33666,       0.27649,       0.48103,       0.09641,       0.36618
(26, 133),     0.25374,       0.56308,       0.61686,       0.07849,       0.24307,       0.4408,       0.36601
(112, 285),     0.20837,       0.75761,       0.5132,       0.29888,       -0.01989,       0.43757,       0.36596
(155, 386),     0.33371,       0.35815,       0.31324,       0.56798,       0.42216,       0.2002,       0.36591
(25, 249),     0.30125,       0.17855,       0.25169,       0.49993,       0.46387,       0.4981,       0.36556
(156, 276),     0.22289,       0.20461,       0.38893,       0.69965,       0.28236,       0.3939,       0.36539
(161, 163),     0.5432,       0.67136,       0.05802,       0.59268,       0.32165,       0.00466,       0.36526
(35, 353),     0.19281,       0.2285,       0.29914,       0.70569,       0.34764,       0.41756,       0.36522
(161, 276),     0.17081,       0.1271,       0.26761,       0.60773,       0.48288,       0.53505,       0.3652
(24, 154),     0.03418,       0.54759,       0.422,       0.25487,       0.38512,       0.54647,       0.36504
(28, 295),     0.41128,       0.42721,       0.26776,       0.39343,       0.38146,       0.30679,       0.36465
(29, 295),     0.35974,       0.36561,       0.31847,       0.41683,       0.33451,       0.39219,       0.36456
(154, 374),     0.17765,       0.22055,       0.41255,       0.52218,       0.3808,       0.4701,       0.36397
(341, 387),     0.43475,       0.65775,       0.22359,       0.47007,       0.28883,       0.10797,       0.36383
(190, 336),     0.22911,       0.66812,       0.4335,       0.45245,       0.00339,       0.39621,       0.3638
(29, 46),     0.34686,       0.39958,       0.30091,       0.7065,       0.04275,       0.38611,       0.36379
(341, 386),     0.3262,       0.6765,       0.26103,       0.45431,       0.35586,       0.10779,       0.36361
(107, 144),     0.15767,       0.66065,       0.53317,       0.28256,       0.12969,       0.417,       0.36346
(26, 374),     0.14433,       0.30039,       0.44795,       0.48346,       0.35541,       0.44903,       0.36343
(26, 398),     0.19008,       0.33232,       0.44784,       0.53457,       0.39226,       0.27752,       0.36243
(7, 374),     0.21529,       0.18695,       0.23216,       0.64782,       0.43392,       0.45827,       0.3624
(46, 282),     0.27385,       0.20443,       0.42527,       0.51912,       0.30227,       0.4486,       0.36226
(256, 382),     0.05121,       0.86139,       0.57158,       0.12764,       -0.08856,       0.64961,       0.36214
(35, 339),     0.40181,       0.21749,       0.2224,       0.62216,       0.271,       0.43507,       0.36166
(155, 385),     0.38734,       0.28828,       0.32692,       0.56387,       0.42535,       0.17325,       0.36083
(247, 386),     0.32233,       0.10517,       0.12349,       0.67682,       0.42907,       0.50786,       0.36079
(130, 159),     0.45054,       0.53952,       0.51204,       0.26622,       0.15918,       0.23698,       0.36075
(56, 124),     0.4099,       0.24638,       0.4814,       0.5295,       0.1711,       0.32406,       0.36039
(256, 466),     0.66165,       0.52875,       0.05443,       0.31236,       0.24334,       0.35895,       0.35991
(145, 362),     0.12879,       0.31861,       0.31889,       0.55432,       0.45497,       0.38292,       0.35975
(7, 466),     0.29421,       0.15565,       0.17358,       0.54188,       0.52304,       0.46899,       0.35956
(256, 387),     0.38294,       0.71839,       0.19456,       0.47399,       0.27851,       0.10597,       0.35906
(130, 466),     0.25019,       0.19751,       0.16415,       0.57949,       0.46363,       0.49823,       0.35887
(161, 385),     0.26303,       0.07764,       0.14789,       0.70701,       0.54479,       0.41162,       0.35866
(160, 286),     0.3526,       0.1907,       0.28031,       0.46256,       0.56075,       0.30286,       0.3583
(130, 300),     0.18749,       0.33928,       0.28022,       0.51182,       0.31652,       0.51431,       0.35827
(153, 374),     0.14863,       0.23338,       0.42548,       0.47532,       0.387,       0.47967,       0.35825
(22, 154),     0.41463,       0.53372,       0.50189,       0.01015,       0.30108,       0.38793,       0.35823
(46, 285),     0.29038,       0.25168,       0.28935,       0.62387,       0.27237,       0.42,       0.35794
(145, 173),     0.448,       0.47267,       0.35539,       0.25623,       0.17112,       0.44292,       0.35772
(163, 246),     0.60318,       0.52035,       0.15653,       0.53316,       0.37915,       -0.04679,       0.3576
(163, 193),     0.36409,       0.53856,       0.29576,       0.28092,       0.32658,       0.33458,       0.35675
(158, 293),     0.22842,       0.46859,       0.4103,       0.37952,       0.15049,       0.50289,       0.3567
(35, 254),     0.44293,       0.22802,       0.20593,       0.60356,       0.22001,       0.43896,       0.35657
(23, 466),     0.42282,       0.31631,       0.30635,       0.26975,       0.34462,       0.47917,       0.3565
(386, 463),     0.36025,       0.63655,       0.33477,       0.4141,       0.30358,       0.08925,       0.35642
(25, 159),     0.31782,       0.49677,       0.27974,       0.61695,       0.3099,       0.11285,       0.35567
(380, 466),     0.67862,       0.50221,       0.00325,       0.29661,       0.33572,       0.31678,       0.35553
(398, 463),     0.47054,       0.54959,       0.36557,       0.5855,       0.0028,       0.15655,       0.35509
(144, 341),     0.16459,       0.29465,       0.22723,       0.64244,       0.41469,       0.38668,       0.35505
(33, 381),     0.32065,       0.25453,       0.07812,       0.69201,       0.38596,       0.39376,       0.35417
(26, 258),     0.1704,       0.63284,       0.5289,       0.25861,       0.14807,       0.3826,       0.35357
(133, 285),     0.29275,       0.7149,       0.4288,       0.37516,       -0.0364,       0.34505,       0.35338
(23, 112),     0.15461,       0.34253,       0.40022,       0.25195,       0.41043,       0.55877,       0.35309
(144, 157),     0.63056,       0.64935,       0.12267,       0.65482,       0.07801,       -0.01706,       0.35306
(23, 159),     0.45068,       0.72457,       -0.12563,       0.68951,       0.31362,       0.06312,       0.35265
(157, 286),     0.3925,       0.37005,       0.23262,       0.49809,       0.41964,       0.20156,       0.35241
(24, 334),     0.04364,       0.77347,       0.62786,       0.06593,       0.04255,       0.56076,       0.35237
(163, 466),     0.38116,       0.16119,       0.18155,       0.44081,       0.47834,       0.47097,       0.35234
(153, 381),     0.12039,       0.34097,       0.41505,       0.48229,       0.36778,       0.38759,       0.35234
(33, 466),     0.22369,       0.12164,       0.15877,       0.60874,       0.53298,       0.46798,       0.3523
(157, 283),     0.24327,       0.59677,       0.38312,       0.32047,       0.05662,       0.5128,       0.35217
(362, 398),     0.37803,       0.748,       0.10465,       0.44285,       0.30498,       0.13194,       0.35174
(25, 65),     0.09405,       0.69869,       0.42612,       0.38747,       0.2064,       0.29494,       0.35128
(263, 390),     0.61231,       0.58999,       0.02327,       0.27299,       0.40428,       0.20396,       0.35113
(160, 259),     0.29434,       0.02392,       0.18854,       0.56757,       0.54503,       0.48599,       0.3509
(25, 263),     0.31316,       0.17284,       0.22598,       0.42657,       0.4615,       0.50493,       0.35083
(7, 362),     0.24258,       0.26489,       0.08015,       0.70231,       0.47864,       0.33631,       0.35081
(155, 173),     0.70965,       0.79065,       -0.31145,       0.82505,       0.04035,       0.04924,       0.35058
(253, 263),     0.56362,       0.67358,       0.15727,       0.23787,       0.16434,       0.30328,       0.34999
(56, 285),     0.51226,       0.53149,       0.14464,       0.47561,       0.2914,       0.14123,       0.34944
(154, 388),     0.23313,       0.29003,       0.27082,       0.47512,       0.40689,       0.41813,       0.34902
(7, 300),     0.23053,       0.2665,       0.32965,       0.3514,       0.3629,       0.55296,       0.34899
(387, 463),     0.45439,       0.6091,       0.22813,       0.44697,       0.25242,       0.10175,       0.34879
(243, 285),     0.26675,       0.68715,       0.42738,       0.3597,       -0.01182,       0.36295,       0.34868
(154, 259),     0.20425,       0.53991,       0.46885,       0.22836,       0.17552,       0.47257,       0.34824
(29, 35),     0.307,       0.28224,       0.68982,       0.57816,       0.17762,       0.05449,       0.34822
(130, 382),     0.35804,       0.29079,       -0.0121,       0.74738,       0.30908,       0.39553,       0.34812
(173, 336),     0.12782,       0.73133,       0.49284,       0.37336,       -0.07485,       0.43806,       0.34809
(110, 263),     0.41122,       0.19952,       0.25148,       0.29928,       0.41687,       0.50738,       0.34763
(7, 25),     0.38347,       0.28863,       0.29566,       0.62252,       0.25812,       0.23633,       0.34746
(382, 385),     0.32206,       0.70492,       0.24932,       0.30275,       0.41582,       0.08971,       0.34743
(112, 160),     0.68283,       0.23541,       0.4549,       0.16521,       0.55781,       -0.01178,       0.3474
(154, 336),     0.07197,       0.73042,       0.56918,       0.2413,       -0.01986,       0.4865,       0.34658
(382, 384),     0.30945,       0.73419,       0.11849,       0.38268,       0.42259,       0.11191,       0.34655
(130, 380),     0.35814,       0.27958,       0.09854,       0.62193,       0.26442,       0.45649,       0.34652
(26, 336),     0.01947,       0.76884,       0.5425,       0.21117,       -0.00892,       0.54473,       0.3463
(144, 276),     0.26961,       0.43543,       0.48444,       0.11594,       0.21049,       0.56182,       0.34629
(247, 384),     0.31913,       0.19694,       0.01408,       0.69527,       0.38424,       0.46595,       0.34594
(24, 467),     0.35708,       0.41041,       0.40731,       0.08186,       0.27801,       0.53961,       0.34571
(22, 373),     0.23937,       0.25792,       0.40502,       0.33685,       0.34705,       0.48787,       0.34568
(70, 295),     0.28845,       0.19173,       0.41104,       0.54549,       0.25736,       0.37651,       0.3451
(144, 334),     0.05985,       0.7614,       0.62111,       0.02997,       0.05773,       0.54014,       0.34503
(362, 385),     0.34585,       0.64308,       0.32861,       0.25784,       0.42222,       0.06661,       0.34404
(7, 463),     0.25136,       0.27352,       0.06619,       0.69345,       0.45272,       0.32397,       0.34353
(112, 387),     0.22593,       0.37158,       0.28676,       0.54679,       0.39899,       0.23113,       0.34353
(112, 374),     0.16907,       0.15501,       0.37714,       0.53355,       0.40412,       0.42183,       0.34345
(173, 257),     0.3653,       0.43908,       0.27904,       0.42837,       0.21676,       0.33178,       0.34339
(28, 156),     0.47443,       0.18038,       0.51925,       0.53614,       0.15509,       0.19251,       0.34297
(381, 387),     0.39431,       0.67729,       0.23993,       0.35012,       0.31317,       0.08221,       0.34284
(246, 300),     0.17578,       0.11356,       0.24307,       0.53011,       0.44284,       0.54868,       0.34234
(163, 341),     0.20113,       0.25081,       0.13568,       0.67685,       0.41563,       0.37242,       0.34209
(24, 249),     0.43395,       0.14804,       0.26262,       0.29994,       0.40568,       0.50171,       0.34199
(33, 380),     0.26261,       0.20341,       0.11896,       0.66528,       0.37213,       0.42778,       0.3417
(23, 390),     0.39858,       0.18311,       0.31532,       0.28393,       0.36741,       0.49991,       0.34138
(144, 159),     0.47943,       0.73601,       -0.12834,       0.69149,       0.2134,       0.05531,       0.34122
(382, 388),     0.52307,       0.55119,       0.07806,       0.33807,       0.34603,       0.21066,       0.34118
(161, 386),     0.19951,       0.04922,       0.13715,       0.69213,       0.55335,       0.41413,       0.34092
(155, 258),     0.30771,       0.53262,       0.41978,       0.34165,       0.17467,       0.26896,       0.3409
(153, 260),     0.28323,       0.46095,       0.44567,       0.12179,       0.19736,       0.5312,       0.34003
(144, 193),     0.2905,       0.51674,       0.41173,       0.16085,       0.2868,       0.36982,       0.33941
(112, 380),     0.19878,       0.20226,       0.3858,       0.51761,       0.37377,       0.35716,       0.33923
(46, 52),     0.44027,       0.12567,       0.5671,       0.4861,       0.30643,       0.10972,       0.33921
(144, 173),     0.30793,       0.42882,       0.35728,       0.26594,       0.25498,       0.4201,       0.33918
(249, 254),     0.23147,       0.77191,       0.34902,       0.46273,       0.05041,       0.16656,       0.33868
(382, 387),     0.40232,       0.65999,       0.20868,       0.35006,       0.34255,       0.06826,       0.33864
(387, 414),     0.5104,       0.54682,       -0.11247,       0.47052,       0.30201,       0.31398,       0.33854
(157, 334),     0.13424,       0.73022,       0.48968,       0.27182,       -0.08947,       0.49246,       0.33816
(26, 388),     0.23696,       0.36816,       0.29359,       0.42593,       0.32683,       0.37569,       0.33786
(380, 387),     0.38803,       0.73072,       0.20496,       0.40995,       0.22917,       0.06316,       0.33767
(163, 373),     0.23716,       0.08481,       0.22116,       0.54095,       0.46614,       0.47416,       0.3374
(256, 386),     0.26146,       0.72484,       0.17577,       0.44077,       0.33551,       0.08605,       0.3374
(22, 296),     -0.0081,       0.79286,       0.64666,       0.04288,       -0.0469,       0.59652,       0.33732
(155, 286),     0.4016,       0.36359,       0.45871,       0.3167,       0.29672,       0.18531,       0.3371
(110, 155),     0.0047,       0.37388,       0.35416,       0.37578,       0.39494,       0.51893,       0.33707
(382, 386),     0.3157,       0.6822,       0.25716,       0.30298,       0.3945,       0.0678,       0.33672
(22, 260),     0.15428,       0.60651,       0.52033,       0.05853,       0.14068,       0.53843,       0.33646
(153, 295),     0.13609,       0.72448,       0.60737,       0.01465,       0.02983,       0.50616,       0.33643
(163, 173),     0.1471,       0.41859,       0.35058,       0.36509,       0.35274,       0.38223,       0.33605
(26, 252),     0.1555,       0.29646,       0.4021,       0.45282,       0.27567,       0.43368,       0.33604
(70, 282),     0.21354,       0.14885,       0.40638,       0.56912,       0.26737,       0.40913,       0.33573
(70, 258),     0.18739,       0.16307,       0.2493,       0.69203,       0.28186,       0.43911,       0.33546
(130, 362),     0.32365,       0.29866,       -0.0531,       0.75401,       0.3329,       0.35457,       0.33511
(386, 414),     0.38552,       0.59623,       -0.03245,       0.40474,       0.38233,       0.2736,       0.33499
(145, 158),     0.61534,       0.73699,       -0.22634,       0.76074,       0.06831,       0.05434,       0.3349
