Comparing the following files: 
kelly_front_s4_v2/,  kelly_low_s4_v2/,  kelly_right_threequarter_s4_v2/,  kelly_left_threequarter_s4_v2/,  

Correlation cuttoff is -1
landmark(s),  kelly_front_s4_v2_vs_kelly_low_s4_v2,  kelly_front_s4_v2_vs_kelly_right_threequarter_s4_v2,  kelly_front_s4_v2_vs_kelly_left_threequarter_s4_v2,  kelly_low_s4_v2_vs_kelly_right_threequarter_s4_v2,  kelly_low_s4_v2_vs_kelly_left_threequarter_s4_v2,  kelly_right_threequarter_s4_v2_vs_kelly_left_threequarter_s4_v2,  average
(157, 158),     0.78993,       0.88772,       0.66523,       0.89557,       0.63591,       0.67295,       0.75789
(112, 157),     0.89829,       0.94586,       0.63591,       0.93595,       0.57383,       0.5571,       0.75782
(258, 341),     0.75811,       0.8752,       0.72982,       0.85681,       0.63483,       0.68981,       0.75743
(385, 398),     0.70209,       0.81729,       0.74912,       0.90463,       0.66066,       0.70978,       0.75726
(112, 160),     0.819,       0.94632,       0.68096,       0.88177,       0.5672,       0.64285,       0.75635
(154, 159),     0.78666,       0.92978,       0.68471,       0.90336,       0.59318,       0.62909,       0.75446
(28, 159),     0.96309,       0.95985,       0.55494,       0.94461,       0.61535,       0.48845,       0.75438
(256, 386),     0.83445,       0.93865,       0.68271,       0.91559,       0.56111,       0.59179,       0.75405
(286, 463),     0.78275,       0.88975,       0.73952,       0.85464,       0.57683,       0.67403,       0.75292
(286, 414),     0.77303,       0.83872,       0.75137,       0.85333,       0.62572,       0.66942,       0.75193
(22, 159),     0.84148,       0.96521,       0.65799,       0.90489,       0.55122,       0.58949,       0.75171
(110, 160),     0.82514,       0.95812,       0.68392,       0.90477,       0.53807,       0.59937,       0.75156
(257, 341),     0.74333,       0.83348,       0.76998,       0.85389,       0.63168,       0.67622,       0.75143
(256, 387),     0.78324,       0.90162,       0.70011,       0.91695,       0.59053,       0.60913,       0.75026
(258, 382),     0.75096,       0.87045,       0.71806,       0.84877,       0.63416,       0.67403,       0.7494
(26, 160),     0.80971,       0.95793,       0.6767,       0.87537,       0.54711,       0.62901,       0.7493
(258, 362),     0.76226,       0.85112,       0.73727,       0.84175,       0.62767,       0.67242,       0.74875
(256, 385),     0.84704,       0.95519,       0.65912,       0.90186,       0.53862,       0.58526,       0.74785
(154, 158),     0.80781,       0.9253,       0.65405,       0.92021,       0.57842,       0.5861,       0.74531
(25, 246),     0.85302,       0.92449,       0.63289,       0.9069,       0.5716,       0.57991,       0.7448
(382, 386),     0.68014,       0.82029,       0.74072,       0.91136,       0.6311,       0.6811,       0.74412
(27, 160),     0.95136,       0.94762,       0.51309,       0.93862,       0.60048,       0.50413,       0.74255
(257, 382),     0.73739,       0.8398,       0.76487,       0.84827,       0.61072,       0.65069,       0.74196
(24, 160),     0.82416,       0.96803,       0.64838,       0.89519,       0.53576,       0.57837,       0.74165
(22, 160),     0.79883,       0.96125,       0.66702,       0.87415,       0.54158,       0.60513,       0.74133
(257, 463),     0.75897,       0.80779,       0.76135,       0.82592,       0.60986,       0.68399,       0.74131
(110, 161),     0.81816,       0.96084,       0.64518,       0.89663,       0.54179,       0.5829,       0.74092
(257, 362),     0.74131,       0.81746,       0.77631,       0.83121,       0.61726,       0.66122,       0.74079
(155, 157),     0.84238,       0.92088,       0.63115,       0.933,       0.56799,       0.54901,       0.74074
(110, 159),     0.7988,       0.94787,       0.69337,       0.89138,       0.51858,       0.58853,       0.73976
(29, 160),     0.96191,       0.97287,       0.50859,       0.94754,       0.55986,       0.48667,       0.73957
(398, 463),     0.91416,       0.88476,       0.63577,       0.81001,       0.62563,       0.565,       0.73922
(382, 385),     0.73085,       0.85946,       0.70272,       0.91057,       0.59667,       0.63174,       0.73867
(28, 158),     0.94924,       0.95539,       0.5081,       0.92237,       0.59475,       0.49849,       0.73806
(23, 159),     0.81746,       0.96666,       0.64468,       0.88993,       0.53075,       0.57672,       0.7377
(23, 160),     0.79825,       0.96718,       0.65243,       0.87208,       0.54086,       0.59067,       0.73691
(133, 160),     0.74779,       0.92367,       0.68179,       0.85528,       0.55429,       0.64916,       0.73533
(155, 160),     0.73622,       0.92528,       0.68612,       0.85482,       0.55653,       0.65273,       0.73528
(24, 159),     0.81819,       0.9619,       0.64818,       0.89927,       0.51594,       0.56712,       0.7351
(286, 341),     0.72627,       0.92247,       0.69456,       0.82793,       0.56477,       0.67184,       0.73464
(153, 159),     0.77624,       0.9434,       0.66068,       0.88787,       0.54587,       0.59354,       0.7346
(258, 414),     0.75912,       0.78143,       0.73926,       0.81076,       0.64173,       0.67151,       0.73397
(25, 159),     0.75845,       0.90391,       0.74829,       0.85099,       0.5585,       0.5808,       0.73349
(339, 388),     0.78684,       0.95447,       0.64952,       0.87493,       0.52129,       0.61335,       0.7334
(259, 387),     0.92665,       0.96904,       0.52542,       0.89609,       0.5545,       0.52167,       0.73223
(133, 173),     0.85219,       0.90136,       0.62462,       0.91758,       0.57086,       0.5246,       0.73187
(362, 398),     0.81431,       0.90261,       0.66868,       0.90936,       0.53198,       0.56082,       0.73129
(161, 163),     0.73794,       0.94755,       0.66402,       0.86498,       0.54683,       0.61477,       0.72935
(339, 387),     0.74638,       0.93541,       0.66213,       0.86202,       0.51969,       0.63906,       0.72745
(27, 159),     0.95784,       0.97048,       0.48287,       0.93765,       0.54694,       0.4682,       0.72733
(160, 243),     0.75968,       0.93125,       0.66488,       0.83141,       0.52856,       0.64686,       0.72711
(144, 160),     0.74598,       0.95216,       0.66632,       0.8637,       0.52912,       0.60274,       0.72667
(30, 159),     0.90818,       0.95107,       0.55125,       0.90568,       0.50929,       0.53067,       0.72602
(7, 246),     0.7245,       0.9418,       0.65061,       0.86186,       0.55581,       0.61629,       0.72515
(286, 362),     0.73705,       0.89298,       0.69205,       0.82943,       0.54653,       0.65272,       0.72513
(382, 384),     0.74973,       0.88229,       0.65733,       0.91401,       0.55388,       0.59193,       0.72486
(382, 387),     0.57573,       0.75006,       0.68728,       0.90027,       0.6756,       0.75655,       0.72425
(257, 386),     0.92025,       0.97055,       0.52038,       0.88669,       0.54043,       0.50705,       0.72423
(252, 386),     0.83188,       0.95854,       0.62768,       0.89326,       0.4846,       0.54469,       0.72344
(24, 161),     0.7896,       0.96565,       0.61693,       0.86313,       0.54353,       0.55526,       0.72235
(22, 158),     0.81978,       0.96096,       0.61494,       0.8944,       0.50247,       0.54079,       0.72222
(259, 382),     0.69112,       0.7877,       0.7065,       0.82264,       0.62049,       0.70427,       0.72212
(286, 382),     0.71196,       0.90976,       0.66544,       0.81286,       0.58234,       0.64976,       0.72202
(154, 160),     0.70165,       0.93101,       0.68425,       0.83253,       0.53541,       0.64522,       0.72168
(160, 163),     0.68336,       0.91356,       0.69826,       0.87026,       0.53358,       0.62832,       0.72122
(414, 463),     0.78016,       0.92149,       0.70546,       0.81437,       0.46064,       0.64258,       0.72078
(30, 161),     0.95819,       0.97018,       0.48104,       0.93786,       0.51615,       0.45872,       0.72036
(145, 160),     0.73417,       0.95692,       0.66256,       0.83922,       0.52744,       0.60153,       0.72031
(7, 161),     0.65636,       0.88694,       0.7201,       0.86494,       0.54908,       0.64289,       0.72005
(259, 341),     0.70652,       0.77589,       0.68447,       0.8268,       0.62009,       0.70538,       0.71986
(256, 258),     0.6516,       0.8965,       0.68929,       0.8053,       0.6077,       0.66851,       0.71982
(145, 159),     0.75191,       0.94655,       0.64382,       0.87077,       0.51901,       0.57552,       0.71793
(153, 160),     0.70803,       0.94407,       0.6762,       0.83092,       0.52673,       0.62146,       0.7179
(386, 398),     0.59869,       0.74138,       0.67279,       0.90415,       0.64154,       0.74762,       0.71769
(105, 159),     0.90782,       0.94615,       0.48169,       0.93678,       0.5559,       0.47113,       0.71658
(254, 386),     0.74726,       0.95069,       0.65185,       0.84314,       0.49152,       0.61197,       0.71607
(56, 243),     0.80236,       0.8543,       0.61568,       0.89106,       0.5954,       0.53707,       0.71598
(256, 259),     0.63759,       0.7941,       0.73936,       0.83889,       0.62471,       0.65675,       0.71523
(105, 160),     0.89502,       0.92788,       0.49077,       0.92299,       0.56129,       0.49241,       0.71506
(254, 387),     0.80213,       0.95854,       0.63077,       0.87802,       0.4581,       0.55807,       0.71427
(29, 159),     0.95509,       0.97521,       0.47057,       0.93934,       0.49275,       0.448,       0.71349
(256, 384),     0.80474,       0.96034,       0.62026,       0.86449,       0.47058,       0.56046,       0.71348
(259, 381),     0.60257,       0.80179,       0.75741,       0.81771,       0.61246,       0.68527,       0.71287
(56, 158),     0.95879,       0.96067,       0.5012,       0.94914,       0.50853,       0.39807,       0.71273
(252, 385),     0.80519,       0.96226,       0.62315,       0.85673,       0.46791,       0.56114,       0.71273
(53, 160),     0.91083,       0.95869,       0.47221,       0.92808,       0.53096,       0.46277,       0.71059
(381, 386),     0.67858,       0.86366,       0.67905,       0.89763,       0.54064,       0.60367,       0.71054
(341, 398),     0.86458,       0.94639,       0.58449,       0.89639,       0.49058,       0.47883,       0.71021
(23, 161),     0.74468,       0.95825,       0.6235,       0.82349,       0.54316,       0.56565,       0.70979
(252, 387),     0.80703,       0.93747,       0.62058,       0.90497,       0.47586,       0.51114,       0.70951
(110, 246),     0.77201,       0.95315,       0.5918,       0.86171,       0.53987,       0.53713,       0.70928
(381, 387),     0.58715,       0.80687,       0.71167,       0.88747,       0.59006,       0.67189,       0.70919
(256, 388),     0.63705,       0.81288,       0.65637,       0.89006,       0.63171,       0.62662,       0.70912
(144, 161),     0.70747,       0.96122,       0.64525,       0.80689,       0.53902,       0.59437,       0.70904
(246, 247),     0.94716,       0.96349,       0.48293,       0.89596,       0.49586,       0.46574,       0.70852
(256, 257),     0.66286,       0.85141,       0.71449,       0.84425,       0.55739,       0.61713,       0.70792
(253, 386),     0.79301,       0.96014,       0.62521,       0.86312,       0.44998,       0.55376,       0.70754
(381, 385),     0.71516,       0.89659,       0.64342,       0.88969,       0.51618,       0.57828,       0.70655
(53, 159),     0.91791,       0.96613,       0.45585,       0.93679,       0.51744,       0.44241,       0.70609
(339, 466),     0.7587,       0.95198,       0.61127,       0.86461,       0.48005,       0.56529,       0.70532
(144, 159),     0.67748,       0.92496,       0.65956,       0.8546,       0.50807,       0.59552,       0.70337
(258, 381),     0.63144,       0.88147,       0.67084,       0.79342,       0.5931,       0.64785,       0.70302
(63, 160),     0.88706,       0.96389,       0.51998,       0.90903,       0.4722,       0.46346,       0.7026
(22, 161),     0.72853,       0.94623,       0.63883,       0.8088,       0.5133,       0.57731,       0.70217
(63, 159),     0.88975,       0.96352,       0.5145,       0.91825,       0.46774,       0.45077,       0.70076
(56, 190),     0.81486,       0.81377,       0.60561,       0.83654,       0.62175,       0.50844,       0.70016
(153, 158),     0.74989,       0.93363,       0.60417,       0.88104,       0.49556,       0.53274,       0.6995
(28, 243),     0.79315,       0.81898,       0.60684,       0.87592,       0.58171,       0.5155,       0.69868
(190, 243),     0.75572,       0.88957,       0.62245,       0.87996,       0.48968,       0.54247,       0.69664
(157, 159),     0.60586,       0.87859,       0.66924,       0.79128,       0.55882,       0.67438,       0.69636
(163, 246),     0.67654,       0.95304,       0.62259,       0.7852,       0.55659,       0.58334,       0.69622
(380, 386),     0.72349,       0.91656,       0.63286,       0.87949,       0.46764,       0.54808,       0.69469
(56, 112),     0.78164,       0.87381,       0.56116,       0.90876,       0.52171,       0.51443,       0.69359
(253, 387),     0.80282,       0.95296,       0.59984,       0.88676,       0.4193,       0.49893,       0.69343
(28, 160),     0.94133,       0.91443,       0.48074,       0.90298,       0.54443,       0.37547,       0.69323
(260, 388),     0.92561,       0.96184,       0.45741,       0.89074,       0.47553,       0.44804,       0.6932
(28, 112),     0.77675,       0.8374,       0.57998,       0.90552,       0.53945,       0.51158,       0.69178
(339, 386),     0.62501,       0.89666,       0.63699,       0.81431,       0.5087,       0.65752,       0.68987
(257, 381),     0.64331,       0.8511,       0.70289,       0.82811,       0.51926,       0.5941,       0.6898
(66, 159),     0.91688,       0.92669,       0.37903,       0.94015,       0.52612,       0.44976,       0.68977
(23, 158),     0.75391,       0.9565,       0.59399,       0.85619,       0.45679,       0.52064,       0.68967
(160, 173),     0.65831,       0.90526,       0.66739,       0.77822,       0.4857,       0.64305,       0.68966
(257, 385),     0.88536,       0.93904,       0.4985,       0.80059,       0.48961,       0.52,       0.68885
(7, 160),     0.55983,       0.82539,       0.74164,       0.83984,       0.53239,       0.62572,       0.68747
(159, 163),     0.58089,       0.87599,       0.70368,       0.83679,       0.50242,       0.62333,       0.68718
(253, 385),     0.71112,       0.95225,       0.63019,       0.79796,       0.44008,       0.58431,       0.68599
(380, 385),     0.71336,       0.93019,       0.61323,       0.85125,       0.45053,       0.54739,       0.68432
(255, 466),     0.82002,       0.96548,       0.46084,       0.88351,       0.46977,       0.50397,       0.68393
(362, 387),     0.59708,       0.74641,       0.54225,       0.8996,       0.619,       0.69685,       0.68353
(283, 387),     0.86473,       0.92207,       0.39477,       0.92243,       0.51952,       0.4756,       0.68319
(380, 387),     0.67175,       0.88424,       0.65297,       0.87771,       0.46179,       0.54833,       0.6828
(56, 157),     0.89683,       0.91145,       0.41899,       0.88382,       0.5643,       0.41774,       0.68219
(107, 159),     0.90881,       0.90777,       0.38182,       0.90316,       0.52504,       0.46487,       0.68191
(283, 386),     0.86532,       0.92634,       0.45412,       0.90425,       0.45675,       0.48455,       0.68189
(66, 160),     0.89794,       0.88789,       0.38427,       0.91498,       0.5386,       0.46692,       0.68177
(374, 386),     0.71146,       0.9241,       0.62322,       0.86117,       0.43349,       0.53592,       0.68156
(24, 246),     0.73556,       0.94366,       0.56241,       0.8071,       0.54346,       0.49414,       0.68106
(63, 161),     0.86205,       0.9398,       0.50242,       0.86521,       0.44657,       0.45807,       0.67902
(145, 161),     0.64212,       0.94905,       0.63573,       0.74537,       0.51999,       0.57932,       0.6786
(46, 160),     0.87775,       0.97948,       0.49012,       0.87743,       0.38675,       0.45664,       0.67803
(258, 385),     0.9224,       0.96191,       0.45233,       0.88097,       0.44518,       0.40426,       0.67784
(254, 385),     0.62224,       0.92944,       0.62902,       0.75957,       0.48818,       0.6381,       0.67776
(334, 386),     0.8661,       0.92264,       0.37467,       0.91995,       0.53296,       0.4467,       0.67717
(26, 161),     0.69882,       0.94093,       0.62649,       0.7612,       0.44694,       0.58443,       0.67647
(255, 388),     0.72983,       0.91385,       0.5148,       0.86088,       0.45259,       0.57988,       0.6753
(259, 386),     0.92203,       0.96147,       0.43578,       0.85491,       0.41567,       0.45788,       0.67462
(56, 133),     0.74916,       0.85308,       0.52391,       0.88736,       0.53665,       0.49727,       0.67457
(381, 384),     0.69261,       0.9219,       0.59171,       0.85226,       0.44384,       0.54359,       0.67432
(46, 159),     0.86374,       0.96832,       0.49095,       0.8849,       0.38106,       0.45412,       0.67385
(373, 387),     0.70748,       0.90891,       0.62935,       0.8751,       0.40747,       0.51201,       0.67339
(28, 155),     0.75195,       0.84586,       0.54234,       0.90791,       0.49986,       0.48864,       0.67276
(55, 159),     0.90883,       0.89823,       0.39596,       0.87459,       0.50167,       0.45495,       0.67237
(254, 388),     0.77151,       0.9503,       0.57571,       0.8743,       0.37986,       0.47906,       0.67179
(24, 158),     0.73192,       0.94737,       0.59412,       0.85228,       0.4074,       0.49539,       0.67141
(293, 387),     0.8362,       0.9188,       0.47091,       0.87898,       0.44226,       0.4804,       0.67126
(28, 133),     0.75558,       0.81358,       0.54183,       0.8894,       0.53899,       0.48802,       0.67123
(374, 387),     0.72158,       0.91847,       0.62037,       0.87236,       0.39467,       0.49707,       0.67075
(282, 386),     0.88648,       0.9316,       0.32713,       0.94269,       0.49636,       0.43853,       0.67047
(26, 157),     0.77768,       0.95032,       0.54847,       0.86906,       0.40067,       0.47392,       0.67002
(27, 243),     0.74368,       0.80175,       0.59164,       0.85317,       0.52297,       0.50335,       0.66943
(252, 388),     0.70788,       0.88145,       0.59766,       0.88993,       0.46298,       0.4754,       0.66922
(27, 112),     0.72778,       0.8168,       0.57906,       0.88267,       0.4973,       0.50988,       0.66892
(46, 161),     0.8796,       0.97284,       0.47018,       0.8551,       0.38522,       0.44346,       0.66773
(28, 190),     0.7851,       0.77297,       0.58488,       0.81016,       0.56755,       0.48103,       0.66695
(283, 341),     0.68458,       0.83098,       0.74769,       0.56724,       0.46405,       0.70608,       0.66677
(173, 243),     0.757,       0.89318,       0.56447,       0.74592,       0.45614,       0.58205,       0.66646
(63, 158),     0.86277,       0.94626,       0.47105,       0.90653,       0.41378,       0.39756,       0.66632
(282, 385),     0.8629,       0.89406,       0.33177,       0.92221,       0.51311,       0.47321,       0.66621
(334, 385),     0.83605,       0.89122,       0.38367,       0.88702,       0.52709,       0.47132,       0.66606
(110, 158),     0.68532,       0.925,       0.65241,       0.82338,       0.38649,       0.51221,       0.66414
(283, 382),     0.66186,       0.81914,       0.76226,       0.57045,       0.45372,       0.71303,       0.66341
(259, 362),     0.69128,       0.75795,       0.58436,       0.79208,       0.51534,       0.63749,       0.66308
(23, 246),     0.68404,       0.91606,       0.57127,       0.75849,       0.54713,       0.49623,       0.6622
(107, 160),     0.88445,       0.84887,       0.38139,       0.85116,       0.53908,       0.46483,       0.66163
(341, 388),     0.5441,       0.72079,       0.48914,       0.87624,       0.66918,       0.65599,       0.65924
(56, 155),     0.74044,       0.88479,       0.50868,       0.87943,       0.45697,       0.47912,       0.65824
(388, 390),     0.6828,       0.8844,       0.63305,       0.88072,       0.37728,       0.48752,       0.65763
(256, 260),     0.56525,       0.70033,       0.5739,       0.79376,       0.65448,       0.65591,       0.65727
(373, 386),     0.5844,       0.86561,       0.63382,       0.84076,       0.44473,       0.56393,       0.65554
(27, 155),     0.70688,       0.82188,       0.55071,       0.89182,       0.46789,       0.49366,       0.65547
(145, 158),     0.64254,       0.92638,       0.57962,       0.82071,       0.44421,       0.51621,       0.65494
(382, 398),     0.65146,       0.89536,       0.56261,       0.85544,       0.43967,       0.5229,       0.65457
(282, 463),     0.76606,       0.81409,       0.65968,       0.64428,       0.51122,       0.52604,       0.65356
(374, 385),     0.60831,       0.90785,       0.61791,       0.79814,       0.42411,       0.55878,       0.65252
(144, 246),     0.61506,       0.93415,       0.59227,       0.70752,       0.54255,       0.52304,       0.65243
(25, 33),     0.82605,       0.88443,       0.45585,       0.85232,       0.52307,       0.37268,       0.6524
(249, 466),     0.65849,       0.86351,       0.63679,       0.88643,       0.37973,       0.48729,       0.65204
(105, 158),     0.88846,       0.93368,       0.35593,       0.92678,       0.44806,       0.35704,       0.65166
(112, 161),     0.66143,       0.92023,       0.61112,       0.72577,       0.40654,       0.58445,       0.65159
(153, 161),     0.58039,       0.93069,       0.6459,       0.69019,       0.46546,       0.58912,       0.65029
(105, 161),     0.85239,       0.86071,       0.40057,       0.85411,       0.47912,       0.45483,       0.65029
(296, 385),     0.89337,       0.93597,       0.29746,       0.92435,       0.48595,       0.35888,       0.64933
(154, 157),     0.71694,       0.92477,       0.53011,       0.86245,       0.40401,       0.44818,       0.64774
(53, 161),     0.88407,       0.90425,       0.37358,       0.8728,       0.44475,       0.40448,       0.64732
(293, 386),     0.83229,       0.92606,       0.46817,       0.8581,       0.33626,       0.45974,       0.64677
(258, 386),     0.94421,       0.9747,       0.36909,       0.91685,       0.38476,       0.28966,       0.64655
(27, 133),     0.70803,       0.78767,       0.54071,       0.8696,       0.48982,       0.48295,       0.64646
(52, 159),     0.91762,       0.94419,       0.30784,       0.93723,       0.40631,       0.36372,       0.64615
(286, 385),     0.93908,       0.95837,       0.41265,       0.92304,       0.36879,       0.27484,       0.64613
(283, 362),     0.67325,       0.80495,       0.73287,       0.5278,       0.42685,       0.71092,       0.64611
(253, 388),     0.72996,       0.92123,       0.55759,       0.87767,       0.36056,       0.42961,       0.6461
(52, 160),     0.90276,       0.91156,       0.32581,       0.91821,       0.41803,       0.39951,       0.64598
(256, 286),     0.52816,       0.93835,       0.62843,       0.63739,       0.53096,       0.60322,       0.64442
(387, 390),     0.55282,       0.80668,       0.63537,       0.86946,       0.4479,       0.54699,       0.6432
(46, 158),     0.84091,       0.93994,       0.44443,       0.87501,       0.34444,       0.41256,       0.64288
(255, 387),     0.56415,       0.82182,       0.55921,       0.82857,       0.44132,       0.63539,       0.64174
(257, 387),     0.93471,       0.97347,       0.31757,       0.91504,       0.42423,       0.27849,       0.64059
(29, 112),     0.66134,       0.82523,       0.58657,       0.83411,       0.41308,       0.51563,       0.63933
(296, 386),     0.91559,       0.96068,       0.27603,       0.93875,       0.43561,       0.30813,       0.63913
(282, 341),     0.72805,       0.83538,       0.64629,       0.67561,       0.42758,       0.51453,       0.63791
(286, 381),     0.50612,       0.91308,       0.60346,       0.64358,       0.56449,       0.59538,       0.63769
(252, 258),     0.45856,       0.89416,       0.61634,       0.66887,       0.55327,       0.61814,       0.63489
(334, 341),     0.65267,       0.76717,       0.69395,       0.57475,       0.51216,       0.60679,       0.63458
(295, 385),     0.89382,       0.94171,       0.28543,       0.93665,       0.3938,       0.35562,       0.6345
(53, 158),     0.90338,       0.95285,       0.31583,       0.92706,       0.39046,       0.31585,       0.63424
(26, 28),     0.65484,       0.85363,       0.52944,       0.87667,       0.39616,       0.4883,       0.63317
(252, 257),     0.52885,       0.85608,       0.63574,       0.78276,       0.44184,       0.5528,       0.63301
(260, 380),     0.42166,       0.71947,       0.65796,       0.73691,       0.61319,       0.64787,       0.63284
(373, 388),     0.67984,       0.90502,       0.60886,       0.85705,       0.30168,       0.44388,       0.63272
(112, 173),     0.72017,       0.91629,       0.51303,       0.82523,       0.37553,       0.44585,       0.63268
(293, 388),     0.82767,       0.88065,       0.33288,       0.85882,       0.48108,       0.41434,       0.63257
(55, 160),     0.87738,       0.78586,       0.38977,       0.7824,       0.52162,       0.43583,       0.63214
(29, 243),     0.66515,       0.81518,       0.58822,       0.80593,       0.41434,       0.50092,       0.63162
(252, 384),     0.63314,       0.94611,       0.58045,       0.73228,       0.35294,       0.54066,       0.63093
(27, 190),     0.71513,       0.75992,       0.57057,       0.77952,       0.48876,       0.46829,       0.63037
(282, 362),     0.73141,       0.81602,       0.63501,       0.64922,       0.44733,       0.49924,       0.6297
(22, 246),     0.6297,       0.88172,       0.58879,       0.7069,       0.47346,       0.49464,       0.6292
(380, 388),     0.47976,       0.79393,       0.65612,       0.82553,       0.45215,       0.56492,       0.62873
(334, 463),     0.66439,       0.73674,       0.69341,       0.51357,       0.53631,       0.62725,       0.62861
(46, 246),     0.85377,       0.92301,       0.44134,       0.75857,       0.36213,       0.42981,       0.62811
(26, 27),     0.6184,       0.83095,       0.55331,       0.86089,       0.39113,       0.5096,       0.62738
(258, 398),     0.57488,       0.7251,       0.61656,       0.71493,       0.53404,       0.59878,       0.62738
(33, 110),     0.71399,       0.88155,       0.46637,       0.79707,       0.48759,       0.41322,       0.62663
(334, 387),     0.87895,       0.92714,       0.23985,       0.92989,       0.44715,       0.33423,       0.6262
(161, 247),     0.83278,       0.96481,       0.4383,       0.74949,       0.29306,       0.47531,       0.62562
(295, 386),     0.91098,       0.96595,       0.26702,       0.93966,       0.3566,       0.31204,       0.62537
(259, 380),     0.49648,       0.8025,       0.68244,       0.77566,       0.44567,       0.54927,       0.62534
(258, 380),     0.44177,       0.86785,       0.61583,       0.66877,       0.54394,       0.60825,       0.6244
(384, 385),     0.4396,       0.63108,       0.54885,       0.88028,       0.56504,       0.68095,       0.6243
(28, 161),     0.83102,       0.72772,       0.49531,       0.70139,       0.57847,       0.40712,       0.62351
(27, 161),     0.87272,       0.7935,       0.32873,       0.80073,       0.46129,       0.4785,       0.62258
(65, 159),     0.92189,       0.9239,       0.26877,       0.92587,       0.33241,       0.3607,       0.62226
(29, 161),     0.93205,       0.90488,       0.28623,       0.88771,       0.35213,       0.36784,       0.62181
(29, 155),     0.6301,       0.82726,       0.56258,       0.83519,       0.37293,       0.50092,       0.6215
(63, 246),     0.81073,       0.86083,       0.47801,       0.73327,       0.39989,       0.44562,       0.62139
(7, 33),     0.69272,       0.82325,       0.49452,       0.72522,       0.5789,       0.41128,       0.62098
(334, 362),     0.64894,       0.72844,       0.68924,       0.53427,       0.5279,       0.59614,       0.62082
(283, 385),     0.84897,       0.89359,       0.37851,       0.85462,       0.32335,       0.42518,       0.6207
(387, 463),     0.60649,       0.72675,       0.36781,       0.89853,       0.51367,       0.60421,       0.61958
