Comparing the following files: 
kelly_front_s31_v2/,  kelly_front_s32_v2/,  

Correlation cuttoff is 1
landmark(s),  kelly_front_s31_v2_vs_kelly_front_s32_v2,  average
(124, 155),     0.55492,       0.55492
(258, 341),     0.55508,       0.55508
(124, 154),     0.55509,       0.55509
(22, 258),     0.55533,       0.55533
(70, 155),     0.55535,       0.55535
(260, 466),     0.55543,       0.55543
(24, 144),     0.55545,       0.55545
(190, 383),     0.55546,       0.55546
(247, 265),     0.55559,       0.55559
(65, 246),     0.55564,       0.55564
(155, 334),     0.55566,       0.55566
(156, 362),     0.55584,       0.55584
(112, 265),     0.5559,       0.5559
(190, 276),     0.55607,       0.55607
(28, 243),     0.55621,       0.55621
(254, 384),     0.55622,       0.55622
(65, 414),     0.55636,       0.55636
(130, 381),     0.55638,       0.55638
(66, 158),     0.55639,       0.55639
(46, 386),     0.55646,       0.55646
(27, 385),     0.55651,       0.55651
(154, 265),     0.55652,       0.55652
(66, 285),     0.55653,       0.55653
(56, 384),     0.55658,       0.55658
(341, 387),     0.5566,       0.5566
(27, 193),     0.55675,       0.55675
(107, 246),     0.55679,       0.55679
(46, 160),     0.55687,       0.55687
(160, 265),     0.5569,       0.5569
(27, 386),     0.55695,       0.55695
(283, 387),     0.557,       0.557
(63, 385),     0.55708,       0.55708
(56, 353),     0.55716,       0.55716
(23, 156),     0.55716,       0.55716
(29, 145),     0.55718,       0.55718
(153, 384),     0.55718,       0.55718
(145, 398),     0.5572,       0.5572
(22, 373),     0.55726,       0.55726
(105, 384),     0.55747,       0.55747
(23, 70),     0.55767,       0.55767
(46, 56),     0.55768,       0.55768
(155, 282),     0.55777,       0.55777
(53, 259),     0.55777,       0.55777
(70, 154),     0.55796,       0.55796
(27, 384),     0.558,       0.558
(190, 353),     0.55833,       0.55833
(25, 252),     0.55838,       0.55838
(157, 384),     0.55841,       0.55841
(23, 334),     0.55853,       0.55853
(65, 387),     0.55873,       0.55873
(70, 353),     0.55885,       0.55885
(246, 382),     0.55899,       0.55899
(26, 46),     0.55914,       0.55914
(63, 384),     0.55919,       0.55919
(35, 380),     0.5592,       0.5592
(46, 263),     0.55928,       0.55928
(153, 286),     0.55932,       0.55932
(66, 161),     0.55942,       0.55942
(373, 466),     0.55943,       0.55943
(53, 260),     0.55952,       0.55952
(124, 300),     0.55963,       0.55963
(27, 112),     0.55964,       0.55964
(153, 156),     0.55985,       0.55985
(144, 276),     0.55997,       0.55997
(29, 124),     0.56002,       0.56002
(285, 384),     0.56003,       0.56003
(52, 160),     0.56007,       0.56007
(55, 386),     0.56009,       0.56009
(156, 463),     0.56012,       0.56012
(7, 130),     0.56019,       0.56019
(70, 112),     0.56019,       0.56019
(46, 159),     0.56022,       0.56022
(293, 386),     0.56025,       0.56025
(66, 387),     0.56038,       0.56038
(46, 190),     0.56041,       0.56041
(53, 383),     0.56051,       0.56051
(26, 70),     0.56058,       0.56058
(53, 249),     0.56066,       0.56066
(22, 156),     0.56077,       0.56077
(133, 247),     0.5608,       0.5608
(133, 283),     0.56082,       0.56082
(22, 173),     0.56089,       0.56089
(173, 353),     0.56089,       0.56089
(29, 154),     0.56093,       0.56093
(334, 386),     0.56096,       0.56096
(163, 374),     0.56103,       0.56103
(46, 153),     0.56106,       0.56106
(46, 467),     0.56108,       0.56108
(66, 417),     0.5611,       0.5611
(7, 252),     0.56122,       0.56122
(70, 145),     0.56123,       0.56123
(56, 190),     0.56123,       0.56123
(24, 353),     0.56129,       0.56129
(53, 257),     0.56135,       0.56135
(243, 246),     0.56138,       0.56138
(256, 341),     0.56138,       0.56138
(22, 386),     0.56144,       0.56144
(159, 265),     0.56147,       0.56147
(28, 107),     0.56148,       0.56148
(145, 282),     0.56164,       0.56164
(28, 387),     0.56173,       0.56173
(46, 112),     0.56176,       0.56176
(53, 265),     0.56182,       0.56182
(144, 300),     0.56187,       0.56187
(26, 282),     0.56187,       0.56187
(52, 388),     0.5619,       0.5619
(53, 466),     0.56206,       0.56206
(23, 282),     0.56235,       0.56235
(254, 374),     0.56304,       0.56304
(145, 157),     0.56305,       0.56305
(70, 243),     0.56312,       0.56312
(22, 334),     0.56313,       0.56313
(28, 160),     0.56323,       0.56323
(52, 159),     0.56323,       0.56323
(63, 257),     0.56325,       0.56325
(163, 256),     0.56333,       0.56333
(63, 300),     0.56336,       0.56336
(256, 463),     0.56363,       0.56363
(252, 256),     0.56375,       0.56375
(70, 414),     0.56385,       0.56385
(124, 353),     0.56413,       0.56413
(24, 380),     0.56432,       0.56432
(25, 253),     0.56433,       0.56433
(154, 334),     0.56443,       0.56443
(22, 286),     0.56456,       0.56456
(156, 160),     0.56465,       0.56465
(110, 254),     0.56466,       0.56466
(53, 353),     0.56468,       0.56468
(26, 386),     0.56474,       0.56474
(25, 159),     0.56493,       0.56493
(22, 46),     0.56495,       0.56495
(24, 374),     0.565,       0.565
(156, 359),     0.56501,       0.56501
(46, 359),     0.56502,       0.56502
(70, 398),     0.56508,       0.56508
(35, 256),     0.56524,       0.56524
(26, 258),     0.56527,       0.56527
(112, 282),     0.56532,       0.56532
(23, 385),     0.56555,       0.56555
(158, 385),     0.56565,       0.56565
(29, 153),     0.56571,       0.56571
(110, 256),     0.56578,       0.56578
(23, 398),     0.5659,       0.5659
(161, 173),     0.56598,       0.56598
(24, 157),     0.56598,       0.56598
(105, 339),     0.56607,       0.56607
(35, 374),     0.56617,       0.56617
(156, 159),     0.56625,       0.56625
(56, 124),     0.56625,       0.56625
(24, 283),     0.56639,       0.56639
(145, 339),     0.56673,       0.56673
(155, 247),     0.56674,       0.56674
(65, 384),     0.56685,       0.56685
(63, 386),     0.56687,       0.56687
(29, 339),     0.56689,       0.56689
(283, 385),     0.56699,       0.56699
(55, 159),     0.56707,       0.56707
(145, 156),     0.56713,       0.56713
(154, 282),     0.56716,       0.56716
(253, 380),     0.56722,       0.56722
(70, 153),     0.56727,       0.56727
(7, 253),     0.5674,       0.5674
(26, 398),     0.56747,       0.56747
(46, 466),     0.56756,       0.56756
(154, 247),     0.56758,       0.56758
(144, 293),     0.56763,       0.56763
(173, 362),     0.56765,       0.56765
(63, 258),     0.56766,       0.56766
(252, 341),     0.56775,       0.56775
(256, 286),     0.56776,       0.56776
(252, 362),     0.56777,       0.56777
(130, 158),     0.56785,       0.56785
(24, 383),     0.56798,       0.56798
(63, 359),     0.56799,       0.56799
(70, 388),     0.56802,       0.56802
(296, 385),     0.56808,       0.56808
(35, 353),     0.56838,       0.56838
(63, 263),     0.56844,       0.56844
(386, 463),     0.56846,       0.56846
(23, 353),     0.56849,       0.56849
(29, 133),     0.56862,       0.56862
(26, 286),     0.56881,       0.56881
(243, 382),     0.56882,       0.56882
(22, 282),     0.56905,       0.56905
(105, 385),     0.56912,       0.56912
(157, 247),     0.56914,       0.56914
(156, 390),     0.56939,       0.56939
(46, 353),     0.56946,       0.56946
(28, 386),     0.56948,       0.56948
(35, 254),     0.5695,       0.5695
(70, 466),     0.56971,       0.56971
(28, 124),     0.56978,       0.56978
(256, 382),     0.57014,       0.57014
(173, 463),     0.57016,       0.57016
(276, 386),     0.57036,       0.57036
(258, 463),     0.57059,       0.57059
(23, 384),     0.57082,       0.57082
(24, 247),     0.57086,       0.57086
(26, 339),     0.57091,       0.57091
(46, 387),     0.57091,       0.57091
(105, 388),     0.57093,       0.57093
(66, 385),     0.57127,       0.57127
(55, 385),     0.57137,       0.57137
(25, 110),     0.57138,       0.57138
(110, 252),     0.57162,       0.57162
(155, 265),     0.57175,       0.57175
(145, 334),     0.5718,       0.5718
(26, 373),     0.57183,       0.57183
(374, 384),     0.57183,       0.57183
(66, 160),     0.57184,       0.57184
(27, 161),     0.572,       0.572
(153, 282),     0.57215,       0.57215
(53, 255),     0.57221,       0.57221
(66, 386),     0.57238,       0.57238
(52, 373),     0.5724,       0.5724
(23, 124),     0.57242,       0.57242
(22, 70),     0.57242,       0.57242
(24, 300),     0.57245,       0.57245
(145, 373),     0.57253,       0.57253
(387, 390),     0.57273,       0.57273
(53, 385),     0.57279,       0.57279
(133, 341),     0.57283,       0.57283
(53, 258),     0.57284,       0.57284
(296, 386),     0.57304,       0.57304
(23, 383),     0.57306,       0.57306
(124, 161),     0.57326,       0.57326
(66, 159),     0.57332,       0.57332
(46, 243),     0.57341,       0.57341
(24, 362),     0.57343,       0.57343
(252, 463),     0.5735,       0.5735
(153, 334),     0.57354,       0.57354
(190, 243),     0.57368,       0.57368
(56, 414),     0.57386,       0.57386
(163, 254),     0.57402,       0.57402
(124, 153),     0.57404,       0.57404
(133, 381),     0.57407,       0.57407
(22, 130),     0.57423,       0.57423
(28, 385),     0.57424,       0.57424
(156, 255),     0.5743,       0.5743
(130, 380),     0.57437,       0.57437
(282, 385),     0.57441,       0.57441
(133, 293),     0.57444,       0.57444
(22, 398),     0.57466,       0.57466
(107, 386),     0.57467,       0.57467
(29, 155),     0.57495,       0.57495
(252, 388),     0.575,       0.575
(27, 124),     0.57529,       0.57529
(65, 386),     0.57529,       0.57529
(124, 390),     0.57534,       0.57534
(24, 381),     0.57535,       0.57535
(286, 414),     0.57537,       0.57537
(70, 467),     0.57547,       0.57547
(70, 263),     0.57558,       0.57558
(22, 385),     0.57566,       0.57566
(105, 386),     0.57578,       0.57578
(63, 259),     0.5759,       0.5759
(286, 387),     0.57601,       0.57601
(24, 293),     0.57624,       0.57624
(65, 161),     0.57626,       0.57626
(33, 252),     0.57626,       0.57626
(46, 388),     0.57629,       0.57629
(30, 246),     0.57632,       0.57632
(110, 253),     0.57644,       0.57644
(22, 153),     0.57648,       0.57648
(33, 253),     0.57665,       0.57665
(243, 283),     0.57676,       0.57676
(22, 124),     0.57732,       0.57732
(35, 252),     0.57736,       0.57736
(63, 466),     0.57741,       0.57741
(53, 386),     0.57752,       0.57752
(286, 382),     0.57756,       0.57756
(105, 259),     0.57761,       0.57761
(65, 158),     0.57773,       0.57773
(52, 55),     0.57783,       0.57783
(70, 383),     0.57807,       0.57807
(258, 387),     0.57814,       0.57814
(246, 381),     0.57828,       0.57828
(35, 253),     0.57844,       0.57844
(24, 276),     0.57857,       0.57857
(124, 255),     0.57867,       0.57867
(155, 382),     0.57869,       0.57869
(107, 385),     0.57872,       0.57872
(63, 383),     0.57877,       0.57877
(124, 158),     0.57884,       0.57884
(283, 386),     0.57893,       0.57893
(286, 362),     0.57924,       0.57924
(63, 353),     0.57929,       0.57929
(145, 353),     0.57935,       0.57935
(124, 362),     0.57949,       0.57949
(46, 383),     0.57971,       0.57971
(23, 145),     0.57976,       0.57976
(362, 386),     0.57976,       0.57976
(259, 388),     0.57987,       0.57987
(336, 386),     0.5799,       0.5799
(52, 387),     0.57994,       0.57994
(124, 145),     0.58023,       0.58023
(53, 388),     0.58039,       0.58039
(282, 386),     0.58046,       0.58046
(63, 467),     0.58048,       0.58048
(285, 386),     0.5805,       0.5805
(105, 387),     0.58063,       0.58063
(53, 384),     0.58067,       0.58067
(156, 382),     0.58069,       0.58069
(243, 293),     0.58074,       0.58074
(163, 252),     0.58078,       0.58078
(112, 373),     0.58078,       0.58078
(23, 300),     0.5808,       0.5808
(63, 387),     0.58095,       0.58095
(22, 384),     0.581,       0.581
(130, 256),     0.58102,       0.58102
(243, 300),     0.58102,       0.58102
(112, 382),     0.58103,       0.58103
(35, 300),     0.58103,       0.58103
(130, 374),     0.58106,       0.58106
(243, 353),     0.58114,       0.58114
(52, 257),     0.58118,       0.58118
(27, 243),     0.58134,       0.58134
(22, 353),     0.58142,       0.58142
(46, 249),     0.58144,       0.58144
(243, 247),     0.58147,       0.58147
(26, 385),     0.58161,       0.58161
(466, 467),     0.58176,       0.58176
(24, 145),     0.58178,       0.58178
(144, 247),     0.58182,       0.58182
(260, 385),     0.582,       0.582
(27, 158),     0.58201,       0.58201
(130, 145),     0.58212,       0.58212
(65, 385),     0.58233,       0.58233
(153, 398),     0.58242,       0.58242
(133, 300),     0.58248,       0.58248
(246, 374),     0.5825,       0.5825
(23, 374),     0.58252,       0.58252
(145, 383),     0.58286,       0.58286
(7, 160),     0.58296,       0.58296
(112, 381),     0.58302,       0.58302
(254, 466),     0.58303,       0.58303
(52, 386),     0.58316,       0.58316
(107, 157),     0.58322,       0.58322
(65, 417),     0.58323,       0.58323
(65, 160),     0.58344,       0.58344
(295, 386),     0.58346,       0.58346
(28, 384),     0.58349,       0.58349
(30, 414),     0.58355,       0.58355
(124, 463),     0.58362,       0.58362
(386, 467),     0.58364,       0.58364
(23, 283),     0.58369,       0.58369
(22, 383),     0.58402,       0.58402
(29, 373),     0.58412,       0.58412
(160, 373),     0.58413,       0.58413
(24, 463),     0.5842,       0.5842
(295, 385),     0.58421,       0.58421
(23, 380),     0.58456,       0.58456
(52, 385),     0.58463,       0.58463
(154, 463),     0.5847,       0.5847
(56, 243),     0.58471,       0.58471
(66, 286),     0.58476,       0.58476
(124, 160),     0.58493,       0.58493
(28, 159),     0.58497,       0.58497
(53, 387),     0.58499,       0.58499
(156, 341),     0.58504,       0.58504
(133, 353),     0.58505,       0.58505
(63, 265),     0.58518,       0.58518
(29, 158),     0.58527,       0.58527
(133, 383),     0.58532,       0.58532
(56, 158),     0.58534,       0.58534
(145, 283),     0.58541,       0.58541
(243, 373),     0.58541,       0.58541
(247, 339),     0.58543,       0.58543
(243, 383),     0.58545,       0.58545
(144, 381),     0.5856,       0.5856
(336, 385),     0.58563,       0.58563
(382, 386),     0.58569,       0.58569
(247, 362),     0.58573,       0.58573
(56, 157),     0.58584,       0.58584
(63, 388),     0.58593,       0.58593
(24, 254),     0.58594,       0.58594
(130, 254),     0.58598,       0.58598
(112, 339),     0.586,       0.586
(63, 417),     0.58605,       0.58605
(374, 388),     0.58634,       0.58634
(65, 159),     0.58638,       0.58638
(63, 193),     0.58638,       0.58638
(26, 384),     0.58643,       0.58643
(52, 384),     0.58674,       0.58674
(27, 160),     0.58691,       0.58691
(22, 29),     0.58701,       0.58701
(246, 341),     0.58702,       0.58702
(144, 380),     0.58703,       0.58703
(144, 382),     0.58703,       0.58703
(29, 161),     0.58704,       0.58704
(160, 339),     0.58704,       0.58704
(28, 158),     0.58723,       0.58723
(156, 383),     0.5873,       0.5873
(7, 144),     0.58741,       0.58741
(133, 276),     0.58749,       0.58749
(26, 293),     0.58755,       0.58755
(124, 159),     0.58764,       0.58764
(144, 341),     0.58773,       0.58773
(30, 145),     0.58794,       0.58794
(246, 380),     0.58804,       0.58804
(156, 339),     0.58817,       0.58817
(247, 463),     0.58842,       0.58842
(23, 293),     0.58852,       0.58852
(163, 253),     0.58867,       0.58867
(22, 300),     0.58889,       0.58889
(30, 339),     0.58893,       0.58893
(144, 374),     0.58905,       0.58905
(30, 190),     0.58918,       0.58918
(26, 173),     0.5892,       0.5892
(110, 158),     0.58924,       0.58924
(161, 362),     0.5895,       0.5895
(155, 283),     0.58952,       0.58952
(63, 260),     0.58961,       0.58961
(30, 154),     0.58977,       0.58977
(255, 388),     0.58984,       0.58984
(53, 390),     0.59011,       0.59011
(26, 300),     0.59015,       0.59015
(243, 339),     0.59018,       0.59018
(107, 161),     0.59028,       0.59028
(26, 283),     0.59031,       0.59031
(257, 387),     0.59041,       0.59041
(153, 339),     0.59089,       0.59089
(23, 276),     0.59089,       0.59089
(243, 381),     0.59107,       0.59107
(243, 276),     0.59108,       0.59108
(63, 249),     0.59121,       0.59121
(56, 339),     0.5913,       0.5913
(145, 300),     0.59135,       0.59135
(385, 398),     0.59136,       0.59136
(157, 159),     0.59155,       0.59155
(65, 258),     0.59157,       0.59157
(247, 373),     0.59167,       0.59167
(63, 286),     0.59209,       0.59209
(155, 341),     0.59236,       0.59236
(112, 247),     0.59238,       0.59238
(22, 283),     0.5924,       0.5924
(252, 398),     0.59245,       0.59245
(153, 353),     0.59254,       0.59254
(65, 285),     0.59273,       0.59273
(246, 254),     0.59277,       0.59277
(398, 414),     0.59311,       0.59311
(153, 383),     0.59329,       0.59329
(26, 353),     0.59345,       0.59345
(70, 359),     0.59366,       0.59366
(249, 466),     0.59384,       0.59384
(283, 293),     0.59387,       0.59387
(144, 158),     0.59395,       0.59395
(55, 158),     0.59409,       0.59409
(22, 293),     0.59411,       0.59411
(27, 159),     0.59417,       0.59417
(156, 381),     0.59419,       0.59419
(24, 252),     0.5942,       0.5942
(124, 383),     0.5943,       0.5943
(154, 362),     0.59434,       0.59434
(112, 293),     0.59467,       0.59467
(155, 381),     0.59478,       0.59478
(56, 373),     0.59481,       0.59481
(105, 398),     0.59517,       0.59517
(70, 249),     0.59527,       0.59527
(23, 30),     0.59533,       0.59533
(105, 373),     0.59556,       0.59556
(46, 265),     0.59583,       0.59583
(112, 283),     0.59593,       0.59593
(388, 467),     0.5961,       0.5961
(26, 29),     0.5962,       0.5962
(30, 133),     0.59624,       0.59624
(285, 385),     0.59638,       0.59638
(153, 283),     0.59642,       0.59642
(154, 283),     0.5965,       0.5965
(156, 373),     0.59651,       0.59651
(259, 385),     0.59711,       0.59711
(145, 276),     0.5972,       0.5972
(112, 300),     0.5972,       0.5972
(161, 463),     0.59726,       0.59726
(153, 157),     0.59729,       0.59729
(24, 382),     0.59737,       0.59737
(26, 247),     0.59739,       0.59739
(22, 380),     0.59741,       0.59741
(26, 383),     0.59745,       0.59745
(133, 373),     0.59757,       0.59757
(339, 386),     0.59762,       0.59762
(243, 341),     0.59782,       0.59782
(260, 388),     0.59782,       0.59782
(24, 253),     0.59798,       0.59798
(29, 159),     0.59805,       0.59805
(30, 153),     0.59816,       0.59816
(29, 190),     0.59821,       0.59821
(23, 163),     0.59823,       0.59823
(27, 66),     0.59849,       0.59849
(155, 293),     0.59878,       0.59878
(153, 300),     0.5988,       0.5988
(22, 33),     0.59906,       0.59906
(145, 293),     0.59908,       0.59908
(23, 381),     0.59913,       0.59913
(107, 160),     0.59925,       0.59925
(153, 247),     0.5993,       0.5993
(63, 255),     0.59951,       0.59951
(155, 173),     0.59954,       0.59954
(30, 155),     0.59956,       0.59956
(30, 158),     0.59958,       0.59958
(29, 160),     0.5996,       0.5996
(24, 130),     0.59963,       0.59963
(153, 373),     0.59977,       0.59977
(52, 193),     0.5999,       0.5999
(23, 157),     0.59996,       0.59996
(30, 66),     0.59999,       0.59999
(105, 257),     0.60015,       0.60015
(387, 467),     0.60022,       0.60022
(53, 193),     0.60023,       0.60023
(55, 66),     0.60046,       0.60046
(53, 286),     0.60052,       0.60052
(156, 256),     0.60056,       0.60056
(160, 398),     0.60061,       0.60061
(66, 258),     0.60065,       0.60065
(159, 384),     0.60066,       0.60066
(22, 374),     0.6007,       0.6007
(130, 163),     0.60088,       0.60088
(22, 276),     0.60088,       0.60088
(30, 373),     0.60108,       0.60108
(46, 255),     0.60109,       0.60109
(154, 293),     0.60114,       0.60114
(46, 414),     0.60118,       0.60118
(159, 414),     0.60137,       0.60137
(112, 353),     0.60141,       0.60141
(373, 386),     0.60159,       0.60159
(144, 254),     0.60171,       0.60171
(159, 373),     0.60178,       0.60178
(144, 256),     0.60185,       0.60185
(130, 144),     0.60187,       0.60187
(65, 286),     0.60188,       0.60188
(286, 386),     0.60222,       0.60222
(70, 265),     0.60231,       0.60231
(286, 384),     0.6024,       0.6024
(257, 385),     0.60248,       0.60248
(256, 387),     0.6025,       0.6025
(30, 398),     0.60251,       0.60251
(26, 276),     0.60256,       0.60256
(341, 414),     0.60265,       0.60265
(112, 383),     0.60266,       0.60266
(46, 398),     0.60285,       0.60285
(112, 341),     0.60296,       0.60296
(30, 161),     0.60315,       0.60315
(153, 293),     0.6032,       0.6032
(159, 163),     0.60344,       0.60344
(130, 252),     0.60352,       0.60352
(190, 339),     0.60369,       0.60369
(249, 339),     0.60381,       0.60381
(107, 159),     0.60407,       0.60407
(107, 158),     0.60415,       0.60415
(252, 382),     0.60417,       0.60417
(24, 256),     0.6042,       0.6042
(145, 247),     0.60426,       0.60426
(258, 386),     0.6044,       0.6044
(33, 145),     0.60446,       0.60446
(159, 339),     0.60449,       0.60449
(124, 339),     0.60452,       0.60452
(154, 300),     0.60456,       0.60456
(156, 265),     0.60457,       0.60457
(158, 339),     0.60465,       0.60465
(390, 466),     0.60467,       0.60467
(286, 341),     0.60476,       0.60476
(259, 387),     0.60483,       0.60483
(23, 130),     0.60504,       0.60504
(23, 254),     0.60512,       0.60512
(52, 254),     0.60521,       0.60521
(380, 387),     0.60521,       0.60521
(133, 339),     0.60529,       0.60529
(105, 193),     0.60557,       0.60557
(7, 23),     0.60563,       0.60563
(30, 159),     0.60565,       0.60565
(112, 380),     0.60598,       0.60598
(53, 417),     0.60611,       0.60611
(158, 373),     0.60617,       0.60617
(22, 381),     0.60617,       0.60617
(130, 253),     0.60629,       0.60629
(25, 130),     0.6065,       0.6065
(154, 383),     0.60664,       0.60664
(156, 380),     0.60675,       0.60675
(26, 463),     0.60687,       0.60687
(145, 463),     0.60689,       0.60689
(26, 362),     0.60701,       0.60701
(156, 254),     0.60716,       0.60716
(155, 300),     0.60756,       0.60756
(255, 466),     0.60757,       0.60757
(110, 130),     0.60764,       0.60764
(381, 398),     0.60775,       0.60775
(190, 373),     0.60776,       0.60776
(28, 254),     0.60781,       0.60781
(24, 341),     0.6079,       0.6079
(124, 265),     0.60793,       0.60793
(257, 386),     0.60797,       0.60797
(124, 382),     0.60802,       0.60802
(153, 276),     0.60832,       0.60832
(154, 353),     0.60853,       0.60853
(260, 386),     0.60856,       0.60856
(258, 385),     0.60871,       0.60871
(145, 362),     0.60893,       0.60893
(112, 246),     0.60924,       0.60924
(35, 265),     0.60924,       0.60924
(30, 160),     0.60925,       0.60925
(144, 252),     0.60947,       0.60947
(246, 247),     0.60964,       0.60964
(52, 258),     0.60965,       0.60965
(253, 388),     0.61026,       0.61026
(260, 387),     0.61059,       0.61059
(70, 255),     0.6106,       0.6106
(112, 276),     0.61066,       0.61066
(26, 381),     0.61082,       0.61082
(173, 339),     0.61096,       0.61096
(25, 160),     0.61147,       0.61147
(155, 383),     0.61152,       0.61152
(252, 381),     0.61169,       0.61169
(259, 386),     0.6121,       0.6121
(253, 384),     0.61232,       0.61232
(26, 155),     0.61255,       0.61255
(173, 373),     0.61259,       0.61259
(46, 390),     0.61265,       0.61265
(155, 353),     0.61269,       0.61269
(23, 362),     0.61282,       0.61282
(124, 373),     0.61293,       0.61293
(27, 254),     0.61296,       0.61296
(29, 112),     0.61297,       0.61297
(70, 362),     0.61315,       0.61315
(388, 390),     0.61339,       0.61339
(160, 247),     0.61362,       0.61362
(26, 380),     0.61364,       0.61364
(124, 341),     0.61366,       0.61366
(255, 263),     0.6137,       0.6137
(35, 383),     0.61376,       0.61376
(156, 374),     0.61394,       0.61394
(55, 157),     0.61415,       0.61415
(23, 252),     0.61443,       0.61443
(155, 373),     0.61446,       0.61446
(156, 252),     0.61447,       0.61447
(105, 258),     0.6145,       0.6145
(155, 276),     0.61454,       0.61454
(133, 380),     0.61456,       0.61456
(23, 247),     0.61465,       0.61465
(159, 247),     0.61466,       0.61466
(158, 384),     0.61504,       0.61504
(154, 276),     0.61506,       0.61506
(381, 386),     0.6151,       0.6151
(161, 247),     0.61564,       0.61564
(158, 247),     0.61576,       0.61576
(246, 256),     0.61587,       0.61587
(157, 339),     0.61599,       0.61599
(161, 374),     0.61619,       0.61619
(52, 398),     0.61622,       0.61622
(190, 362),     0.61626,       0.61626
(53, 339),     0.6167,       0.6167
(158, 414),     0.61683,       0.61683
(154, 339),     0.61708,       0.61708
(144, 253),     0.61752,       0.61752
(22, 157),     0.61766,       0.61766
(70, 463),     0.61787,       0.61787
(156, 253),     0.61825,       0.61825
(22, 247),     0.6183,       0.6183
(63, 398),     0.61853,       0.61853
(157, 398),     0.61854,       0.61854
(70, 390),     0.61875,       0.61875
(155, 339),     0.6189,       0.6189
(286, 385),     0.61914,       0.61914
(105, 254),     0.61916,       0.61916
(373, 388),     0.61925,       0.61925
(153, 246),     0.6194,       0.6194
(23, 253),     0.61975,       0.61975
(26, 374),     0.61992,       0.61992
(153, 463),     0.61997,       0.61997
(22, 30),     0.62045,       0.62045
(24, 158),     0.62071,       0.62071
(63, 390),     0.62076,       0.62076
(154, 373),     0.62079,       0.62079
(124, 381),     0.62085,       0.62085
(190, 463),     0.62092,       0.62092
(254, 385),     0.62094,       0.62094
(161, 382),     0.62111,       0.62111
(157, 373),     0.62116,       0.62116
(247, 382),     0.62135,       0.62135
(23, 463),     0.62147,       0.62147
(339, 466),     0.62171,       0.62171
(52, 374),     0.62272,       0.62272
(22, 362),     0.62275,       0.62275
(112, 173),     0.62294,       0.62294
(254, 388),     0.62328,       0.62328
(145, 374),     0.62347,       0.62347
(28, 374),     0.62359,       0.62359
(286, 463),     0.62372,       0.62372
(173, 382),     0.62373,       0.62373
(105, 417),     0.62387,       0.62387
(145, 380),     0.62388,       0.62388
(22, 463),     0.62395,       0.62395
(145, 158),     0.62398,       0.62398
(246, 253),     0.62427,       0.62427
(133, 256),     0.62436,       0.62436
(26, 30),     0.62453,       0.62453
(25, 161),     0.62457,       0.62457
(29, 66),     0.62473,       0.62473
(373, 387),     0.62504,       0.62504
(380, 384),     0.6254,       0.6254
(112, 374),     0.62549,       0.62549
(243, 380),     0.6255,       0.6255
(110, 159),     0.62554,       0.62554
(161, 254),     0.62588,       0.62588
(374, 385),     0.62597,       0.62597
(145, 381),     0.62666,       0.62666
(26, 246),     0.62669,       0.62669
(252, 387),     0.62708,       0.62708
(339, 387),     0.62716,       0.62716
(56, 398),     0.62737,       0.62737
(105, 362),     0.62743,       0.62743
(154, 341),     0.62744,       0.62744
(27, 374),     0.62751,       0.62751
(157, 158),     0.62761,       0.62761
(22, 252),     0.6277,       0.6277
(155, 380),     0.62776,       0.62776
(374, 387),     0.62794,       0.62794
(23, 256),     0.62848,       0.62848
(153, 362),     0.62862,       0.62862
(154, 157),     0.62863,       0.62863
(22, 254),     0.62869,       0.62869
(161, 380),     0.62889,       0.62889
(246, 252),     0.62894,       0.62894
(26, 382),     0.62909,       0.62909
(161, 381),     0.6293,       0.6293
(29, 243),     0.62947,       0.62947
(124, 256),     0.62983,       0.62983
(23, 382),     0.63005,       0.63005
(7, 163),     0.63014,       0.63014
(30, 112),     0.63018,       0.63018
(105, 286),     0.63066,       0.63066
(23, 158),     0.63093,       0.63093
(154, 382),     0.63095,       0.63095
(29, 398),     0.63098,       0.63098
(27, 398),     0.63112,       0.63112
(339, 388),     0.63129,       0.63129
(256, 398),     0.63135,       0.63135
(70, 339),     0.63152,       0.63152
(29, 414),     0.6317,       0.6317
(25, 246),     0.63171,       0.63171
(254, 386),     0.63181,       0.63181
(155, 256),     0.63202,       0.63202
(341, 386),     0.63212,       0.63212
(52, 362),     0.63258,       0.63258
(52, 253),     0.63271,       0.63271
(145, 341),     0.63272,       0.63272
(253, 387),     0.63296,       0.63296
(112, 256),     0.633,       0.633
(254, 387),     0.633,       0.633
(247, 341),     0.63306,       0.63306
(124, 380),     0.63323,       0.63323
(52, 286),     0.6335,       0.6335
(26, 157),     0.63356,       0.63356
(252, 384),     0.63371,       0.63371
(124, 254),     0.63404,       0.63404
(55, 65),     0.63422,       0.63422
(374, 386),     0.63426,       0.63426
(53, 398),     0.63436,       0.63436
(22, 256),     0.63446,       0.63446
(154, 381),     0.63513,       0.63513
(145, 254),     0.6352,       0.6352
(22, 158),     0.63532,       0.63532
(155, 161),     0.63551,       0.63551
(7, 161),     0.63555,       0.63555
(154, 161),     0.63595,       0.63595
(153, 158),     0.63627,       0.63627
(70, 382),     0.63635,       0.63635
(253, 385),     0.63638,       0.63638
(30, 243),     0.63649,       0.63649
(145, 256),     0.63693,       0.63693
(63, 339),     0.63708,       0.63708
(63, 414),     0.63719,       0.63719
(385, 463),     0.63719,       0.63719
(22, 382),     0.63743,       0.63743
