Comparing the following files: 
hadleigh_front_s3_v2/,  hadleigh_low_s3_v2/,  hadleigh_right_threequarter_s3_v2/,  hadleigh_left_threequarter_s3_v2/,  

Correlation cuttoff is -1
landmark(s),  hadleigh_front_s3_v2_vs_hadleigh_low_s3_v2,  hadleigh_front_s3_v2_vs_hadleigh_right_threequarter_s3_v2,  hadleigh_front_s3_v2_vs_hadleigh_left_threequarter_s3_v2,  hadleigh_low_s3_v2_vs_hadleigh_right_threequarter_s3_v2,  hadleigh_low_s3_v2_vs_hadleigh_left_threequarter_s3_v2,  hadleigh_right_threequarter_s3_v2_vs_hadleigh_left_threequarter_s3_v2,  average
(193, 293),     0.80999,       0.57138,       0.41783,       0.48957,       0.40916,       0.50507,       0.53383
(255, 285),     0.83663,       0.39493,       0.58926,       0.36843,       0.67132,       0.33044,       0.53183
(385, 386),     0.62988,       0.37462,       0.7178,       0.26007,       0.58309,       0.62457,       0.53167
(258, 373),     0.84619,       0.44051,       0.60732,       0.4729,       0.55127,       0.27144,       0.5316
(285, 296),     0.82183,       0.70781,       0.39347,       0.73471,       0.26761,       0.25951,       0.53082
(300, 398),     0.71741,       0.73234,       0.37414,       0.64116,       0.34588,       0.35734,       0.52804
(24, 293),     0.79727,       0.57436,       0.50067,       0.61744,       0.34872,       0.32856,       0.52784
(107, 373),     0.71956,       0.41496,       0.72822,       0.27016,       0.69274,       0.33393,       0.5266
(276, 341),     0.82113,       0.643,       0.4015,       0.63662,       0.40138,       0.2529,       0.52609
(249, 353),     0.70686,       0.78983,       0.4224,       0.6733,       0.2893,       0.27474,       0.52607
(286, 380),     0.83349,       0.57874,       0.47136,       0.61571,       0.40474,       0.24719,       0.5252
(55, 254),     0.70998,       0.41084,       0.73672,       0.2532,       0.72546,       0.30488,       0.52351
(110, 295),     0.86897,       0.58384,       0.41595,       0.63219,       0.23152,       0.40831,       0.52346
(56, 296),     0.90406,       0.57289,       0.33871,       0.61073,       0.18244,       0.51753,       0.52106
(249, 260),     0.7438,       0.33699,       0.72642,       0.40051,       0.59009,       0.32644,       0.52071
(163, 336),     0.75284,       0.54055,       0.49517,       0.65176,       0.23286,       0.44025,       0.5189
(259, 384),     0.72706,       0.50666,       0.58156,       0.46863,       0.29231,       0.53474,       0.51849
(255, 258),     0.83562,       0.34654,       0.57928,       0.38817,       0.67578,       0.28534,       0.51845
(285, 414),     0.83981,       0.45626,       0.41235,       0.42895,       0.57761,       0.39456,       0.51826
(295, 359),     0.90879,       0.39669,       0.4737,       0.35621,       0.63,       0.34111,       0.51775
(259, 466),     0.86813,       0.43983,       0.41499,       0.46791,       0.60064,       0.31305,       0.51742
(190, 283),     0.75569,       0.62348,       0.41922,       0.59342,       0.2115,       0.50054,       0.51731
(110, 282),     0.87551,       0.57897,       0.40455,       0.61857,       0.2388,       0.38206,       0.51641
(259, 390),     0.78777,       0.34936,       0.71014,       0.41285,       0.55697,       0.27389,       0.51516
(107, 254),     0.64838,       0.47838,       0.65143,       0.31323,       0.71833,       0.28018,       0.51499
(55, 334),     0.79338,       0.7421,       0.35245,       0.59894,       0.2139,       0.38434,       0.51419
(7, 296),     0.85121,       0.58253,       0.40769,       0.65625,       0.19014,       0.39668,       0.51408
(259, 387),     0.90672,       0.543,       0.50308,       0.49284,       0.39605,       0.24162,       0.51389
(145, 283),     0.72906,       0.55257,       0.45818,       0.63632,       0.29372,       0.4078,       0.51294
(263, 295),     0.91977,       0.41443,       0.40596,       0.40445,       0.59886,       0.33386,       0.51289
(107, 256),     0.74709,       0.42798,       0.58807,       0.3515,       0.68113,       0.28128,       0.51284
(144, 293),     0.73934,       0.5531,       0.50184,       0.63178,       0.30593,       0.34178,       0.5123
(276, 362),     0.80867,       0.60859,       0.39715,       0.58972,       0.43072,       0.23319,       0.51134
(24, 283),     0.79826,       0.55029,       0.47128,       0.59096,       0.29761,       0.35514,       0.51059
(7, 334),     0.87128,       0.55504,       0.41613,       0.6319,       0.23597,       0.34047,       0.50846
(257, 387),     0.93171,       0.52392,       0.50094,       0.50192,       0.42387,       0.16731,       0.50828
(249, 254),     0.51102,       0.4287,       0.80541,       0.47348,       0.43895,       0.39176,       0.50822
(296, 417),     0.91722,       0.27598,       0.70656,       0.39466,       0.55151,       0.20179,       0.50795
(55, 295),     0.83891,       0.52026,       0.44007,       0.46521,       0.30001,       0.47752,       0.507
(265, 282),     0.6551,       0.47766,       0.49933,       0.43133,       0.61685,       0.35928,       0.50659
(253, 390),     0.47952,       0.49855,       0.8332,       0.44476,       0.38427,       0.3939,       0.5057
(107, 381),     0.74904,       0.40746,       0.58813,       0.30285,       0.66899,       0.30989,       0.50439
(263, 336),     0.85918,       0.41652,       0.47644,       0.3826,       0.61278,       0.27489,       0.50373
(173, 283),     0.77641,       0.64382,       0.44604,       0.55306,       0.17521,       0.4223,       0.50281
(107, 285),     0.71122,       0.6791,       0.48354,       0.48355,       0.31563,       0.34121,       0.50238
(382, 414),     0.83739,       0.52906,       0.42323,       0.54999,       0.46814,       0.2034,       0.50187
(145, 285),     0.70945,       0.49858,       0.46804,       0.59204,       0.26844,       0.46764,       0.5007
(257, 373),     0.82902,       0.39225,       0.63611,       0.43895,       0.48456,       0.21859,       0.49991
(163, 282),     0.80732,       0.54403,       0.40382,       0.65342,       0.20446,       0.3857,       0.49979
(260, 300),     0.72571,       0.60144,       0.51156,       0.50993,       0.39227,       0.25775,       0.49978
(259, 385),     0.81136,       0.62273,       0.46974,       0.60516,       0.1183,       0.36961,       0.49948
(300, 382),     0.75221,       0.69269,       0.34859,       0.62799,       0.30917,       0.2661,       0.49946
(258, 374),     0.83968,       0.47762,       0.51315,       0.52035,       0.43272,       0.21085,       0.49906
(260, 387),     0.81851,       0.42616,       0.63295,       0.42045,       0.38485,       0.30905,       0.49866
(24, 285),     0.80891,       0.48177,       0.49234,       0.54093,       0.29216,       0.37265,       0.49813
(254, 353),     0.72182,       0.71834,       0.41,       0.61647,       0.2715,       0.24488,       0.49717
(388, 467),     0.47962,       0.45334,       0.52044,       0.48048,       0.59826,       0.45043,       0.4971
(295, 467),     0.8265,       0.39752,       0.50547,       0.30355,       0.63841,       0.30847,       0.49665
(265, 296),     0.6438,       0.49362,       0.41712,       0.44099,       0.63449,       0.34424,       0.49571
(163, 295),     0.78616,       0.54328,       0.40216,       0.66353,       0.17442,       0.40291,       0.49541
(25, 296),     0.8803,       0.56238,       0.39124,       0.60246,       0.18346,       0.35174,       0.49526
(173, 285),     0.70001,       0.65133,       0.48179,       0.52343,       0.09446,       0.51783,       0.49481
(384, 390),     0.65363,       0.27901,       0.62726,       0.33692,       0.69079,       0.37851,       0.49435
(249, 253),     0.50536,       0.49193,       0.78912,       0.33382,       0.41083,       0.43422,       0.49421
(257, 466),     0.90817,       0.37499,       0.46055,       0.39673,       0.5803,       0.24263,       0.4939
(336, 359),     0.8089,       0.3897,       0.49894,       0.33359,       0.64614,       0.2784,       0.49261
(249, 384),     0.65299,       0.225,       0.70875,       0.32891,       0.68193,       0.34677,       0.49073
(276, 463),     0.7711,       0.63169,       0.34083,       0.58982,       0.39023,       0.21907,       0.49046
(300, 341),     0.73916,       0.70573,       0.32179,       0.61978,       0.27303,       0.27491,       0.48907
(55, 373),     0.74671,       0.28394,       0.7006,       0.19857,       0.64225,       0.35552,       0.48793
(55, 282),     0.7498,       0.54745,       0.42917,       0.41188,       0.28729,       0.49374,       0.48656
(258, 388),     0.91024,       0.359,       0.59811,       0.41521,       0.49592,       0.13699,       0.48591
(110, 293),     0.79374,       0.52748,       0.46985,       0.57678,       0.26171,       0.28302,       0.48543
(336, 417),     0.87264,       0.23737,       0.72623,       0.40978,       0.53572,       0.12974,       0.48525
(25, 334),     0.89063,       0.53867,       0.39339,       0.5794,       0.21323,       0.29609,       0.48524
(144, 283),     0.70326,       0.50796,       0.47297,       0.61738,       0.24528,       0.35896,       0.4843
(55, 381),     0.79203,       0.31617,       0.56342,       0.25406,       0.62694,       0.34766,       0.48338
(257, 386),     0.90419,       0.50254,       0.49625,       0.47816,       0.33098,       0.18542,       0.48292
(260, 295),     0.7377,       0.41853,       0.44858,       0.31359,       0.64673,       0.33097,       0.48268
(257, 339),     0.87452,       0.3621,       0.54981,       0.45852,       0.46134,       0.18874,       0.4825
(258, 466),     0.90243,       0.31677,       0.57112,       0.35337,       0.54366,       0.20621,       0.48226
(257, 374),     0.82763,       0.43947,       0.55826,       0.48711,       0.39674,       0.18238,       0.48193
(163, 293),     0.73813,       0.51107,       0.48644,       0.60109,       0.24546,       0.29804,       0.48004
(282, 417),     0.89717,       0.15484,       0.67543,       0.32175,       0.58215,       0.24606,       0.47957
(259, 339),     0.83671,       0.36601,       0.58878,       0.49081,       0.40743,       0.18762,       0.47956
(66, 374),     0.60902,       0.42737,       0.67044,       0.17541,       0.72766,       0.26429,       0.47903
(255, 467),     0.77832,       0.40587,       0.59922,       0.54771,       0.34906,       0.19394,       0.47902
(353, 466),     0.49758,       0.65085,       0.3558,       0.58404,       0.39573,       0.38814,       0.47869
(157, 295),     0.85908,       0.5806,       0.38475,       0.50902,       0.09511,       0.43807,       0.47777
(258, 380),     0.86472,       0.47309,       0.46857,       0.50906,       0.38979,       0.16138,       0.47777
(300, 362),     0.73102,       0.67748,       0.31306,       0.59871,       0.29417,       0.25152,       0.47766
(385, 388),     0.53443,       0.12241,       0.76714,       0.39291,       0.66751,       0.37539,       0.47663
(157, 282),     0.87106,       0.58877,       0.37712,       0.51226,       0.10117,       0.40251,       0.47548
(249, 285),     0.85912,       0.36762,       0.46904,       0.33714,       0.55212,       0.26513,       0.47503
(258, 336),     0.56643,       0.46442,       0.26867,       0.50822,       0.67373,       0.36522,       0.47445
(107, 390),     0.71185,       0.30125,       0.71821,       0.17441,       0.65032,       0.28865,       0.47412
(353, 390),     0.6489,       0.74889,       0.39215,       0.59585,       0.25123,       0.20339,       0.4734
(293, 383),     0.59554,       0.4825,       0.36131,       0.73496,       0.41549,       0.24915,       0.47316
(107, 339),     0.62443,       0.38461,       0.67099,       0.20622,       0.70245,       0.24865,       0.47289
(107, 296),     0.68345,       0.51995,       0.50554,       0.33123,       0.29106,       0.49339,       0.47077
(255, 383),     0.68742,       0.76047,       0.31464,       0.62191,       0.10522,       0.3291,       0.46979
(259, 374),     0.77987,       0.43837,       0.56301,       0.49622,       0.35616,       0.17366,       0.46788
(293, 417),     0.84601,       0.30992,       0.49702,       0.33903,       0.40902,       0.40366,       0.46744
(66, 380),     0.61886,       0.41795,       0.62393,       0.19078,       0.72317,       0.22853,       0.4672
(252, 286),     0.84859,       0.5478,       0.33317,       0.62467,       0.30144,       0.14734,       0.46717
(253, 286),     0.81201,       0.54163,       0.3049,       0.64826,       0.31973,       0.17523,       0.46696
(257, 380),     0.84846,       0.43763,       0.50826,       0.48206,       0.37144,       0.15238,       0.4667
(259, 373),     0.77375,       0.38406,       0.6179,       0.45193,       0.3856,       0.1768,       0.46501
(258, 339),     0.84954,       0.39575,       0.42162,       0.46925,       0.47112,       0.17916,       0.46441
(66, 373),     0.62927,       0.36628,       0.72412,       0.09645,       0.69739,       0.27022,       0.46395
(46, 70),     0.49302,       0.3889,       0.42958,       0.47728,       0.64116,       0.35172,       0.46361
(286, 398),     0.89736,       0.44604,       0.38245,       0.40522,       0.49822,       0.14741,       0.46278
(66, 253),     0.56687,       0.457,       0.60847,       0.2043,       0.75356,       0.1855,       0.46262
(259, 380),     0.79899,       0.43883,       0.51359,       0.48955,       0.36096,       0.17014,       0.46201
(253, 353),     0.61845,       0.70998,       0.3768,       0.54272,       0.25166,       0.26946,       0.46151
(257, 295),     0.602,       0.35944,       0.17952,       0.48427,       0.65611,       0.48531,       0.46111
(295, 417),     0.8765,       0.09793,       0.73213,       0.30785,       0.60353,       0.14556,       0.46058
(66, 285),     0.64732,       0.61809,       0.44898,       0.28839,       0.47,       0.28719,       0.45999
(110, 283),     0.77772,       0.49656,       0.44427,       0.54944,       0.20016,       0.29026,       0.45974
(158, 296),     0.89994,       0.5088,       0.40175,       0.46709,       0.16292,       0.31527,       0.4593
(255, 286),     0.70759,       0.35919,       0.45975,       0.3726,       0.62705,       0.22955,       0.45929
(55, 341),     0.7631,       0.29251,       0.51733,       0.24113,       0.63813,       0.2988,       0.4585
(374, 380),     0.47986,       0.31154,       0.63639,       0.2884,       0.46581,       0.56501,       0.45783
(384, 388),     0.48518,       0.18669,       0.71013,       0.32146,       0.56744,       0.47381,       0.45745
(390, 414),     0.64172,       0.30568,       0.58191,       0.32003,       0.49536,       0.39516,       0.45664
(26, 276),     0.50143,       0.62305,       0.46667,       0.49118,       0.26906,       0.38142,       0.45547
(390, 398),     0.58205,       0.22228,       0.61584,       0.31694,       0.56982,       0.41968,       0.45444
(56, 336),     0.75084,       0.5552,       0.31871,       0.62798,       0.00773,       0.46,       0.45341
(259, 359),     0.88417,       0.25434,       0.41011,       0.30357,       0.59614,       0.27128,       0.45327
(276, 414),     0.61824,       0.64612,       0.2855,       0.55688,       0.382,       0.22522,       0.45233
(253, 259),     0.82037,       0.42618,       0.49076,       0.53285,       0.31516,       0.12838,       0.45228
(33, 334),     0.8607,       0.50748,       0.35526,       0.58342,       0.13017,       0.27658,       0.45227
(7, 282),     0.77916,       0.5022,       0.36571,       0.623,       0.12006,       0.32116,       0.45188
(107, 341),     0.70649,       0.34662,       0.48543,       0.27306,       0.64149,       0.25573,       0.45147
(65, 296),     0.80642,       0.45321,       0.4178,       0.41386,       0.23518,       0.37741,       0.45065
(300, 463),     0.6791,       0.69173,       0.2648,       0.56672,       0.24933,       0.24691,       0.44977
(28, 334),     0.86088,       0.49022,       0.33808,       0.50478,       0.14501,       0.35893,       0.44965
(384, 466),     0.47139,       0.13309,       0.74334,       0.38204,       0.59138,       0.37552,       0.44946
(55, 339),     0.65488,       0.25474,       0.72723,       0.13103,       0.67432,       0.25349,       0.44928
(7, 293),     0.74489,       0.47707,       0.45605,       0.57393,       0.17895,       0.2567,       0.44793
(252, 259),     0.82901,       0.42838,       0.45174,       0.51703,       0.32475,       0.13226,       0.4472
(246, 334),     0.86656,       0.48457,       0.37258,       0.54795,       0.14804,       0.2619,       0.44693
(253, 257),     0.85821,       0.42699,       0.44391,       0.52065,       0.31616,       0.11447,       0.44673
(7, 336),     0.70703,       0.48806,       0.42849,       0.61151,       0.09718,       0.3433,       0.44593
(66, 252),     0.5684,       0.43644,       0.54502,       0.22335,       0.73419,       0.16691,       0.44572
(253, 258),     0.8547,       0.46125,       0.35945,       0.55175,       0.32352,       0.12101,       0.44528
(107, 382),     0.71779,       0.33576,       0.48293,       0.25652,       0.61047,       0.2653,       0.44479
(359, 467),     0.81937,       0.30201,       0.23593,       0.42293,       0.55073,       0.33737,       0.44472
(25, 282),     0.83953,       0.51094,       0.35934,       0.55448,       0.1146,       0.28878,       0.44461
(112, 276),     0.44302,       0.644,       0.48641,       0.43176,       0.26553,       0.39633,       0.44451
(388, 414),     0.52927,       0.25877,       0.6356,       0.40497,       0.40775,       0.42676,       0.44385
(258, 263),     0.88496,       0.24823,       0.52256,       0.25536,       0.54192,       0.20923,       0.44371
(163, 283),     0.67992,       0.46082,       0.45638,       0.59336,       0.17224,       0.29849,       0.44354
(257, 359),     0.87353,       0.21338,       0.51064,       0.242,       0.59435,       0.226,       0.44332
(353, 373),     0.57684,       0.73409,       0.36685,       0.54757,       0.22778,       0.20533,       0.44308
(339, 383),     0.65786,       0.76141,       0.28273,       0.58046,       0.0963,       0.27577,       0.44242
(33, 296),     0.81232,       0.51973,       0.33251,       0.6063,       0.06276,       0.31533,       0.44149
(285, 385),     0.90279,       0.35273,       0.32973,       0.51834,       0.36818,       0.17402,       0.44097
(260, 265),     0.45716,       0.65055,       0.24018,       0.45276,       0.5079,       0.33698,       0.44092
(260, 263),     0.76322,       0.32604,       0.29973,       0.36564,       0.59984,       0.28962,       0.44068
(66, 336),     0.58946,       0.32528,       0.65007,       0.21718,       0.53115,       0.33007,       0.44053
(160, 161),     0.50973,       0.27623,       0.62658,       0.46509,       0.49094,       0.27378,       0.44039
(259, 386),     0.86834,       0.4458,       0.48149,       0.42467,       0.23254,       0.18927,       0.44035
(286, 381),     0.87956,       0.48124,       0.3644,       0.49183,       0.32839,       0.09614,       0.44026
(107, 336),     0.62324,       0.44836,       0.50543,       0.36489,       0.29099,       0.40817,       0.44018
(66, 254),     0.52458,       0.45905,       0.6369,       0.11619,       0.73181,       0.17076,       0.43988
(286, 339),     0.76767,       0.45683,       0.28741,       0.51695,       0.43686,       0.16927,       0.43917
(259, 263),     0.8234,       0.30107,       0.32358,       0.33641,       0.59189,       0.25766,       0.439
(257, 263),     0.88065,       0.27217,       0.39734,       0.28757,       0.57392,       0.21886,       0.43842
(7, 295),     0.73942,       0.4931,       0.35696,       0.63369,       0.07708,       0.32994,       0.43837
(22, 276),     0.52243,       0.54541,       0.46458,       0.50174,       0.25868,       0.3358,       0.43811
(25, 295),     0.81362,       0.50142,       0.35591,       0.56512,       0.08824,       0.3007,       0.4375
(56, 293),     0.71537,       0.52879,       0.37557,       0.48247,       0.15847,       0.35819,       0.43648
(252, 257),     0.86987,       0.42851,       0.41014,       0.50731,       0.30259,       0.09858,       0.43617
(246, 296),     0.82612,       0.49136,       0.34671,       0.56481,       0.08147,       0.30344,       0.43565
(283, 417),     0.83681,       0.14176,       0.53629,       0.29394,       0.46833,       0.33657,       0.43562
(252, 258),     0.87473,       0.46026,       0.34556,       0.53239,       0.30322,       0.09619,       0.43539
(161, 334),     0.86801,       0.46178,       0.38001,       0.50677,       0.14786,       0.24767,       0.43535
(158, 334),     0.88506,       0.49278,       0.39302,       0.45053,       0.14751,       0.24198,       0.43515
(249, 385),     0.65694,       0.15131,       0.67741,       0.16998,       0.6987,       0.25607,       0.43507
(285, 417),     0.77654,       0.05713,       0.76195,       0.36989,       0.55296,       0.08979,       0.43471
(65, 253),     0.64663,       0.30429,       0.62517,       0.06356,       0.75373,       0.21083,       0.43404
(373, 398),     0.5218,       0.24637,       0.47549,       0.32871,       0.61261,       0.41843,       0.4339
(256, 382),     0.50803,       0.43965,       0.63379,       0.24317,       0.36572,       0.40966,       0.43334
(190, 285),     0.61908,       0.6163,       0.37535,       0.52234,       -0.05644,       0.52134,       0.433
(25, 336),     0.76859,       0.44911,       0.42302,       0.54401,       0.12069,       0.29237,       0.43297
(260, 390),     0.71301,       0.34551,       0.64083,       0.42087,       0.31959,       0.15331,       0.43219
(260, 339),     0.77577,       0.36965,       0.53253,       0.52035,       0.27317,       0.12161,       0.43218
(260, 359),     0.84592,       0.26606,       0.2834,       0.34715,       0.55944,       0.29063,       0.4321
(258, 386),     0.8787,       0.32783,       0.56939,       0.36299,       0.36277,       0.09085,       0.43209
(259, 276),     0.54137,       0.50164,       0.52978,       0.49072,       0.32724,       0.19955,       0.43172
(25, 293),     0.78349,       0.47063,       0.43297,       0.52399,       0.15764,       0.22129,       0.43167
(254, 390),     0.30728,       0.46868,       0.72936,       0.39777,       0.37534,       0.30885,       0.43121
(249, 398),     0.53567,       0.16826,       0.68995,       0.319,       0.49927,       0.37507,       0.4312
(66, 390),     0.66024,       0.26394,       0.75042,       0.00502,       0.65402,       0.24871,       0.43039
(26, 300),     0.44667,       0.62749,       0.43763,       0.47037,       0.25701,       0.34217,       0.43022
(28, 296),     0.85766,       0.44808,       0.28707,       0.52214,       0.06208,       0.40378,       0.43013
(254, 259),     0.82693,       0.38315,       0.47035,       0.5178,       0.28937,       0.09308,       0.43011
(157, 293),     0.765,       0.5378,       0.42911,       0.47861,       0.12491,       0.24423,       0.42994
(66, 295),     0.59699,       0.29357,       0.6976,       0.12215,       0.5056,       0.36274,       0.42978
(258, 387),     0.88898,       0.29345,       0.59803,       0.33847,       0.41119,       0.04338,       0.42892
(283, 353),     0.51968,       0.49567,       0.3509,       0.4533,       0.4048,       0.34891,       0.42888
(66, 381),     0.63395,       0.35472,       0.57333,       0.13622,       0.67492,       0.19833,       0.42858
(254, 257),     0.8609,       0.3855,       0.41526,       0.4999,       0.31255,       0.09272,       0.4278
(254, 414),     0.55781,       0.47427,       0.20183,       0.55485,       0.51657,       0.25959,       0.42749
(65, 254),     0.61906,       0.32519,       0.67774,       -0.00312,       0.72045,       0.21616,       0.42591
(252, 260),     0.74592,       0.4393,       0.42639,       0.49941,       0.30453,       0.13255,       0.42468
(161, 296),     0.83795,       0.46474,       0.35184,       0.51732,       0.0846,       0.29035,       0.42447
(66, 339),     0.55095,       0.38099,       0.71691,       0.02588,       0.70139,       0.16924,       0.42423
(65, 374),     0.67154,       0.2332,       0.62182,       0.02631,       0.70226,       0.2857,       0.42347
(66, 296),     0.6424,       0.34505,       0.60087,       0.18492,       0.37773,       0.38698,       0.42299
(253, 260),     0.75185,       0.43147,       0.46132,       0.53219,       0.25977,       0.09988,       0.42275
(65, 334),     0.67835,       0.48054,       0.45853,       0.34507,       0.22376,       0.34827,       0.42242
(259, 467),     0.82822,       0.17779,       0.53771,       0.19886,       0.60213,       0.18933,       0.42234
(26, 258),     0.40807,       0.49664,       0.584,       0.37463,       0.21218,       0.45804,       0.42226
(130, 334),     0.85222,       0.48829,       0.36112,       0.52852,       0.07144,       0.23013,       0.42195
(144, 285),     0.62703,       0.42005,       0.4265,       0.55223,       0.14435,       0.35973,       0.42165
(243, 276),     0.3683,       0.66042,       0.48947,       0.38177,       0.20793,       0.41869,       0.4211
(260, 374),     0.69948,       0.44777,       0.50763,       0.48397,       0.26217,       0.12395,       0.42083
(35, 334),     0.84244,       0.45956,       0.37295,       0.50178,       0.10152,       0.24621,       0.42074
(23, 276),     0.5103,       0.48576,       0.50871,       0.48691,       0.23118,       0.29988,       0.42046
(385, 466),     0.51135,       0.03412,       0.75731,       0.25867,       0.67721,       0.2808,       0.41991
(256, 362),     0.53618,       0.2511,       0.43587,       0.39486,       0.45466,       0.44543,       0.41968
(256, 463),     0.64582,       0.23645,       0.23371,       0.50591,       0.54886,       0.34652,       0.41955
(282, 296),     0.45201,       0.36703,       0.16339,       0.45023,       0.65028,       0.43276,       0.41928
(22, 300),     0.46562,       0.55656,       0.45217,       0.47972,       0.24507,       0.31356,       0.41878
(107, 295),     0.43616,       0.29153,       0.70189,       0.18499,       0.41771,       0.47749,       0.4183
(260, 380),     0.69698,       0.45204,       0.4567,       0.45385,       0.30014,       0.14909,       0.41813
(107, 249),     0.67015,       0.18167,       0.70304,       0.09154,       0.61959,       0.23761,       0.41727
(22, 258),     0.46319,       0.41451,       0.58614,       0.3988,       0.26718,       0.37346,       0.41721
(259, 265),     0.47092,       0.53679,       0.25515,       0.41174,       0.50892,       0.31836,       0.41698
(66, 256),     0.58277,       0.37687,       0.51095,       0.19001,       0.68743,       0.15333,       0.41689
(254, 258),     0.83912,       0.42323,       0.29551,       0.52987,       0.32044,       0.09242,       0.41677
(55, 285),     0.6272,       0.42557,       0.44213,       0.4442,       0.19264,       0.36703,       0.41646
(336, 467),     0.59392,       0.32612,       0.4486,       0.24706,       0.65016,       0.23018,       0.41601
(65, 252),     0.64847,       0.2769,       0.55669,       0.07872,       0.74694,       0.18713,       0.41581
(65, 336),     0.74393,       0.34995,       0.42857,       0.46227,       0.21725,       0.29074,       0.41545
(160, 334),     0.8682,       0.43713,       0.3828,       0.44927,       0.13241,       0.21903,       0.41481
(112, 300),     0.39955,       0.64286,       0.4314,       0.40992,       0.26011,       0.34239,       0.41437
(258, 398),     0.86959,       0.34266,       0.36467,       0.32534,       0.47573,       0.10808,       0.41435
(159, 296),     0.87522,       0.45445,       0.37351,       0.42938,       0.09972,       0.25365,       0.41432
(56, 282),     0.84373,       0.39017,       0.26904,       0.48553,       0.0579,       0.43169,       0.41301
(130, 296),     0.81255,       0.49257,       0.34672,       0.53912,       0.02,       0.26382,       0.41246
(254, 263),     0.48731,       0.31838,       0.70567,       0.28777,       0.38575,       0.28813,       0.41217
(23, 258),     0.50448,       0.37458,       0.61423,       0.40364,       0.26219,       0.31307,       0.41203
(65, 373),     0.68838,       0.17287,       0.66916,       -0.031,       0.67308,       0.29966,       0.41202
(53, 70),     0.57517,       0.05723,       0.69972,       0.36479,       0.65896,       0.11405,       0.41165
(26, 257),     0.31991,       0.48918,       0.55302,       0.40432,       0.20785,       0.49506,       0.41156
(35, 296),     0.78743,       0.4481,       0.37776,       0.5,       0.05887,       0.29597,       0.41136
(254, 286),     0.77093,       0.49911,       0.17922,       0.61889,       0.29465,       0.10497,       0.41129
(23, 386),     0.35319,       0.33802,       0.69443,       0.42306,       0.34222,       0.31673,       0.41128
(65, 339),     0.64073,       0.24784,       0.73604,       -0.05817,       0.6831,       0.21808,       0.41127
(22, 257),     0.38016,       0.42195,       0.56383,       0.42841,       0.25441,       0.41633,       0.41085
(65, 295),     0.66367,       0.23996,       0.53552,       0.23171,       0.40868,       0.38507,       0.41077
(258, 381),     0.88846,       0.38949,       0.36025,       0.41256,       0.34156,       0.06623,       0.40976
(23, 257),     0.4302,       0.39185,       0.6017,       0.43375,       0.24466,       0.35138,       0.40892
(353, 374),     0.46364,       0.72916,       0.32646,       0.46424,       0.22341,       0.24626,       0.40886
(160, 296),     0.85871,       0.44146,       0.35246,       0.45627,       0.08229,       0.26179,       0.40883
(65, 285),     0.67959,       0.27412,       0.50018,       0.2102,       0.46513,       0.32126,       0.40841
(159, 334),     0.86677,       0.44586,       0.38972,       0.42015,       0.11907,       0.20433,       0.40765
(65, 380),     0.68543,       0.21666,       0.56913,       0.03098,       0.69715,       0.24647,       0.40764
(159, 161),     0.50249,       0.18906,       0.51999,       0.53305,       0.43933,       0.26151,       0.40757
(55, 390),     0.71739,       0.10306,       0.66614,       0.07739,       0.58459,       0.29663,       0.40753
(414, 466),     0.46834,       0.16363,       0.7074,       0.36623,       0.40907,       0.32644,       0.40685
(362, 414),     0.85563,       0.48065,       0.23786,       0.41798,       0.36738,       0.08054,       0.40667
(7, 283),     0.66182,       0.42042,       0.43267,       0.57222,       0.10303,       0.24913,       0.40655
(263, 384),     0.459,       0.06808,       0.7489,       0.29373,       0.59168,       0.27579,       0.4062
(341, 414),     0.78777,       0.5334,       0.20349,       0.56178,       0.25124,       0.09762,       0.40588
(107, 362),     0.6725,       0.30437,       0.40208,       0.2273,       0.57916,       0.2497,       0.40585
(23, 300),     0.44886,       0.50211,       0.50599,       0.46223,       0.22366,       0.2885,       0.40523
(254, 383),     0.55576,       0.75484,       0.22291,       0.51448,       0.10935,       0.2728,       0.40502
(252, 381),     0.59661,       0.54332,       0.17341,       0.39211,       0.43166,       0.29291,       0.405
(257, 381),     0.86123,       0.36082,       0.39735,       0.39885,       0.33344,       0.07817,       0.40498
(107, 398),     0.69006,       0.29301,       0.43437,       0.24632,       0.52083,       0.2452,       0.40497
(263, 286),     0.75688,       0.14966,       0.63651,       0.21075,       0.50837,       0.16672,       0.40482
(249, 252),     0.37403,       0.39014,       0.70738,       0.17876,       0.33016,       0.44603,       0.40442
(252, 353),     0.49076,       0.6746,       0.30001,       0.43608,       0.24083,       0.28408,       0.40439
(107, 255),     0.56195,       0.24932,       0.65793,       0.09349,       0.65941,       0.20361,       0.40429
(55, 382),     0.74476,       0.2431,       0.41759,       0.20568,       0.52275,       0.28717,       0.40351
(110, 157),     0.64135,       0.21491,       0.39013,       0.43657,       0.40759,       0.32789,       0.40307
(107, 334),     0.49034,       0.54666,       0.4639,       0.23449,       0.22232,       0.46053,       0.40304
(24, 386),     0.41425,       0.3221,       0.6908,       0.41462,       0.31422,       0.26194,       0.40299
(276, 334),     0.58584,       0.4298,       0.28305,       0.41014,       0.53557,       0.17213,       0.40276
(25, 158),     0.69005,       0.17098,       0.51815,       0.36983,       0.34675,       0.31996,       0.40262
(33, 293),     0.73611,       0.43267,       0.41772,       0.53262,       0.08427,       0.21093,       0.40239
