Comparing the following files: 
kelly_front_s3_v2/,  hadleigh_front_s3_v2/,  

Correlation cuttoff is 1
landmark(s),  kelly_front_s3_v2_vs_hadleigh_front_s3_v2,  average
(158, 382),     -0.14878,       -0.14878
(110, 417),     -0.1487,       -0.1487
(161, 382),     -0.14857,       -0.14857
(26, 282),     -0.14852,       -0.14852
(28, 382),     -0.1483,       -0.1483
(158, 381),     -0.14811,       -0.14811
(145, 295),     -0.1481,       -0.1481
(30, 265),     -0.1479,       -0.1479
(27, 124),     -0.14783,       -0.14783
(26, 53),     -0.14741,       -0.14741
(30, 145),     -0.14726,       -0.14726
(107, 282),     -0.14723,       -0.14723
(66, 336),     -0.14694,       -0.14694
(252, 259),     -0.14676,       -0.14676
(373, 466),     -0.14668,       -0.14668
(28, 52),     -0.14662,       -0.14662
(255, 339),     -0.14641,       -0.14641
(163, 265),     -0.14596,       -0.14596
(33, 52),     -0.14583,       -0.14583
(65, 130),     -0.14513,       -0.14513
(155, 190),     -0.14509,       -0.14509
(380, 398),     -0.14495,       -0.14495
(265, 373),     -0.1447,       -0.1447
(243, 259),     -0.1445,       -0.1445
(252, 398),     -0.14432,       -0.14432
(161, 362),     -0.14408,       -0.14408
(24, 385),     -0.14391,       -0.14391
(110, 163),     -0.1439,       -0.1439
(30, 156),     -0.14351,       -0.14351
(35, 466),     -0.14349,       -0.14349
(24, 105),     -0.14348,       -0.14348
(22, 417),     -0.14322,       -0.14322
(63, 265),     -0.1428,       -0.1428
(29, 381),     -0.14273,       -0.14273
(380, 463),     -0.14261,       -0.14261
(29, 124),     -0.1421,       -0.1421
(160, 383),     -0.14196,       -0.14196
(124, 390),     -0.14167,       -0.14167
(63, 384),     -0.14161,       -0.14161
(249, 265),     -0.14157,       -0.14157
(55, 336),     -0.14065,       -0.14065
(107, 247),     -0.14037,       -0.14037
(144, 285),     -0.14028,       -0.14028
(155, 467),     -0.13992,       -0.13992
(161, 286),     -0.13978,       -0.13978
(153, 385),     -0.13971,       -0.13971
(153, 193),     -0.13966,       -0.13966
(156, 163),     -0.13959,       -0.13959
(253, 293),     -0.13929,       -0.13929
(65, 286),     -0.13896,       -0.13896
(161, 381),     -0.13864,       -0.13864
(153, 295),     -0.13858,       -0.13858
(243, 257),     -0.1381,       -0.1381
(52, 341),     -0.13782,       -0.13782
(173, 373),     -0.13767,       -0.13767
(65, 247),     -0.13756,       -0.13756
(46, 259),     -0.1375,       -0.1375
(160, 353),     -0.13703,       -0.13703
(381, 414),     -0.13695,       -0.13695
(256, 276),     -0.13674,       -0.13674
(52, 253),     -0.13661,       -0.13661
(29, 414),     -0.13646,       -0.13646
(53, 193),     -0.13642,       -0.13642
(154, 257),     -0.13634,       -0.13634
(46, 107),     -0.13624,       -0.13624
(256, 293),     -0.13597,       -0.13597
(259, 380),     -0.13587,       -0.13587
(29, 353),     -0.13586,       -0.13586
(161, 341),     -0.13582,       -0.13582
(7, 334),     -0.13572,       -0.13572
(153, 265),     -0.13568,       -0.13568
(55, 173),     -0.13565,       -0.13565
(107, 193),     -0.13565,       -0.13565
(144, 258),     -0.13552,       -0.13552
(161, 256),     -0.13509,       -0.13509
(105, 247),     -0.13466,       -0.13466
(33, 384),     -0.13456,       -0.13456
(33, 374),     -0.13455,       -0.13455
(246, 253),     -0.13454,       -0.13454
(112, 258),     -0.13451,       -0.13451
(293, 341),     -0.13437,       -0.13437
(53, 66),     -0.13432,       -0.13432
(161, 353),     -0.13407,       -0.13407
(158, 463),     -0.13386,       -0.13386
(276, 341),     -0.13367,       -0.13367
(253, 463),     -0.13357,       -0.13357
(65, 155),     -0.13329,       -0.13329
(30, 53),     -0.13301,       -0.13301
(26, 63),     -0.1329,       -0.1329
(56, 295),     -0.13281,       -0.13281
(112, 260),     -0.13279,       -0.13279
(160, 385),     -0.13277,       -0.13277
(276, 463),     -0.13272,       -0.13272
(243, 339),     -0.13266,       -0.13266
(256, 260),     -0.13265,       -0.13265
(157, 334),     -0.13243,       -0.13243
(253, 374),     -0.13234,       -0.13234
(260, 339),     -0.13221,       -0.13221
(293, 362),     -0.13213,       -0.13213
(28, 341),     -0.13212,       -0.13212
(105, 130),     -0.13182,       -0.13182
(158, 259),     -0.1317,       -0.1317
(190, 467),     -0.13166,       -0.13166
(112, 334),     -0.13145,       -0.13145
(293, 380),     -0.13136,       -0.13136
(29, 144),     -0.13105,       -0.13105
(105, 110),     -0.13105,       -0.13105
(56, 124),     -0.131,       -0.131
(293, 463),     -0.13081,       -0.13081
(156, 249),     -0.13064,       -0.13064
(53, 384),     -0.13061,       -0.13061
(110, 144),     -0.13027,       -0.13027
(144, 156),     -0.13026,       -0.13026
(283, 417),     -0.13019,       -0.13019
(161, 383),     -0.12996,       -0.12996
(24, 265),     -0.12983,       -0.12983
(26, 46),     -0.12974,       -0.12974
(353, 390),     -0.1296,       -0.1296
(28, 362),     -0.12946,       -0.12946
(285, 300),     -0.12907,       -0.12907
(66, 283),     -0.12906,       -0.12906
(56, 285),     -0.12895,       -0.12895
(353, 373),     -0.12854,       -0.12854
(276, 398),     -0.12852,       -0.12852
(373, 388),     -0.12841,       -0.12841
(110, 130),     -0.12827,       -0.12827
(105, 398),     -0.12778,       -0.12778
(161, 463),     -0.12765,       -0.12765
(243, 282),     -0.12763,       -0.12763
(24, 257),     -0.12762,       -0.12762
(154, 373),     -0.12761,       -0.12761
(144, 295),     -0.12747,       -0.12747
(243, 334),     -0.12717,       -0.12717
(130, 385),     -0.12715,       -0.12715
(29, 384),     -0.12704,       -0.12704
(257, 293),     -0.12694,       -0.12694
(24, 260),     -0.12673,       -0.12673
(388, 390),     -0.12653,       -0.12653
(35, 249),     -0.1265,       -0.1265
(380, 467),     -0.12649,       -0.12649
(259, 383),     -0.12649,       -0.12649
(22, 260),     -0.12624,       -0.12624
(46, 53),     -0.12623,       -0.12623
(161, 252),     -0.12608,       -0.12608
(25, 70),     -0.12608,       -0.12608
(29, 382),     -0.12598,       -0.12598
(24, 156),     -0.12598,       -0.12598
(65, 383),     -0.12596,       -0.12596
(52, 258),     -0.12589,       -0.12589
(154, 259),     -0.12588,       -0.12588
(276, 380),     -0.12586,       -0.12586
(112, 417),     -0.12571,       -0.12571
(63, 258),     -0.12503,       -0.12503
(55, 144),     -0.12498,       -0.12498
(293, 381),     -0.12498,       -0.12498
(112, 282),     -0.12495,       -0.12495
(156, 387),     -0.12489,       -0.12489
(105, 193),     -0.12455,       -0.12455
(33, 66),     -0.12451,       -0.12451
(22, 259),     -0.12433,       -0.12433
(29, 341),     -0.12423,       -0.12423
(46, 255),     -0.12417,       -0.12417
(22, 193),     -0.12392,       -0.12392
(66, 70),     -0.12366,       -0.12366
(154, 260),     -0.1235,       -0.1235
(35, 263),     -0.12338,       -0.12338
(29, 163),     -0.12277,       -0.12277
(381, 398),     -0.12237,       -0.12237
(23, 156),     -0.12233,       -0.12233
(265, 384),     -0.12229,       -0.12229
(23, 260),     -0.12213,       -0.12213
(276, 374),     -0.12205,       -0.12205
(259, 373),     -0.12204,       -0.12204
(52, 382),     -0.12158,       -0.12158
(263, 390),     -0.12155,       -0.12155
(24, 259),     -0.12144,       -0.12144
(23, 257),     -0.12125,       -0.12125
(30, 374),     -0.12119,       -0.12119
(276, 362),     -0.12094,       -0.12094
(22, 257),     -0.12092,       -0.12092
(26, 260),     -0.12085,       -0.12085
(53, 107),     -0.12075,       -0.12075
(243, 467),     -0.12069,       -0.12069
(52, 155),     -0.12065,       -0.12065
(29, 380),     -0.12048,       -0.12048
(130, 257),     -0.12048,       -0.12048
(145, 296),     -0.12043,       -0.12043
(112, 259),     -0.1199,       -0.1199
(23, 259),     -0.11956,       -0.11956
(293, 382),     -0.11869,       -0.11869
(23, 383),     -0.11835,       -0.11835
(383, 385),     -0.11818,       -0.11818
(63, 193),     -0.11802,       -0.11802
(154, 285),     -0.11781,       -0.11781
(26, 417),     -0.11779,       -0.11779
(247, 257),     -0.11776,       -0.11776
(153, 257),     -0.11741,       -0.11741
(158, 341),     -0.11736,       -0.11736
(293, 374),     -0.11716,       -0.11716
(243, 373),     -0.11715,       -0.11715
(153, 296),     -0.11695,       -0.11695
(63, 339),     -0.1168,       -0.1168
(158, 256),     -0.11679,       -0.11679
(22, 285),     -0.11613,       -0.11613
(157, 254),     -0.11585,       -0.11585
(56, 70),     -0.11585,       -0.11585
(26, 258),     -0.11563,       -0.11563
(105, 362),     -0.11545,       -0.11545
(145, 385),     -0.11508,       -0.11508
(107, 144),     -0.11495,       -0.11495
(7, 414),     -0.11484,       -0.11484
(23, 193),     -0.11478,       -0.11478
(7, 130),     -0.11459,       -0.11459
(22, 383),     -0.11445,       -0.11445
(254, 259),     -0.11442,       -0.11442
(70, 155),     -0.11433,       -0.11433
(63, 353),     -0.11419,       -0.11419
(130, 373),     -0.11413,       -0.11413
(253, 362),     -0.11386,       -0.11386
(23, 247),     -0.11334,       -0.11334
(33, 282),     -0.11322,       -0.11322
(158, 380),     -0.11314,       -0.11314
(112, 385),     -0.11302,       -0.11302
(27, 414),     -0.11294,       -0.11294
(27, 384),     -0.11254,       -0.11254
(144, 265),     -0.11247,       -0.11247
(110, 156),     -0.11232,       -0.11232
(260, 381),     -0.11201,       -0.11201
(28, 253),     -0.112,       -0.112
(23, 285),     -0.11197,       -0.11197
(24, 66),     -0.11176,       -0.11176
(256, 414),     -0.11158,       -0.11158
(156, 285),     -0.11144,       -0.11144
(25, 105),     -0.11121,       -0.11121
(285, 386),     -0.11101,       -0.11101
(56, 153),     -0.11086,       -0.11086
(22, 107),     -0.11079,       -0.11079
(29, 145),     -0.11072,       -0.11072
(22, 156),     -0.11067,       -0.11067
(22, 295),     -0.11064,       -0.11064
(23, 295),     -0.1106,       -0.1106
(27, 252),     -0.11053,       -0.11053
(276, 381),     -0.11049,       -0.11049
(23, 30),     -0.11045,       -0.11045
(23, 385),     -0.11028,       -0.11028
(26, 259),     -0.11004,       -0.11004
(52, 374),     -0.11001,       -0.11001
(26, 105),     -0.11,       -0.11
(46, 260),     -0.10984,       -0.10984
(27, 398),     -0.10982,       -0.10982
(30, 254),     -0.10958,       -0.10958
(26, 265),     -0.10955,       -0.10955
(163, 383),     -0.10927,       -0.10927
(383, 386),     -0.10925,       -0.10925
(254, 466),     -0.10914,       -0.10914
(25, 66),     -0.10911,       -0.10911
(263, 339),     -0.10886,       -0.10886
(27, 257),     -0.10867,       -0.10867
(29, 70),     -0.10865,       -0.10865
(25, 63),     -0.1085,       -0.1085
(158, 252),     -0.10847,       -0.10847
(53, 155),     -0.10845,       -0.10845
(30, 110),     -0.10844,       -0.10844
(285, 336),     -0.10828,       -0.10828
(154, 295),     -0.10819,       -0.10819
(70, 112),     -0.1081,       -0.1081
(265, 466),     -0.10808,       -0.10808
(65, 173),     -0.10805,       -0.10805
(130, 336),     -0.1078,       -0.1078
(53, 373),     -0.10769,       -0.10769
(190, 373),     -0.10739,       -0.10739
(52, 398),     -0.1073,       -0.1073
(24, 30),     -0.10718,       -0.10718
(70, 385),     -0.10703,       -0.10703
(158, 260),     -0.10681,       -0.10681
(124, 387),     -0.10674,       -0.10674
(283, 414),     -0.10665,       -0.10665
(52, 56),     -0.10616,       -0.10616
(46, 390),     -0.10608,       -0.10608
(153, 383),     -0.10606,       -0.10606
(276, 382),     -0.10544,       -0.10544
(190, 339),     -0.10509,       -0.10509
(105, 463),     -0.10499,       -0.10499
(254, 276),     -0.10477,       -0.10477
(253, 414),     -0.10473,       -0.10473
(33, 65),     -0.10469,       -0.10469
(52, 414),     -0.10437,       -0.10437
(339, 390),     -0.10427,       -0.10427
(65, 252),     -0.10413,       -0.10413
(65, 190),     -0.10409,       -0.10409
(33, 53),     -0.10393,       -0.10393
(158, 417),     -0.10351,       -0.10351
(22, 296),     -0.10348,       -0.10348
(374, 383),     -0.10348,       -0.10348
(28, 463),     -0.10317,       -0.10317
(258, 283),     -0.10312,       -0.10312
(53, 257),     -0.10235,       -0.10235
(66, 295),     -0.10232,       -0.10232
(156, 388),     -0.10218,       -0.10218
(46, 359),     -0.10205,       -0.10205
(23, 107),     -0.10185,       -0.10185
(112, 257),     -0.10148,       -0.10148
(65, 258),     -0.10147,       -0.10147
(52, 353),     -0.101,       -0.101
(27, 256),     -0.10094,       -0.10094
(173, 295),     -0.10083,       -0.10083
(341, 362),     -0.1008,       -0.1008
(145, 257),     -0.10077,       -0.10077
(252, 283),     -0.10053,       -0.10053
(153, 339),     -0.10025,       -0.10025
(56, 373),     -0.10025,       -0.10025
(53, 65),     -0.10012,       -0.10012
(145, 157),     -0.09982,       -0.09982
(66, 107),     -0.09969,       -0.09969
(293, 336),     -0.09965,       -0.09965
(161, 385),     -0.09957,       -0.09957
(29, 362),     -0.09953,       -0.09953
(46, 65),     -0.09909,       -0.09909
(362, 380),     -0.09893,       -0.09893
(46, 467),     -0.09861,       -0.09861
(359, 373),     -0.09856,       -0.09856
(353, 374),     -0.09837,       -0.09837
(252, 353),     -0.09832,       -0.09832
(247, 385),     -0.0983,       -0.0983
(153, 259),     -0.09824,       -0.09824
(161, 380),     -0.09818,       -0.09818
(383, 387),     -0.09815,       -0.09815
(285, 295),     -0.09783,       -0.09783
(110, 257),     -0.0978,       -0.0978
(55, 286),     -0.0977,       -0.0977
(156, 263),     -0.09768,       -0.09768
(159, 381),     -0.09747,       -0.09747
(27, 381),     -0.09735,       -0.09735
(63, 155),     -0.09729,       -0.09729
(156, 466),     -0.09723,       -0.09723
(112, 467),     -0.09718,       -0.09718
(7, 156),     -0.09698,       -0.09698
(353, 385),     -0.09694,       -0.09694
(66, 110),     -0.09687,       -0.09687
(23, 296),     -0.09681,       -0.09681
(133, 255),     -0.09652,       -0.09652
(247, 339),     -0.09637,       -0.09637
(56, 145),     -0.09629,       -0.09629
(52, 265),     -0.09616,       -0.09616
(383, 466),     -0.09609,       -0.09609
(29, 253),     -0.09566,       -0.09566
(190, 386),     -0.09543,       -0.09543
(7, 286),     -0.0954,       -0.0954
(145, 193),     -0.09521,       -0.09521
(159, 382),     -0.0951,       -0.0951
(25, 257),     -0.09491,       -0.09491
(160, 382),     -0.0948,       -0.0948
(155, 255),     -0.09479,       -0.09479
(26, 66),     -0.09469,       -0.09469
(124, 153),     -0.09458,       -0.09458
(55, 258),     -0.09417,       -0.09417
(160, 381),     -0.09395,       -0.09395
(25, 295),     -0.09375,       -0.09375
(256, 259),     -0.09362,       -0.09362
(26, 257),     -0.09361,       -0.09361
(255, 300),     -0.09338,       -0.09338
(398, 414),     -0.09327,       -0.09327
(144, 385),     -0.09317,       -0.09317
(33, 105),     -0.0927,       -0.0927
(159, 362),     -0.09265,       -0.09265
(70, 263),     -0.09257,       -0.09257
(246, 286),     -0.09234,       -0.09234
(35, 190),     -0.09223,       -0.09223
(252, 383),     -0.09209,       -0.09209
(112, 339),     -0.09199,       -0.09199
(163, 258),     -0.09194,       -0.09194
(145, 265),     -0.09154,       -0.09154
(33, 334),     -0.09149,       -0.09149
(70, 133),     -0.09104,       -0.09104
(133, 386),     -0.09099,       -0.09099
(133, 417),     -0.09096,       -0.09096
(65, 256),     -0.09049,       -0.09049
(56, 385),     -0.09013,       -0.09013
(105, 383),     -0.09011,       -0.09011
(52, 463),     -0.09004,       -0.09004
(153, 260),     -0.08991,       -0.08991
(160, 362),     -0.08984,       -0.08984
(33, 414),     -0.08976,       -0.08976
(22, 385),     -0.08965,       -0.08965
(260, 341),     -0.08961,       -0.08961
(259, 381),     -0.08929,       -0.08929
(144, 383),     -0.0889,       -0.0889
(249, 300),     -0.08884,       -0.08884
(28, 374),     -0.08873,       -0.08873
(285, 385),     -0.08862,       -0.08862
(124, 249),     -0.08841,       -0.08841
(23, 157),     -0.08827,       -0.08827
(160, 256),     -0.08813,       -0.08813
(159, 417),     -0.08803,       -0.08803
(105, 414),     -0.08783,       -0.08783
(145, 247),     -0.0877,       -0.0877
(63, 390),     -0.08759,       -0.08759
(246, 282),     -0.08754,       -0.08754
(144, 417),     -0.08736,       -0.08736
(163, 295),     -0.08735,       -0.08735
(255, 467),     -0.08719,       -0.08719
(52, 362),     -0.08718,       -0.08718
(107, 163),     -0.08612,       -0.08612
(246, 254),     -0.08606,       -0.08606
(70, 243),     -0.086,       -0.086
(105, 276),     -0.08565,       -0.08565
(105, 286),     -0.08538,       -0.08538
(46, 385),     -0.08535,       -0.08535
(112, 373),     -0.08534,       -0.08534
(160, 341),     -0.08528,       -0.08528
(144, 296),     -0.08518,       -0.08518
(374, 414),     -0.0849,       -0.0849
(155, 285),     -0.08454,       -0.08454
(381, 382),     -0.08448,       -0.08448
(254, 390),     -0.08444,       -0.08444
(246, 374),     -0.08429,       -0.08429
(27, 265),     -0.08429,       -0.08429
(26, 55),     -0.08408,       -0.08408
(190, 285),     -0.08368,       -0.08368
(27, 380),     -0.08354,       -0.08354
(105, 155),     -0.08331,       -0.08331
(24, 467),     -0.08329,       -0.08329
(154, 296),     -0.08327,       -0.08327
(24, 133),     -0.0831,       -0.0831
(253, 359),     -0.08278,       -0.08278
(283, 380),     -0.08272,       -0.08272
(56, 339),     -0.08259,       -0.08259
(110, 260),     -0.08193,       -0.08193
(29, 463),     -0.08192,       -0.08192
(159, 256),     -0.08178,       -0.08178
(163, 285),     -0.08176,       -0.08176
(254, 293),     -0.08152,       -0.08152
(63, 130),     -0.0815,       -0.0815
(283, 362),     -0.08146,       -0.08146
(154, 467),     -0.08131,       -0.08131
(160, 252),     -0.08106,       -0.08106
(55, 383),     -0.08102,       -0.08102
(276, 373),     -0.08084,       -0.08084
(374, 388),     -0.08081,       -0.08081
(110, 259),     -0.08065,       -0.08065
(193, 383),     -0.08053,       -0.08053
(159, 463),     -0.08048,       -0.08048
(46, 155),     -0.08036,       -0.08036
(339, 466),     -0.08007,       -0.08007
(253, 283),     -0.07966,       -0.07966
(22, 56),     -0.07964,       -0.07964
(285, 387),     -0.07955,       -0.07955
(29, 265),     -0.07951,       -0.07951
(25, 285),     -0.0795,       -0.0795
(53, 112),     -0.07921,       -0.07921
(52, 112),     -0.07911,       -0.07911
(25, 339),     -0.07899,       -0.07899
(110, 145),     -0.07894,       -0.07894
(22, 26),     -0.07894,       -0.07894
(160, 463),     -0.07888,       -0.07888
(159, 341),     -0.07863,       -0.07863
(383, 384),     -0.07829,       -0.07829
(254, 388),     -0.07828,       -0.07828
(25, 156),     -0.07816,       -0.07816
(145, 259),     -0.07802,       -0.07802
(145, 383),     -0.07794,       -0.07794
(70, 466),     -0.07792,       -0.07792
(26, 385),     -0.07791,       -0.07791
(353, 386),     -0.07788,       -0.07788
(155, 295),     -0.07746,       -0.07746
(107, 295),     -0.07744,       -0.07744
(26, 467),     -0.07731,       -0.07731
(130, 259),     -0.07726,       -0.07726
(159, 386),     -0.07716,       -0.07716
(107, 156),     -0.07714,       -0.07714
(253, 388),     -0.07668,       -0.07668
(55, 124),     -0.07653,       -0.07653
(256, 467),     -0.07649,       -0.07649
(28, 336),     -0.07648,       -0.07648
(158, 282),     -0.07638,       -0.07638
(28, 260),     -0.07635,       -0.07635
(253, 373),     -0.07629,       -0.07629
(247, 373),     -0.07614,       -0.07614
(30, 257),     -0.07614,       -0.07614
(160, 258),     -0.07581,       -0.07581
(7, 246),     -0.07577,       -0.07577
(283, 341),     -0.07562,       -0.07562
(252, 286),     -0.07556,       -0.07556
(107, 154),     -0.07547,       -0.07547
(24, 145),     -0.07539,       -0.07539
(193, 353),     -0.07535,       -0.07535
(252, 257),     -0.07527,       -0.07527
(7, 29),     -0.07513,       -0.07513
(159, 252),     -0.07511,       -0.07511
(130, 260),     -0.07507,       -0.07507
(283, 381),     -0.0746,       -0.0746
(283, 463),     -0.07446,       -0.07446
(105, 254),     -0.07438,       -0.07438
(256, 283),     -0.07428,       -0.07428
(144, 157),     -0.07421,       -0.07421
(70, 190),     -0.07416,       -0.07416
(161, 253),     -0.07397,       -0.07397
(107, 130),     -0.07392,       -0.07392
(253, 466),     -0.07371,       -0.07371
(383, 388),     -0.07359,       -0.07359
(286, 380),     -0.07335,       -0.07335
(35, 157),     -0.07334,       -0.07334
(66, 252),     -0.07299,       -0.07299
(254, 263),     -0.07272,       -0.07272
(46, 247),     -0.07252,       -0.07252
(24, 295),     -0.07246,       -0.07246
(52, 156),     -0.07245,       -0.07245
(257, 374),     -0.07244,       -0.07244
(55, 156),     -0.0722,       -0.0722
(285, 384),     -0.07207,       -0.07207
(161, 282),     -0.07204,       -0.07204
(293, 373),     -0.07185,       -0.07185
(124, 388),     -0.0718,       -0.0718
(65, 112),     -0.0716,       -0.0716
(257, 380),     -0.07157,       -0.07157
(107, 157),     -0.07104,       -0.07104
(63, 112),     -0.07101,       -0.07101
(283, 382),     -0.07087,       -0.07087
(265, 359),     -0.07082,       -0.07082
(145, 156),     -0.07078,       -0.07078
(155, 386),     -0.07056,       -0.07056
(27, 382),     -0.07053,       -0.07053
(145, 336),     -0.07028,       -0.07028
(66, 155),     -0.07023,       -0.07023
(24, 157),     -0.07012,       -0.07012
(52, 133),     -0.07008,       -0.07008
(52, 190),     -0.07001,       -0.07001
(193, 282),     -0.06986,       -0.06986
(145, 260),     -0.06981,       -0.06981
(26, 124),     -0.0698,       -0.0698
(30, 153),     -0.06931,       -0.06931
(65, 133),     -0.06913,       -0.06913
(161, 265),     -0.06896,       -0.06896
(253, 398),     -0.06892,       -0.06892
(154, 193),     -0.06891,       -0.06891
(159, 380),     -0.06882,       -0.06882
(260, 382),     -0.06877,       -0.06877
(46, 285),     -0.06869,       -0.06869
(133, 285),     -0.06844,       -0.06844
(52, 173),     -0.0684,       -0.0684
(156, 190),     -0.0683,       -0.0683
(25, 417),     -0.06793,       -0.06793
(246, 385),     -0.0679,       -0.0679
(283, 398),     -0.06778,       -0.06778
(70, 388),     -0.06759,       -0.06759
(22, 467),     -0.06754,       -0.06754
(283, 374),     -0.06742,       -0.06742
(107, 283),     -0.0674,       -0.0674
(28, 46),     -0.06737,       -0.06737
(153, 373),     -0.06735,       -0.06735
(159, 257),     -0.0673,       -0.0673
(70, 130),     -0.06711,       -0.06711
(130, 255),     -0.06708,       -0.06708
(53, 133),     -0.06656,       -0.06656
(65, 380),     -0.06653,       -0.06653
(260, 362),     -0.06651,       -0.06651
(253, 380),     -0.06647,       -0.06647
(253, 257),     -0.06644,       -0.06644
(259, 390),     -0.06619,       -0.06619
(252, 334),     -0.06612,       -0.06612
(46, 112),     -0.06604,       -0.06604
(23, 467),     -0.06594,       -0.06594
(70, 386),     -0.06584,       -0.06584
(249, 388),     -0.06566,       -0.06566
(23, 112),     -0.06565,       -0.06565
(105, 295),     -0.06554,       -0.06554
(130, 467),     -0.06553,       -0.06553
(173, 255),     -0.06509,       -0.06509
(25, 30),     -0.06498,       -0.06498
(53, 339),     -0.06474,       -0.06474
(27, 341),     -0.06415,       -0.06415
(253, 382),     -0.06363,       -0.06363
(24, 55),     -0.06354,       -0.06354
(25, 259),     -0.06302,       -0.06302
(160, 380),     -0.06288,       -0.06288
(70, 193),     -0.06288,       -0.06288
(246, 334),     -0.06276,       -0.06276
(107, 124),     -0.06276,       -0.06276
(373, 387),     -0.06267,       -0.06267
(259, 341),     -0.06265,       -0.06265
(23, 265),     -0.06231,       -0.06231
(353, 384),     -0.06226,       -0.06226
(46, 55),     -0.06214,       -0.06214
(124, 466),     -0.06207,       -0.06207
(55, 417),     -0.06193,       -0.06193
(7, 107),     -0.06188,       -0.06188
(153, 336),     -0.06188,       -0.06188
(28, 385),     -0.06169,       -0.06169
(144, 257),     -0.06155,       -0.06155
(158, 467),     -0.06139,       -0.06139
(163, 385),     -0.0612,       -0.0612
(24, 130),     -0.06101,       -0.06101
(26, 193),     -0.06091,       -0.06091
(22, 30),     -0.06078,       -0.06078
(63, 107),     -0.06077,       -0.06077
(249, 260),     -0.0606,       -0.0606
(65, 417),     -0.06057,       -0.06057
(46, 66),     -0.06037,       -0.06037
(157, 285),     -0.06034,       -0.06034
(158, 253),     -0.06025,       -0.06025
(25, 260),     -0.06014,       -0.06014
(374, 387),     -0.06004,       -0.06004
(23, 56),     -0.06003,       -0.06003
(23, 29),     -0.05916,       -0.05916
(193, 286),     -0.05884,       -0.05884
(70, 387),     -0.0588,       -0.0588
(30, 33),     -0.0587,       -0.0587
(157, 417),     -0.05831,       -0.05831
(33, 286),     -0.0582,       -0.0582
(29, 374),     -0.058,       -0.058
(260, 463),     -0.05758,       -0.05758
(7, 24),     -0.05721,       -0.05721
(124, 263),     -0.05714,       -0.05714
(145, 339),     -0.05589,       -0.05589
(300, 384),     -0.05562,       -0.05562
(63, 133),     -0.05558,       -0.05558
(157, 387),     -0.05519,       -0.05519
(276, 300),     -0.05489,       -0.05489
(105, 373),     -0.05487,       -0.05487
(256, 353),     -0.05446,       -0.05446
(159, 265),     -0.05436,       -0.05436
(65, 381),     -0.05401,       -0.05401
(259, 382),     -0.05381,       -0.05381
(286, 374),     -0.05368,       -0.05368
(160, 282),     -0.05363,       -0.05363
(249, 254),     -0.05318,       -0.05318
(22, 247),     -0.05306,       -0.05306
(105, 384),     -0.05288,       -0.05288
(52, 384),     -0.05288,       -0.05288
(263, 265),     -0.05283,       -0.05283
(22, 265),     -0.05278,       -0.05278
(133, 295),     -0.05261,       -0.05261
(63, 255),     -0.0525,       -0.0525
(24, 190),     -0.05228,       -0.05228
(66, 256),     -0.05226,       -0.05226
(124, 417),     -0.052,       -0.052
(7, 258),     -0.05197,       -0.05197
(25, 373),     -0.05189,       -0.05189
(124, 190),     -0.05177,       -0.05177
(63, 257),     -0.05176,       -0.05176
(259, 362),     -0.05158,       -0.05158
(249, 390),     -0.0512,       -0.0512
(26, 156),     -0.05118,       -0.05118
(249, 255),     -0.05097,       -0.05097
(24, 285),     -0.05095,       -0.05095
(27, 253),     -0.05087,       -0.05087
(158, 374),     -0.05081,       -0.05081
(29, 257),     -0.05075,       -0.05075
(256, 383),     -0.05053,       -0.05053
(55, 155),     -0.05009,       -0.05009
(66, 380),     -0.05008,       -0.05008
(133, 359),     -0.04993,       -0.04993
(63, 336),     -0.0498,       -0.0498
(46, 133),     -0.04959,       -0.04959
(160, 417),     -0.04938,       -0.04938
(255, 353),     -0.04929,       -0.04929
(55, 65),     -0.04915,       -0.04915
(110, 295),     -0.04898,       -0.04898
(163, 246),     -0.04884,       -0.04884
(29, 153),     -0.04874,       -0.04874
(159, 282),     -0.04871,       -0.04871
(334, 380),     -0.04822,       -0.04822
(173, 417),     -0.04776,       -0.04776
(153, 157),     -0.0476,       -0.0476
(24, 386),     -0.04758,       -0.04758
(249, 353),     -0.04758,       -0.04758
(27, 145),     -0.04729,       -0.04729
(24, 373),     -0.04723,       -0.04723
(110, 339),     -0.04719,       -0.04719
(33, 46),     -0.04685,       -0.04685
(7, 339),     -0.0467,       -0.0467
(30, 385),     -0.0465,       -0.0465
(110, 467),     -0.04631,       -0.04631
(256, 398),     -0.04607,       -0.04607
(55, 190),     -0.04599,       -0.04599
(52, 254),     -0.04593,       -0.04593
(22, 336),     -0.04576,       -0.04576
(33, 339),     -0.04574,       -0.04574
(155, 296),     -0.04558,       -0.04558
(259, 398),     -0.04515,       -0.04515
(28, 254),     -0.04509,       -0.04509
(105, 258),     -0.04493,       -0.04493
(263, 359),     -0.04484,       -0.04484
(253, 286),     -0.04463,       -0.04463
(161, 334),     -0.04445,       -0.04445
(53, 243),     -0.04442,       -0.04442
(7, 110),     -0.0441,       -0.0441
(156, 247),     -0.04409,       -0.04409
(247, 259),     -0.04372,       -0.04372
(23, 154),     -0.04335,       -0.04335
(46, 249),     -0.04332,       -0.04332
(28, 145),     -0.0432,       -0.0432
(133, 145),     -0.04309,       -0.04309
(154, 255),     -0.04302,       -0.04302
(124, 130),     -0.04286,       -0.04286
(161, 163),     -0.04254,       -0.04254
