Comparing the following files: 
kelly_front_s4_v2/,  hadleigh_front_s4_v2/,  

Correlation cuttoff is 1
landmark(s),  kelly_front_s4_v2_vs_hadleigh_front_s4_v2,  average
(23, 382),     -0.37375,       -0.37375
(27, 417),     -0.37368,       -0.37368
(157, 163),     -0.37349,       -0.37349
(107, 373),     -0.37344,       -0.37344
(30, 112),     -0.37247,       -0.37247
(66, 253),     -0.37225,       -0.37225
(33, 265),     -0.37223,       -0.37223
(133, 145),     -0.37172,       -0.37172
(53, 253),     -0.37139,       -0.37139
(29, 243),     -0.3713,       -0.3713
(65, 256),     -0.37127,       -0.37127
(107, 249),     -0.37121,       -0.37121
(22, 258),     -0.37098,       -0.37098
(55, 390),     -0.37047,       -0.37047
(153, 156),     -0.37023,       -0.37023
(22, 30),     -0.37011,       -0.37011
(30, 154),     -0.36998,       -0.36998
(23, 362),     -0.36985,       -0.36985
(161, 374),     -0.36971,       -0.36971
(173, 258),     -0.36955,       -0.36955
(160, 265),     -0.36872,       -0.36872
(22, 374),     -0.36851,       -0.36851
(133, 374),     -0.36821,       -0.36821
(173, 466),     -0.36806,       -0.36806
(55, 260),     -0.36804,       -0.36804
(339, 467),     -0.36763,       -0.36763
(53, 256),     -0.36758,       -0.36758
(173, 247),     -0.36733,       -0.36733
(26, 374),     -0.36664,       -0.36664
(112, 255),     -0.36629,       -0.36629
(256, 380),     -0.36563,       -0.36563
(247, 466),     -0.36534,       -0.36534
(65, 467),     -0.36526,       -0.36526
(163, 386),     -0.36524,       -0.36524
(160, 190),     -0.36515,       -0.36515
(46, 390),     -0.3644,       -0.3644
(190, 359),     -0.36392,       -0.36392
(380, 467),     -0.36392,       -0.36392
(247, 260),     -0.3639,       -0.3639
(24, 383),     -0.36386,       -0.36386
(112, 253),     -0.36339,       -0.36339
(249, 390),     -0.36334,       -0.36334
(110, 247),     -0.36325,       -0.36325
(25, 257),     -0.36306,       -0.36306
(105, 414),     -0.36291,       -0.36291
(105, 255),     -0.36251,       -0.36251
(23, 30),     -0.36186,       -0.36186
(173, 353),     -0.36176,       -0.36176
(105, 254),     -0.36154,       -0.36154
(190, 463),     -0.36152,       -0.36152
(190, 362),     -0.3612,       -0.3612
(25, 27),     -0.36118,       -0.36118
(153, 387),     -0.36103,       -0.36103
(28, 466),     -0.36096,       -0.36096
(107, 260),     -0.36094,       -0.36094
(66, 359),     -0.36047,       -0.36047
(105, 263),     -0.35997,       -0.35997
(110, 173),     -0.35989,       -0.35989
(30, 265),     -0.35966,       -0.35966
(30, 155),     -0.35945,       -0.35945
(163, 276),     -0.35926,       -0.35926
(193, 336),     -0.35902,       -0.35902
(24, 35),     -0.3588,       -0.3588
(56, 173),     -0.35877,       -0.35877
(390, 467),     -0.35846,       -0.35846
(155, 374),     -0.35828,       -0.35828
(133, 258),     -0.35815,       -0.35815
(55, 374),     -0.35797,       -0.35797
(30, 145),     -0.35781,       -0.35781
(254, 390),     -0.35729,       -0.35729
(65, 260),     -0.35726,       -0.35726
(160, 374),     -0.3572,       -0.3572
(414, 467),     -0.35719,       -0.35719
(52, 417),     -0.35678,       -0.35678
(246, 374),     -0.356,       -0.356
(107, 259),     -0.35599,       -0.35599
(260, 463),     -0.35593,       -0.35593
(29, 388),     -0.35585,       -0.35585
(22, 353),     -0.35577,       -0.35577
(22, 112),     -0.35554,       -0.35554
(66, 341),     -0.35551,       -0.35551
(30, 388),     -0.35541,       -0.35541
(163, 374),     -0.35527,       -0.35527
(159, 254),     -0.35526,       -0.35526
(30, 153),     -0.35521,       -0.35521
(158, 254),     -0.35478,       -0.35478
(154, 388),     -0.35477,       -0.35477
(249, 253),     -0.35472,       -0.35472
(23, 265),     -0.35459,       -0.35459
(153, 247),     -0.35455,       -0.35455
(260, 263),     -0.354,       -0.354
(107, 286),     -0.35394,       -0.35394
(258, 417),     -0.35359,       -0.35359
(110, 190),     -0.35319,       -0.35319
(7, 254),     -0.35211,       -0.35211
(247, 265),     -0.35181,       -0.35181
(153, 253),     -0.35173,       -0.35173
(24, 173),     -0.35128,       -0.35128
(173, 249),     -0.35106,       -0.35106
(55, 259),     -0.35104,       -0.35104
(53, 263),     -0.35059,       -0.35059
(173, 380),     -0.35055,       -0.35055
(133, 255),     -0.35024,       -0.35024
(362, 467),     -0.35013,       -0.35013
(173, 386),     -0.35004,       -0.35004
(133, 390),     -0.34997,       -0.34997
(29, 265),     -0.34963,       -0.34963
(145, 265),     -0.3496,       -0.3496
(130, 265),     -0.34958,       -0.34958
(53, 252),     -0.34956,       -0.34956
(63, 373),     -0.34928,       -0.34928
(105, 256),     -0.34922,       -0.34922
(105, 253),     -0.34916,       -0.34916
(163, 300),     -0.34915,       -0.34915
(259, 398),     -0.34911,       -0.34911
(157, 380),     -0.34832,       -0.34832
(29, 112),     -0.34818,       -0.34818
(23, 387),     -0.34815,       -0.34815
(161, 387),     -0.34813,       -0.34813
(110, 276),     -0.34809,       -0.34809
(133, 353),     -0.3475,       -0.3475
(23, 380),     -0.34721,       -0.34721
(145, 243),     -0.3463,       -0.3463
(23, 398),     -0.34628,       -0.34628
(173, 252),     -0.3462,       -0.3462
(30, 130),     -0.34611,       -0.34611
(29, 144),     -0.34572,       -0.34572
(24, 190),     -0.34567,       -0.34567
(253, 373),     -0.34554,       -0.34554
(153, 286),     -0.34473,       -0.34473
(258, 296),     -0.34439,       -0.34439
(159, 374),     -0.34413,       -0.34413
(112, 247),     -0.34413,       -0.34413
(27, 388),     -0.344,       -0.344
(157, 353),     -0.34376,       -0.34376
(253, 263),     -0.34361,       -0.34361
(28, 110),     -0.34296,       -0.34296
(154, 253),     -0.34276,       -0.34276
(55, 339),     -0.34269,       -0.34269
(26, 390),     -0.34262,       -0.34262
(105, 398),     -0.34252,       -0.34252
(276, 417),     -0.34207,       -0.34207
(190, 353),     -0.34164,       -0.34164
(158, 353),     -0.34154,       -0.34154
(23, 414),     -0.34136,       -0.34136
(63, 249),     -0.34115,       -0.34115
(190, 255),     -0.34108,       -0.34108
(154, 155),     -0.34092,       -0.34092
(130, 260),     -0.34085,       -0.34085
(33, 373),     -0.34028,       -0.34028
(193, 285),     -0.34024,       -0.34024
(26, 253),     -0.34019,       -0.34019
(7, 383),     -0.34004,       -0.34004
(155, 466),     -0.3399,       -0.3399
(133, 247),     -0.33973,       -0.33973
(29, 56),     -0.33972,       -0.33972
(26, 249),     -0.33968,       -0.33968
(154, 258),     -0.33935,       -0.33935
(25, 383),     -0.33917,       -0.33917
(66, 252),     -0.33917,       -0.33917
(243, 258),     -0.33816,       -0.33816
(24, 30),     -0.33812,       -0.33812
(23, 243),     -0.33791,       -0.33791
(254, 260),     -0.33782,       -0.33782
(154, 247),     -0.33749,       -0.33749
(155, 388),     -0.33746,       -0.33746
(253, 390),     -0.3368,       -0.3368
(24, 276),     -0.33672,       -0.33672
(107, 339),     -0.3367,       -0.3367
(144, 300),     -0.33659,       -0.33659
(27, 259),     -0.33617,       -0.33617
(52, 163),     -0.33614,       -0.33614
(23, 381),     -0.33595,       -0.33595
(56, 144),     -0.33576,       -0.33576
(381, 467),     -0.3357,       -0.3357
(30, 398),     -0.33565,       -0.33565
(154, 263),     -0.33555,       -0.33555
(25, 373),     -0.33478,       -0.33478
(56, 259),     -0.33473,       -0.33473
(26, 29),     -0.33469,       -0.33469
(153, 386),     -0.33451,       -0.33451
(158, 374),     -0.33414,       -0.33414
(22, 155),     -0.33395,       -0.33395
(22, 382),     -0.33393,       -0.33393
(110, 386),     -0.33389,       -0.33389
(190, 258),     -0.33375,       -0.33375
(154, 353),     -0.33366,       -0.33366
(161, 382),     -0.33346,       -0.33346
(23, 133),     -0.33313,       -0.33313
(105, 359),     -0.33309,       -0.33309
(35, 359),     -0.33294,       -0.33294
(258, 295),     -0.33276,       -0.33276
(29, 155),     -0.33266,       -0.33266
(155, 353),     -0.33266,       -0.33266
(144, 155),     -0.33249,       -0.33249
(133, 153),     -0.33247,       -0.33247
(25, 29),     -0.33236,       -0.33236
(22, 362),     -0.33235,       -0.33235
(145, 385),     -0.33234,       -0.33234
(66, 256),     -0.33219,       -0.33219
(28, 190),     -0.33199,       -0.33199
(105, 252),     -0.3315,       -0.3315
(161, 259),     -0.33146,       -0.33146
(22, 133),     -0.3311,       -0.3311
(145, 276),     -0.33098,       -0.33098
(145, 253),     -0.3309,       -0.3309
(25, 110),     -0.33051,       -0.33051
(24, 386),     -0.3305,       -0.3305
(26, 466),     -0.33034,       -0.33034
(253, 260),     -0.33033,       -0.33033
(66, 467),     -0.33015,       -0.33015
(243, 353),     -0.32997,       -0.32997
(30, 190),     -0.32938,       -0.32938
(282, 466),     -0.32924,       -0.32924
(110, 374),     -0.32853,       -0.32853
(382, 467),     -0.32839,       -0.32839
(53, 359),     -0.32799,       -0.32799
(263, 339),     -0.32779,       -0.32779
(33, 254),     -0.32752,       -0.32752
(7, 52),     -0.3275,       -0.3275
(55, 254),     -0.32697,       -0.32697
(157, 381),     -0.32696,       -0.32696
(157, 257),     -0.3269,       -0.3269
(144, 385),     -0.3265,       -0.3265
(22, 286),     -0.32646,       -0.32646
(160, 380),     -0.32636,       -0.32636
(161, 380),     -0.32623,       -0.32623
(52, 467),     -0.32608,       -0.32608
(23, 130),     -0.32598,       -0.32598
(161, 253),     -0.32591,       -0.32591
(159, 398),     -0.32591,       -0.32591
(155, 249),     -0.32547,       -0.32547
(27, 265),     -0.32537,       -0.32537
(130, 373),     -0.32529,       -0.32529
(133, 388),     -0.32509,       -0.32509
(160, 381),     -0.32506,       -0.32506
(46, 249),     -0.32505,       -0.32505
(173, 256),     -0.32499,       -0.32499
(161, 190),     -0.32488,       -0.32488
(112, 390),     -0.32438,       -0.32438
(246, 253),     -0.32435,       -0.32435
(7, 107),     -0.32431,       -0.32431
(56, 263),     -0.3243,       -0.3243
(110, 286),     -0.3241,       -0.3241
(145, 382),     -0.32407,       -0.32407
(153, 243),     -0.32384,       -0.32384
(110, 300),     -0.32381,       -0.32381
(145, 383),     -0.32353,       -0.32353
(161, 381),     -0.32349,       -0.32349
(160, 398),     -0.32344,       -0.32344
(23, 29),     -0.32344,       -0.32344
(23, 463),     -0.32299,       -0.32299
(155, 247),     -0.32289,       -0.32289
(161, 362),     -0.32285,       -0.32285
(29, 154),     -0.32281,       -0.32281
(145, 380),     -0.32278,       -0.32278
(153, 380),     -0.32278,       -0.32278
(133, 163),     -0.32253,       -0.32253
(155, 258),     -0.32245,       -0.32245
(56, 414),     -0.32241,       -0.32241
(243, 255),     -0.32213,       -0.32213
(160, 382),     -0.32212,       -0.32212
(22, 29),     -0.32121,       -0.32121
(243, 380),     -0.32095,       -0.32095
(163, 190),     -0.32091,       -0.32091
(23, 383),     -0.32087,       -0.32087
(23, 253),     -0.32084,       -0.32084
(22, 388),     -0.32023,       -0.32023
(157, 252),     -0.31984,       -0.31984
(25, 387),     -0.3197,       -0.3197
(249, 467),     -0.31916,       -0.31916
(247, 252),     -0.3191,       -0.3191
(110, 156),     -0.31894,       -0.31894
(53, 193),     -0.31794,       -0.31794
(65, 466),     -0.31789,       -0.31789
(26, 263),     -0.3173,       -0.3173
(124, 390),     -0.31699,       -0.31699
(243, 390),     -0.31697,       -0.31697
(159, 380),     -0.31692,       -0.31692
(144, 283),     -0.31649,       -0.31649
(417, 467),     -0.3164,       -0.3164
(154, 387),     -0.31637,       -0.31637
(55, 249),     -0.31626,       -0.31626
(46, 373),     -0.31618,       -0.31618
(66, 260),     -0.31613,       -0.31613
(133, 387),     -0.31598,       -0.31598
(107, 374),     -0.3155,       -0.3155
(159, 190),     -0.31534,       -0.31534
(7, 257),     -0.31499,       -0.31499
(33, 466),     -0.31437,       -0.31437
(159, 414),     -0.31425,       -0.31425
(24, 29),     -0.31401,       -0.31401
(160, 362),     -0.31374,       -0.31374
(28, 144),     -0.31327,       -0.31327
(133, 253),     -0.31318,       -0.31318
(155, 387),     -0.31305,       -0.31305
(26, 353),     -0.31303,       -0.31303
(22, 398),     -0.31302,       -0.31302
(107, 467),     -0.31294,       -0.31294
(163, 173),     -0.31279,       -0.31279
(27, 133),     -0.31248,       -0.31248
(144, 253),     -0.31245,       -0.31245
(26, 124),     -0.31227,       -0.31227
(29, 259),     -0.31201,       -0.31201
(23, 276),     -0.3118,       -0.3118
(30, 110),     -0.3117,       -0.3117
(110, 124),     -0.31154,       -0.31154
(26, 258),     -0.3115,       -0.3115
(29, 52),     -0.31149,       -0.31149
(112, 153),     -0.31146,       -0.31146
(145, 362),     -0.31143,       -0.31143
(112, 145),     -0.3113,       -0.3113
(133, 386),     -0.31128,       -0.31128
(247, 380),     -0.31084,       -0.31084
(24, 56),     -0.31077,       -0.31077
(26, 112),     -0.31069,       -0.31069
(29, 110),     -0.31055,       -0.31055
(260, 341),     -0.31046,       -0.31046
(247, 256),     -0.3103,       -0.3103
(130, 466),     -0.3101,       -0.3101
(112, 258),     -0.31005,       -0.31005
(27, 243),     -0.30983,       -0.30983
(23, 112),     -0.30974,       -0.30974
(29, 145),     -0.30959,       -0.30959
(22, 243),     -0.30954,       -0.30954
(159, 381),     -0.30899,       -0.30899
(112, 353),     -0.30869,       -0.30869
(133, 466),     -0.3084,       -0.3084
(22, 380),     -0.30825,       -0.30825
(145, 384),     -0.308,       -0.308
(153, 385),     -0.30752,       -0.30752
(173, 381),     -0.30728,       -0.30728
(27, 144),     -0.30701,       -0.30701
(160, 253),     -0.30689,       -0.30689
(27, 110),     -0.30685,       -0.30685
(247, 341),     -0.30684,       -0.30684
(7, 387),     -0.30681,       -0.30681
(153, 382),     -0.30674,       -0.30674
(29, 247),     -0.3067,       -0.3067
(52, 466),     -0.30652,       -0.30652
(112, 466),     -0.3063,       -0.3063
(26, 380),     -0.30584,       -0.30584
(46, 145),     -0.30573,       -0.30573
(144, 380),     -0.30559,       -0.30559
(107, 255),     -0.30548,       -0.30548
(253, 255),     -0.30524,       -0.30524
(249, 260),     -0.30481,       -0.30481
(256, 359),     -0.30438,       -0.30438
(158, 380),     -0.30424,       -0.30424
(157, 382),     -0.30413,       -0.30413
(107, 254),     -0.30381,       -0.30381
(22, 381),     -0.30378,       -0.30378
(22, 414),     -0.30356,       -0.30356
(124, 249),     -0.30331,       -0.30331
(63, 362),     -0.30312,       -0.30312
(155, 386),     -0.3031,       -0.3031
(63, 463),     -0.30254,       -0.30254
(33, 260),     -0.30216,       -0.30216
(154, 386),     -0.30191,       -0.30191
(334, 417),     -0.3016,       -0.3016
(252, 260),     -0.30124,       -0.30124
(26, 156),     -0.30105,       -0.30105
(158, 398),     -0.30101,       -0.30101
(173, 341),     -0.30101,       -0.30101
(249, 339),     -0.30086,       -0.30086
(260, 339),     -0.30083,       -0.30083
(55, 467),     -0.30053,       -0.30053
(173, 382),     -0.30052,       -0.30052
(24, 380),     -0.30041,       -0.30041
(124, 359),     -0.30036,       -0.30036
(52, 130),     -0.3002,       -0.3002
(246, 353),     -0.29984,       -0.29984
(256, 260),     -0.29963,       -0.29963
(22, 253),     -0.2995,       -0.2995
(25, 247),     -0.29944,       -0.29944
(22, 26),     -0.29909,       -0.29909
(55, 414),     -0.29892,       -0.29892
(130, 254),     -0.29891,       -0.29891
(23, 386),     -0.29851,       -0.29851
(243, 252),     -0.29846,       -0.29846
(341, 380),     -0.29811,       -0.29811
(153, 384),     -0.2978,       -0.2978
(25, 254),     -0.29771,       -0.29771
(55, 380),     -0.29738,       -0.29738
(23, 190),     -0.29737,       -0.29737
(145, 381),     -0.297,       -0.297
(112, 380),     -0.29689,       -0.29689
(124, 154),     -0.29685,       -0.29685
(159, 386),     -0.29661,       -0.29661
(28, 259),     -0.2962,       -0.2962
(27, 28),     -0.29554,       -0.29554
(23, 384),     -0.29527,       -0.29527
(24, 300),     -0.29497,       -0.29497
(46, 144),     -0.29462,       -0.29462
(243, 247),     -0.29457,       -0.29457
(29, 153),     -0.2943,       -0.2943
(66, 286),     -0.29419,       -0.29419
(7, 66),     -0.2941,       -0.2941
(193, 295),     -0.2939,       -0.2939
(158, 253),     -0.29372,       -0.29372
(246, 380),     -0.29368,       -0.29368
(153, 362),     -0.29364,       -0.29364
(107, 414),     -0.29362,       -0.29362
(23, 173),     -0.29356,       -0.29356
(63, 374),     -0.29334,       -0.29334
(153, 381),     -0.29325,       -0.29325
(159, 253),     -0.29322,       -0.29322
(144, 243),     -0.29321,       -0.29321
(63, 382),     -0.29307,       -0.29307
(255, 467),     -0.29307,       -0.29307
(24, 28),     -0.29284,       -0.29284
(27, 246),     -0.29278,       -0.29278
(243, 385),     -0.29271,       -0.29271
(190, 276),     -0.2927,       -0.2927
(26, 382),     -0.2924,       -0.2924
(155, 253),     -0.29224,       -0.29224
(66, 466),     -0.29218,       -0.29218
(154, 380),     -0.29213,       -0.29213
(263, 282),     -0.29162,       -0.29162
(173, 263),     -0.2916,       -0.2916
(153, 276),     -0.29155,       -0.29155
(7, 65),     -0.29115,       -0.29115
(173, 276),     -0.29111,       -0.29111
(159, 382),     -0.29103,       -0.29103
(24, 253),     -0.29092,       -0.29092
(260, 390),     -0.2907,       -0.2907
(144, 382),     -0.29059,       -0.29059
(63, 341),     -0.29041,       -0.29041
(157, 256),     -0.29023,       -0.29023
(158, 386),     -0.28982,       -0.28982
(65, 259),     -0.28972,       -0.28972
(53, 144),     -0.28966,       -0.28966
(157, 362),     -0.28953,       -0.28953
(112, 249),     -0.28922,       -0.28922
(243, 384),     -0.28917,       -0.28917
(56, 466),     -0.28893,       -0.28893
(154, 156),     -0.28887,       -0.28887
(158, 381),     -0.28869,       -0.28869
(243, 388),     -0.28868,       -0.28868
(190, 249),     -0.28838,       -0.28838
(159, 265),     -0.28833,       -0.28833
(260, 362),     -0.28831,       -0.28831
(26, 398),     -0.28817,       -0.28817
(246, 382),     -0.28815,       -0.28815
(46, 153),     -0.28815,       -0.28815
(161, 383),     -0.2881,       -0.2881
(247, 382),     -0.28786,       -0.28786
(7, 158),     -0.28777,       -0.28777
(26, 381),     -0.28745,       -0.28745
(35, 265),     -0.28728,       -0.28728
(24, 27),     -0.28667,       -0.28667
(107, 398),     -0.28657,       -0.28657
(25, 30),     -0.28641,       -0.28641
(163, 283),     -0.28634,       -0.28634
(145, 398),     -0.28633,       -0.28633
(133, 249),     -0.28562,       -0.28562
(243, 386),     -0.2856,       -0.2856
(107, 263),     -0.28544,       -0.28544
(153, 398),     -0.28541,       -0.28541
(157, 386),     -0.28476,       -0.28476
(7, 374),     -0.28456,       -0.28456
(28, 388),     -0.28446,       -0.28446
(26, 362),     -0.28413,       -0.28413
(260, 373),     -0.28406,       -0.28406
(163, 253),     -0.2837,       -0.2837
(52, 144),     -0.28346,       -0.28346
(53, 145),     -0.28333,       -0.28333
(124, 339),     -0.28333,       -0.28333
(29, 353),     -0.28298,       -0.28298
(30, 259),     -0.28296,       -0.28296
(160, 383),     -0.28275,       -0.28275
(263, 390),     -0.28255,       -0.28255
(154, 385),     -0.28163,       -0.28163
(53, 163),     -0.28148,       -0.28148
(161, 341),     -0.28133,       -0.28133
(163, 296),     -0.28123,       -0.28123
(243, 256),     -0.28115,       -0.28115
(160, 414),     -0.28113,       -0.28113
(145, 300),     -0.28097,       -0.28097
(26, 133),     -0.2809,       -0.2809
(30, 353),     -0.28087,       -0.28087
(28, 246),     -0.28035,       -0.28035
(63, 339),     -0.28004,       -0.28004
(293, 417),     -0.27996,       -0.27996
(161, 463),     -0.27991,       -0.27991
(159, 362),     -0.27984,       -0.27984
(247, 381),     -0.27961,       -0.27961
(46, 339),     -0.27922,       -0.27922
(7, 130),     -0.27919,       -0.27919
(243, 466),     -0.279,       -0.279
(22, 130),     -0.27891,       -0.27891
(247, 388),     -0.27856,       -0.27856
(53, 398),     -0.2784,       -0.2784
(27, 353),     -0.27815,       -0.27815
(24, 385),     -0.27815,       -0.27815
(133, 276),     -0.27787,       -0.27787
(53, 153),     -0.27779,       -0.27779
(246, 381),     -0.27767,       -0.27767
(27, 112),     -0.27737,       -0.27737
(55, 255),     -0.27733,       -0.27733
(52, 247),     -0.27729,       -0.27729
(55, 398),     -0.27726,       -0.27726
(161, 252),     -0.27704,       -0.27704
(243, 387),     -0.27667,       -0.27667
(112, 388),     -0.27641,       -0.27641
(157, 160),     -0.27582,       -0.27582
(24, 382),     -0.27563,       -0.27563
(110, 144),     -0.27546,       -0.27546
(155, 263),     -0.27527,       -0.27527
(23, 385),     -0.27512,       -0.27512
(296, 388),     -0.27506,       -0.27506
(55, 253),     -0.27489,       -0.27489
(260, 374),     -0.27457,       -0.27457
(22, 463),     -0.27441,       -0.27441
(157, 398),     -0.27437,       -0.27437
(155, 385),     -0.27417,       -0.27417
(70, 145),     -0.27407,       -0.27407
(53, 154),     -0.27385,       -0.27385
(30, 52),     -0.27375,       -0.27375
(24, 133),     -0.27369,       -0.27369
(259, 263),     -0.27367,       -0.27367
(145, 154),     -0.27362,       -0.27362
(124, 255),     -0.27346,       -0.27346
(23, 341),     -0.2734,       -0.2734
(23, 163),     -0.27325,       -0.27325
(23, 27),     -0.27315,       -0.27315
(144, 381),     -0.27301,       -0.27301
(295, 388),     -0.27294,       -0.27294
(160, 463),     -0.27282,       -0.27282
(157, 341),     -0.27277,       -0.27277
(161, 256),     -0.27271,       -0.27271
(110, 283),     -0.27262,       -0.27262
(24, 283),     -0.27203,       -0.27203
(107, 163),     -0.27091,       -0.27091
(341, 359),     -0.27053,       -0.27053
(154, 286),     -0.27052,       -0.27052
(133, 385),     -0.27003,       -0.27003
(158, 414),     -0.26975,       -0.26975
(52, 260),     -0.26971,       -0.26971
(144, 384),     -0.26967,       -0.26967
(282, 388),     -0.26955,       -0.26955
(7, 24),     -0.26947,       -0.26947
(295, 387),     -0.26925,       -0.26925
(190, 388),     -0.269,       -0.269
(24, 384),     -0.26866,       -0.26866
(107, 359),     -0.26855,       -0.26855
(7, 300),     -0.26851,       -0.26851
(63, 380),     -0.26812,       -0.26812
(35, 467),     -0.26809,       -0.26809
(7, 156),     -0.26785,       -0.26785
(22, 46),     -0.26773,       -0.26773
(56, 130),     -0.26757,       -0.26757
(124, 263),     -0.26716,       -0.26716
(246, 252),     -0.26709,       -0.26709
(163, 336),     -0.26685,       -0.26685
(23, 300),     -0.26671,       -0.26671
(63, 381),     -0.2665,       -0.2665
(65, 163),     -0.26636,       -0.26636
(145, 283),     -0.26632,       -0.26632
(160, 252),     -0.2663,       -0.2663
(300, 417),     -0.26587,       -0.26587
(243, 381),     -0.26567,       -0.26567
(65, 286),     -0.26527,       -0.26527
(26, 388),     -0.2649,       -0.2649
(145, 190),     -0.26489,       -0.26489
(160, 341),     -0.26468,       -0.26468
(7, 23),     -0.26458,       -0.26458
(257, 414),     -0.26447,       -0.26447
(246, 341),     -0.26351,       -0.26351
(22, 163),     -0.26347,       -0.26347
(254, 353),     -0.26343,       -0.26343
(24, 381),     -0.26337,       -0.26337
(66, 163),     -0.26336,       -0.26336
(63, 263),     -0.26302,       -0.26302
(145, 463),     -0.26295,       -0.26295
(23, 155),     -0.26294,       -0.26294
(144, 295),     -0.26271,       -0.26271
(154, 384),     -0.26252,       -0.26252
(153, 383),     -0.26235,       -0.26235
(52, 243),     -0.26223,       -0.26223
(105, 247),     -0.26211,       -0.26211
(112, 124),     -0.26175,       -0.26175
(158, 382),     -0.26143,       -0.26143
(173, 362),     -0.2614,       -0.2614
(52, 190),     -0.26127,       -0.26127
(246, 256),     -0.26111,       -0.26111
(110, 295),     -0.26093,       -0.26093
(112, 252),     -0.2609,       -0.2609
(243, 276),     -0.26088,       -0.26088
(52, 173),     -0.26033,       -0.26033
(259, 463),     -0.26033,       -0.26033
(23, 35),     -0.26026,       -0.26026
(160, 386),     -0.26012,       -0.26012
(247, 362),     -0.25975,       -0.25975
(246, 362),     -0.25963,       -0.25963
(124, 373),     -0.25941,       -0.25941
(153, 265),     -0.25931,       -0.25931
(112, 133),     -0.25916,       -0.25916
(133, 286),     -0.25907,       -0.25907
(154, 276),     -0.25884,       -0.25884
(63, 256),     -0.2588,       -0.2588
(263, 283),     -0.25859,       -0.25859
(23, 46),     -0.25855,       -0.25855
(28, 265),     -0.25827,       -0.25827
(190, 387),     -0.2582,       -0.2582
(22, 276),     -0.25786,       -0.25786
(160, 256),     -0.25779,       -0.25779
(145, 173),     -0.25777,       -0.25777
(243, 286),     -0.25775,       -0.25775
(161, 398),     -0.25764,       -0.25764
(259, 384),     -0.25763,       -0.25763
(26, 414),     -0.25762,       -0.25762
(112, 384),     -0.25759,       -0.25759
(52, 133),     -0.25717,       -0.25717
(193, 296),     -0.25679,       -0.25679
(259, 466),     -0.25679,       -0.25679
(110, 336),     -0.25656,       -0.25656
(107, 380),     -0.25642,       -0.25642
(70, 144),     -0.2562,       -0.2562
(26, 53),     -0.25608,       -0.25608
(295, 384),     -0.25596,       -0.25596
(107, 466),     -0.25584,       -0.25584
(46, 263),     -0.25565,       -0.25565
(145, 414),     -0.25563,       -0.25563
(28, 133),     -0.25556,       -0.25556
(33, 388),     -0.25553,       -0.25553
(22, 53),     -0.25539,       -0.25539
(163, 380),     -0.25535,       -0.25535
(112, 381),     -0.25532,       -0.25532
(110, 296),     -0.25531,       -0.25531
(154, 382),     -0.25523,       -0.25523
(155, 163),     -0.25492,       -0.25492
(159, 252),     -0.25485,       -0.25485
(243, 249),     -0.25484,       -0.25484
(260, 380),     -0.25481,       -0.25481
(257, 466),     -0.2543,       -0.2543
(254, 259),     -0.25404,       -0.25404
(247, 463),     -0.25395,       -0.25395
(257, 296),     -0.25395,       -0.25395
(33, 66),     -0.25385,       -0.25385
(107, 253),     -0.25375,       -0.25375
(159, 384),     -0.25368,       -0.25368
(144, 362),     -0.25365,       -0.25365
(66, 259),     -0.25358,       -0.25358
(260, 384),     -0.2535,       -0.2535
(46, 154),     -0.25342,       -0.25342
(112, 156),     -0.25342,       -0.25342
(155, 276),     -0.25324,       -0.25324
(63, 254),     -0.25324,       -0.25324
(25, 52),     -0.25321,       -0.25321
(190, 466),     -0.25312,       -0.25312
(70, 153),     -0.25283,       -0.25283
(110, 133),     -0.25278,       -0.25278
(157, 463),     -0.25229,       -0.25229
(144, 282),     -0.25224,       -0.25224
(112, 382),     -0.25178,       -0.25178
(243, 382),     -0.25145,       -0.25145
(27, 155),     -0.25144,       -0.25144
(112, 263),     -0.25131,       -0.25131
(158, 252),     -0.25127,       -0.25127
(154, 381),     -0.25121,       -0.25121
(23, 28),     -0.25112,       -0.25112
(243, 341),     -0.25098,       -0.25098
(163, 295),     -0.25086,       -0.25086
(163, 293),     -0.25084,       -0.25084
(105, 163),     -0.25082,       -0.25082
(22, 383),     -0.25056,       -0.25056
(26, 27),     -0.25042,       -0.25042
(46, 255),     -0.2502,       -0.2502
(153, 414),     -0.25014,       -0.25014
(53, 414),     -0.24967,       -0.24967
(26, 286),     -0.24962,       -0.24962
(56, 353),     -0.24961,       -0.24961
(253, 353),     -0.24958,       -0.24958
(63, 255),     -0.24944,       -0.24944
(112, 398),     -0.2492,       -0.2492
(24, 243),     -0.24883,       -0.24883
(53, 112),     -0.2488,       -0.2488
(246, 387),     -0.24871,       -0.24871
(28, 52),     -0.24854,       -0.24854
(130, 388),     -0.24825,       -0.24825
(296, 466),     -0.24817,       -0.24817
(23, 283),     -0.24813,       -0.24813
(257, 398),     -0.24809,       -0.24809
(28, 243),     -0.24807,       -0.24807
(159, 383),     -0.24802,       -0.24802
(158, 362),     -0.24799,       -0.24799
(63, 253),     -0.24772,       -0.24772
(53, 243),     -0.24731,       -0.24731
(254, 339),     -0.24708,       -0.24708
(163, 286),     -0.24701,       -0.24701
(124, 155),     -0.24701,       -0.24701
(246, 259),     -0.24695,       -0.24695
(26, 252),     -0.24685,       -0.24685
(25, 300),     -0.24675,       -0.24675
(133, 380),     -0.24635,       -0.24635
