Comparing the following files: 
kelly_front_s2_v2/,  kelly_low_s2_v2/,  kelly_right_threequarter_s2_v2/,  kelly_left_threequarter_s2_v2/,  

Correlation cuttoff is -1
landmark(s),  kelly_front_s2_v2_vs_kelly_low_s2_v2,  kelly_front_s2_v2_vs_kelly_right_threequarter_s2_v2,  kelly_front_s2_v2_vs_kelly_left_threequarter_s2_v2,  kelly_low_s2_v2_vs_kelly_right_threequarter_s2_v2,  kelly_low_s2_v2_vs_kelly_left_threequarter_s2_v2,  kelly_right_threequarter_s2_v2_vs_kelly_left_threequarter_s2_v2,  average
(158, 173),     0.77375,       0.91795,       0.71456,       0.82546,       0.67558,       0.81606,       0.78723
(256, 296),     0.83955,       0.87493,       0.70342,       0.86375,       0.71307,       0.72865,       0.78723
(254, 257),     0.75087,       0.94209,       0.77897,       0.75541,       0.69298,       0.79826,       0.78643
(22, 158),     0.83217,       0.93753,       0.68367,       0.83721,       0.65619,       0.77147,       0.78637
(286, 414),     0.78565,       0.89792,       0.80671,       0.77884,       0.67831,       0.76912,       0.78609
(286, 463),     0.76559,       0.92294,       0.79896,       0.76965,       0.65565,       0.80298,       0.78596
(133, 157),     0.78884,       0.92637,       0.71798,       0.82579,       0.65536,       0.79944,       0.78563
(254, 386),     0.72928,       0.94207,       0.80786,       0.74131,       0.63075,       0.85731,       0.78476
(110, 159),     0.76009,       0.93891,       0.72352,       0.80573,       0.66712,       0.81091,       0.78438
(110, 161),     0.79323,       0.93854,       0.71683,       0.8008,       0.6744,       0.77941,       0.78387
(296, 362),     0.81054,       0.85456,       0.70712,       0.84664,       0.73218,       0.75019,       0.78354
(252, 296),     0.84579,       0.88016,       0.70688,       0.86307,       0.69305,       0.71152,       0.78341
(414, 463),     0.76397,       0.92348,       0.78045,       0.76479,       0.64239,       0.82323,       0.78305
(296, 463),     0.81921,       0.85182,       0.69032,       0.86058,       0.73908,       0.73606,       0.78285
(286, 362),     0.73995,       0.92162,       0.82606,       0.72948,       0.66398,       0.81339,       0.78241
(28, 112),     0.83616,       0.91161,       0.63584,       0.88523,       0.68938,       0.73414,       0.78206
(155, 158),     0.76672,       0.92619,       0.70072,       0.82475,       0.66606,       0.80307,       0.78125
(23, 160),     0.79806,       0.93222,       0.70919,       0.80074,       0.67435,       0.76865,       0.78054
(249, 334),     0.84213,       0.89701,       0.69931,       0.84936,       0.66422,       0.72513,       0.77953
(339, 387),     0.71036,       0.93392,       0.81523,       0.75385,       0.61712,       0.84567,       0.77936
(22, 160),     0.78534,       0.92651,       0.72836,       0.79511,       0.65974,       0.77557,       0.77844
(254, 334),     0.84986,       0.90167,       0.67001,       0.86558,       0.67465,       0.7074,       0.77819
(153, 159),     0.77931,       0.93284,       0.68556,       0.81106,       0.66778,       0.79122,       0.77796
(159, 243),     0.75447,       0.91704,       0.73396,       0.79429,       0.64591,       0.81478,       0.77674
(154, 159),     0.75027,       0.93071,       0.7,       0.8088,       0.66964,       0.80059,       0.77667
(56, 243),     0.84695,       0.91086,       0.62084,       0.88208,       0.66429,       0.73485,       0.77664
(155, 159),     0.73163,       0.92449,       0.7147,       0.80279,       0.6711,       0.81164,       0.77606
(133, 159),     0.72882,       0.91805,       0.72698,       0.79745,       0.66734,       0.81751,       0.77603
(56, 112),     0.87029,       0.9247,       0.59144,       0.90261,       0.65526,       0.69758,       0.77365
(254, 387),     0.748,       0.9401,       0.7703,       0.74933,       0.59943,       0.82917,       0.77272
(339, 388),     0.73378,       0.93652,       0.79233,       0.74051,       0.6013,       0.83182,       0.77271
(334, 390),     0.8166,       0.9072,       0.69436,       0.84306,       0.65891,       0.71267,       0.77213
(26, 160),     0.75882,       0.92414,       0.73362,       0.78282,       0.63843,       0.77893,       0.76946
(154, 158),     0.77269,       0.9281,       0.65975,       0.82607,       0.65512,       0.77457,       0.76938
(26, 28),     0.8455,       0.92792,       0.59711,       0.89032,       0.67112,       0.68266,       0.76911
(253, 386),     0.73557,       0.94316,       0.77006,       0.72964,       0.59597,       0.83906,       0.76891
(296, 382),     0.7941,       0.85851,       0.69834,       0.82353,       0.7022,       0.73658,       0.76888
(286, 398),     0.77315,       0.88042,       0.7784,       0.78393,       0.68428,       0.7127,       0.76881
(296, 373),     0.81747,       0.88095,       0.75232,       0.83724,       0.63757,       0.68681,       0.76873
(26, 157),     0.82487,       0.93702,       0.65539,       0.82896,       0.63008,       0.72953,       0.76764
(159, 173),     0.708,       0.91487,       0.71063,       0.78908,       0.66998,       0.81012,       0.76711
(258, 341),     0.75304,       0.94312,       0.74826,       0.75377,       0.6257,       0.77836,       0.76704
(28, 243),     0.81207,       0.89773,       0.6265,       0.86115,       0.67069,       0.73282,       0.76683
(26, 27),     0.80313,       0.89394,       0.63656,       0.86352,       0.68445,       0.71406,       0.76594
(24, 161),     0.78922,       0.93089,       0.68122,       0.78377,       0.68437,       0.72593,       0.7659
(296, 390),     0.81495,       0.87332,       0.7537,       0.84202,       0.62912,       0.67677,       0.76498
(282, 339),     0.76335,       0.8838,       0.75109,       0.78208,       0.63768,       0.76965,       0.76461
(255, 259),     0.67592,       0.89688,       0.77964,       0.74734,       0.68503,       0.80225,       0.76451
(336, 341),     0.79851,       0.83617,       0.74329,       0.82904,       0.68522,       0.69336,       0.76426
(253, 385),     0.7057,       0.94154,       0.79571,       0.68487,       0.6129,       0.84243,       0.76386
(341, 384),     0.73027,       0.92386,       0.7673,       0.76487,       0.57121,       0.82376,       0.76355
(27, 112),     0.79479,       0.87349,       0.64243,       0.85712,       0.67852,       0.73324,       0.76327
(252, 385),     0.72697,       0.94001,       0.76314,       0.7086,       0.59721,       0.84045,       0.76273
(259, 339),     0.70271,       0.91768,       0.74467,       0.74732,       0.65121,       0.81145,       0.76251
(144, 160),     0.75715,       0.93396,       0.65746,       0.78582,       0.66983,       0.76793,       0.76202
(133, 173),     0.76722,       0.92269,       0.71558,       0.77838,       0.60854,       0.77943,       0.76197
(334, 359),     0.80917,       0.81273,       0.687,       0.86673,       0.65745,       0.72909,       0.76036
(257, 390),     0.63026,       0.94018,       0.81247,       0.68303,       0.67387,       0.82149,       0.76022
(296, 381),     0.79662,       0.86487,       0.69052,       0.82167,       0.67029,       0.71632,       0.76005
(145, 160),     0.76484,       0.94166,       0.66312,       0.77326,       0.66099,       0.75493,       0.7598
(112, 160),     0.72709,       0.91605,       0.72883,       0.7702,       0.62783,       0.78547,       0.75924
(145, 159),     0.77056,       0.9295,       0.6356,       0.80196,       0.65387,       0.76311,       0.7591
(256, 286),     0.7533,       0.93178,       0.77671,       0.67369,       0.67511,       0.74263,       0.75887
(155, 157),     0.76094,       0.93039,       0.65311,       0.81335,       0.63334,       0.75633,       0.75791
(254, 385),     0.6744,       0.9417,       0.80641,       0.67579,       0.62906,       0.81911,       0.75775
(153, 160),     0.73576,       0.93701,       0.68618,       0.76168,       0.65843,       0.7662,       0.75754
(256, 385),     0.71546,       0.93652,       0.75553,       0.73491,       0.5727,       0.82877,       0.75732
(160, 163),     0.69726,       0.92442,       0.66476,       0.79058,       0.68364,       0.78279,       0.75724
(161, 163),     0.75018,       0.93629,       0.64493,       0.78727,       0.67265,       0.75154,       0.75714
(256, 258),     0.75068,       0.94922,       0.72467,       0.72497,       0.63311,       0.75917,       0.75697
(296, 374),     0.81082,       0.87476,       0.71414,       0.82905,       0.63367,       0.6778,       0.75671
(336, 463),     0.78463,       0.81218,       0.72634,       0.81618,       0.69235,       0.70776,       0.75657
(339, 386),     0.64546,       0.92831,       0.80667,       0.7262,       0.60334,       0.82932,       0.75655
(258, 362),     0.72307,       0.93394,       0.76374,       0.72261,       0.60936,       0.77913,       0.75531
(249, 257),     0.60763,       0.91057,       0.8145,       0.69454,       0.70054,       0.80222,       0.755
(28, 133),     0.80257,       0.90504,       0.58263,       0.86443,       0.66944,       0.70326,       0.75456
(341, 385),     0.69202,       0.92072,       0.78606,       0.76026,       0.54914,       0.8189,       0.75452
(296, 414),     0.8144,       0.82548,       0.6495,       0.85611,       0.69233,       0.68774,       0.75426
(296, 380),     0.8059,       0.86996,       0.68689,       0.82345,       0.64823,       0.68998,       0.75407
(252, 386),     0.72027,       0.94076,       0.74244,       0.72741,       0.5733,       0.81856,       0.75379
(254, 258),     0.7653,       0.93769,       0.76131,       0.7141,       0.69968,       0.63683,       0.75248
(157, 158),     0.69527,       0.90397,       0.68173,       0.77356,       0.65078,       0.80938,       0.75245
(258, 463),     0.7371,       0.93118,       0.74336,       0.74833,       0.59734,       0.75657,       0.75231
(255, 282),     0.75307,       0.86121,       0.75774,       0.77303,       0.60751,       0.75655,       0.75152
(110, 246),     0.75735,       0.92736,       0.67152,       0.76371,       0.67395,       0.71299,       0.75115
(7, 246),     0.73813,       0.93649,       0.63489,       0.78659,       0.67049,       0.7337,       0.75005
(256, 336),     0.79386,       0.84837,       0.73879,       0.81681,       0.64947,       0.65192,       0.74987
(341, 414),     0.77638,       0.90984,       0.76219,       0.71377,       0.64488,       0.69069,       0.74962
(22, 27),     0.79318,       0.89978,       0.60225,       0.84351,       0.67566,       0.68234,       0.74945
(23, 158),     0.79859,       0.9419,       0.59835,       0.81746,       0.62547,       0.71341,       0.7492
(286, 382),     0.69071,       0.93394,       0.80164,       0.64316,       0.63201,       0.79275,       0.74904
(256, 384),     0.71453,       0.93472,       0.74252,       0.68948,       0.58918,       0.82287,       0.74888
(334, 373),     0.80162,       0.8978,       0.64229,       0.83393,       0.63932,       0.67677,       0.74862
(254, 282),     0.78168,       0.88337,       0.67489,       0.78728,       0.62968,       0.73038,       0.74788
(25, 161),     0.7545,       0.93414,       0.68874,       0.75735,       0.61044,       0.74045,       0.7476
(27, 155),     0.7822,       0.88989,       0.59719,       0.84805,       0.66593,       0.70216,       0.74757
(28, 155),     0.8159,       0.92467,       0.55515,       0.86952,       0.65262,       0.66734,       0.74753
(253, 258),     0.74791,       0.93831,       0.75254,       0.69041,       0.66846,       0.68329,       0.74682
(341, 398),     0.79418,       0.92012,       0.67791,       0.7452,       0.58219,       0.75914,       0.74646
(25, 160),     0.69326,       0.92317,       0.71304,       0.74527,       0.6274,       0.77317,       0.74589
(258, 398),     0.72012,       0.91036,       0.73314,       0.74945,       0.61756,       0.73736,       0.74467
(7, 161),     0.66629,       0.92618,       0.66859,       0.77175,       0.67293,       0.75978,       0.74425
(252, 258),     0.74711,       0.94189,       0.71892,       0.69629,       0.63852,       0.71611,       0.74314
(56, 133),     0.83063,       0.92266,       0.52701,       0.88154,       0.63699,       0.65731,       0.74269
(27, 133),     0.76522,       0.86383,       0.60456,       0.83782,       0.66755,       0.71556,       0.74242
(255, 296),     0.8383,       0.84678,       0.69783,       0.87477,       0.60312,       0.59343,       0.74237
(25, 246),     0.78104,       0.93257,       0.65184,       0.77099,       0.60893,       0.70637,       0.74196
(144, 159),     0.71783,       0.93013,       0.6036,       0.79251,       0.66122,       0.74533,       0.74177
(27, 243),     0.77169,       0.85719,       0.62088,       0.83017,       0.65352,       0.71714,       0.74177
(154, 160),     0.68783,       0.92993,       0.6803,       0.74357,       0.64378,       0.76172,       0.74119
(256, 386),     0.67728,       0.93096,       0.75628,       0.73402,       0.54262,       0.80527,       0.74107
(258, 382),     0.69473,       0.9456,       0.74909,       0.67539,       0.59872,       0.78157,       0.74085
(153, 158),     0.7709,       0.92817,       0.58585,       0.81028,       0.62363,       0.72149,       0.74005
(24, 158),     0.77426,       0.94767,       0.58565,       0.80621,       0.62002,       0.70572,       0.73992
(336, 362),     0.77039,       0.81722,       0.72551,       0.79485,       0.64189,       0.68844,       0.73972
(253, 334),     0.82311,       0.89153,       0.58885,       0.84834,       0.63655,       0.6474,       0.7393
(253, 387),     0.71223,       0.94025,       0.71992,       0.72001,       0.54795,       0.78959,       0.73833
(334, 362),     0.75904,       0.86848,       0.60079,       0.81949,       0.70488,       0.66916,       0.73697
(27, 154),     0.78683,       0.90767,       0.56212,       0.84529,       0.65016,       0.66767,       0.73662
(341, 386),     0.63475,       0.91061,       0.80634,       0.74438,       0.51417,       0.80723,       0.73625
(334, 341),     0.78385,       0.87802,       0.582,       0.84043,       0.68345,       0.6496,       0.73623
(155, 160),     0.65898,       0.92263,       0.68782,       0.73472,       0.64093,       0.76998,       0.73584
(373, 387),     0.64526,       0.93516,       0.76234,       0.68293,       0.56199,       0.82701,       0.73578
(384, 463),     0.6695,       0.89064,       0.79734,       0.76255,       0.51163,       0.78016,       0.7353
(249, 296),     0.81359,       0.83527,       0.67952,       0.84198,       0.60422,       0.63297,       0.73459
(276, 293),     0.75112,       0.7902,       0.63852,       0.87768,       0.64873,       0.70127,       0.73459
(334, 467),     0.77322,       0.74401,       0.5895,       0.90204,       0.67352,       0.72454,       0.73447
(144, 161),     0.75627,       0.94448,       0.61201,       0.74713,       0.64995,       0.68819,       0.733
(374, 386),     0.63411,       0.93584,       0.75832,       0.66728,       0.5649,       0.83601,       0.73274
(255, 293),     0.79326,       0.90395,       0.60053,       0.81273,       0.62509,       0.65723,       0.73213
(257, 373),     0.63911,       0.94724,       0.74859,       0.65154,       0.62025,       0.77676,       0.73058
(112, 173),     0.83175,       0.90611,       0.62328,       0.78615,       0.57981,       0.65394,       0.73017
(334, 398),     0.80454,       0.86058,       0.58941,       0.83281,       0.66678,       0.62434,       0.72974
(373, 386),     0.57274,       0.92937,       0.78566,       0.66151,       0.57675,       0.85205,       0.72968
(255, 283),     0.74043,       0.87616,       0.65351,       0.76372,       0.60037,       0.74262,       0.72947
(254, 295),     0.7466,       0.87666,       0.75816,       0.733,       0.58087,       0.67861,       0.72898
(293, 359),     0.81364,       0.84923,       0.61207,       0.81541,       0.61668,       0.66451,       0.72859
(24, 27),     0.77537,       0.89255,       0.56101,       0.82497,       0.68034,       0.63714,       0.72856
(256, 334),     0.79561,       0.88231,       0.56521,       0.83758,       0.65518,       0.63548,       0.72856
(258, 414),     0.72334,       0.91771,       0.72293,       0.73126,       0.5703,       0.70559,       0.72852
(253, 257),     0.72395,       0.94285,       0.66539,       0.72133,       0.59486,       0.7195,       0.72798
(384, 398),     0.59361,       0.89585,       0.8068,       0.72937,       0.52598,       0.81532,       0.72782
(23, 161),     0.75558,       0.91181,       0.64777,       0.74473,       0.64434,       0.65977,       0.72733
(334, 382),     0.74836,       0.87132,       0.59007,       0.80569,       0.68611,       0.66086,       0.72707
(385, 463),     0.61304,       0.89278,       0.82198,       0.74314,       0.49325,       0.79684,       0.72684
(336, 398),     0.84966,       0.82027,       0.63491,       0.84278,       0.58511,       0.62698,       0.72662
(334, 463),     0.7605,       0.8677,       0.57226,       0.82968,       0.69062,       0.63878,       0.72659
(56, 190),     0.83235,       0.89434,       0.51846,       0.86272,       0.58242,       0.66632,       0.7261
(133, 160),     0.63755,       0.91345,       0.69119,       0.71939,       0.62625,       0.76828,       0.72602
(28, 190),     0.77616,       0.87686,       0.55549,       0.82953,       0.6256,       0.68474,       0.72473
(55, 107),     0.81872,       0.72646,       0.73615,       0.74661,       0.67806,       0.64082,       0.72447
(293, 467),     0.7984,       0.81188,       0.58046,       0.84262,       0.65306,       0.65858,       0.72417
(258, 339),     0.75919,       0.9238,       0.71733,       0.73584,       0.65678,       0.54969,       0.72377
(159, 163),     0.63906,       0.90993,       0.59821,       0.77607,       0.66699,       0.75222,       0.72375
(388, 390),     0.62643,       0.92944,       0.76186,       0.67047,       0.54436,       0.80492,       0.72291
(259, 467),     0.72933,       0.87214,       0.74705,       0.79577,       0.61481,       0.57518,       0.72238
(387, 390),     0.54155,       0.91215,       0.77821,       0.68543,       0.5712,       0.84198,       0.72175
(30, 160),     0.76185,       0.86147,       0.69373,       0.73231,       0.49866,       0.77903,       0.72118
(283, 339),     0.73493,       0.893,       0.61826,       0.76339,       0.59944,       0.71582,       0.72081
(23, 27),     0.77759,       0.89756,       0.54211,       0.82432,       0.65514,       0.6266,       0.72055
(258, 381),     0.66987,       0.94739,       0.7204,       0.62717,       0.60265,       0.75432,       0.7203
(339, 466),     0.67205,       0.91653,       0.73338,       0.69099,       0.52519,       0.78352,       0.72028
(252, 334),     0.80326,       0.88373,       0.54525,       0.83746,       0.62863,       0.6207,       0.71984
(26, 29),     0.74419,       0.86135,       0.61314,       0.79294,       0.6326,       0.6716,       0.7193
(282, 390),     0.71282,       0.88677,       0.6935,       0.73214,       0.56877,       0.72037,       0.71906
(252, 336),     0.79653,       0.85566,       0.70611,       0.81555,       0.5764,       0.5586,       0.71814
(252, 387),     0.6607,       0.93379,       0.70691,       0.70281,       0.5304,       0.77392,       0.71809
(255, 466),     0.75176,       0.92739,       0.69039,       0.74823,       0.51238,       0.67596,       0.71768
(7, 160),     0.57318,       0.87842,       0.64807,       0.75067,       0.67469,       0.78089,       0.71765
(380, 385),     0.60488,       0.93287,       0.74048,       0.63339,       0.56435,       0.82995,       0.71765
(257, 341),     0.70441,       0.92876,       0.66697,       0.74725,       0.55171,       0.70619,       0.71755
(160, 243),     0.64907,       0.91305,       0.69035,       0.70662,       0.59072,       0.75536,       0.71753
(254, 388),     0.69316,       0.93202,       0.69742,       0.70766,       0.51409,       0.76079,       0.71752
(26, 66),     0.87327,       0.87907,       0.53483,       0.83277,       0.59976,       0.58289,       0.7171
(27, 110),     0.73828,       0.86304,       0.5717,       0.79063,       0.68856,       0.64759,       0.71663
(27, 153),     0.77133,       0.9142,       0.52099,       0.82369,       0.63294,       0.63155,       0.71578
(29, 112),     0.73555,       0.83898,       0.61433,       0.78775,       0.62704,       0.69052,       0.7157
(263, 334),     0.82625,       0.75803,       0.51946,       0.85066,       0.63361,       0.70411,       0.71535
(22, 29),     0.74195,       0.8699,       0.60276,       0.77838,       0.64283,       0.65404,       0.71498
(252, 384),     0.66063,       0.92091,       0.74898,       0.59022,       0.59935,       0.76899,       0.71485
(336, 382),     0.73958,       0.82379,       0.715,       0.75831,       0.59656,       0.65561,       0.71481
(249, 282),     0.73775,       0.85896,       0.67666,       0.73478,       0.55961,       0.72081,       0.71476
(334, 374),     0.78245,       0.88412,       0.56629,       0.81951,       0.61227,       0.62342,       0.71468
(285, 336),     0.77948,       0.77125,       0.66708,       0.82612,       0.64094,       0.60201,       0.71448
(29, 160),     0.82303,       0.85559,       0.61807,       0.71171,       0.5162,       0.7587,       0.71388
(374, 385),     0.5806,       0.93692,       0.77575,       0.59648,       0.56455,       0.82829,       0.71377
(380, 386),     0.59303,       0.93097,       0.73505,       0.65455,       0.54654,       0.82207,       0.7137
(334, 381),     0.75843,       0.87436,       0.56196,       0.80412,       0.64837,       0.63377,       0.7135
(66, 112),     0.8618,       0.86624,       0.53169,       0.83684,       0.58631,       0.59746,       0.71339
(255, 388),     0.68886,       0.92508,       0.70319,       0.74906,       0.49714,       0.71667,       0.71333
(22, 161),     0.7272,       0.89115,       0.67233,       0.72201,       0.60874,       0.65762,       0.71318
(293, 339),     0.78434,       0.914,       0.55547,       0.80688,       0.6009,       0.61621,       0.71297
(374, 387),     0.62509,       0.93774,       0.73309,       0.64701,       0.52754,       0.80246,       0.71215
(258, 373),     0.63641,       0.93787,       0.76722,       0.6103,       0.63634,       0.68389,       0.712
(385, 398),     0.55103,       0.89395,       0.81789,       0.71503,       0.49245,       0.80106,       0.7119
(56, 155),     0.83818,       0.94256,       0.4564,       0.87595,       0.58247,       0.57154,       0.71118
(28, 154),     0.81978,       0.93829,       0.47068,       0.86376,       0.59603,       0.57593,       0.71074
(256, 387),     0.58954,       0.91446,       0.76402,       0.69783,       0.50507,       0.79199,       0.71048
(253, 295),     0.72599,       0.87097,       0.69678,       0.71977,       0.5699,       0.67771,       0.71019
(285, 341),     0.77019,       0.81916,       0.71003,       0.73495,       0.60537,       0.62132,       0.71017
(163, 246),     0.73918,       0.93761,       0.56263,       0.7347,       0.64453,       0.63949,       0.70969
(112, 190),     0.88361,       0.9309,       0.46025,       0.88552,       0.52708,       0.57057,       0.70966
(362, 384),     0.59212,       0.90239,       0.77147,       0.70162,       0.49157,       0.79791,       0.70951
(253, 282),     0.75133,       0.87385,       0.58763,       0.76701,       0.59756,       0.67382,       0.70853
(29, 155),     0.72464,       0.8613,       0.58373,       0.77619,       0.63178,       0.67297,       0.70844
(22, 28),     0.82678,       0.93194,       0.47569,       0.85989,       0.58816,       0.56761,       0.70835
(24, 29),     0.73269,       0.8561,       0.59239,       0.76371,       0.67432,       0.62631,       0.70759
(26, 56),     0.86952,       0.93986,       0.45433,       0.88862,       0.54738,       0.5432,       0.70715
(362, 385),     0.57009,       0.90205,       0.78818,       0.70415,       0.48074,       0.79169,       0.70615
(258, 390),     0.61438,       0.92477,       0.75397,       0.63474,       0.6394,       0.6655,       0.70546
(22, 66),     0.86788,       0.88035,       0.50716,       0.8148,       0.60362,       0.55537,       0.70486
(29, 110),     0.70678,       0.81691,       0.63632,       0.73684,       0.68759,       0.64434,       0.7048
(257, 463),     0.68514,       0.91511,       0.66964,       0.73347,       0.53382,       0.68595,       0.70386
(30, 161),     0.80403,       0.86167,       0.60085,       0.70117,       0.50295,       0.75168,       0.70373
(381, 385),     0.54952,       0.91734,       0.73826,       0.65152,       0.5377,       0.8279,       0.70371
(254, 259),     0.69656,       0.92187,       0.62173,       0.72186,       0.54358,       0.71664,       0.70371
(25, 33),     0.76054,       0.89395,       0.61893,       0.76179,       0.60374,       0.58143,       0.7034
(145, 161),     0.73116,       0.92161,       0.59941,       0.70473,       0.62795,       0.63294,       0.70297
(282, 373),     0.70687,       0.88144,       0.64322,       0.7262,       0.56621,       0.69257,       0.70275
(249, 466),     0.59532,       0.92018,       0.75296,       0.64945,       0.51165,       0.78556,       0.70252
(295, 339),     0.7112,       0.86207,       0.76905,       0.71579,       0.52656,       0.62903,       0.70228
(257, 362),     0.67379,       0.9224,       0.67945,       0.7112,       0.52937,       0.69429,       0.70175
(256, 257),     0.70409,       0.94017,       0.61636,       0.73088,       0.53667,       0.68073,       0.70148
(66, 159),     0.77072,       0.71631,       0.59919,       0.79791,       0.61853,       0.70614,       0.70147
(29, 154),     0.73181,       0.88114,       0.55614,       0.77264,       0.61862,       0.64801,       0.70139
(334, 380),     0.77016,       0.87647,       0.53173,       0.80878,       0.61447,       0.60601,       0.70127
(105, 159),     0.73609,       0.77852,       0.59961,       0.75552,       0.60132,       0.72767,       0.69979
(28, 159),     0.8534,       0.8392,       0.59431,       0.7614,       0.5331,       0.61074,       0.69869
(25, 159),     0.62159,       0.90723,       0.62015,       0.72329,       0.59086,       0.72859,       0.69862
(295, 341),     0.70191,       0.84628,       0.64184,       0.71294,       0.5924,       0.69607,       0.69857
(27, 190),     0.72656,       0.82364,       0.56564,       0.77742,       0.62296,       0.67086,       0.69785
(282, 341),     0.70822,       0.85195,       0.57143,       0.75774,       0.63045,       0.66684,       0.69777
(157, 159),     0.5566,       0.90918,       0.6652,       0.66602,       0.6249,       0.76319,       0.69751
(249, 293),     0.80115,       0.90114,       0.53746,       0.79063,       0.5892,       0.56215,       0.69695
(66, 243),     0.84916,       0.85459,       0.5078,       0.82723,       0.56045,       0.58226,       0.69692
(386, 463),     0.53455,       0.87617,       0.83468,       0.71695,       0.43406,       0.78431,       0.69679
(373, 388),     0.61415,       0.93553,       0.72957,       0.61653,       0.50517,       0.77936,       0.69672
(341, 387),     0.52583,       0.88651,       0.81395,       0.69694,       0.45852,       0.79404,       0.69597
(252, 257),     0.71106,       0.94226,       0.59499,       0.71376,       0.5415,       0.67202,       0.69593
(173, 243),     0.73807,       0.86415,       0.63811,       0.69216,       0.5506,       0.69133,       0.69574
(252, 295),     0.70991,       0.86287,       0.64803,       0.70717,       0.56517,       0.68116,       0.69572
(23, 29),     0.73104,       0.86746,       0.56139,       0.76169,       0.64059,       0.61155,       0.69562
(29, 153),     0.72521,       0.89187,       0.54106,       0.75939,       0.61938,       0.6351,       0.69534
(382, 385),     0.52459,       0.9039,       0.76554,       0.67037,       0.49496,       0.81234,       0.69528
(336, 381),     0.73222,       0.83328,       0.69932,       0.75946,       0.54858,       0.59754,       0.69507
(29, 133),     0.69971,       0.82857,       0.58353,       0.75838,       0.62492,       0.675,       0.69502
(154, 157),     0.74675,       0.93367,       0.50278,       0.78882,       0.56321,       0.63151,       0.69446
(258, 380),     0.65889,       0.94121,       0.69054,       0.59007,       0.59684,       0.68559,       0.69386
(56, 158),     0.87758,       0.87411,       0.56032,       0.79006,       0.52126,       0.53918,       0.69375
(265, 300),     0.71982,       0.84126,       0.61744,       0.70728,       0.56928,       0.7067,       0.69363
(110, 158),     0.68947,       0.94321,       0.54592,       0.74872,       0.55844,       0.67565,       0.69357
(24, 105),     0.8628,       0.77863,       0.60924,       0.76692,       0.59663,       0.54661,       0.69347
(258, 374),     0.64609,       0.93806,       0.72469,       0.58569,       0.60242,       0.66337,       0.69339
(22, 105),     0.86588,       0.81411,       0.5934,       0.80681,       0.5251,       0.55239,       0.69295
