Comparing the following files: 
kelly_front_s1_v2/,  kelly_low_s1_v2/,  kelly_right_threequarter_s1_v2/,  kelly_left_threequarter_s1_v2/,  

Correlation cuttoff is -1
landmark(s),  kelly_front_s1_v2_vs_kelly_low_s1_v2,  kelly_front_s1_v2_vs_kelly_right_threequarter_s1_v2,  kelly_front_s1_v2_vs_kelly_left_threequarter_s1_v2,  kelly_low_s1_v2_vs_kelly_right_threequarter_s1_v2,  kelly_low_s1_v2_vs_kelly_left_threequarter_s1_v2,  kelly_right_threequarter_s1_v2_vs_kelly_left_threequarter_s1_v2,  average
(336, 339),     0.89369,       0.82927,       0.72995,       0.75342,       0.73856,       0.64941,       0.76572
(70, 246),     0.82545,       0.85356,       0.64068,       0.85134,       0.68692,       0.73572,       0.76561
(29, 63),     0.75977,       0.75807,       0.77148,       0.8675,       0.67555,       0.76066,       0.7655
(253, 296),     0.85575,       0.80969,       0.78885,       0.69846,       0.69944,       0.72712,       0.76322
(70, 159),     0.83528,       0.83485,       0.62121,       0.83882,       0.69824,       0.7476,       0.76267
(52, 160),     0.8457,       0.74165,       0.57966,       0.9113,       0.69209,       0.79822,       0.76144
(282, 385),     0.87402,       0.79248,       0.61211,       0.9124,       0.67334,       0.70361,       0.76133
(255, 296),     0.93062,       0.78604,       0.70402,       0.75491,       0.71186,       0.6749,       0.76039
(26, 159),     0.83968,       0.8902,       0.62005,       0.81724,       0.62685,       0.76546,       0.75991
(295, 385),     0.90189,       0.8357,       0.55182,       0.90345,       0.65037,       0.71499,       0.7597
(334, 384),     0.88375,       0.70953,       0.69864,       0.8607,       0.74964,       0.6531,       0.75923
(28, 159),     0.92768,       0.82802,       0.53853,       0.92067,       0.67843,       0.66186,       0.7592
(296, 384),     0.90675,       0.75047,       0.60786,       0.85711,       0.73059,       0.69945,       0.7587
(63, 246),     0.80184,       0.68049,       0.7027,       0.87163,       0.72991,       0.76034,       0.75782
(105, 161),     0.81973,       0.66963,       0.64256,       0.8986,       0.73878,       0.77529,       0.75743
(46, 158),     0.83819,       0.76174,       0.62453,       0.89084,       0.68125,       0.74702,       0.75726
(52, 158),     0.87737,       0.78542,       0.52826,       0.90857,       0.66137,       0.78087,       0.75698
(295, 386),     0.89562,       0.85206,       0.51548,       0.91634,       0.6536,       0.70826,       0.75689
(286, 384),     0.87129,       0.83869,       0.57132,       0.89591,       0.70444,       0.65253,       0.7557
(29, 159),     0.9272,       0.82349,       0.52038,       0.89651,       0.66081,       0.70009,       0.75475
(154, 158),     0.82153,       0.88757,       0.57407,       0.81766,       0.67936,       0.74795,       0.75469
(155, 157),     0.81548,       0.89198,       0.55663,       0.82308,       0.70358,       0.73179,       0.75376
(66, 160),     0.88807,       0.73545,       0.59393,       0.92091,       0.66132,       0.72009,       0.7533
(285, 339),     0.87347,       0.82219,       0.70228,       0.74909,       0.76233,       0.6092,       0.75309
(155, 159),     0.77039,       0.88061,       0.62131,       0.79008,       0.67244,       0.78155,       0.75273
(285, 384),     0.91823,       0.84185,       0.55087,       0.87099,       0.68086,       0.65259,       0.75257
(276, 388),     0.84879,       0.78,       0.69978,       0.92079,       0.6798,       0.58558,       0.75246
(300, 388),     0.87014,       0.77364,       0.72675,       0.86201,       0.717,       0.56305,       0.7521
(334, 339),     0.85327,       0.79173,       0.74393,       0.7335,       0.65115,       0.737,       0.75176
(384, 463),     0.70645,       0.88874,       0.65509,       0.83424,       0.6384,       0.78728,       0.7517
(286, 385),     0.88729,       0.84189,       0.54931,       0.92981,       0.61018,       0.68221,       0.75011
(285, 385),     0.9017,       0.87128,       0.50601,       0.90105,       0.66463,       0.65509,       0.74996
(133, 173),     0.78305,       0.86085,       0.58629,       0.83904,       0.65531,       0.76925,       0.74897
(254, 334),     0.82716,       0.79062,       0.77066,       0.71185,       0.66792,       0.72501,       0.74887
(282, 387),     0.84633,       0.8059,       0.50519,       0.92305,       0.67942,       0.72952,       0.74823
(300, 387),     0.87331,       0.8213,       0.7102,       0.85082,       0.66998,       0.5626,       0.74803
(258, 386),     0.87482,       0.83742,       0.51314,       0.92624,       0.65976,       0.67636,       0.74796
(154, 159),     0.78257,       0.88595,       0.59731,       0.77986,       0.67396,       0.76221,       0.74698
(336, 386),     0.90444,       0.86094,       0.48079,       0.92008,       0.67625,       0.63856,       0.74684
(133, 159),     0.75643,       0.87461,       0.62553,       0.79553,       0.6456,       0.78305,       0.74679
(29, 161),     0.87956,       0.73756,       0.54436,       0.88419,       0.74047,       0.69388,       0.74667
(252, 285),     0.79761,       0.82283,       0.77608,       0.66028,       0.69698,       0.72358,       0.74623
(293, 466),     0.86196,       0.71652,       0.5939,       0.89008,       0.71793,       0.69593,       0.74605
(27, 63),     0.7042,       0.71689,       0.74033,       0.86029,       0.67924,       0.77467,       0.74594
(252, 336),     0.80414,       0.82778,       0.76572,       0.6647,       0.68362,       0.7245,       0.74508
(276, 387),     0.86888,       0.83376,       0.68625,       0.9165,       0.62077,       0.54366,       0.74497
(296, 390),     0.88818,       0.79383,       0.7172,       0.72542,       0.66566,       0.67902,       0.74489
(255, 334),     0.8855,       0.76714,       0.67874,       0.77094,       0.64244,       0.72338,       0.74469
(70, 158),     0.80393,       0.79697,       0.61892,       0.80458,       0.68369,       0.75769,       0.7443
(25, 160),     0.85679,       0.91653,       0.61298,       0.78001,       0.5954,       0.70126,       0.74383
(283, 388),     0.82921,       0.75355,       0.54753,       0.91497,       0.69432,       0.72193,       0.74359
(249, 296),     0.92054,       0.78757,       0.65242,       0.76037,       0.6776,       0.65961,       0.74302
(110, 159),     0.86163,       0.91564,       0.5549,       0.82629,       0.59018,       0.70894,       0.74293
(22, 159),     0.8327,       0.88374,       0.57114,       0.80387,       0.61616,       0.74861,       0.7427
(295, 339),     0.84171,       0.815,       0.7804,       0.64551,       0.6411,       0.73168,       0.74257
(254, 295),     0.82214,       0.81513,       0.8117,       0.62267,       0.63525,       0.74849,       0.74256
(159, 243),     0.77899,       0.87976,       0.61126,       0.80937,       0.6173,       0.75635,       0.74217
(362, 384),     0.68945,       0.90337,       0.69663,       0.77469,       0.57106,       0.81501,       0.7417
(257, 387),     0.87319,       0.81909,       0.47524,       0.92376,       0.68004,       0.67671,       0.74134
(259, 293),     0.74741,       0.57892,       0.78529,       0.87654,       0.77358,       0.68574,       0.74125
(296, 373),     0.85196,       0.7914,       0.74878,       0.69877,       0.65627,       0.69976,       0.74116
(260, 388),     0.87196,       0.8069,       0.57689,       0.92115,       0.63943,       0.63016,       0.74108
(296, 387),     0.8648,       0.82497,       0.45914,       0.92215,       0.7018,       0.6719,       0.74079
(255, 336),     0.90371,       0.80329,       0.67014,       0.74888,       0.72397,       0.59476,       0.74079
(24, 159),     0.86079,       0.89471,       0.54208,       0.82581,       0.59664,       0.72438,       0.74073
(65, 159),     0.91998,       0.80523,       0.53601,       0.90119,       0.56711,       0.71196,       0.74025
(385, 463),     0.66432,       0.88535,       0.67547,       0.8164,       0.61184,       0.78663,       0.74
(110, 160),     0.85199,       0.90156,       0.56517,       0.80095,       0.59298,       0.72361,       0.73938
(341, 385),     0.72532,       0.89932,       0.66245,       0.80169,       0.5492,       0.79101,       0.73816
(362, 385),     0.6537,       0.89734,       0.70919,       0.77929,       0.57724,       0.81182,       0.7381
(384, 398),     0.64788,       0.89422,       0.71702,       0.78936,       0.56157,       0.81776,       0.73797
(30, 63),     0.77299,       0.70789,       0.75919,       0.83367,       0.65651,       0.69098,       0.73687
(334, 388),     0.83545,       0.758,       0.47538,       0.91847,       0.70551,       0.7279,       0.73678
(33, 70),     0.77876,       0.75791,       0.67774,       0.82247,       0.65375,       0.72927,       0.73665
(22, 158),     0.8396,       0.88059,       0.52761,       0.82071,       0.61421,       0.7265,       0.73487
(249, 334),     0.89627,       0.7569,       0.63686,       0.77935,       0.62957,       0.70225,       0.73353
(257, 385),     0.89465,       0.80532,       0.56644,       0.88582,       0.66052,       0.58095,       0.73228
(252, 296),     0.81412,       0.7903,       0.76874,       0.64276,       0.66279,       0.71387,       0.7321
(282, 339),     0.82438,       0.78345,       0.76395,       0.66525,       0.60095,       0.74974,       0.73129
(283, 385),     0.90021,       0.80369,       0.66255,       0.9138,       0.58983,       0.51721,       0.73122
(336, 373),     0.81864,       0.81537,       0.72442,       0.70791,       0.66372,       0.65644,       0.73108
(253, 334),     0.79451,       0.77988,       0.7584,       0.68536,       0.66272,       0.70016,       0.73017
(70, 247),     0.77757,       0.80131,       0.71358,       0.76492,       0.63788,       0.6845,       0.72996
(334, 390),     0.84739,       0.76235,       0.70341,       0.73293,       0.62973,       0.70378,       0.72993
(105, 157),     0.83703,       0.72116,       0.56021,       0.85119,       0.64754,       0.76064,       0.72963
(161, 247),     0.8214,       0.82192,       0.6123,       0.78725,       0.61222,       0.72136,       0.72941
(341, 386),     0.65968,       0.88273,       0.6397,       0.80606,       0.6002,       0.78457,       0.72882
(23, 159),     0.83584,       0.88315,       0.52768,       0.80582,       0.59218,       0.72799,       0.72878
(159, 173),     0.72867,       0.8671,       0.61243,       0.76855,       0.62781,       0.76768,       0.72871
(300, 466),     0.87038,       0.68692,       0.71699,       0.83554,       0.73774,       0.52194,       0.72825
(153, 159),     0.79571,       0.88663,       0.53585,       0.77787,       0.64241,       0.72821,       0.72778
(255, 295),     0.86416,       0.79279,       0.71257,       0.6673,       0.63795,       0.6913,       0.72768
(24, 160),     0.83645,       0.88687,       0.55165,       0.78337,       0.58086,       0.72531,       0.72742
(336, 374),     0.78898,       0.81128,       0.73925,       0.67862,       0.65545,       0.68934,       0.72715
(295, 387),     0.89064,       0.84578,       0.44694,       0.90609,       0.61645,       0.65517,       0.72684
(296, 374),     0.81463,       0.77951,       0.75204,       0.66349,       0.64415,       0.70658,       0.72673
(24, 105),     0.79178,       0.83691,       0.75662,       0.71121,       0.60406,       0.65695,       0.72625
(255, 282),     0.86,       0.75975,       0.68865,       0.70763,       0.60455,       0.73322,       0.72563
(260, 293),     0.77601,       0.59144,       0.67569,       0.86213,       0.74354,       0.70402,       0.72547
(259, 386),     0.9099,       0.8399,       0.5567,       0.92031,       0.56975,       0.55344,       0.725
(259, 388),     0.86625,       0.76262,       0.46499,       0.9004,       0.66253,       0.69225,       0.72484
(336, 390),     0.84294,       0.80993,       0.68392,       0.72575,       0.66939,       0.61515,       0.72451
(382, 385),     0.64875,       0.90031,       0.69107,       0.74688,       0.5502,       0.80915,       0.72439
(63, 157),     0.82223,       0.73345,       0.60799,       0.82673,       0.61706,       0.73696,       0.72407
(25, 159),     0.82114,       0.91248,       0.60925,       0.79114,       0.55054,       0.65815,       0.72378
(56, 158),     0.94069,       0.84888,       0.47593,       0.91361,       0.61886,       0.544,       0.72366
(341, 384),     0.72506,       0.89338,       0.62824,       0.78294,       0.52378,       0.78594,       0.72322
(256, 386),     0.6989,       0.89691,       0.62522,       0.77498,       0.56125,       0.78128,       0.72309
(30, 46),     0.73458,       0.77954,       0.71869,       0.82321,       0.58768,       0.69225,       0.72266
(257, 293),     0.73489,       0.59874,       0.81324,       0.87018,       0.70497,       0.6122,       0.72237
(336, 398),     0.87628,       0.76837,       0.70488,       0.66665,       0.64845,       0.66778,       0.72207
(25, 161),     0.86433,       0.90511,       0.57178,       0.74421,       0.58664,       0.65565,       0.72129
(362, 398),     0.72488,       0.88624,       0.63721,       0.7307,       0.5738,       0.77423,       0.72118
(254, 282),     0.79481,       0.77815,       0.78551,       0.63726,       0.59677,       0.73433,       0.72114
(334, 373),     0.80312,       0.75897,       0.72973,       0.69908,       0.63485,       0.69959,       0.72089
(276, 466),     0.83221,       0.68574,       0.65584,       0.89345,       0.68585,       0.56976,       0.72047
(23, 105),     0.77737,       0.86882,       0.72945,       0.69845,       0.58938,       0.65659,       0.72001
(255, 293),     0.81844,       0.72535,       0.70328,       0.74328,       0.63248,       0.69266,       0.71925
(253, 295),     0.78468,       0.80614,       0.80349,       0.58823,       0.58517,       0.74763,       0.71922
(285, 386),     0.8965,       0.86544,       0.44492,       0.89016,       0.6279,       0.58713,       0.71867
(373, 387),     0.69657,       0.89329,       0.68494,       0.70413,       0.5173,       0.8142,       0.71841
(336, 387),     0.90294,       0.85079,       0.43446,       0.90483,       0.64802,       0.56944,       0.71841
(105, 110),     0.79131,       0.78068,       0.75795,       0.72057,       0.61313,       0.64568,       0.71822
(296, 388),     0.86129,       0.79774,       0.42149,       0.8996,       0.68227,       0.64473,       0.71785
(65, 158),     0.91836,       0.8199,       0.47143,       0.89371,       0.51857,       0.68488,       0.71781
(249, 336),     0.8694,       0.79879,       0.62297,       0.74908,       0.6797,       0.5806,       0.71676
(256, 385),     0.7377,       0.90318,       0.62571,       0.74953,       0.50224,       0.77956,       0.71632
(285, 374),     0.74935,       0.8034,       0.74345,       0.65876,       0.65875,       0.67631,       0.715
(385, 398),     0.57718,       0.87272,       0.70361,       0.78043,       0.55672,       0.79885,       0.71492
(26, 157),     0.80938,       0.86862,       0.51637,       0.81494,       0.58608,       0.69123,       0.71444
(66, 157),     0.88668,       0.77022,       0.47374,       0.87434,       0.57844,       0.70228,       0.71428
(30, 159),     0.86349,       0.7599,       0.52703,       0.84256,       0.64469,       0.64713,       0.71413
(295, 384),     0.88925,       0.75186,       0.56733,       0.8071,       0.60056,       0.66866,       0.71413
(381, 386),     0.62051,       0.89912,       0.66543,       0.71289,       0.58402,       0.80133,       0.71388
(27, 105),     0.6872,       0.59313,       0.67018,       0.85933,       0.69731,       0.77555,       0.71378
(388, 390),     0.66417,       0.88566,       0.69625,       0.69865,       0.51342,       0.82217,       0.71339
(382, 386),     0.56623,       0.87845,       0.66863,       0.75208,       0.61303,       0.80129,       0.71328
(387, 390),     0.62862,       0.8893,       0.70351,       0.71678,       0.52429,       0.81566,       0.71303
(249, 293),     0.8373,       0.68925,       0.69291,       0.75769,       0.65001,       0.6497,       0.71281
(7, 70),     0.75867,       0.77603,       0.69583,       0.73792,       0.60089,       0.70408,       0.71224
(112, 160),     0.76571,       0.89431,       0.58291,       0.7539,       0.56201,       0.71059,       0.71157
(30, 246),     0.84534,       0.68637,       0.55683,       0.8396,       0.71579,       0.62323,       0.71119
(255, 285),     0.86546,       0.78776,       0.61967,       0.72071,       0.7359,       0.53686,       0.71106
(110, 161),     0.82205,       0.89404,       0.54761,       0.74909,       0.5539,       0.69616,       0.71048
(26, 160),     0.77749,       0.89478,       0.57433,       0.73985,       0.56461,       0.70883,       0.70998
(293, 339),     0.7791,       0.74075,       0.74516,       0.68069,       0.63225,       0.68136,       0.70988
(300, 386),     0.88465,       0.82427,       0.64943,       0.81754,       0.59369,       0.48871,       0.70971
(285, 373),     0.76108,       0.80603,       0.71617,       0.67898,       0.66483,       0.62897,       0.70934
(252, 386),     0.72186,       0.8945,       0.63032,       0.73644,       0.49099,       0.78047,       0.7091
(362, 386),     0.55101,       0.86612,       0.64621,       0.77423,       0.62542,       0.78798,       0.7085
(27, 53),     0.63637,       0.64791,       0.64224,       0.87694,       0.66548,       0.78048,       0.70824
(380, 386),     0.68074,       0.90176,       0.64386,       0.69096,       0.53603,       0.79544,       0.70813
(381, 385),     0.6821,       0.90371,       0.65076,       0.69709,       0.51661,       0.79661,       0.70781
(334, 466),     0.83736,       0.71772,       0.43453,       0.88578,       0.66564,       0.7051,       0.70769
(282, 388),     0.82478,       0.76327,       0.41689,       0.8993,       0.6364,       0.70397,       0.70743
(339, 387),     0.75154,       0.89938,       0.65072,       0.76256,       0.45671,       0.72297,       0.70731
(336, 380),     0.75819,       0.8031,       0.73099,       0.62622,       0.61869,       0.70556,       0.70713
(105, 246),     0.7735,       0.55245,       0.63596,       0.85462,       0.71988,       0.70568,       0.70702
(257, 334),     0.69511,       0.53303,       0.59635,       0.90267,       0.74706,       0.76535,       0.70659
(22, 160),     0.77198,       0.88833,       0.55547,       0.72978,       0.57382,       0.71938,       0.70646
(23, 160),     0.78993,       0.8838,       0.53184,       0.74598,       0.56462,       0.71906,       0.70587
(374, 386),     0.70316,       0.89296,       0.65552,       0.68905,       0.49359,       0.79973,       0.70567
(254, 387),     0.73173,       0.89055,       0.65526,       0.7591,       0.44479,       0.7524,       0.70564
(23, 66),     0.80768,       0.89788,       0.64788,       0.72657,       0.53125,       0.62201,       0.70554
(29, 46),     0.67154,       0.67694,       0.73174,       0.81166,       0.63301,       0.70786,       0.70546
(153, 158),     0.79414,       0.88071,       0.46364,       0.79451,       0.61589,       0.68324,       0.70535
(53, 246),     0.74784,       0.57958,       0.60643,       0.8598,       0.7027,       0.73424,       0.7051
(382, 384),     0.65707,       0.90085,       0.65097,       0.7081,       0.51324,       0.7971,       0.70456
(145, 159),     0.7945,       0.88127,       0.47946,       0.776,       0.59815,       0.69767,       0.70451
(296, 466),     0.86565,       0.76538,       0.43111,       0.85742,       0.67362,       0.63159,       0.70413
(107, 159),     0.9335,       0.79456,       0.50788,       0.91312,       0.50058,       0.5742,       0.70397
(52, 161),     0.77816,       0.61945,       0.54678,       0.87629,       0.65977,       0.74026,       0.70345
(249, 466),     0.63558,       0.87647,       0.69912,       0.68251,       0.50247,       0.82396,       0.70335
(66, 253),     0.85423,       0.91085,       0.52598,       0.81308,       0.67326,       0.44083,       0.70304
(253, 386),     0.73721,       0.89251,       0.64023,       0.72771,       0.44905,       0.77146,       0.70303
(65, 160),     0.88957,       0.7298,       0.52598,       0.87809,       0.53412,       0.65861,       0.70269
(254, 386),     0.74144,       0.8965,       0.64154,       0.73699,       0.45049,       0.74892,       0.70265
(249, 282),     0.85374,       0.74898,       0.62808,       0.72134,       0.55515,       0.70801,       0.70255
(23, 158),     0.81827,       0.88466,       0.45224,       0.80861,       0.56881,       0.68044,       0.70217
(336, 388),     0.89582,       0.82711,       0.42997,       0.87545,       0.64273,       0.54194,       0.70217
(256, 336),     0.76362,       0.79956,       0.74069,       0.57292,       0.60522,       0.72661,       0.70144
(334, 374),     0.76256,       0.74495,       0.72442,       0.6627,       0.63678,       0.6758,       0.7012
(24, 158),     0.83596,       0.90106,       0.44637,       0.82095,       0.55287,       0.64994,       0.70119
(105, 163),     0.78019,       0.75005,       0.74231,       0.69752,       0.63237,       0.60379,       0.70104
(296, 359),     0.90841,       0.71641,       0.57839,       0.74387,       0.66039,       0.59729,       0.70079
(23, 52),     0.70105,       0.83789,       0.73361,       0.68427,       0.54037,       0.70567,       0.70048
(22, 105),     0.76237,       0.88071,       0.69138,       0.6894,       0.53578,       0.64275,       0.7004
(374, 387),     0.65584,       0.89342,       0.64611,       0.67237,       0.53667,       0.798,       0.7004
(263, 293),     0.8629,       0.65873,       0.55107,       0.83085,       0.64026,       0.6574,       0.7002
(373, 386),     0.65199,       0.89372,       0.67455,       0.67593,       0.50006,       0.8046,       0.70014
(282, 390),     0.80838,       0.75792,       0.71548,       0.66486,       0.53775,       0.71469,       0.69985
(7, 63),     0.77172,       0.64621,       0.7701,       0.72785,       0.65836,       0.61829,       0.69875
(296, 380),     0.78179,       0.76352,       0.73098,       0.6085,       0.60588,       0.69872,       0.69823
(66, 252),     0.83318,       0.91336,       0.53518,       0.79337,       0.66485,       0.44799,       0.69799
(155, 160),     0.70864,       0.88208,       0.56794,       0.70268,       0.62108,       0.70459,       0.69784
(254, 293),     0.75729,       0.73422,       0.75539,       0.65044,       0.65411,       0.6343,       0.69762
(7, 105),     0.78799,       0.6237,       0.74655,       0.74188,       0.6711,       0.61401,       0.69754
(65, 253),     0.82385,       0.88809,       0.54967,       0.7921,       0.67469,       0.45574,       0.69736
(293, 390),     0.77859,       0.69168,       0.73521,       0.69628,       0.6568,       0.62425,       0.69713
(253, 387),     0.68535,       0.88647,       0.63705,       0.73375,       0.47136,       0.76758,       0.69693
(24, 66),     0.83242,       0.8826,       0.62782,       0.74129,       0.50577,       0.59013,       0.69667
(154, 160),     0.71322,       0.88855,       0.55747,       0.68154,       0.63738,       0.69915,       0.69622
(29, 53),     0.61625,       0.60586,       0.6454,       0.86847,       0.66992,       0.77124,       0.69619
(263, 296),     0.88915,       0.74051,       0.4844,       0.79013,       0.65945,       0.61236,       0.696
(296, 398),     0.86308,       0.68243,       0.69964,       0.6361,       0.65156,       0.64244,       0.69587
(252, 334),     0.74919,       0.75607,       0.72893,       0.63629,       0.64513,       0.65757,       0.69553
(105, 144),     0.76424,       0.82131,       0.70756,       0.67456,       0.60039,       0.60469,       0.69546
(107, 253),     0.86057,       0.89908,       0.51883,       0.79884,       0.66353,       0.43143,       0.69538
(295, 388),     0.87041,       0.81692,       0.40693,       0.86766,       0.58212,       0.62805,       0.69535
(282, 384),     0.85862,       0.6737,       0.61097,       0.81764,       0.62324,       0.5827,       0.69448
(285, 380),     0.72442,       0.79436,       0.7392,       0.59926,       0.60917,       0.69925,       0.69428
(160, 163),     0.75448,       0.8873,       0.49994,       0.74967,       0.58057,       0.69286,       0.69414
(22, 66),     0.78761,       0.90303,       0.62688,       0.71656,       0.49267,       0.63803,       0.69413
(253, 282),     0.76025,       0.7627,       0.76542,       0.60565,       0.56357,       0.70599,       0.69393
(25, 105),     0.78735,       0.65524,       0.7066,       0.74845,       0.63434,       0.62945,       0.69357
(153, 160),     0.72847,       0.8915,       0.52979,       0.68129,       0.63089,       0.69783,       0.69329
(255, 283),     0.80693,       0.71235,       0.663,       0.69793,       0.56699,       0.71,       0.69287
