0,7,13,14,17,33,35,37,39,40,46,52,53,55,57,61,62,63,65,66,70,76,78,80,81,82,84,87,88,91,95,98,105,107,124,133,144,145,146,153,154,155,156,157,158,159,160,161,163,173,178,181,185,191,193,246,249,263,265,267,269,270,276,282,283,285,287,291,292,293,295,296,300,306,308,310,311,312,314,317,318,321,324,327,334,336,353,362,373,374,375,380,381,382,383,384,385,386,387,388,390,398,402,405,409,415,417,466
