Comparing the following files: 
kelly_front_s3_v2/,  hadleigh_front_s3_v2/,  

Correlation cuttoff is 1
landmark(s),  kelly_front_s3_v2_vs_hadleigh_front_s3_v2,  average
(66, 292),     -0.22564,       -0.22564
(110, 282),     -0.22551,       -0.22551
(110, 124),     -0.22549,       -0.22549
(159, 385),     -0.22528,       -0.22528
(30, 382),     -0.22492,       -0.22492
(28, 156),     -0.22488,       -0.22488
(155, 339),     -0.22481,       -0.22481
(246, 398),     -0.22478,       -0.22478
(160, 292),     -0.22459,       -0.22459
(7, 30),     -0.22458,       -0.22458
(24, 46),     -0.22432,       -0.22432
(65, 276),     -0.22417,       -0.22417
(46, 110),     -0.22404,       -0.22404
(63, 70),     -0.22339,       -0.22339
(63, 463),     -0.22334,       -0.22334
(246, 276),     -0.22277,       -0.22277
(33, 293),     -0.22272,       -0.22272
(70, 390),     -0.22257,       -0.22257
(55, 153),     -0.22249,       -0.22249
(254, 383),     -0.22231,       -0.22231
(25, 414),     -0.22221,       -0.22221
(27, 156),     -0.22218,       -0.22218
(30, 414),     -0.22144,       -0.22144
(161, 276),     -0.2211,       -0.2211
(70, 255),     -0.22108,       -0.22108
(154, 265),     -0.22086,       -0.22086
(65, 306),     -0.22084,       -0.22084
(23, 190),     -0.22079,       -0.22079
(158, 293),     -0.22062,       -0.22062
(105, 252),     -0.22059,       -0.22059
(265, 387),     -0.22047,       -0.22047
(374, 467),     -0.22047,       -0.22047
(29, 52),     -0.22041,       -0.22041
(145, 334),     -0.22026,       -0.22026
(130, 258),     -0.22009,       -0.22009
(30, 341),     -0.22008,       -0.22008
(327, 466),     -0.22005,       -0.22005
(157, 327),     -0.21991,       -0.21991
(107, 300),     -0.21946,       -0.21946
(30, 308),     -0.21878,       -0.21878
(173, 259),     -0.21869,       -0.21869
(254, 300),     -0.21863,       -0.21863
(65, 291),     -0.21846,       -0.21846
(153, 334),     -0.21835,       -0.21835
(112, 133),     -0.21832,       -0.21832
(26, 286),     -0.21815,       -0.21815
(22, 46),     -0.2179,       -0.2179
(133, 339),     -0.21765,       -0.21765
(24, 282),     -0.2176,       -0.2176
(26, 374),     -0.21759,       -0.21759
(246, 382),     -0.21746,       -0.21746
(66, 144),     -0.2173,       -0.2173
(154, 282),     -0.21703,       -0.21703
(23, 282),     -0.21682,       -0.21682
(24, 124),     -0.21661,       -0.21661
(22, 154),     -0.2164,       -0.2164
(53, 362),     -0.21634,       -0.21634
(110, 383),     -0.21599,       -0.21599
(300, 398),     -0.21588,       -0.21588
(193, 283),     -0.21563,       -0.21563
(70, 257),     -0.21558,       -0.21558
(265, 390),     -0.21547,       -0.21547
(145, 374),     -0.2149,       -0.2149
(26, 353),     -0.21461,       -0.21461
(24, 53),     -0.21441,       -0.21441
(260, 374),     -0.21418,       -0.21418
(163, 282),     -0.21401,       -0.21401
(252, 300),     -0.21394,       -0.21394
(23, 334),     -0.21388,       -0.21388
(57, 327),     -0.2138,       -0.2138
(144, 247),     -0.21349,       -0.21349
(28, 70),     -0.21341,       -0.21341
(161, 308),     -0.21324,       -0.21324
(30, 285),     -0.21298,       -0.21298
(55, 145),     -0.21279,       -0.21279
(153, 417),     -0.21269,       -0.21269
(24, 374),     -0.21248,       -0.21248
(28, 285),     -0.21209,       -0.21209
(133, 282),     -0.21196,       -0.21196
(24, 52),     -0.21181,       -0.21181
(57, 306),     -0.21177,       -0.21177
(23, 63),     -0.21176,       -0.21176
(243, 258),     -0.21175,       -0.21175
(76, 130),     -0.21159,       -0.21159
(27, 65),     -0.21156,       -0.21156
(56, 291),     -0.21103,       -0.21103
(29, 258),     -0.21102,       -0.21102
(255, 292),     -0.21079,       -0.21079
(22, 334),     -0.21077,       -0.21077
(53, 374),     -0.21065,       -0.21065
(247, 308),     -0.21061,       -0.21061
(25, 254),     -0.21057,       -0.21057
(53, 110),     -0.21052,       -0.21052
(30, 384),     -0.2105,       -0.2105
(29, 308),     -0.21039,       -0.21039
(291, 467),     -0.2102,       -0.2102
(52, 130),     -0.21017,       -0.21017
(247, 285),     -0.21013,       -0.21013
(57, 265),     -0.2099,       -0.2099
(295, 296),     -0.20988,       -0.20988
(46, 257),     -0.20978,       -0.20978
(52, 110),     -0.20947,       -0.20947
(35, 387),     -0.20923,       -0.20923
(62, 130),     -0.2092,       -0.2092
(61, 130),     -0.20906,       -0.20906
(292, 467),     -0.20882,       -0.20882
(255, 308),     -0.2086,       -0.2086
(255, 306),     -0.20854,       -0.20854
(255, 291),     -0.20852,       -0.20852
(306, 467),     -0.20845,       -0.20845
(55, 193),     -0.20824,       -0.20824
(30, 362),     -0.20818,       -0.20818
(7, 292),     -0.20808,       -0.20808
(144, 334),     -0.20802,       -0.20802
(98, 163),     -0.20792,       -0.20792
(112, 383),     -0.2079,       -0.2079
(22, 282),     -0.20785,       -0.20785
(53, 292),     -0.20771,       -0.20771
(53, 258),     -0.20755,       -0.20755
(33, 253),     -0.20746,       -0.20746
(30, 144),     -0.20742,       -0.20742
(78, 130),     -0.20738,       -0.20738
(105, 256),     -0.20726,       -0.20726
(65, 193),     -0.20714,       -0.20714
(254, 260),     -0.20714,       -0.20714
(157, 260),     -0.20695,       -0.20695
(33, 362),     -0.2069,       -0.2069
(130, 414),     -0.20688,       -0.20688
(159, 292),     -0.20687,       -0.20687
(76, 156),     -0.20682,       -0.20682
(26, 254),     -0.2068,       -0.2068
(246, 362),     -0.20674,       -0.20674
(7, 65),     -0.20674,       -0.20674
(155, 282),     -0.20667,       -0.20667
(263, 383),     -0.20656,       -0.20656
(33, 380),     -0.20652,       -0.20652
(66, 308),     -0.20639,       -0.20639
(57, 156),     -0.20588,       -0.20588
(52, 154),     -0.2058,       -0.2058
(105, 380),     -0.2057,       -0.2057
(63, 254),     -0.2055,       -0.2055
(327, 373),     -0.20548,       -0.20548
(62, 156),     -0.20542,       -0.20542
(308, 467),     -0.20537,       -0.20537
(124, 255),     -0.20517,       -0.20517
(61, 156),     -0.20507,       -0.20507
(78, 156),     -0.20465,       -0.20465
(296, 334),     -0.20446,       -0.20446
(243, 385),     -0.20414,       -0.20414
(22, 63),     -0.20408,       -0.20408
(57, 130),     -0.204,       -0.204
(52, 383),     -0.20394,       -0.20394
(124, 359),     -0.20383,       -0.20383
(260, 353),     -0.20381,       -0.20381
(25, 52),     -0.20378,       -0.20378
(56, 254),     -0.20348,       -0.20348
(246, 341),     -0.2028,       -0.2028
(22, 55),     -0.20269,       -0.20269
(246, 384),     -0.20265,       -0.20265
(33, 76),     -0.2024,       -0.2024
(7, 265),     -0.20227,       -0.20227
(24, 70),     -0.20226,       -0.20226
(246, 381),     -0.20205,       -0.20205
(25, 334),     -0.202,       -0.202
(260, 373),     -0.20189,       -0.20189
(160, 286),     -0.20157,       -0.20157
(105, 282),     -0.20143,       -0.20143
(24, 334),     -0.20136,       -0.20136
(254, 359),     -0.20117,       -0.20117
(246, 256),     -0.20092,       -0.20092
(247, 254),     -0.20089,       -0.20089
(110, 265),     -0.20079,       -0.20079
(154, 334),     -0.2006,       -0.2006
(52, 291),     -0.2002,       -0.2002
(33, 62),     -0.20013,       -0.20013
(256, 300),     -0.20005,       -0.20005
(23, 124),     -0.20003,       -0.20003
(25, 258),     -0.20001,       -0.20001
(144, 254),     -0.19994,       -0.19994
(53, 463),     -0.19986,       -0.19986
(252, 260),     -0.19975,       -0.19975
(283, 286),     -0.19958,       -0.19958
(46, 373),     -0.19944,       -0.19944
(110, 247),     -0.19924,       -0.19924
(61, 287),     -0.1992,       -0.1992
(33, 61),     -0.19912,       -0.19912
(53, 414),     -0.19912,       -0.19912
(255, 265),     -0.19909,       -0.19909
(52, 252),     -0.19908,       -0.19908
(173, 260),     -0.19898,       -0.19898
(287, 467),     -0.19892,       -0.19892
(53, 265),     -0.1989,       -0.1989
(190, 334),     -0.19883,       -0.19883
(33, 463),     -0.1988,       -0.1988
(23, 243),     -0.19878,       -0.19878
(33, 78),     -0.19857,       -0.19857
(63, 383),     -0.19852,       -0.19852
(33, 353),     -0.19839,       -0.19839
(291, 466),     -0.19804,       -0.19804
(66, 282),     -0.19802,       -0.19802
(105, 381),     -0.19797,       -0.19797
(7, 398),     -0.19787,       -0.19787
(66, 163),     -0.19769,       -0.19769
(255, 287),     -0.19761,       -0.19761
(276, 291),     -0.19738,       -0.19738
(158, 292),     -0.19719,       -0.19719
(327, 467),     -0.1971,       -0.1971
(292, 466),     -0.19696,       -0.19696
(52, 105),     -0.19684,       -0.19684
(154, 258),     -0.1967,       -0.1967
(145, 173),     -0.19642,       -0.19642
(161, 384),     -0.19641,       -0.19641
(163, 306),     -0.19627,       -0.19627
(57, 292),     -0.19614,       -0.19614
(276, 292),     -0.19612,       -0.19612
(306, 466),     -0.19607,       -0.19607
(33, 383),     -0.196,       -0.196
(25, 76),     -0.1957,       -0.1957
(110, 254),     -0.19558,       -0.19558
(276, 306),     -0.19555,       -0.19555
(246, 287),     -0.19551,       -0.19551
(30, 383),     -0.1953,       -0.1953
(110, 374),     -0.19489,       -0.19489
(249, 292),     -0.19482,       -0.19482
(53, 353),     -0.19467,       -0.19467
(33, 283),     -0.19463,       -0.19463
(193, 334),     -0.19447,       -0.19447
(7, 70),     -0.19427,       -0.19427
(133, 257),     -0.19401,       -0.19401
(56, 66),     -0.19382,       -0.19382
(282, 295),     -0.19363,       -0.19363
(308, 466),     -0.19361,       -0.19361
(246, 293),     -0.19358,       -0.19358
(105, 292),     -0.19354,       -0.19354
(52, 306),     -0.19354,       -0.19354
(24, 144),     -0.19351,       -0.19351
(24, 254),     -0.19328,       -0.19328
(30, 98),     -0.19327,       -0.19327
(23, 105),     -0.19324,       -0.19324
(25, 62),     -0.1932,       -0.1932
(249, 291),     -0.1931,       -0.1931
(65, 292),     -0.19283,       -0.19283
(155, 373),     -0.19281,       -0.19281
(112, 265),     -0.19265,       -0.19265
(249, 306),     -0.19264,       -0.19264
(249, 308),     -0.19255,       -0.19255
(25, 61),     -0.19249,       -0.19249
(53, 154),     -0.19222,       -0.19222
(55, 295),     -0.19214,       -0.19214
(246, 252),     -0.19211,       -0.19211
(22, 374),     -0.19206,       -0.19206
(390, 466),     -0.19206,       -0.19206
(24, 163),     -0.19197,       -0.19197
(158, 257),     -0.19165,       -0.19165
(25, 78),     -0.19147,       -0.19147
(254, 353),     -0.19118,       -0.19118
(276, 308),     -0.191,       -0.191
(160, 308),     -0.19099,       -0.19099
(25, 374),     -0.19067,       -0.19067
(110, 334),     -0.19054,       -0.19054
(66, 247),     -0.19052,       -0.19052
(190, 260),     -0.19045,       -0.19045
(30, 380),     -0.19032,       -0.19032
(28, 292),     -0.18999,       -0.18999
(161, 414),     -0.18998,       -0.18998
(161, 398),     -0.18988,       -0.18988
(63, 276),     -0.18987,       -0.18987
(159, 283),     -0.18974,       -0.18974
(160, 384),     -0.18962,       -0.18962
(33, 287),     -0.18937,       -0.18937
(98, 292),     -0.18919,       -0.18919
(285, 286),     -0.18885,       -0.18885
(52, 256),     -0.18878,       -0.18878
(300, 374),     -0.18869,       -0.18869
(70, 107),     -0.18859,       -0.18859
(133, 373),     -0.18845,       -0.18845
(70, 359),     -0.18826,       -0.18826
(33, 57),     -0.18804,       -0.18804
(133, 260),     -0.18799,       -0.18799
(163, 286),     -0.18797,       -0.18797
(300, 341),     -0.18794,       -0.18794
(154, 385),     -0.18775,       -0.18775
(265, 385),     -0.18773,       -0.18773
(7, 105),     -0.18764,       -0.18764
(22, 105),     -0.18752,       -0.18752
(157, 282),     -0.1875,       -0.1875
(247, 374),     -0.18743,       -0.18743
(46, 339),     -0.18707,       -0.18707
(57, 308),     -0.187,       -0.187
(133, 334),     -0.1869,       -0.1869
(23, 374),     -0.18638,       -0.18638
(98, 306),     -0.18616,       -0.18616
(30, 463),     -0.18615,       -0.18615
(252, 414),     -0.18607,       -0.18607
(160, 414),     -0.18583,       -0.18583
(24, 258),     -0.18583,       -0.18583
(246, 463),     -0.18581,       -0.18581
(63, 414),     -0.18575,       -0.18575
(22, 66),     -0.18552,       -0.18552
(7, 63),     -0.18545,       -0.18545
(70, 154),     -0.18519,       -0.18519
(133, 259),     -0.18507,       -0.18507
(27, 353),     -0.18493,       -0.18493
(300, 353),     -0.18487,       -0.18487
(292, 308),     -0.18485,       -0.18485
(28, 384),     -0.18478,       -0.18478
(65, 107),     -0.18469,       -0.18469
(23, 353),     -0.18449,       -0.18449
(157, 292),     -0.18443,       -0.18443
(155, 334),     -0.18399,       -0.18399
(110, 258),     -0.18371,       -0.18371
(276, 414),     -0.18327,       -0.18327
(7, 353),     -0.18322,       -0.18322
(153, 353),     -0.1832,       -0.1832
(24, 65),     -0.18313,       -0.18313
(28, 296),     -0.18286,       -0.18286
(300, 380),     -0.18281,       -0.18281
(252, 467),     -0.18279,       -0.18279
(276, 417),     -0.18264,       -0.18264
(7, 76),     -0.18256,       -0.18256
(30, 353),     -0.18249,       -0.18249
(98, 308),     -0.18231,       -0.18231
(24, 327),     -0.18216,       -0.18216
(300, 327),     -0.182,       -0.182
(25, 53),     -0.18168,       -0.18168
(25, 46),     -0.18142,       -0.18142
(23, 66),     -0.1808,       -0.1808
(29, 156),     -0.1803,       -0.1803
(70, 110),     -0.18017,       -0.18017
(7, 62),     -0.18005,       -0.18005
(7, 254),     -0.18004,       -0.18004
(300, 463),     -0.17975,       -0.17975
(144, 374),     -0.17967,       -0.17967
(61, 383),     -0.17939,       -0.17939
(159, 258),     -0.1793,       -0.1793
(55, 285),     -0.17922,       -0.17922
(156, 390),     -0.17913,       -0.17913
(22, 353),     -0.17912,       -0.17912
(260, 380),     -0.17907,       -0.17907
(163, 254),     -0.17901,       -0.17901
(300, 339),     -0.17882,       -0.17882
(7, 61),     -0.1788,       -0.1788
(243, 417),     -0.17857,       -0.17857
(158, 386),     -0.17847,       -0.17847
(163, 334),     -0.17832,       -0.17832
(7, 78),     -0.17825,       -0.17825
(53, 130),     -0.17798,       -0.17798
(293, 414),     -0.17783,       -0.17783
(153, 258),     -0.17773,       -0.17773
(27, 308),     -0.17766,       -0.17766
(255, 390),     -0.17763,       -0.17763
(246, 265),     -0.17731,       -0.17731
(193, 287),     -0.17727,       -0.17727
(23, 155),     -0.17719,       -0.17719
(246, 283),     -0.17667,       -0.17667
(300, 373),     -0.17666,       -0.17666
(161, 287),     -0.17643,       -0.17643
(98, 291),     -0.1764,       -0.1764
(63, 373),     -0.17639,       -0.17639
(63, 154),     -0.17637,       -0.17637
(145, 417),     -0.17632,       -0.17632
(173, 285),     -0.17623,       -0.17623
(159, 398),     -0.17605,       -0.17605
(27, 285),     -0.17595,       -0.17595
(28, 252),     -0.17578,       -0.17578
(159, 308),     -0.1756,       -0.1756
(173, 386),     -0.17533,       -0.17533
(161, 293),     -0.17527,       -0.17527
(98, 287),     -0.17523,       -0.17523
(22, 254),     -0.17515,       -0.17515
(24, 383),     -0.17498,       -0.17498
(249, 466),     -0.17489,       -0.17489
(23, 55),     -0.17486,       -0.17486
(35, 417),     -0.17478,       -0.17478
(154, 173),     -0.17419,       -0.17419
(28, 381),     -0.1739,       -0.1739
(110, 291),     -0.17389,       -0.17389
(25, 57),     -0.17361,       -0.17361
(7, 384),     -0.17358,       -0.17358
(29, 383),     -0.17358,       -0.17358
(105, 283),     -0.17352,       -0.17352
(25, 385),     -0.1735,       -0.1735
(24, 63),     -0.1731,       -0.1731
(124, 386),     -0.17296,       -0.17296
(246, 353),     -0.17271,       -0.17271
(145, 285),     -0.17258,       -0.17258
(154, 417),     -0.17244,       -0.17244
(254, 327),     -0.17234,       -0.17234
(339, 353),     -0.17198,       -0.17198
(28, 124),     -0.17195,       -0.17195
(70, 259),     -0.17189,       -0.17189
(265, 386),     -0.17182,       -0.17182
(56, 156),     -0.17171,       -0.17171
(33, 398),     -0.17153,       -0.17153
(155, 260),     -0.17137,       -0.17137
(29, 285),     -0.17133,       -0.17133
(30, 253),     -0.17127,       -0.17127
(22, 153),     -0.1712,       -0.1712
(155, 257),     -0.17098,       -0.17098
(25, 292),     -0.17086,       -0.17086
(252, 256),     -0.17083,       -0.17083
(154, 339),     -0.17076,       -0.17076
(105, 154),     -0.17075,       -0.17075
(154, 383),     -0.17054,       -0.17054
(265, 388),     -0.17054,       -0.17054
(25, 247),     -0.17042,       -0.17042
(249, 287),     -0.17031,       -0.17031
(52, 66),     -0.16991,       -0.16991
(65, 308),     -0.16983,       -0.16983
(156, 386),     -0.16977,       -0.16977
(7, 66),     -0.16976,       -0.16976
(35, 158),     -0.16971,       -0.16971
(66, 154),     -0.16965,       -0.16965
(25, 124),     -0.16957,       -0.16957
(56, 306),     -0.16887,       -0.16887
(53, 247),     -0.16868,       -0.16868
(130, 287),     -0.16866,       -0.16866
(246, 414),     -0.16866,       -0.16866
(161, 283),     -0.16865,       -0.16865
(157, 253),     -0.16861,       -0.16861
(98, 161),     -0.16856,       -0.16856
(26, 173),     -0.16852,       -0.16852
(23, 254),     -0.16808,       -0.16808
(155, 259),     -0.168,       -0.168
(26, 65),     -0.16793,       -0.16793
(246, 383),     -0.16781,       -0.16781
(300, 362),     -0.16779,       -0.16779
(257, 285),     -0.16775,       -0.16775
(260, 291),     -0.16773,       -0.16773
(124, 145),     -0.16765,       -0.16765
(159, 293),     -0.16751,       -0.16751
(334, 417),     -0.16739,       -0.16739
(52, 380),     -0.16738,       -0.16738
(63, 286),     -0.16682,       -0.16682
(52, 286),     -0.16677,       -0.16677
(160, 283),     -0.16669,       -0.16669
(300, 381),     -0.16645,       -0.16645
(28, 256),     -0.16634,       -0.16634
(287, 466),     -0.16607,       -0.16607
(53, 254),     -0.16548,       -0.16548
(380, 414),     -0.165,       -0.165
(22, 124),     -0.16486,       -0.16486
(253, 383),     -0.16453,       -0.16453
(70, 467),     -0.16446,       -0.16446
(145, 258),     -0.16434,       -0.16434
(70, 260),     -0.16425,       -0.16425
(76, 110),     -0.16402,       -0.16402
(145, 190),     -0.16386,       -0.16386
(63, 105),     -0.16378,       -0.16378
(56, 467),     -0.1637,       -0.1637
(105, 253),     -0.16344,       -0.16344
(373, 383),     -0.16337,       -0.16337
(254, 380),     -0.1633,       -0.1633
(260, 306),     -0.16328,       -0.16328
(46, 130),     -0.16313,       -0.16313
(253, 353),     -0.16299,       -0.16299
(98, 383),     -0.16285,       -0.16285
(130, 285),     -0.16268,       -0.16268
(7, 282),     -0.16261,       -0.16261
(293, 295),     -0.16256,       -0.16256
(46, 154),     -0.16251,       -0.16251
(292, 339),     -0.16248,       -0.16248
(252, 374),     -0.16237,       -0.16237
(52, 381),     -0.16216,       -0.16216
(24, 417),     -0.16187,       -0.16187
(260, 292),     -0.16179,       -0.16179
(158, 308),     -0.16166,       -0.16166
(163, 353),     -0.16144,       -0.16144
(52, 193),     -0.16136,       -0.16136
(27, 46),     -0.16133,       -0.16133
(300, 467),     -0.1612,       -0.1612
(133, 467),     -0.16119,       -0.16119
(62, 110),     -0.16118,       -0.16118
(276, 287),     -0.16116,       -0.16116
(76, 124),     -0.16106,       -0.16106
(291, 339),     -0.16098,       -0.16098
(24, 247),     -0.16093,       -0.16093
(158, 265),     -0.16059,       -0.16059
(160, 293),     -0.16058,       -0.16058
(25, 65),     -0.16054,       -0.16054
(35, 390),     -0.16027,       -0.16027
(291, 293),     -0.16016,       -0.16016
(306, 339),     -0.16007,       -0.16007
(26, 70),     -0.15996,       -0.15996
(61, 110),     -0.15991,       -0.15991
(308, 339),     -0.15983,       -0.15983
(173, 467),     -0.15967,       -0.15967
(76, 383),     -0.1596,       -0.1596
(23, 258),     -0.15954,       -0.15954
(78, 110),     -0.15935,       -0.15935
(61, 124),     -0.15929,       -0.15929
(107, 145),     -0.15909,       -0.15909
(249, 263),     -0.15903,       -0.15903
(327, 388),     -0.15902,       -0.15902
(105, 341),     -0.15893,       -0.15893
(35, 388),     -0.15885,       -0.15885
(76, 287),     -0.15864,       -0.15864
(76, 163),     -0.15852,       -0.15852
(24, 173),     -0.15845,       -0.15845
(254, 373),     -0.15833,       -0.15833
(65, 110),     -0.15817,       -0.15817
(26, 334),     -0.15813,       -0.15813
(130, 247),     -0.15803,       -0.15803
(62, 124),     -0.15801,       -0.15801
(33, 254),     -0.15795,       -0.15795
(173, 339),     -0.15778,       -0.15778
(55, 70),     -0.15772,       -0.15772
(53, 308),     -0.1577,       -0.1577
(52, 292),     -0.15761,       -0.15761
(339, 374),     -0.15757,       -0.15757
(46, 98),     -0.15747,       -0.15747
(29, 252),     -0.15746,       -0.15746
(70, 249),     -0.15725,       -0.15725
(153, 285),     -0.15715,       -0.15715
(66, 193),     -0.15715,       -0.15715
(155, 417),     -0.15692,       -0.15692
(260, 308),     -0.15655,       -0.15655
(63, 65),     -0.15638,       -0.15638
(78, 124),     -0.15636,       -0.15636
(30, 105),     -0.15632,       -0.15632
(130, 296),     -0.15602,       -0.15602
(252, 276),     -0.156,       -0.156
(293, 306),     -0.15594,       -0.15594
(293, 398),     -0.15582,       -0.15582
(62, 163),     -0.15567,       -0.15567
(144, 353),     -0.15561,       -0.15561
(26, 52),     -0.1556,       -0.1556
(265, 339),     -0.15522,       -0.15522
(163, 374),     -0.15515,       -0.15515
(63, 110),     -0.15515,       -0.15515
(105, 308),     -0.15513,       -0.15513
(105, 374),     -0.15509,       -0.15509
(252, 293),     -0.15509,       -0.15509
(61, 291),     -0.15502,       -0.15502
(28, 380),     -0.15502,       -0.15502
(105, 382),     -0.15462,       -0.15462
(300, 382),     -0.15462,       -0.15462
(61, 163),     -0.15436,       -0.15436
(253, 276),     -0.15433,       -0.15433
(292, 293),     -0.15417,       -0.15417
(110, 385),     -0.15417,       -0.15417
(23, 145),     -0.15416,       -0.15416
(252, 381),     -0.15415,       -0.15415
(7, 383),     -0.154,       -0.154
(28, 259),     -0.154,       -0.154
(157, 374),     -0.15397,       -0.15397
(292, 390),     -0.15383,       -0.15383
(76, 247),     -0.15376,       -0.15376
(78, 163),     -0.15362,       -0.15362
(260, 390),     -0.15349,       -0.15349
(29, 256),     -0.15344,       -0.15344
(173, 291),     -0.15325,       -0.15325
(243, 260),     -0.15323,       -0.15323
(253, 259),     -0.15317,       -0.15317
(252, 380),     -0.15295,       -0.15295
(26, 383),     -0.15289,       -0.15289
(7, 57),     -0.15275,       -0.15275
(291, 390),     -0.1526,       -0.1526
(246, 380),     -0.15258,       -0.15258
(158, 362),     -0.15244,       -0.15244
(107, 153),     -0.15171,       -0.15171
(249, 467),     -0.15161,       -0.15161
(306, 390),     -0.15154,       -0.15154
(341, 381),     -0.15145,       -0.15145
(157, 467),     -0.15127,       -0.15127
(300, 390),     -0.15123,       -0.15123
(308, 390),     -0.15118,       -0.15118
(61, 247),     -0.15117,       -0.15117
(160, 398),     -0.15112,       -0.15112
(145, 353),     -0.15089,       -0.15089
(130, 339),     -0.15084,       -0.15084
(7, 374),     -0.1507,       -0.1507
(22, 258),     -0.15047,       -0.15047
(23, 417),     -0.15039,       -0.15039
(110, 417),     -0.15024,       -0.15024
(63, 295),     -0.15008,       -0.15008
(55, 154),     -0.15007,       -0.15007
(29, 398),     -0.15006,       -0.15006
(62, 247),     -0.14992,       -0.14992
(259, 374),     -0.14991,       -0.14991
(27, 124),     -0.14974,       -0.14974
(30, 265),     -0.1492,       -0.1492
(160, 287),     -0.14908,       -0.14908
(76, 246),     -0.14903,       -0.14903
(30, 145),     -0.14875,       -0.14875
(158, 382),     -0.1487,       -0.1487
(26, 282),     -0.14846,       -0.14846
(161, 382),     -0.14835,       -0.14835
(28, 382),     -0.14821,       -0.14821
(144, 291),     -0.14811,       -0.14811
(145, 295),     -0.14809,       -0.14809
(107, 282),     -0.14804,       -0.14804
(158, 381),     -0.14803,       -0.14803
(26, 53),     -0.14781,       -0.14781
(78, 247),     -0.14759,       -0.14759
(373, 466),     -0.14744,       -0.14744
(163, 265),     -0.14743,       -0.14743
(66, 336),     -0.14695,       -0.14695
(252, 259),     -0.14691,       -0.14691
(110, 163),     -0.14682,       -0.14682
(155, 190),     -0.14672,       -0.14672
(265, 373),     -0.14671,       -0.14671
(255, 339),     -0.14646,       -0.14646
(293, 308),     -0.14632,       -0.14632
(291, 388),     -0.14628,       -0.14628
(28, 52),     -0.14602,       -0.14602
(55, 157),     -0.14598,       -0.14598
(66, 130),     -0.14597,       -0.14597
(7, 308),     -0.14585,       -0.14585
(62, 246),     -0.14575,       -0.14575
(380, 398),     -0.14553,       -0.14553
(61, 246),     -0.14542,       -0.14542
(30, 156),     -0.14542,       -0.14542
(29, 124),     -0.14473,       -0.14473
(243, 259),     -0.14455,       -0.14455
(22, 417),     -0.14437,       -0.14437
(57, 124),     -0.14428,       -0.14428
(252, 398),     -0.14419,       -0.14419
(78, 246),     -0.1439,       -0.1439
(24, 385),     -0.14387,       -0.14387
(161, 362),     -0.14378,       -0.14378
(380, 463),     -0.14372,       -0.14372
(35, 466),     -0.14366,       -0.14366
(33, 52),     -0.14332,       -0.14332
(24, 105),     -0.14306,       -0.14306
(63, 265),     -0.14282,       -0.14282
(29, 381),     -0.14269,       -0.14269
(160, 383),     -0.14259,       -0.14259
(306, 388),     -0.14229,       -0.14229
(124, 390),     -0.14173,       -0.14173
(292, 388),     -0.14168,       -0.14168
(63, 384),     -0.1416,       -0.1416
(249, 265),     -0.14134,       -0.14134
(65, 130),     -0.14056,       -0.14056
(55, 336),     -0.14025,       -0.14025
(153, 193),     -0.14021,       -0.14021
(155, 467),     -0.13998,       -0.13998
(144, 285),     -0.13984,       -0.13984
(156, 163),     -0.13977,       -0.13977
(153, 385),     -0.13971,       -0.13971
(161, 286),     -0.13955,       -0.13955
(253, 293),     -0.1392,       -0.1392
(46, 107),     -0.13919,       -0.13919
(65, 286),     -0.13907,       -0.13907
(61, 306),     -0.13853,       -0.13853
(153, 295),     -0.13852,       -0.13852
(161, 381),     -0.13849,       -0.13849
(259, 291),     -0.13813,       -0.13813
(243, 257),     -0.13809,       -0.13809
(98, 300),     -0.13802,       -0.13802
(52, 341),     -0.13781,       -0.13781
(107, 247),     -0.13771,       -0.13771
(160, 353),     -0.13765,       -0.13765
(173, 373),     -0.13752,       -0.13752
(46, 259),     -0.13735,       -0.13735
(381, 414),     -0.1372,       -0.1372
(98, 373),     -0.13714,       -0.13714
(52, 253),     -0.13712,       -0.13712
(308, 388),     -0.13696,       -0.13696
(29, 353),     -0.13676,       -0.13676
(154, 257),     -0.13644,       -0.13644
(53, 193),     -0.13639,       -0.13639
(29, 414),     -0.13629,       -0.13629
(259, 380),     -0.13617,       -0.13617
(256, 276),     -0.13609,       -0.13609
(144, 258),     -0.13598,       -0.13598
(107, 193),     -0.13588,       -0.13588
(7, 334),     -0.13582,       -0.13582
(256, 293),     -0.13572,       -0.13572
(153, 265),     -0.13568,       -0.13568
(161, 341),     -0.13567,       -0.13567
(161, 256),     -0.135,       -0.135
(161, 353),     -0.13488,       -0.13488
(246, 253),     -0.13453,       -0.13453
(112, 258),     -0.13453,       -0.13453
(253, 463),     -0.13447,       -0.13447
(33, 374),     -0.13441,       -0.13441
(33, 384),     -0.13422,       -0.13422
(53, 66),     -0.13407,       -0.13407
(293, 341),     -0.13407,       -0.13407
(158, 463),     -0.13384,       -0.13384
(65, 155),     -0.13382,       -0.13382
(56, 295),     -0.13373,       -0.13373
(157, 308),     -0.13367,       -0.13367
(76, 144),     -0.13349,       -0.13349
(253, 374),     -0.13343,       -0.13343
(65, 247),     -0.13309,       -0.13309
(26, 63),     -0.13303,       -0.13303
(256, 260),     -0.13294,       -0.13294
(276, 341),     -0.13292,       -0.13292
(112, 260),     -0.13284,       -0.13284
(105, 247),     -0.13283,       -0.13283
(160, 385),     -0.13281,       -0.13281
(30, 53),     -0.13267,       -0.13267
(157, 334),     -0.13266,       -0.13266
(29, 144),     -0.13259,       -0.13259
