Comparing the following files: 
kelly_front_s2_v2/,  hadleigh_front_s2_v2/,  

Correlation cuttoff is 1
landmark(s),  kelly_front_s2_v2_vs_hadleigh_front_s2_v2,  average
(190, 287),     -0.07559,       -0.07559
(27, 46),     -0.07551,       -0.07551
(254, 384),     -0.07543,       -0.07543
(327, 387),     -0.07517,       -0.07517
(7, 24),     -0.07487,       -0.07487
(22, 65),     -0.07486,       -0.07486
(255, 260),     -0.07457,       -0.07457
(22, 193),     -0.07422,       -0.07422
(29, 130),     -0.0741,       -0.0741
(190, 327),     -0.07402,       -0.07402
(24, 105),     -0.07389,       -0.07389
(153, 159),     -0.0733,       -0.0733
(28, 112),     -0.0731,       -0.0731
(65, 417),     -0.07307,       -0.07307
(26, 46),     -0.07291,       -0.07291
(26, 145),     -0.07262,       -0.07262
(258, 295),     -0.0726,       -0.0726
(243, 295),     -0.07249,       -0.07249
(359, 381),     -0.07248,       -0.07248
(27, 130),     -0.07204,       -0.07204
(252, 276),     -0.07198,       -0.07198
(155, 336),     -0.07194,       -0.07194
(7, 387),     -0.07192,       -0.07192
(285, 417),     -0.07163,       -0.07163
(336, 387),     -0.07149,       -0.07149
(145, 327),     -0.07144,       -0.07144
(124, 153),     -0.07113,       -0.07113
(283, 467),     -0.071,       -0.071
(112, 296),     -0.07084,       -0.07084
(256, 359),     -0.06938,       -0.06938
(25, 55),     -0.06933,       -0.06933
(256, 380),     -0.06924,       -0.06924
(66, 287),     -0.0691,       -0.0691
(286, 398),     -0.06875,       -0.06875
(252, 263),     -0.06849,       -0.06849
(133, 336),     -0.06848,       -0.06848
(286, 295),     -0.06806,       -0.06806
(56, 190),     -0.0676,       -0.0676
(252, 286),     -0.06732,       -0.06732
(161, 252),     -0.06729,       -0.06729
(27, 53),     -0.06711,       -0.06711
(145, 336),     -0.06707,       -0.06707
(29, 98),     -0.0666,       -0.0666
(66, 110),     -0.06621,       -0.06621
(112, 362),     -0.06618,       -0.06618
(161, 417),     -0.06617,       -0.06617
(158, 243),     -0.06562,       -0.06562
(249, 276),     -0.0655,       -0.0655
(23, 124),     -0.06547,       -0.06547
(28, 133),     -0.06536,       -0.06536
(156, 190),     -0.06534,       -0.06534
(380, 384),     -0.06522,       -0.06522
(253, 276),     -0.06522,       -0.06522
(56, 156),     -0.06488,       -0.06488
(293, 339),     -0.06479,       -0.06479
(112, 336),     -0.0644,       -0.0644
(53, 105),     -0.06437,       -0.06437
(33, 130),     -0.06401,       -0.06401
(22, 46),     -0.06387,       -0.06387
(25, 53),     -0.06375,       -0.06375
(27, 98),     -0.06373,       -0.06373
(296, 388),     -0.06365,       -0.06365
(163, 387),     -0.0636,       -0.0636
(145, 155),     -0.06356,       -0.06356
(65, 327),     -0.06345,       -0.06345
(28, 173),     -0.06283,       -0.06283
(35, 154),     -0.06271,       -0.06271
(161, 246),     -0.06243,       -0.06243
(24, 28),     -0.06239,       -0.06239
(193, 336),     -0.06228,       -0.06228
(163, 385),     -0.06222,       -0.06222
(52, 286),     -0.06218,       -0.06218
(341, 380),     -0.06203,       -0.06203
(259, 265),     -0.06201,       -0.06201
(110, 385),     -0.06199,       -0.06199
(25, 153),     -0.06174,       -0.06174
(246, 252),     -0.06165,       -0.06165
(155, 296),     -0.06148,       -0.06148
(243, 382),     -0.06137,       -0.06137
(27, 33),     -0.06128,       -0.06128
(46, 105),     -0.06126,       -0.06126
(283, 353),     -0.06123,       -0.06123
(282, 388),     -0.06117,       -0.06117
(24, 193),     -0.06079,       -0.06079
(254, 293),     -0.06053,       -0.06053
(112, 295),     -0.06048,       -0.06048
(24, 124),     -0.06043,       -0.06043
(23, 46),     -0.05976,       -0.05976
(25, 387),     -0.05975,       -0.05975
(25, 105),     -0.05966,       -0.05966
(25, 66),     -0.05945,       -0.05945
(158, 417),     -0.05939,       -0.05939
(35, 282),     -0.05938,       -0.05938
(53, 173),     -0.05932,       -0.05932
(193, 295),     -0.05884,       -0.05884
(161, 253),     -0.05881,       -0.05881
(336, 417),     -0.05878,       -0.05878
(155, 156),     -0.05847,       -0.05847
(26, 124),     -0.05832,       -0.05832
(295, 466),     -0.05757,       -0.05757
(144, 285),     -0.05756,       -0.05756
(259, 276),     -0.05744,       -0.05744
(156, 243),     -0.05738,       -0.05738
(398, 467),     -0.05723,       -0.05723
(98, 157),     -0.05696,       -0.05696
(144, 296),     -0.0567,       -0.0567
(295, 373),     -0.05669,       -0.05669
(133, 156),     -0.05652,       -0.05652
(144, 386),     -0.0565,       -0.0565
(255, 293),     -0.05602,       -0.05602
(130, 158),     -0.05599,       -0.05599
(258, 339),     -0.05572,       -0.05572
(133, 296),     -0.05571,       -0.05571
(246, 253),     -0.05544,       -0.05544
(29, 46),     -0.05537,       -0.05537
(373, 385),     -0.05537,       -0.05537
(56, 246),     -0.05495,       -0.05495
(70, 296),     -0.05486,       -0.05486
(260, 265),     -0.05479,       -0.05479
(145, 158),     -0.05467,       -0.05467
(154, 463),     -0.05455,       -0.05455
(381, 384),     -0.05427,       -0.05427
(52, 463),     -0.05402,       -0.05402
(293, 414),     -0.05387,       -0.05387
(257, 417),     -0.05358,       -0.05358
(28, 155),     -0.05335,       -0.05335
(362, 414),     -0.05318,       -0.05318
(33, 157),     -0.05268,       -0.05268
(66, 173),     -0.05233,       -0.05233
(249, 374),     -0.05233,       -0.05233
(98, 257),     -0.0522,       -0.0522
(300, 383),     -0.05212,       -0.05212
(243, 285),     -0.05201,       -0.05201
(55, 193),     -0.05186,       -0.05186
(336, 384),     -0.05168,       -0.05168
(26, 63),     -0.05167,       -0.05167
(124, 160),     -0.05158,       -0.05158
(35, 334),     -0.05123,       -0.05123
(258, 390),     -0.05085,       -0.05085
(246, 256),     -0.05081,       -0.05081
(23, 26),     -0.05058,       -0.05058
(161, 256),     -0.05035,       -0.05035
(258, 265),     -0.04995,       -0.04995
(110, 387),     -0.04988,       -0.04988
(285, 295),     -0.04975,       -0.04975
(258, 285),     -0.0497,       -0.0497
(339, 385),     -0.04947,       -0.04947
(154, 336),     -0.04933,       -0.04933
(193, 285),     -0.04933,       -0.04933
(29, 35),     -0.04919,       -0.04919
(255, 387),     -0.04893,       -0.04893
(257, 265),     -0.04853,       -0.04853
(276, 467),     -0.04836,       -0.04836
(25, 385),     -0.04828,       -0.04828
(105, 173),     -0.04822,       -0.04822
(163, 296),     -0.04789,       -0.04789
(22, 124),     -0.04769,       -0.04769
(62, 76),     -0.04734,       -0.04734
(112, 285),     -0.04714,       -0.04714
(35, 386),     -0.04693,       -0.04693
(373, 390),     -0.04688,       -0.04688
(255, 263),     -0.04641,       -0.04641
(265, 359),     -0.0462,       -0.0462
(359, 463),     -0.04608,       -0.04608
(253, 286),     -0.04525,       -0.04525
(285, 286),     -0.04522,       -0.04522
(285, 296),     -0.04459,       -0.04459
(33, 387),     -0.04453,       -0.04453
(145, 156),     -0.04445,       -0.04445
(263, 293),     -0.04445,       -0.04445
(26, 66),     -0.04432,       -0.04432
(286, 334),     -0.04406,       -0.04406
(193, 296),     -0.04383,       -0.04383
(145, 296),     -0.04281,       -0.04281
(70, 144),     -0.04265,       -0.04265
(23, 28),     -0.04263,       -0.04263
(53, 463),     -0.04251,       -0.04251
(282, 286),     -0.04246,       -0.04246
(260, 283),     -0.04179,       -0.04179
(286, 373),     -0.04088,       -0.04088
(55, 110),     -0.04065,       -0.04065
(263, 380),     -0.04038,       -0.04038
(263, 276),     -0.03998,       -0.03998
(52, 414),     -0.0399,       -0.0399
(190, 398),     -0.03982,       -0.03982
(296, 387),     -0.03968,       -0.03968
(107, 193),     -0.03956,       -0.03956
(145, 285),     -0.03946,       -0.03946
(259, 260),     -0.03936,       -0.03936
(7, 107),     -0.0393,       -0.0393
(254, 276),     -0.0393,       -0.0393
(35, 55),     -0.03898,       -0.03898
(388, 414),     -0.03848,       -0.03848
(24, 66),     -0.03844,       -0.03844
(265, 387),     -0.03833,       -0.03833
(24, 112),     -0.03802,       -0.03802
(23, 66),     -0.03783,       -0.03783
(283, 466),     -0.03753,       -0.03753
(246, 341),     -0.03751,       -0.03751
(35, 414),     -0.03738,       -0.03738
(161, 193),     -0.03728,       -0.03728
(383, 386),     -0.03721,       -0.03721
(27, 35),     -0.0372,       -0.0372
(265, 467),     -0.03698,       -0.03698
(144, 295),     -0.03667,       -0.03667
(23, 158),     -0.0363,       -0.0363
(154, 296),     -0.03616,       -0.03616
(33, 161),     -0.03601,       -0.03601
(155, 295),     -0.03599,       -0.03599
(30, 98),     -0.03565,       -0.03565
(254, 339),     -0.03556,       -0.03556
(153, 336),     -0.03555,       -0.03555
(7, 385),     -0.03539,       -0.03539
(276, 339),     -0.03518,       -0.03518
(263, 265),     -0.03508,       -0.03508
(35, 385),     -0.03493,       -0.03493
(55, 190),     -0.03475,       -0.03475
(66, 286),     -0.03466,       -0.03466
(22, 63),     -0.03434,       -0.03434
(98, 384),     -0.03434,       -0.03434
(30, 256),     -0.03401,       -0.03401
(156, 163),     -0.03382,       -0.03382
(153, 287),     -0.03378,       -0.03378
(29, 33),     -0.03374,       -0.03374
(24, 386),     -0.03373,       -0.03373
(70, 145),     -0.03362,       -0.03362
(282, 359),     -0.03276,       -0.03276
(163, 285),     -0.03251,       -0.03251
(327, 384),     -0.03241,       -0.03241
(110, 336),     -0.03236,       -0.03236
(384, 414),     -0.03216,       -0.03216
(98, 259),     -0.03215,       -0.03215
(144, 385),     -0.03209,       -0.03209
(23, 63),     -0.03208,       -0.03208
(112, 156),     -0.03206,       -0.03206
(70, 155),     -0.03146,       -0.03146
(255, 257),     -0.03091,       -0.03091
(26, 296),     -0.03089,       -0.03089
(35, 286),     -0.03082,       -0.03082
(30, 341),     -0.03066,       -0.03066
(258, 336),     -0.0306,       -0.0306
(53, 247),     -0.03026,       -0.03026
(249, 253),     -0.03023,       -0.03023
(56, 110),     -0.03003,       -0.03003
(246, 254),     -0.0296,       -0.0296
(155, 285),     -0.02936,       -0.02936
(161, 341),     -0.02931,       -0.02931
(133, 295),     -0.02916,       -0.02916
(62, 327),     -0.02898,       -0.02898
(263, 382),     -0.02872,       -0.02872
(286, 417),     -0.02818,       -0.02818
(258, 417),     -0.02776,       -0.02776
(296, 339),     -0.02752,       -0.02752
(246, 463),     -0.02727,       -0.02727
(76, 327),     -0.02712,       -0.02712
(161, 254),     -0.02699,       -0.02699
(22, 144),     -0.02686,       -0.02686
(33, 386),     -0.02684,       -0.02684
(353, 386),     -0.02673,       -0.02673
(124, 285),     -0.02664,       -0.02664
(163, 295),     -0.02663,       -0.02663
(98, 388),     -0.02659,       -0.02659
(78, 327),     -0.02632,       -0.02632
(24, 156),     -0.02625,       -0.02625
(25, 336),     -0.02609,       -0.02609
(383, 387),     -0.02597,       -0.02597
(107, 145),     -0.02588,       -0.02588
(124, 159),     -0.02563,       -0.02563
(25, 107),     -0.02541,       -0.02541
(334, 466),     -0.02531,       -0.02531
(22, 66),     -0.02499,       -0.02499
(33, 252),     -0.02495,       -0.02495
(257, 327),     -0.02491,       -0.02491
(24, 46),     -0.02483,       -0.02483
(414, 417),     -0.02479,       -0.02479
(33, 253),     -0.02415,       -0.02415
(26, 295),     -0.02359,       -0.02359
(105, 130),     -0.02344,       -0.02344
(249, 257),     -0.02338,       -0.02338
(7, 55),     -0.0232,       -0.0232
(133, 382),     -0.02312,       -0.02312
(145, 295),     -0.02292,       -0.02292
(107, 286),     -0.02263,       -0.02263
(107, 258),     -0.02259,       -0.02259
(110, 124),     -0.02228,       -0.02228
(283, 334),     -0.02227,       -0.02227
(265, 286),     -0.02223,       -0.02223
(107, 124),     -0.02196,       -0.02196
(30, 463),     -0.02186,       -0.02186
(30, 252),     -0.02166,       -0.02166
(55, 145),     -0.02158,       -0.02158
(285, 306),     -0.02138,       -0.02138
(398, 466),     -0.02121,       -0.02121
(259, 293),     -0.02121,       -0.02121
(24, 157),     -0.02103,       -0.02103
(161, 463),     -0.02073,       -0.02073
(24, 35),     -0.02068,       -0.02068
(61, 327),     -0.02065,       -0.02065
(112, 158),     -0.02062,       -0.02062
(246, 387),     -0.02046,       -0.02046
(112, 287),     -0.02016,       -0.02016
(28, 98),     -0.02007,       -0.02007
(145, 193),     -0.02004,       -0.02004
(258, 296),     -0.02004,       -0.02004
(254, 286),     -0.01991,       -0.01991
(153, 296),     -0.01964,       -0.01964
(327, 388),     -0.0194,       -0.0194
(144, 387),     -0.0193,       -0.0193
(154, 285),     -0.01924,       -0.01924
(33, 98),     -0.01889,       -0.01889
(260, 293),     -0.01888,       -0.01888
(257, 334),     -0.01872,       -0.01872
(339, 384),     -0.01866,       -0.01866
(263, 341),     -0.01848,       -0.01848
(26, 336),     -0.0182,       -0.0182
(256, 263),     -0.01819,       -0.01819
(243, 341),     -0.01799,       -0.01799
(255, 467),     -0.01778,       -0.01778
(107, 110),     -0.01776,       -0.01776
(70, 243),     -0.01772,       -0.01772
(26, 287),     -0.01769,       -0.01769
(259, 334),     -0.01765,       -0.01765
(306, 336),     -0.01744,       -0.01744
(259, 417),     -0.01713,       -0.01713
(258, 327),     -0.0171,       -0.0171
(247, 256),     -0.01703,       -0.01703
(52, 341),     -0.01697,       -0.01697
(276, 334),     -0.01696,       -0.01696
(153, 154),     -0.01695,       -0.01695
(243, 287),     -0.01664,       -0.01664
(285, 291),     -0.01626,       -0.01626
(23, 287),     -0.01611,       -0.01611
(23, 156),     -0.0157,       -0.0157
(46, 63),     -0.01536,       -0.01536
(243, 282),     -0.01513,       -0.01513
(193, 282),     -0.01495,       -0.01495
(265, 466),     -0.01459,       -0.01459
(334, 417),     -0.01441,       -0.01441
(353, 387),     -0.01426,       -0.01426
(26, 28),     -0.01395,       -0.01395
(124, 295),     -0.01369,       -0.01369
(246, 386),     -0.01368,       -0.01368
(112, 282),     -0.01366,       -0.01366
(286, 467),     -0.01345,       -0.01345
(29, 256),     -0.01341,       -0.01341
(285, 292),     -0.01337,       -0.01337
(33, 256),     -0.01326,       -0.01326
(247, 252),     -0.01322,       -0.01322
(249, 254),     -0.01307,       -0.01307
(154, 295),     -0.0129,       -0.0129
(33, 246),     -0.01274,       -0.01274
(292, 336),     -0.01272,       -0.01272
(105, 463),     -0.01271,       -0.01271
(373, 384),     -0.01262,       -0.01262
(160, 252),     -0.01257,       -0.01257
(70, 133),     -0.01238,       -0.01238
(133, 158),     -0.01234,       -0.01234
(24, 385),     -0.01225,       -0.01225
(7, 336),     -0.01199,       -0.01199
(28, 153),     -0.01142,       -0.01142
(63, 190),     -0.01101,       -0.01101
(247, 341),     -0.011,       -0.011
(154, 156),     -0.01078,       -0.01078
(98, 258),     -0.01067,       -0.01067
(66, 327),     -0.01032,       -0.01032
(53, 417),     -0.01029,       -0.01029
(255, 276),     -0.01016,       -0.01016
(291, 336),     -0.01011,       -0.01011
(173, 414),     -0.0099,       -0.0099
(7, 388),     -0.00929,       -0.00929
(63, 193),     -0.00922,       -0.00922
(35, 387),     -0.00908,       -0.00908
(153, 285),     -0.00881,       -0.00881
(249, 265),     -0.00871,       -0.00871
(52, 398),     -0.00865,       -0.00865
(23, 163),     -0.00864,       -0.00864
(265, 388),     -0.00858,       -0.00858
(130, 387),     -0.00855,       -0.00855
(173, 463),     -0.00841,       -0.00841
(29, 341),     -0.00816,       -0.00816
(53, 341),     -0.00815,       -0.00815
(156, 282),     -0.00706,       -0.00706
(28, 154),     -0.00702,       -0.00702
(293, 398),     -0.00693,       -0.00693
(24, 63),     -0.00677,       -0.00677
(70, 112),     -0.00676,       -0.00676
(156, 285),     -0.00658,       -0.00658
(33, 254),     -0.00652,       -0.00652
(374, 398),     -0.00616,       -0.00616
(24, 173),     -0.00609,       -0.00609
(110, 285),     -0.00599,       -0.00599
(296, 466),     -0.00541,       -0.00541
(52, 362),     -0.00526,       -0.00526
(28, 52),     -0.00516,       -0.00516
(70, 154),     -0.00507,       -0.00507
(173, 362),     -0.00497,       -0.00497
(247, 336),     -0.00418,       -0.00418
(107, 385),     -0.00393,       -0.00393
(29, 463),     -0.00378,       -0.00378
(33, 388),     -0.00366,       -0.00366
(56, 243),     -0.00356,       -0.00356
(246, 374),     -0.00347,       -0.00347
(308, 336),     -0.00291,       -0.00291
(160, 253),     -0.0029,       -0.0029
(163, 257),     -0.00285,       -0.00285
(295, 339),     -0.00281,       -0.00281
(154, 287),     -0.00276,       -0.00276
(257, 282),     -0.00276,       -0.00276
(145, 190),     -0.00224,       -0.00224
(23, 336),     -0.00223,       -0.00223
(70, 163),     -0.00203,       -0.00203
(24, 336),     -0.00156,       -0.00156
(285, 308),     -0.00137,       -0.00137
(154, 362),     -0.00136,       -0.00136
(254, 398),     -0.00136,       -0.00136
(282, 293),     -0.00122,       -0.00122
(53, 362),     -0.00116,       -0.00116
(296, 390),     -0.00095,       -0.00095
(381, 414),     -0.00093,       -0.00093
(145, 173),     -0.00083,       -0.00083
(35, 258),     -0.00076,       -0.00076
(65, 385),     -0.00076,       -0.00076
(130, 252),     -0.00059,       -0.00059
(26, 156),     -0.00038,       -0.00038
(26, 285),     -0.00026,       -0.00026
(243, 334),     -0.00021,       -0.00021
(110, 296),     -3e-05,       -3e-05
(145, 243),     6e-05,       6e-05
(7, 63),     0.00019,       0.00019
(256, 414),     0.00028,       0.00028
(295, 327),     0.00043,       0.00043
(130, 157),     0.00054,       0.00054
(22, 296),     0.00061,       0.00061
(243, 414),     0.00077,       0.00077
(46, 107),     0.00079,       0.00079
(124, 173),     0.00088,       0.00088
(65, 384),     0.00096,       0.00096
(133, 287),     0.00099,       0.00099
(46, 110),     0.00106,       0.00106
(153, 295),     0.0011,       0.0011
(190, 336),     0.00138,       0.00138
(105, 417),     0.00158,       0.00158
(29, 252),     0.00169,       0.00169
(256, 398),     0.00179,       0.00179
(282, 467),     0.00179,       0.00179
(130, 253),     0.00181,       0.00181
(52, 384),     0.00197,       0.00197
(30, 46),     0.00198,       0.00198
(243, 398),     0.00198,       0.00198
(153, 156),     0.002,       0.002
(23, 296),     0.00202,       0.00202
(246, 380),     0.00212,       0.00212
(56, 145),     0.00244,       0.00244
(24, 387),     0.00248,       0.00248
(66, 417),     0.00257,       0.00257
(70, 153),     0.00262,       0.00262
(55, 385),     0.00274,       0.00274
(23, 35),     0.00299,       0.00299
(22, 28),     0.0031,       0.0031
(247, 253),     0.00319,       0.00319
(144, 282),     0.00353,       0.00353
(33, 341),     0.00357,       0.00357
(46, 296),     0.00366,       0.00366
(33, 374),     0.00372,       0.00372
(7, 46),     0.00387,       0.00387
(53, 130),     0.00388,       0.00388
(22, 336),     0.00423,       0.00423
(30, 253),     0.00439,       0.00439
(263, 362),     0.00439,       0.00439
(98, 130),     0.00443,       0.00443
(133, 285),     0.00444,       0.00444
(382, 398),     0.00489,       0.00489
(107, 190),     0.0052,       0.0052
(22, 287),     0.00547,       0.00547
(24, 155),     0.00576,       0.00576
(98, 247),     0.00579,       0.00579
(63, 110),     0.00589,       0.00589
(63, 463),     0.00593,       0.00593
(286, 296),     0.00607,       0.00607
(161, 386),     0.00651,       0.00651
(263, 381),     0.0069,       0.0069
(46, 247),     0.00726,       0.00726
(35, 384),     0.00745,       0.00745
(246, 362),     0.00748,       0.00748
(35, 130),     0.00755,       0.00755
(110, 295),     0.00756,       0.00756
(259, 467),     0.00775,       0.00775
(295, 300),     0.00789,       0.00789
(161, 380),     0.00808,       0.00808
(52, 256),     0.0083,       0.0083
(22, 35),     0.0084,       0.0084
(144, 257),     0.00843,       0.00843
(259, 327),     0.0087,       0.0087
(283, 383),     0.00878,       0.00878
(163, 384),     0.00886,       0.00886
(161, 374),     0.009,       0.009
(53, 414),     0.00901,       0.00901
(161, 387),     0.00949,       0.00949
(110, 153),     0.01012,       0.01012
(374, 381),     0.01018,       0.01018
(23, 295),     0.01025,       0.01025
(22, 295),     0.01028,       0.01028
(98, 295),     0.01031,       0.01031
(112, 334),     0.01052,       0.01052
(56, 414),     0.01061,       0.01061
(353, 382),     0.0107,       0.0107
(35, 283),     0.01076,       0.01076
(130, 159),     0.0108,       0.0108
(124, 161),     0.01085,       0.01085
(247, 463),     0.01092,       0.01092
(258, 467),     0.01098,       0.01098
(144, 334),     0.01104,       0.01104
(296, 327),     0.01109,       0.01109
(105, 286),     0.01112,       0.01112
(22, 156),     0.01118,       0.01118
(98, 260),     0.01119,       0.01119
(24, 296),     0.01139,       0.01139
(110, 156),     0.01146,       0.01146
(98, 282),     0.01149,       0.01149
(253, 398),     0.01174,       0.01174
(160, 256),     0.01184,       0.01184
(163, 388),     0.01195,       0.01195
(33, 373),     0.01204,       0.01204
(23, 386),     0.01217,       0.01217
(55, 124),     0.01219,       0.01219
(382, 414),     0.01249,       0.01249
(291, 308),     0.01262,       0.01262
(257, 296),     0.01271,       0.01271
(26, 282),     0.01282,       0.01282
(381, 398),     0.01287,       0.01287
(386, 390),     0.01294,       0.01294
(130, 256),     0.01311,       0.01311
(30, 336),     0.01341,       0.01341
(46, 190),     0.01431,       0.01431
(25, 388),     0.01452,       0.01452
(156, 160),     0.01473,       0.01473
(27, 247),     0.01483,       0.01483
(374, 414),     0.01487,       0.01487
(145, 282),     0.01531,       0.01531
(145, 157),     0.01533,       0.01533
(286, 339),     0.01575,       0.01575
(52, 130),     0.01616,       0.01616
(56, 417),     0.01618,       0.01618
(336, 388),     0.01633,       0.01633
(283, 417),     0.0164,       0.0164
(287, 386),     0.01643,       0.01643
(35, 107),     0.01654,       0.01654
(107, 133),     0.01673,       0.01673
(26, 153),     0.01674,       0.01674
(257, 260),     0.01701,       0.01701
(190, 296),     0.01718,       0.01718
(257, 295),     0.01733,       0.01733
(28, 246),     0.01739,       0.01739
(24, 295),     0.01742,       0.01742
(380, 398),     0.01749,       0.01749
(156, 159),     0.01751,       0.01751
(276, 353),     0.01758,       0.01758
(163, 282),     0.01803,       0.01803
(7, 25),     0.01808,       0.01808
(155, 158),     0.01823,       0.01823
(155, 382),     0.01832,       0.01832
(161, 362),     0.01837,       0.01837
(112, 341),     0.01854,       0.01854
(155, 287),     0.0188,       0.0188
(153, 327),     0.01883,       0.01883
(163, 334),     0.01885,       0.01885
(287, 385),     0.01892,       0.01892
(286, 327),     0.01896,       0.01896
(56, 98),     0.01898,       0.01898
(110, 384),     0.01902,       0.01902
(155, 282),     0.01908,       0.01908
(160, 247),     0.01919,       0.01919
(130, 386),     0.01942,       0.01942
(285, 327),     0.01944,       0.01944
(161, 398),     0.01966,       0.01966
(327, 336),     0.01997,       0.01997
(380, 414),     0.02011,       0.02011
(190, 295),     0.02015,       0.02015
(105, 247),     0.02026,       0.02026
(7, 296),     0.02061,       0.02061
(7, 257),     0.02063,       0.02063
(282, 327),     0.02091,       0.02091
(163, 259),     0.02114,       0.02114
(27, 156),     0.02134,       0.02134
(255, 258),     0.0214,       0.0214
(300, 382),     0.02153,       0.02153
(296, 384),     0.02167,       0.02167
(243, 257),     0.0217,       0.0217
(33, 380),     0.02172,       0.02172
(53, 256),     0.0218,       0.0218
(157, 414),     0.02186,       0.02186
(193, 257),     0.0219,       0.0219
(112, 153),     0.02197,       0.02197
(23, 285),     0.02199,       0.02199
(163, 258),     0.02218,       0.02218
(265, 386),     0.02224,       0.02224
(24, 285),     0.02233,       0.02233
(246, 373),     0.02235,       0.02235
(276, 414),     0.02254,       0.02254
(107, 155),     0.02256,       0.02256
(24, 56),     0.02301,       0.02301
(145, 386),     0.02329,       0.02329
(130, 254),     0.02347,       0.02347
(265, 353),     0.02348,       0.02348
(339, 398),     0.02355,       0.02355
(133, 145),     0.02393,       0.02393
(341, 374),     0.02393,       0.02393
(285, 388),     0.02402,       0.02402
(255, 265),     0.02406,       0.02406
(30, 362),     0.02443,       0.02443
(130, 374),     0.02504,       0.02504
(26, 70),     0.02506,       0.02506
(7, 124),     0.02548,       0.02548
(133, 327),     0.0255,       0.0255
(24, 154),     0.02589,       0.02589
(130, 336),     0.02602,       0.02602
(155, 334),     0.02609,       0.02609
(156, 173),     0.02627,       0.02627
(353, 388),     0.02627,       0.02627
(246, 381),     0.02632,       0.02632
(282, 383),     0.02661,       0.02661
(110, 257),     0.02671,       0.02671
(156, 293),     0.02714,       0.02714
(55, 133),     0.02764,       0.02764
(24, 107),     0.02781,       0.02781
(98, 296),     0.02793,       0.02793
(161, 414),     0.028,       0.028
(107, 243),     0.02879,       0.02879
(145, 334),     0.02884,       0.02884
(25, 296),     0.02955,       0.02955
(130, 388),     0.02972,       0.02972
(22, 285),     0.02977,       0.02977
(22, 417),     0.02979,       0.02979
(22, 327),     0.03003,       0.03003
(23, 417),     0.03021,       0.03021
(110, 388),     0.03041,       0.03041
(246, 388),     0.03066,       0.03066
(380, 381),     0.03089,       0.03089
(105, 414),     0.03111,       0.03111
(27, 124),     0.03121,       0.03121
(257, 259),     0.03142,       0.03142
(296, 386),     0.03149,       0.03149
(133, 282),     0.03189,       0.03189
(52, 66),     0.03192,       0.03192
(353, 374),     0.03198,       0.03198
(23, 70),     0.03205,       0.03205
(133, 334),     0.03219,       0.03219
(133, 341),     0.03227,       0.03227
(29, 253),     0.03245,       0.03245
(25, 33),     0.03253,       0.03253
(246, 398),     0.03278,       0.03278
(276, 466),     0.03281,       0.03281
(249, 339),     0.03298,       0.03298
(383, 388),     0.03302,       0.03302
(246, 339),     0.03313,       0.03313
(33, 390),     0.03319,       0.03319
(52, 385),     0.03326,       0.03326
(161, 381),     0.0334,       0.0334
(246, 382),     0.03344,       0.03344
(130, 373),     0.03347,       0.03347
(133, 398),     0.03348,       0.03348
(353, 362),     0.03369,       0.03369
(7, 384),     0.03374,       0.03374
(55, 155),     0.03413,       0.03413
(105, 341),     0.03429,       0.03429
(56, 161),     0.03441,       0.03441
(107, 386),     0.03441,       0.03441
(160, 254),     0.03477,       0.03477
(287, 336),     0.03485,       0.03485
(130, 341),     0.03495,       0.03495
(23, 385),     0.03519,       0.03519
(190, 463),     0.03523,       0.03523
(257, 293),     0.03538,       0.03538
(374, 382),     0.03555,       0.03555
(53, 336),     0.0356,       0.0356
(7, 259),     0.03592,       0.03592
(33, 339),     0.03618,       0.03618
(22, 70),     0.03642,       0.03642
(247, 374),     0.03652,       0.03652
(265, 414),     0.03664,       0.03664
(46, 66),     0.03671,       0.03671
(258, 282),     0.03675,       0.03675
(265, 283),     0.03675,       0.03675
(154, 282),     0.03698,       0.03698
(24, 55),     0.03699,       0.03699
(373, 398),     0.03708,       0.03708
(7, 253),     0.03713,       0.03713
(24, 243),     0.03716,       0.03716
(353, 373),     0.03717,       0.03717
(24, 133),     0.03723,       0.03723
(105, 362),     0.03728,       0.03728
(53, 398),     0.0373,       0.0373
(56, 384),     0.03742,       0.03742
(153, 193),     0.0375,       0.0375
(7, 252),     0.03765,       0.03765
(23, 112),     0.03784,       0.03784
(144, 258),     0.03789,       0.03789
(144, 259),     0.03791,       0.03791
(24, 190),     0.03797,       0.03797
(112, 257),     0.03807,       0.03807
(190, 362),     0.03814,       0.03814
(300, 374),     0.03827,       0.03827
(23, 282),     0.03842,       0.03842
(263, 463),     0.03863,       0.03863
(55, 384),     0.03891,       0.03891
(285, 287),     0.03897,       0.03897
(35, 257),     0.03906,       0.03906
(373, 382),     0.03918,       0.03918
(35, 65),     0.03952,       0.03952
(57, 327),     0.03953,       0.03953
(55, 327),     0.03958,       0.03958
(22, 282),     0.03976,       0.03976
(33, 463),     0.03981,       0.03981
(247, 254),     0.03991,       0.03991
(252, 398),     0.03997,       0.03997
(107, 153),     0.04024,       0.04024
(107, 173),     0.04034,       0.04034
(63, 362),     0.04042,       0.04042
(160, 341),     0.0407,       0.0407
(35, 463),     0.04135,       0.04135
(33, 466),     0.04139,       0.04139
(55, 66),     0.04143,       0.04143
(25, 384),     0.04148,       0.04148
(300, 362),     0.04148,       0.04148
(265, 282),     0.0415,       0.0415
