Comparing the following files: 
krithika_front_s2_v1/groups,  krithika_low_s2_v1/groups,  krithika_threequarter_s2_v1/groups,  

Top 100 correlations: 
landmark(s),  krithika_front_s2_v1groups_vs_krithika_low_s2_v1groups,  krithika_front_s2_v1groups_vs_krithika_threequarter_s2_v1groups,  krithika_low_s2_v1groups_vs_krithika_threequarter_s2_v1groups,  average
(7, 105),  0.6441,  0.63609,  0.6413,  0.6405,  
(362, 386),  0.70225,  0.80023,  0.41694,  0.63981,  
(362, 384),  0.7212,  0.7727,  0.42473,  0.63954,  
(282, 387),  0.69086,  0.66086,  0.56688,  0.63953,  
(65, 157),  0.72109,  0.67787,  0.51909,  0.63935,  
(33, 70),  0.73007,  0.6482,  0.53885,  0.63904,  
(158, 173),  0.7402,  0.77542,  0.40108,  0.6389,  
(7, 63),  0.66232,  0.62171,  0.63173,  0.63859,  
(276, 386),  0.76172,  0.66012,  0.49145,  0.63776,  
(382, 385),  0.71302,  0.78871,  0.40535,  0.63569,  
(382, 386),  0.69868,  0.8014,  0.40586,  0.63531,  
(65, 159),  0.73991,  0.67508,  0.48949,  0.63483,  
(133, 158),  0.74041,  0.77832,  0.38501,  0.63458,  
(70, 160),  0.7621,  0.69152,  0.44512,  0.63291,  
(263, 300),  0.63469,  0.67171,  0.59036,  0.63225,  
(159, 334),  0.60373,  0.67424,  0.61467,  0.63088,  
(133, 157),  0.73708,  0.78095,  0.37393,  0.63065,  
(173, 296),  0.59053,  0.70433,  0.59521,  0.63002,  
(144, 334),  0.56396,  0.7308,  0.59481,  0.62986,  
