Comparing the following files: 
krithika_front_s29_v1/groups,  krithika_front_s30_v1/groups,  

Correlation cuttoff is 0.3
landmark(s),  krithika_front_s29_v1groups_vs_krithika_front_s30_v1groups,  average
(70, 295),  -0.49082,       -0.49082,       
(70, 362),  -0.4898,       -0.4898,       
(124, 398),  -0.48895,       -0.48895,       
(65, 105),  -0.48846,       -0.48846,       
(353, 409),  -0.48518,       -0.48518,       
(193, 417),  -0.48383,       -0.48383,       
(53, 417),  -0.4794,       -0.4794,       
(263, 409),  -0.4786,       -0.4786,       
(70, 398),  -0.47737,       -0.47737,       
(63, 107),  -0.47237,       -0.47237,       
(33, 417),  -0.46667,       -0.46667,       
(46, 295),  -0.46524,       -0.46524,       
(52, 65),  -0.46311,       -0.46311,       
(70, 336),  -0.45938,       -0.45938,       
(53, 55),  -0.45705,       -0.45705,       
(105, 107),  -0.45613,       -0.45613,       
(63, 193),  -0.45098,       -0.45098,       
(55, 63),  -0.44516,       -0.44516,       
(61, 292),  -0.4439,       -0.4439,       
(52, 53),  -0.44371,       -0.44371,       
(61, 306),  -0.44142,       -0.44142,       
(66, 107),  -0.43968,       -0.43968,       
(52, 336),  -0.43784,       -0.43784,       
(63, 295),  -0.43431,       -0.43431,       
(156, 417),  -0.43359,       -0.43359,       
(249, 415),  -0.43284,       -0.43284,       
(145, 417),  -0.43081,       -0.43081,       
(57, 409),  -0.43049,       -0.43049,       
(263, 415),  -0.42995,       -0.42995,       
(61, 291),  -0.42848,       -0.42848,       
(66, 105),  -0.42824,       -0.42824,       
(61, 308),  -0.42795,       -0.42795,       
(63, 66),  -0.42636,       -0.42636,       
(105, 336),  -0.42478,       -0.42478,       
(124, 285),  -0.42423,       -0.42423,       
(46, 55),  -0.42328,       -0.42328,       
(124, 362),  -0.42095,       -0.42095,       
(124, 193),  -0.42043,       -0.42043,       
(62, 409),  -0.4199,       -0.4199,       
(173, 417),  -0.41788,       -0.41788,       
(161, 417),  -0.41779,       -0.41779,       
(78, 409),  -0.4177,       -0.4177,       
(105, 285),  -0.41566,       -0.41566,       
(53, 63),  -0.41269,       -0.41269,       
(57, 324),  -0.41249,       -0.41249,       
(70, 296),  -0.41176,       -0.41176,       
(156, 362),  -0.41018,       -0.41018,       
(390, 409),  -0.40831,       -0.40831,       
(76, 409),  -0.40748,       -0.40748,       
(327, 373),  -0.40649,       -0.40649,       
(155, 417),  -0.40604,       -0.40604,       
(153, 417),  -0.40583,       -0.40583,       
(383, 415),  -0.40565,       -0.40565,       
(46, 107),  -0.40216,       -0.40216,       
(52, 285),  -0.40198,       -0.40198,       
(61, 409),  -0.3995,       -0.3995,       
(133, 417),  -0.39946,       -0.39946,       
(300, 415),  -0.3988,       -0.3988,       
(55, 105),  -0.39503,       -0.39503,       
(35, 398),  -0.39486,       -0.39486,       
(57, 415),  -0.39424,       -0.39424,       
(163, 193),  -0.39316,       -0.39316,       
(76, 306),  -0.39115,       -0.39115,       
(46, 362),  -0.38894,       -0.38894,       
(53, 66),  -0.38776,       -0.38776,       
(55, 70),  -0.38499,       -0.38499,       
(76, 291),  -0.38494,       -0.38494,       
(61, 415),  -0.3839,       -0.3839,       
(144, 417),  -0.38359,       -0.38359,       
(76, 292),  -0.38346,       -0.38346,       
(191, 409),  -0.38344,       -0.38344,       
(276, 383),  -0.38161,       -0.38161,       
(146, 324),  -0.378,       -0.378,       
(276, 292),  -0.37542,       -0.37542,       
(35, 417),  -0.37487,       -0.37487,       
(276, 409),  -0.37478,       -0.37478,       
(154, 417),  -0.37458,       -0.37458,       
(46, 296),  -0.3737,       -0.3737,       
(61, 324),  -0.37211,       -0.37211,       
(53, 193),  -0.37044,       -0.37044,       
(76, 415),  -0.37022,       -0.37022,       
(7, 193),  -0.37013,       -0.37013,       
(80, 270),  -0.37008,       -0.37008,       
(46, 124),  -0.3699,       -0.3699,       
(265, 409),  -0.36746,       -0.36746,       
(276, 308),  -0.36675,       -0.36675,       
(124, 336),  -0.36572,       -0.36572,       
(53, 295),  -0.36544,       -0.36544,       
(76, 308),  -0.36505,       -0.36505,       
(375, 383),  -0.36171,       -0.36171,       
(353, 415),  -0.36136,       -0.36136,       
(46, 398),  -0.3602,       -0.3602,       
(70, 107),  -0.35987,       -0.35987,       
(80, 409),  -0.35964,       -0.35964,       
(35, 362),  -0.35916,       -0.35916,       
(156, 384),  -0.35864,       -0.35864,       
(327, 390),  -0.35724,       -0.35724,       
(63, 124),  -0.35708,       -0.35708,       
(146, 292),  -0.35412,       -0.35412,       
(35, 384),  -0.35349,       -0.35349,       
(276, 291),  -0.35332,       -0.35332,       
(55, 66),  -0.35319,       -0.35319,       
(81, 270),  -0.35169,       -0.35169,       
(276, 306),  -0.34934,       -0.34934,       
(124, 295),  -0.34907,       -0.34907,       
(46, 65),  -0.34781,       -0.34781,       
(63, 296),  -0.34716,       -0.34716,       
(35, 385),  -0.34652,       -0.34652,       
(327, 374),  -0.34652,       -0.34652,       
(146, 308),  -0.34626,       -0.34626,       
(70, 382),  -0.34559,       -0.34559,       
(52, 55),  -0.34442,       -0.34442,       
(81, 409),  -0.34002,       -0.34002,       
(62, 415),  -0.33993,       -0.33993,       
(46, 70),  -0.33481,       -0.33481,       
(146, 318),  -0.33347,       -0.33347,       
(76, 310),  -0.33318,       -0.33318,       
(62, 310),  -0.33247,       -0.33247,       
(283, 353),  -0.33146,       -0.33146,       
(146, 306),  -0.33117,       -0.33117,       
(95, 291),  -0.33117,       -0.33117,       
(185, 310),  -0.32843,       -0.32843,       
(95, 306),  -0.3284,       -0.3284,       
(263, 308),  -0.32813,       -0.32813,       
(65, 70),  -0.32662,       -0.32662,       
(70, 287),  -0.32584,       -0.32584,       
(62, 291),  -0.3247,       -0.3247,       
(61, 310),  -0.32397,       -0.32397,       
(57, 310),  -0.32301,       -0.32301,       
(62, 306),  -0.32132,       -0.32132,       
(82, 409),  -0.31781,       -0.31781,       
(263, 292),  -0.31399,       -0.31399,       
(95, 292),  -0.31367,       -0.31367,       
(70, 380),  -0.3135,       -0.3135,       
(76, 324),  -0.31154,       -0.31154,       
(293, 409),  -0.30719,       -0.30719,       
(292, 415),  -0.30704,       -0.30704,       
(78, 415),  -0.30604,       -0.30604,       
(146, 291),  -0.30588,       -0.30588,       
(185, 292),  -0.30415,       -0.30415,       
(78, 310),  -0.30368,       -0.30368,       
(334, 417),  -0.30296,       -0.30296,       
(156, 285),  -0.30291,       -0.30291,       
(191, 270),  -0.3028,       -0.3028,       
(46, 63),  -0.30225,       -0.30225,       
(62, 292),  -0.30219,       -0.30219,       
(13, 409),  -0.29962,       -0.29962,       
(70, 381),  -0.29884,       -0.29884,       
(263, 306),  -0.29848,       -0.29848,       
(163, 417),  -0.2978,       -0.2978,       
(35, 382),  -0.29636,       -0.29636,       
(263, 291),  -0.29512,       -0.29512,       
(88, 306),  -0.295,       -0.295,       
(185, 308),  -0.29423,       -0.29423,       
(78, 291),  -0.29295,       -0.29295,       
(88, 291),  -0.29279,       -0.29279,       
(95, 308),  -0.29014,       -0.29014,       
(249, 327),  -0.28969,       -0.28969,       
(265, 415),  -0.28803,       -0.28803,       
(0, 269),  -0.2875,       -0.2875,       
(61, 318),  -0.28642,       -0.28642,       
(88, 292),  -0.28469,       -0.28469,       
(124, 384),  -0.28339,       -0.28339,       
(81, 311),  -0.28238,       -0.28238,       
(78, 306),  -0.28236,       -0.28236,       
(62, 308),  -0.28142,       -0.28142,       
(156, 193),  -0.27957,       -0.27957,       
(70, 282),  -0.27909,       -0.27909,       
(88, 324),  -0.27822,       -0.27822,       
(105, 417),  -0.27814,       -0.27814,       
(191, 306),  -0.27608,       -0.27608,       
(191, 291),  -0.27589,       -0.27589,       
(191, 310),  -0.27434,       -0.27434,       
(35, 380),  -0.27002,       -0.27002,       
(70, 98),  -0.26993,       -0.26993,       
(55, 124),  -0.2686,       -0.2686,       
(178, 318),  -0.26849,       -0.26849,       
(178, 324),  -0.26832,       -0.26832,       
(185, 415),  -0.2675,       -0.2675,       
(265, 390),  -0.26674,       -0.26674,       
(124, 382),  -0.26661,       -0.26661,       
(156, 336),  -0.2661,       -0.2661,       
(95, 324),  -0.26609,       -0.26609,       
(53, 296),  -0.26576,       -0.26576,       
(7, 417),  -0.26544,       -0.26544,       
(88, 318),  -0.26485,       -0.26485,       
(88, 308),  -0.26313,       -0.26313,       
(265, 466),  -0.26199,       -0.26199,       
(46, 66),  -0.26163,       -0.26163,       
(173, 380),  -0.26095,       -0.26095,       
(191, 292),  -0.25895,       -0.25895,       
(107, 124),  -0.25816,       -0.25816,       
(82, 311),  -0.25702,       -0.25702,       
(78, 292),  -0.25663,       -0.25663,       
(390, 415),  -0.25649,       -0.25649,       
(124, 296),  -0.25576,       -0.25576,       
(265, 375),  -0.25504,       -0.25504,       
(263, 270),  -0.2544,       -0.2544,       
(156, 295),  -0.25427,       -0.25427,       
(82, 312),  -0.2533,       -0.2533,       
(95, 318),  -0.25302,       -0.25302,       
(35, 285),  -0.25227,       -0.25227,       
(35, 381),  -0.25221,       -0.25221,       
(300, 327),  -0.2516,       -0.2516,       
(185, 306),  -0.25159,       -0.25159,       
(70, 374),  -0.25059,       -0.25059,       
(80, 269),  -0.24851,       -0.24851,       
(87, 318),  -0.24783,       -0.24783,       
(13, 312),  -0.2471,       -0.2471,       
(91, 324),  -0.24667,       -0.24667,       
(70, 415),  -0.24656,       -0.24656,       
(14, 402),  -0.24324,       -0.24324,       
(80, 311),  -0.24291,       -0.24291,       
(246, 381),  -0.24235,       -0.24235,       
(80, 310),  -0.24083,       -0.24083,       
(246, 380),  -0.24075,       -0.24075,       
(312, 409),  -0.2407,       -0.2407,       
(76, 318),  -0.2402,       -0.2402,       
(63, 398),  -0.23913,       -0.23913,       
(178, 306),  -0.23874,       -0.23874,       
(66, 70),  -0.2379,       -0.2379,       
(317, 402),  -0.23784,       -0.23784,       
(124, 380),  -0.23673,       -0.23673,       
(14, 375),  -0.23638,       -0.23638,       
(178, 291),  -0.23595,       -0.23595,       
(87, 375),  -0.23531,       -0.23531,       
(80, 306),  -0.23482,       -0.23482,       
(191, 415),  -0.23466,       -0.23466,       
(161, 384),  -0.23435,       -0.23435,       
(87, 324),  -0.23398,       -0.23398,       
(78, 308),  -0.23385,       -0.23385,       
(91, 318),  -0.23369,       -0.23369,       
(62, 324),  -0.23365,       -0.23365,       
(35, 287),  -0.23266,       -0.23266,       
(46, 409),  -0.23235,       -0.23235,       
(63, 105),  -0.23171,       -0.23171,       
(191, 308),  -0.23139,       -0.23139,       
(161, 193),  -0.23096,       -0.23096,       
(156, 382),  -0.23088,       -0.23088,       
(178, 375),  -0.23043,       -0.23043,       
(57, 318),  -0.23003,       -0.23003,       
(98, 327),  -0.22993,       -0.22993,       
(156, 287),  -0.22973,       -0.22973,       
(80, 291),  -0.22943,       -0.22943,       
(35, 374),  -0.2294,       -0.2294,       
(178, 292),  -0.22935,       -0.22935,       
(293, 327),  -0.22918,       -0.22918,       
(98, 124),  -0.22805,       -0.22805,       
(14, 317),  -0.22723,       -0.22723,       
(133, 300),  -0.22606,       -0.22606,       
(82, 270),  -0.22441,       -0.22441,       
(276, 327),  -0.22441,       -0.22441,       
(276, 415),  -0.22407,       -0.22407,       
(14, 318),  -0.22355,       -0.22355,       
(95, 375),  -0.22331,       -0.22331,       
(161, 385),  -0.22308,       -0.22308,       
(46, 382),  -0.22207,       -0.22207,       
(317, 375),  -0.22135,       -0.22135,       
(282, 417),  -0.22123,       -0.22123,       
(327, 353),  -0.22099,       -0.22099,       
(78, 270),  -0.21958,       -0.21958,       
(146, 402),  -0.21949,       -0.21949,       
(88, 375),  -0.21865,       -0.21865,       
(80, 292),  -0.21822,       -0.21822,       
(55, 155),  -0.21758,       -0.21758,       
(62, 270),  -0.21678,       -0.21678,       
(146, 287),  -0.21648,       -0.21648,       
(375, 402),  -0.21558,       -0.21558,       
(105, 193),  -0.21547,       -0.21547,       
(87, 402),  -0.21541,       -0.21541,       
(265, 383),  -0.21177,       -0.21177,       
(95, 409),  -0.21155,       -0.21155,       
(63, 362),  -0.21096,       -0.21096,       
(178, 308),  -0.21017,       -0.21017,       
(95, 415),  -0.20994,       -0.20994,       
(70, 144),  -0.20899,       -0.20899,       
(81, 310),  -0.2087,       -0.2087,       
(40, 310),  -0.20869,       -0.20869,       
(156, 380),  -0.20833,       -0.20833,       
(124, 381),  -0.20506,       -0.20506,       
(193, 334),  -0.20495,       -0.20495,       
(156, 374),  -0.20323,       -0.20323,       
(246, 362),  -0.20313,       -0.20313,       
(185, 409),  -0.20305,       -0.20305,       
(98, 163),  -0.20272,       -0.20272,       
(53, 409),  -0.20256,       -0.20256,       
(249, 308),  -0.20129,       -0.20129,       
(81, 306),  -0.20027,       -0.20027,       
(178, 402),  -0.19968,       -0.19968,       
(246, 382),  -0.19924,       -0.19924,       
(63, 409),  -0.19759,       -0.19759,       
(249, 270),  -0.19758,       -0.19758,       
(173, 381),  -0.19636,       -0.19636,       
(249, 292),  -0.1958,       -0.1958,       
(81, 292),  -0.19508,       -0.19508,       
(81, 269),  -0.19399,       -0.19399,       
(173, 382),  -0.19298,       -0.19298,       
(133, 293),  -0.19069,       -0.19069,       
(62, 318),  -0.19055,       -0.19055,       
(70, 145),  -0.18964,       -0.18964,       
(76, 270),  -0.18915,       -0.18915,       
(70, 133),  -0.18862,       -0.18862,       
(80, 308),  -0.18783,       -0.18783,       
(14, 324),  -0.18777,       -0.18777,       
(327, 383),  -0.18739,       -0.18739,       
(161, 398),  -0.1834,       -0.1834,       
(81, 312),  -0.18288,       -0.18288,       
(81, 291),  -0.18258,       -0.18258,       
(80, 415),  -0.18252,       -0.18252,       
(57, 270),  -0.18242,       -0.18242,       
(78, 324),  -0.18231,       -0.18231,       
(185, 291),  -0.18199,       -0.18199,       
(87, 306),  -0.1819,       -0.1819,       
(61, 270),  -0.1816,       -0.1816,       
(156, 296),  -0.18139,       -0.18139,       
(270, 383),  -0.18099,       -0.18099,       
(87, 291),  -0.18098,       -0.18098,       
(98, 270),  -0.18079,       -0.18079,       
(270, 300),  -0.1807,       -0.1807,       
(317, 318),  -0.18049,       -0.18049,       
(105, 295),  -0.17949,       -0.17949,       
(70, 409),  -0.17816,       -0.17816,       
(35, 386),  -0.17692,       -0.17692,       
(263, 287),  -0.17578,       -0.17578,       
(46, 144),  -0.17482,       -0.17482,       
(63, 144),  -0.17275,       -0.17275,       
(7, 327),  -0.17222,       -0.17222,       
(57, 287),  -0.172,       -0.172,       
(157, 417),  -0.17198,       -0.17198,       
(46, 380),  -0.17163,       -0.17163,       
(46, 381),  -0.17125,       -0.17125,       
(311, 409),  -0.17052,       -0.17052,       
(78, 375),  -0.16985,       -0.16985,       
(87, 292),  -0.16977,       -0.16977,       
(249, 306),  -0.16842,       -0.16842,       
(246, 384),  -0.1681,       -0.1681,       
(52, 417),  -0.16768,       -0.16768,       
(173, 374),  -0.16736,       -0.16736,       
(52, 70),  -0.16671,       -0.16671,       
(98, 156),  -0.16645,       -0.16645,       
(124, 374),  -0.16434,       -0.16434,       
(249, 291),  -0.16333,       -0.16333,       
(61, 76),  -0.16299,       -0.16299,       
(13, 311),  -0.16288,       -0.16288,       
(70, 270),  -0.16159,       -0.16159,       
(283, 327),  -0.16136,       -0.16136,       
(66, 124),  -0.16128,       -0.16128,       
(173, 362),  -0.15983,       -0.15983,       
(46, 270),  -0.15958,       -0.15958,       
(156, 381),  -0.15853,       -0.15853,       
(263, 327),  -0.1585,       -0.1585,       
(95, 402),  -0.15834,       -0.15834,       
(88, 402),  -0.15816,       -0.15816,       
(91, 292),  -0.15782,       -0.15782,       
(81, 308),  -0.15727,       -0.15727,       
(63, 287),  -0.1569,       -0.1569,       
(156, 373),  -0.15641,       -0.15641,       
(35, 193),  -0.1559,       -0.1559,       
(291, 293),  -0.15527,       -0.15527,       
(263, 310),  -0.1542,       -0.1542,       
(293, 383),  -0.15406,       -0.15406,       
(133, 383),  -0.15379,       -0.15379,       
(334, 362),  -0.15372,       -0.15372,       
(46, 98),  -0.15356,       -0.15356,       
(63, 415),  -0.15315,       -0.15315,       
(78, 318),  -0.15182,       -0.15182,       
(46, 287),  -0.15179,       -0.15179,       
(46, 145),  -0.15152,       -0.15152,       
(62, 375),  -0.15117,       -0.15117,       
(415, 466),  -0.15109,       -0.15109,       
(82, 310),  -0.15099,       -0.15099,       
(185, 311),  -0.15097,       -0.15097,       
(63, 145),  -0.15079,       -0.15079,       
(87, 308),  -0.15078,       -0.15078,       
(7, 98),  -0.15022,       -0.15022,       
(91, 308),  -0.15001,       -0.15001,       
(124, 163),  -0.14965,       -0.14965,       
(55, 133),  -0.14892,       -0.14892,       
(292, 293),  -0.14887,       -0.14887,       
(91, 402),  -0.14859,       -0.14859,       
(324, 383),  -0.14855,       -0.14855,       
(65, 124),  -0.14835,       -0.14835,       
(283, 383),  -0.14809,       -0.14809,       
(163, 327),  -0.14791,       -0.14791,       
(82, 306),  -0.14735,       -0.14735,       
(91, 306),  -0.14638,       -0.14638,       
(283, 417),  -0.14534,       -0.14534,       
(98, 144),  -0.14384,       -0.14384,       
(191, 324),  -0.14334,       -0.14334,       
(82, 292),  -0.14333,       -0.14333,       
(327, 380),  -0.14251,       -0.14251,       
(81, 415),  -0.14233,       -0.14233,       
(317, 324),  -0.14062,       -0.14062,       
(246, 398),  -0.13972,       -0.13972,       
(17, 87),  -0.13953,       -0.13953,       
(155, 300),  -0.13578,       -0.13578,       
(293, 308),  -0.13494,       -0.13494,       
(293, 415),  -0.13431,       -0.13431,       
(91, 291),  -0.13264,       -0.13264,       
(293, 306),  -0.13203,       -0.13203,       
(105, 409),  -0.13199,       -0.13199,       
(181, 318),  -0.13192,       -0.13192,       
(63, 133),  -0.13192,       -0.13192,       
(14, 291),  -0.13128,       -0.13128,       
(46, 52),  -0.12942,       -0.12942,       
(156, 163),  -0.12914,       -0.12914,       
(82, 291),  -0.12901,       -0.12901,       
(37, 267),  -0.12896,       -0.12896,       
(70, 373),  -0.12884,       -0.12884,       
(33, 327),  -0.12833,       -0.12833,       
(76, 375),  -0.12828,       -0.12828,       
(107, 156),  -0.12734,       -0.12734,       
(124, 144),  -0.12732,       -0.12732,       
(185, 270),  -0.12701,       -0.12701,       
(14, 321),  -0.12665,       -0.12665,       
(61, 375),  -0.12548,       -0.12548,       
(14, 306),  -0.12537,       -0.12537,       
(53, 398),  -0.12413,       -0.12413,       
(191, 311),  -0.12405,       -0.12405,       
(88, 415),  -0.12258,       -0.12258,       
(409, 466),  -0.12246,       -0.12246,       
(154, 380),  -0.12216,       -0.12216,       
(293, 362),  -0.12204,       -0.12204,       
(181, 402),  -0.1215,       -0.1215,       
(40, 292),  -0.12136,       -0.12136,       
(55, 154),  -0.12132,       -0.12132,       
(133, 380),  -0.12097,       -0.12097,       
(35, 98),  -0.12033,       -0.12033,       
(52, 66),  -0.11967,       -0.11967,       
(311, 312),  -0.1191,       -0.1191,       
(146, 415),  -0.11867,       -0.11867,       
(295, 417),  -0.11731,       -0.11731,       
(46, 282),  -0.11723,       -0.11723,       
(53, 144),  -0.11636,       -0.11636,       
(300, 375),  -0.11609,       -0.11609,       
(402, 405),  -0.11346,       -0.11346,       
(144, 327),  -0.11278,       -0.11278,       
(63, 270),  -0.11246,       -0.11246,       
(13, 306),  -0.1109,       -0.1109,       
(40, 415),  -0.11035,       -0.11035,       
(70, 153),  -0.10965,       -0.10965,       
(40, 308),  -0.10873,       -0.10873,       
(46, 415),  -0.10844,       -0.10844,       
(155, 293),  -0.10774,       -0.10774,       
(306, 415),  -0.10751,       -0.10751,       
(14, 292),  -0.10713,       -0.10713,       
(270, 353),  -0.10693,       -0.10693,       
(40, 311),  -0.10638,       -0.10638,       
(91, 287),  -0.10636,       -0.10636,       
(70, 308),  -0.10566,       -0.10566,       
(55, 156),  -0.10521,       -0.10521,       
(154, 381),  -0.10381,       -0.10381,       
(62, 311),  -0.10356,       -0.10356,       
(70, 292),  -0.10326,       -0.10326,       
(13, 292),  -0.10235,       -0.10235,       
(82, 308),  -0.10035,       -0.10035,       
(124, 287),  -0.09967,       -0.09967,       
(287, 292),  -0.09891,       -0.09891,       
(13, 291),  -0.09825,       -0.09825,       
(57, 375),  -0.09718,       -0.09718,       
(185, 324),  -0.09715,       -0.09715,       
(310, 383),  -0.0969,       -0.0969,       
(287, 308),  -0.0967,       -0.0967,       
(35, 373),  -0.09627,       -0.09627,       
(63, 98),  -0.09562,       -0.09562,       
(87, 321),  -0.09472,       -0.09472,       
(181, 324),  -0.09354,       -0.09354,       
(46, 133),  -0.09324,       -0.09324,       
(193, 282),  -0.09302,       -0.09302,       
(155, 383),  -0.09202,       -0.09202,       
(105, 124),  -0.09157,       -0.09157,       
(95, 310),  -0.09038,       -0.09038,       
(82, 415),  -0.08885,       -0.08885,       
(318, 402),  -0.08862,       -0.08862,       
(37, 269),  -0.08851,       -0.08851,       
(46, 292),  -0.088,       -0.088,       
(263, 269),  -0.08768,       -0.08768,       
(293, 417),  -0.08739,       -0.08739,       
(270, 390),  -0.08719,       -0.08719,       
(78, 311),  -0.08671,       -0.08671,       
(14, 308),  -0.08657,       -0.08657,       
(155, 380),  -0.08494,       -0.08494,       
(296, 417),  -0.0849,       -0.0849,       
(270, 466),  -0.08451,       -0.08451,       
(191, 269),  -0.08445,       -0.08445,       
(246, 385),  -0.08437,       -0.08437,       
(310, 466),  -0.08426,       -0.08426,       
(246, 374),  -0.08417,       -0.08417,       
(133, 353),  -0.08368,       -0.08368,       
(157, 193),  -0.08211,       -0.08211,       
(13, 310),  -0.08135,       -0.08135,       
(52, 409),  -0.08061,       -0.08061,       
(146, 375),  -0.08043,       -0.08043,       
(98, 409),  -0.07999,       -0.07999,       
(324, 402),  -0.07953,       -0.07953,       
(39, 310),  -0.07927,       -0.07927,       
(156, 191),  -0.0776,       -0.0776,       
(146, 317),  -0.0774,       -0.0774,       
(76, 311),  -0.07592,       -0.07592,       
(70, 163),  -0.0747,       -0.0747,       
(133, 276),  -0.07457,       -0.07457,       
(173, 398),  -0.07432,       -0.07432,       
(61, 287),  -0.07381,       -0.07381,       
(35, 295),  -0.07356,       -0.07356,       
(70, 269),  -0.07323,       -0.07323,       
(318, 324),  -0.07296,       -0.07296,       
(63, 292),  -0.07246,       -0.07246,       
(46, 153),  -0.07153,       -0.07153,       
(46, 308),  -0.07103,       -0.07103,       
(53, 145),  -0.07069,       -0.07069,       
(35, 336),  -0.06927,       -0.06927,       
(265, 327),  -0.06888,       -0.06888,       
(61, 62),  -0.06836,       -0.06836,       
(35, 55),  -0.06779,       -0.06779,       
(46, 306),  -0.06694,       -0.06694,       
(146, 409),  -0.06655,       -0.06655,       
(61, 402),  -0.06545,       -0.06545,       
(70, 191),  -0.06523,       -0.06523,       
(63, 153),  -0.06493,       -0.06493,       
(70, 306),  -0.06474,       -0.06474,       
(55, 65),  -0.06463,       -0.06463,       
(46, 374),  -0.06355,       -0.06355,       
(63, 308),  -0.06353,       -0.06353,       
(156, 415),  -0.06344,       -0.06344,       
(53, 362),  -0.06329,       -0.06329,       
(63, 163),  -0.06233,       -0.06233,       
(70, 156),  -0.06202,       -0.06202,       
(88, 409),  -0.0619,       -0.0619,       
(61, 311),  -0.06162,       -0.06162,       
(291, 317),  -0.06146,       -0.06146,       
(155, 353),  -0.06119,       -0.06119,       
(46, 163),  -0.06,       -0.06,       
(65, 336),  -0.0587,       -0.0587,       
(283, 409),  -0.05848,       -0.05848,       
(40, 306),  -0.05814,       -0.05814,       
(87, 314),  -0.0577,       -0.0577,       
(33, 380),  -0.05757,       -0.05757,       
(306, 317),  -0.05739,       -0.05739,       
(283, 362),  -0.0571,       -0.0571,       
(105, 144),  -0.05667,       -0.05667,       
(124, 282),  -0.05637,       -0.05637,       
(13, 308),  -0.05563,       -0.05563,       
(70, 154),  -0.05358,       -0.05358,       
(105, 145),  -0.05313,       -0.05313,       
(300, 310),  -0.05292,       -0.05292,       
(70, 155),  -0.05191,       -0.05191,       
(91, 375),  -0.05177,       -0.05177,       
(53, 124),  -0.05166,       -0.05166,       
(353, 375),  -0.05102,       -0.05102,       
(80, 312),  -0.05035,       -0.05035,       
(265, 324),  -0.05026,       -0.05026,       
(314, 405),  -0.04947,       -0.04947,       
(80, 324),  -0.04792,       -0.04792,       
(87, 146),  -0.04735,       -0.04735,       
(155, 285),  -0.04697,       -0.04697,       
(249, 310),  -0.04676,       -0.04676,       
(35, 161),  -0.04659,       -0.04659,       
(276, 287),  -0.04606,       -0.04606,       
(13, 415),  -0.04569,       -0.04569,       
(310, 312),  -0.04502,       -0.04502,       
(145, 327),  -0.04469,       -0.04469,       
(63, 306),  -0.04374,       -0.04374,       
(84, 178),  -0.04173,       -0.04173,       
(63, 282),  -0.04133,       -0.04133,       
(124, 270),  -0.04104,       -0.04104,       
(155, 276),  -0.04025,       -0.04025,       
(52, 105),  -0.03907,       -0.03907,       
(53, 163),  -0.03793,       -0.03793,       
(292, 317),  -0.03769,       -0.03769,       
(46, 291),  -0.0366,       -0.0366,       
