Comparing the following files: 
hadleigh_front_s1_v2/,  hadleigh_low_s1_v2/,  hadleigh_right_threequarter_s1_v2/,  hadleigh_left_threequarter_s1_v2/,  

Correlation cuttoff is -1
landmark(s),  hadleigh_front_s1_v2_vs_hadleigh_low_s1_v2,  hadleigh_front_s1_v2_vs_hadleigh_right_threequarter_s1_v2,  hadleigh_front_s1_v2_vs_hadleigh_left_threequarter_s1_v2,  hadleigh_low_s1_v2_vs_hadleigh_right_threequarter_s1_v2,  hadleigh_low_s1_v2_vs_hadleigh_left_threequarter_s1_v2,  hadleigh_right_threequarter_s1_v2_vs_hadleigh_left_threequarter_s1_v2,  average
(156, 282),     0.54093,       0.48009,       0.50069,       0.55215,       0.28283,       0.34225,       0.44982
(130, 157),     0.49087,       0.53901,       0.51508,       0.45127,       0.3309,       0.36965,       0.44946
(247, 286),     0.56099,       0.44326,       0.26897,       0.5943,       0.41464,       0.41319,       0.44922
(30, 334),     0.34725,       0.59708,       0.50662,       0.46598,       0.27563,       0.49879,       0.44856
(153, 387),     0.44104,       0.45634,       0.35187,       0.5878,       0.46244,       0.38912,       0.4481
(26, 158),     0.62726,       0.65013,       0.17272,       0.66721,       0.43495,       0.13433,       0.44777
(300, 308),     0.7295,       0.83364,       0.0598,       0.81085,       0.2015,       0.04825,       0.44726
(24, 296),     0.24427,       0.79561,       0.63337,       0.27834,       0.1586,       0.57307,       0.44721
(154, 385),     0.42576,       0.42405,       0.40741,       0.6716,       0.45523,       0.2969,       0.44683
(25, 341),     0.50098,       0.43216,       0.17466,       0.78889,       0.38642,       0.39551,       0.44644
(130, 388),     0.39613,       0.38296,       0.26471,       0.66068,       0.48055,       0.49266,       0.44628
(35, 157),     0.69691,       0.26417,       0.59104,       0.46846,       0.40592,       0.24908,       0.44593
(247, 257),     0.54663,       0.42444,       0.27778,       0.55609,       0.37623,       0.49268,       0.44564
(292, 300),     0.71145,       0.83192,       0.06127,       0.79999,       0.21333,       0.05377,       0.44529
(24, 373),     0.43025,       0.31664,       0.41954,       0.53659,       0.47102,       0.49701,       0.44517
(144, 380),     0.34799,       0.3964,       0.41909,       0.60458,       0.44984,       0.45183,       0.44496
(163, 381),     0.38362,       0.42246,       0.32156,       0.66547,       0.46755,       0.4087,       0.44489
(27, 336),     0.3801,       0.49923,       0.42394,       0.58753,       0.40833,       0.36939,       0.44475
(161, 286),     0.57778,       0.33475,       0.37434,       0.50677,       0.5447,       0.32864,       0.4445
(22, 258),     0.33087,       0.73642,       0.59009,       0.28456,       0.25702,       0.46605,       0.44417
(24, 243),     0.2581,       0.48543,       0.48104,       0.45384,       0.43344,       0.5489,       0.44346
(29, 296),     0.39714,       0.53686,       0.47055,       0.47612,       0.33877,       0.43944,       0.44315
(56, 336),     0.50377,       0.58982,       0.44114,       0.55453,       0.26875,       0.29987,       0.44298
(154, 285),     0.35937,       0.7477,       0.58443,       0.40191,       0.10557,       0.458,       0.44283
(26, 159),     0.65338,       0.53262,       0.3236,       0.51707,       0.52394,       0.1048,       0.44257
(158, 334),     0.32352,       0.72082,       0.51191,       0.47612,       0.13163,       0.48838,       0.44206
(308, 359),     0.75779,       0.76667,       0.07683,       0.81389,       0.14622,       0.0896,       0.44183
(144, 381),     0.33494,       0.42981,       0.40146,       0.60292,       0.46306,       0.41845,       0.44177
(159, 160),     0.5897,       0.624,       0.38521,       0.55624,       0.39097,       0.10395,       0.44168
(292, 359),     0.74268,       0.76701,       0.07685,       0.81048,       0.15903,       0.09342,       0.44158
(110, 283),     0.29974,       0.76435,       0.58886,       0.20088,       0.25335,       0.54106,       0.44137
(160, 257),     0.49308,       0.26659,       0.32959,       0.5768,       0.53545,       0.44193,       0.44057
(157, 295),     0.49522,       0.7597,       0.41128,       0.54317,       0.02423,       0.40979,       0.44057
(158, 161),     0.51746,       0.63182,       0.40796,       0.52518,       0.39754,       0.16165,       0.44027
(46, 65),     0.5757,       0.3491,       0.52366,       0.52956,       0.36802,       0.29554,       0.44026
(24, 260),     0.37659,       0.67718,       0.53626,       0.18365,       0.32814,       0.53725,       0.43985
(25, 466),     0.38775,       0.37103,       0.32213,       0.55938,       0.50545,       0.49278,       0.43975
(130, 276),     0.32847,       0.53596,       0.34713,       0.58918,       0.33993,       0.49557,       0.43937
(246, 276),     0.31636,       0.34114,       0.34926,       0.63286,       0.47269,       0.52316,       0.43924
(156, 295),     0.57532,       0.42603,       0.4974,       0.54122,       0.28311,       0.31188,       0.43916
(28, 296),     0.41553,       0.59737,       0.43414,       0.44341,       0.35792,       0.38518,       0.43893
(107, 163),     0.22611,       0.68593,       0.58408,       0.39054,       0.25393,       0.49201,       0.43877
(26, 285),     0.28057,       0.79008,       0.59485,       0.36075,       0.08956,       0.51457,       0.4384
(163, 260),     0.43876,       0.52119,       0.38837,       0.35794,       0.41344,       0.50762,       0.43789
(153, 159),     0.67654,       0.68089,       0.16099,       0.64627,       0.35835,       0.10163,       0.43745
(22, 380),     0.23225,       0.54184,       0.53419,       0.49586,       0.37154,       0.44892,       0.43743
(124, 293),     0.31288,       0.40204,       0.54822,       0.61099,       0.31058,       0.43855,       0.43721
(163, 380),     0.35751,       0.37971,       0.34414,       0.65194,       0.44873,       0.43997,       0.437
(161, 259),     0.4748,       0.24602,       0.29254,       0.59177,       0.53263,       0.48342,       0.43686
(28, 247),     0.52394,       0.59659,       0.52882,       0.40377,       0.26104,       0.30257,       0.43612
(157, 158),     0.74348,       0.29674,       0.47605,       0.21198,       0.44512,       0.44187,       0.43587
(247, 283),     0.37589,       0.55302,       0.3995,       0.48514,       0.29892,       0.49847,       0.43516
(22, 463),     0.25197,       0.53844,       0.4979,       0.52766,       0.4084,       0.38516,       0.43492
(65, 124),     0.62478,       0.29117,       0.622,       0.55249,       0.35808,       0.16017,       0.43478
(156, 283),     0.44928,       0.40943,       0.4789,       0.60928,       0.28642,       0.3749,       0.4347
(163, 282),     0.35798,       0.75402,       0.55274,       0.2066,       0.24979,       0.48531,       0.43441
(190, 285),     0.59924,       0.64135,       0.35134,       0.60772,       0.12755,       0.27846,       0.43428
(154, 386),     0.38662,       0.45844,       0.37491,       0.64166,       0.44361,       0.29891,       0.43402
(23, 388),     0.46898,       0.46525,       0.37017,       0.4381,       0.41076,       0.44694,       0.43337
(291, 353),     0.74989,       0.79992,       0.05006,       0.80295,       0.14253,       0.05456,       0.43332
(110, 276),     0.29258,       0.61781,       0.54409,       0.28386,       0.30565,       0.55505,       0.43317
(110, 466),     0.44794,       0.39069,       0.34152,       0.45275,       0.47642,       0.48959,       0.43315
(23, 190),     0.34502,       0.62015,       0.5475,       0.34713,       0.23403,       0.50496,       0.43313
(157, 258),     0.51588,       0.50722,       0.26515,       0.6246,       0.37113,       0.31189,       0.43265
(246, 386),     0.41382,       0.27048,       0.24893,       0.71512,       0.52988,       0.41674,       0.4325
(7, 388),     0.37249,       0.32315,       0.26036,       0.63888,       0.55023,       0.44972,       0.43247
(7, 158),     0.61221,       0.58393,       0.36666,       0.56734,       0.40036,       0.06365,       0.43236
(300, 306),     0.69406,       0.82207,       0.04088,       0.78797,       0.20323,       0.04337,       0.43193
(156, 388),     0.49433,       0.32505,       0.3097,       0.69147,       0.32873,       0.44131,       0.43177
(57, 263),     0.48681,       0.50672,       0.4655,       0.56895,       0.25435,       0.30744,       0.43163
(25, 373),     0.34284,       0.31783,       0.35914,       0.63622,       0.43966,       0.49239,       0.43135
(153, 173),     0.56219,       0.59129,       0.38958,       0.4715,       0.19224,       0.37849,       0.43088
(35, 362),     0.63985,       0.49605,       0.25035,       0.6472,       0.38002,       0.17007,       0.43059
(145, 259),     0.42796,       0.60581,       0.53287,       0.21819,       0.29225,       0.5054,       0.43041
(163, 283),     0.30827,       0.71846,       0.56413,       0.20215,       0.26393,       0.52428,       0.4302
(255, 292),     0.75496,       0.74828,       0.04931,       0.8022,       0.13556,       0.08655,       0.42948
(173, 285),     0.46742,       0.75034,       0.39641,       0.57407,       0.01973,       0.36679,       0.42913
(255, 308),     0.76946,       0.74756,       0.04978,       0.80325,       0.12126,       0.08257,       0.42898
(153, 257),     0.39075,       0.63287,       0.55083,       0.27518,       0.27045,       0.4521,       0.4287
(159, 243),     0.72714,       0.31112,       0.48597,       0.26933,       0.56079,       0.21651,       0.42848
(110, 334),     0.21666,       0.77929,       0.60391,       0.25377,       0.17401,       0.54194,       0.42826
(33, 388),     0.34307,       0.2918,       0.2526,       0.68005,       0.54421,       0.4531,       0.42747
(158, 283),     0.35351,       0.55805,       0.40002,       0.48563,       0.25809,       0.50773,       0.42717
(35, 158),     0.70488,       0.2556,       0.62101,       0.45153,       0.37664,       0.14695,       0.4261
(156, 293),     0.35278,       0.33075,       0.54662,       0.65335,       0.30423,       0.36743,       0.42586
(163, 388),     0.42855,       0.32471,       0.26153,       0.56861,       0.52393,       0.44758,       0.42582
(130, 398),     0.4913,       0.44218,       0.07713,       0.77932,       0.3796,       0.38418,       0.42562
(374, 466),     0.64419,       0.6521,       0.14289,       0.37053,       0.48532,       0.25813,       0.42553
(27, 296),     0.33119,       0.54006,       0.42914,       0.46703,       0.36947,       0.41573,       0.42544
(306, 359),     0.72697,       0.75241,       0.04728,       0.7988,       0.14398,       0.08008,       0.42492
(22, 336),     0.1721,       0.79107,       0.59801,       0.30615,       0.09254,       0.5879,       0.42463
(23, 259),     0.30986,       0.69244,       0.57548,       0.18224,       0.2658,       0.52174,       0.42459
(144, 296),     0.24104,       0.78357,       0.61134,       0.22057,       0.15703,       0.53232,       0.42431
(159, 173),     0.72081,       0.27201,       0.55064,       0.18528,       0.55858,       0.25441,       0.42362
(384, 463),     0.44746,       0.68613,       0.35181,       0.56952,       0.285,       0.20165,       0.42359
(25, 28),     0.28746,       0.63129,       0.52872,       0.49365,       0.31193,       0.28815,       0.42353
(25, 256),     0.49026,       0.37343,       0.16363,       0.74326,       0.33412,       0.43333,       0.42301
(35, 252),     0.62671,       0.43771,       0.25363,       0.61939,       0.22521,       0.37494,       0.42293
(158, 258),     0.4373,       0.42601,       0.25878,       0.59896,       0.48744,       0.32665,       0.42252
(154, 286),     0.42938,       0.50927,       0.53749,       0.38101,       0.35189,       0.32381,       0.42214
(159, 258),     0.40799,       0.33864,       0.29827,       0.58459,       0.53501,       0.36549,       0.42167
(263, 308),     0.72245,       0.74991,       0.02976,       0.80867,       0.13451,       0.08055,       0.42098
(55, 124),     0.61813,       0.32459,       0.50869,       0.43896,       0.3458,       0.28882,       0.42083
(145, 380),     0.25033,       0.39405,       0.46433,       0.53944,       0.41799,       0.45821,       0.42073
(263, 292),     0.70599,       0.75135,       0.02824,       0.8061,       0.14818,       0.08293,       0.42047
(30, 282),     0.44095,       0.52672,       0.39954,       0.40317,       0.28539,       0.46546,       0.4202
(35, 256),     0.63562,       0.45371,       0.21499,       0.65696,       0.25365,       0.30286,       0.41963
(30, 124),     0.56431,       0.39052,       0.59905,       0.70425,       0.14212,       0.11723,       0.41958
(33, 65),     0.24028,       0.709,       0.44447,       0.44888,       0.32099,       0.35285,       0.41941
(154, 384),     0.36328,       0.34419,       0.42751,       0.63489,       0.45582,       0.28877,       0.41908
(157, 246),     0.25467,       0.56483,       0.40343,       0.57503,       0.40603,       0.30736,       0.41856
(154, 387),     0.33242,       0.43837,       0.33498,       0.60519,       0.44723,       0.35305,       0.41854
(276, 308),     0.70397,       0.79985,       -0.00469,       0.80778,       0.19064,       0.01335,       0.41848
(153, 336),     0.21003,       0.75633,       0.61016,       0.2947,       0.09754,       0.53929,       0.41801
(30, 285),     0.43999,       0.4399,       0.28568,       0.60625,       0.31049,       0.42452,       0.4178
(22, 381),     0.20356,       0.51425,       0.51221,       0.482,       0.38088,       0.40969,       0.4171
(56, 296),     0.43904,       0.63923,       0.42807,       0.41354,       0.22422,       0.35842,       0.41709
(276, 292),     0.68401,       0.79976,       -0.0038,       0.79806,       0.2056,       0.01818,       0.41697
(291, 300),     0.67734,       0.80736,       0.02037,       0.77245,       0.18715,       0.03573,       0.41673
(110, 243),     0.18174,       0.44129,       0.4305,       0.5128,       0.42208,       0.51064,       0.41651
(35, 359),     0.43742,       0.38746,       0.31398,       0.58514,       0.35426,       0.41679,       0.41584
(35, 463),     0.62887,       0.48177,       0.24279,       0.63058,       0.34861,       0.1619,       0.41575
(246, 384),     0.42409,       0.27083,       0.18412,       0.7214,       0.51103,       0.38212,       0.4156
(154, 258),     0.35911,       0.64225,       0.51789,       0.35118,       0.24123,       0.3813,       0.41549
(65, 247),     0.32449,       0.53081,       0.54654,       0.44203,       0.32258,       0.32628,       0.41545
(35, 341),     0.62763,       0.46997,       0.20935,       0.65882,       0.298,       0.22655,       0.41505
(145, 160),     0.64184,       0.67351,       0.13588,       0.61652,       0.35894,       0.06063,       0.41455
(22, 374),     0.2271,       0.44965,       0.51304,       0.4506,       0.36506,       0.47887,       0.41405
(255, 306),     0.73899,       0.7317,       0.02086,       0.79151,       0.1238,       0.07691,       0.41396
(159, 293),     0.26785,       0.43547,       0.45284,       0.50132,       0.30732,       0.5152,       0.41333
(61, 327),     0.43108,       0.75643,       0.06452,       0.63218,       0.40482,       0.19041,       0.41324
(7, 381),     0.37338,       0.3561,       0.19862,       0.70297,       0.44385,       0.40164,       0.41276
(144, 190),     0.35121,       0.55628,       0.49398,       0.32848,       0.30445,       0.44205,       0.41274
(159, 161),     0.60382,       0.44576,       0.41785,       0.44842,       0.41521,       0.1417,       0.41213
(110, 133),     0.17951,       0.46701,       0.44576,       0.42102,       0.42951,       0.52551,       0.41139
(292, 339),     0.75507,       0.71686,       0.00855,       0.78703,       0.12684,       0.0729,       0.41121
(249, 292),     0.70916,       0.71906,       0.00361,       0.79478,       0.1542,       0.08539,       0.41103
(249, 308),     0.72609,       0.7169,       0.00511,       0.79599,       0.13889,       0.08293,       0.41098
(153, 160),     0.68355,       0.54406,       0.27135,       0.50873,       0.42407,       0.03388,       0.41094
(110, 390),     0.40342,       0.27216,       0.34452,       0.48743,       0.45747,       0.50002,       0.41084
(246, 260),     0.37159,       0.26835,       0.22351,       0.596,       0.5037,       0.50045,       0.4106
(22, 159),     0.58782,       0.68262,       0.09683,       0.63575,       0.38997,       0.07029,       0.41055
(56, 163),     0.3138,       0.68403,       0.49045,       0.38898,       0.27935,       0.30653,       0.41052
(163, 334),     0.20179,       0.77001,       0.59117,       0.20205,       0.17279,       0.52453,       0.41039
(27, 46),     0.39396,       0.4268,       0.44626,       0.71274,       0.10097,       0.38088,       0.41027
(144, 388),     0.4703,       0.3057,       0.26011,       0.49308,       0.4816,       0.45067,       0.41024
(308, 339),     0.77056,       0.71518,       0.00923,       0.78642,       0.11012,       0.06899,       0.41008
(247, 293),     0.26138,       0.48322,       0.4335,       0.51015,       0.27398,       0.4942,       0.40941
(22, 362),     0.17418,       0.49292,       0.46094,       0.51556,       0.40873,       0.40319,       0.40925
(156, 260),     0.49502,       0.34748,       0.31747,       0.62774,       0.25831,       0.4082,       0.40904
(22, 382),     0.14781,       0.5159,       0.47794,       0.49676,       0.38594,       0.42754,       0.40865
(157, 257),     0.46312,       0.44439,       0.22919,       0.58338,       0.34936,       0.38199,       0.40857
(30, 65),     0.30171,       0.45751,       0.53956,       0.40323,       0.34209,       0.40252,       0.40777
(25, 467),     0.31436,       0.4574,       0.32879,       0.41178,       0.41127,       0.52026,       0.40731
(78, 327),     0.45289,       0.76261,       0.01694,       0.63309,       0.39645,       0.18126,       0.40721
(157, 296),     0.29216,       0.77542,       0.48967,       0.45644,       -0.03835,       0.46786,       0.4072
(154, 414),     0.34776,       0.44034,       0.46858,       0.519,       0.39756,       0.26993,       0.40719
(153, 398),     0.2361,       0.38262,       0.42022,       0.57552,       0.45828,       0.36836,       0.40685
(163, 382),     0.28316,       0.34023,       0.24951,       0.68358,       0.48734,       0.39572,       0.40659
(28, 159),     0.34306,       0.58143,       0.51455,       0.44049,       0.21149,       0.34505,       0.40601
(57, 359),     0.45363,       0.57209,       0.43208,       0.50588,       0.19473,       0.27695,       0.40589
(276, 306),     0.66336,       0.7897,       -0.02172,       0.78847,       0.20222,       0.01166,       0.40562
(76, 327),     0.44234,       0.76093,       0.03393,       0.63195,       0.39427,       0.16769,       0.40518
(144, 260),     0.44169,       0.50587,       0.42226,       0.214,       0.32719,       0.51939,       0.40507
(263, 306),     0.68858,       0.73768,       -0.00158,       0.79701,       0.13759,       0.07097,       0.40504
(291, 359),     0.71151,       0.72811,       0.01744,       0.77808,       0.12288,       0.0712,       0.40487
(380, 388),     0.55025,       0.6566,       0.23194,       0.41149,       0.37519,       0.20265,       0.40469
(33, 398),     0.4162,       0.34752,       0.11121,       0.74324,       0.45967,       0.34959,       0.40457
(46, 334),     0.26444,       0.2956,       0.52534,       0.56011,       0.31291,       0.46621,       0.4041
(158, 257),     0.40325,       0.33713,       0.21174,       0.59309,       0.47927,       0.39766,       0.40369
(144, 463),     0.27021,       0.3724,       0.29363,       0.63689,       0.48892,       0.35909,       0.40352
(144, 382),     0.22951,       0.35633,       0.32583,       0.61861,       0.4765,       0.41187,       0.40311
(23, 133),     0.30553,       0.50395,       0.52158,       0.09661,       0.38538,       0.6049,       0.40299
(107, 158),     0.17918,       0.4909,       0.66386,       0.45763,       0.15193,       0.4724,       0.40265
(27, 35),     0.40605,       0.36186,       0.66413,       0.59879,       0.24986,       0.13413,       0.40247
(46, 295),     0.38195,       0.28233,       0.46128,       0.55589,       0.31184,       0.42073,       0.40234
(156, 384),     0.55449,       0.40703,       0.1941,       0.6819,       0.25941,       0.31619,       0.40219
(7, 380),     0.32724,       0.30947,       0.2324,       0.68172,       0.42659,       0.43409,       0.40192
(145, 381),     0.20753,       0.40275,       0.43822,       0.52409,       0.42018,       0.41874,       0.40192
(252, 466),     0.60415,       0.67133,       0.14004,       0.32725,       0.32794,       0.34006,       0.40179
(35, 255),     0.43123,       0.30675,       0.27498,       0.6357,       0.32671,       0.43353,       0.40148
(159, 246),     0.5879,       0.41545,       0.42342,       0.42006,       0.38676,       0.17421,       0.4013
(57, 249),     0.53956,       0.41316,       0.45605,       0.49505,       0.24245,       0.25998,       0.40104
(23, 373),     0.37841,       0.28286,       0.40881,       0.42137,       0.41867,       0.49504,       0.40086
(23, 295),     0.21976,       0.77073,       0.62697,       0.11794,       0.11659,       0.5512,       0.40053
(22, 341),     0.16884,       0.49577,       0.44693,       0.52861,       0.36963,       0.39311,       0.40048
(62, 327),     0.45184,       0.76195,       0.01309,       0.6309,       0.38551,       0.15944,       0.40046
(265, 287),     0.54219,       0.8069,       0.13217,       0.6176,       0.17242,       0.13124,       0.40042
(153, 158),     0.68252,       0.74891,       -0.05613,       0.74567,       0.1875,       0.09408,       0.40042
(26, 385),     0.35141,       0.4199,       0.43004,       0.59084,       0.3941,       0.21552,       0.4003
(33, 300),     0.26278,       0.30375,       0.31111,       0.55434,       0.43785,       0.5318,       0.40027
(384, 414),     0.50351,       0.53575,       -0.11766,       0.82146,       0.33829,       0.31998,       0.40022
(70, 296),     0.38033,       0.28315,       0.50603,       0.56468,       0.28298,       0.38318,       0.40006
(22, 190),     0.29654,       0.65445,       0.4951,       0.33685,       0.15887,       0.45727,       0.39985
(70, 336),     0.42978,       0.25649,       0.46945,       0.58466,       0.29842,       0.35885,       0.39961
(24, 466),     0.46888,       0.33631,       0.32114,       0.35907,       0.42574,       0.48519,       0.39939
(24, 253),     0.23548,       0.26189,       0.34433,       0.66672,       0.38544,       0.50147,       0.39922
(25, 252),     0.44102,       0.33029,       0.20174,       0.66329,       0.29464,       0.46351,       0.39908
(124, 388),     0.35221,       0.18656,       0.25344,       0.7051,       0.39678,       0.49961,       0.39895
(145, 159),     0.60169,       0.74642,       -0.00827,       0.70184,       0.26448,       0.0872,       0.39889
(246, 387),     0.30059,       0.20564,       0.21053,       0.69271,       0.55263,       0.43007,       0.3987
(27, 161),     0.26538,       0.7496,       0.42036,       0.39057,       0.24775,       0.31815,       0.39864
(65, 159),     0.18635,       0.68763,       0.5579,       0.44465,       0.11138,       0.40144,       0.39823
(306, 339),     0.7369,       0.69949,       -0.01605,       0.77786,       0.12248,       0.06844,       0.39819
(52, 53),     0.53772,       0.19386,       0.48264,       0.51519,       0.38199,       0.27641,       0.39797
(249, 306),     0.69031,       0.70463,       -0.02327,       0.78632,       0.14847,       0.07718,       0.39727
(256, 388),     0.54546,       0.66105,       0.20806,       0.43403,       0.30031,       0.23445,       0.39723
(22, 257),     0.23018,       0.6871,       0.57048,       0.22121,       0.19968,       0.47457,       0.3972
(292, 390),     0.69864,       0.68742,       -0.02987,       0.78415,       0.16152,       0.08089,       0.39713
(159, 257),     0.36126,       0.23879,       0.2428,       0.58466,       0.52737,       0.42759,       0.39708
(308, 390),     0.71666,       0.68425,       -0.02857,       0.78473,       0.14423,       0.07853,       0.39664
(66, 124),     0.42103,       0.22612,       0.63196,       0.65435,       0.29741,       0.14759,       0.39641
(292, 467),     0.69794,       0.71606,       -0.01714,       0.81339,       0.12748,       0.03974,       0.39625
(308, 467),     0.71548,       0.71374,       -0.01716,       0.81654,       0.11229,       0.03642,       0.39622
(163, 276),     0.2909,       0.46438,       0.46239,       0.29286,       0.32162,       0.54498,       0.39619
(26, 386),     0.31909,       0.477,       0.39422,       0.57828,       0.37251,       0.2333,       0.39573
(22, 26),     0.24629,       0.47985,       0.39571,       0.28713,       0.37232,       0.59287,       0.3957
(110, 253),     0.28787,       0.27201,       0.30173,       0.65847,       0.35707,       0.49588,       0.3955
(255, 291),     0.72296,       0.70355,       -0.00609,       0.76955,       0.10722,       0.07447,       0.39528
(23, 154),     0.21582,       0.53659,       0.52634,       0.06326,       0.44771,       0.58042,       0.39502
(28, 334),     0.20353,       0.52522,       0.43122,       0.40582,       0.32886,       0.47442,       0.39484
(144, 374),     0.28983,       0.23733,       0.35948,       0.55841,       0.44644,       0.47674,       0.39471
(276, 291),     0.64442,       0.77345,       -0.03665,       0.77556,       0.19515,       0.01178,       0.39395
(24, 133),     0.19927,       0.46313,       0.47532,       0.2574,       0.39227,       0.57357,       0.39349
(56, 295),     0.58947,       0.50928,       0.30098,       0.40628,       0.29184,       0.26232,       0.39336
(153, 259),     0.3228,       0.57264,       0.52308,       0.20268,       0.23587,       0.50057,       0.39294
(253, 466),     0.47545,       0.79957,       0.10186,       0.41413,       0.34695,       0.21944,       0.3929
(35, 253),     0.54317,       0.3409,       0.23982,       0.60036,       0.21511,       0.41716,       0.39275
(25, 390),     0.30594,       0.22967,       0.3052,       0.56408,       0.45409,       0.49609,       0.39251
(26, 387),     0.29625,       0.48442,       0.35311,       0.54792,       0.36932,       0.30053,       0.39193
(53, 65),     0.41504,       0.42966,       0.28218,       0.55586,       0.27874,       0.38824,       0.39162
(247, 385),     0.40091,       0.20452,       0.12167,       0.70005,       0.41666,       0.5005,       0.39072
(53, 336),     0.32653,       0.20112,       0.44468,       0.59999,       0.33404,       0.43497,       0.39022
(154, 157),     0.72103,       0.75395,       -0.12365,       0.77534,       0.13647,       0.07738,       0.39009
(145, 388),     0.44826,       0.29684,       0.27174,       0.43726,       0.43301,       0.45281,       0.38999
(61, 308),     0.75194,       0.66404,       0.11342,       0.63464,       0.07726,       0.09734,       0.38977
(252, 382),     0.35102,       0.67125,       0.46756,       0.29074,       0.03879,       0.51847,       0.38964
(29, 334),     0.19467,       0.46277,       0.45387,       0.43236,       0.29482,       0.49876,       0.38954
(163, 374),     0.26557,       0.23676,       0.31017,       0.61065,       0.44871,       0.46416,       0.38934
(24, 193),     0.30736,       0.38514,       0.54749,       0.31397,       0.35195,       0.42886,       0.38913
(145, 295),     0.25146,       0.73978,       0.61264,       0.09167,       0.12769,       0.50792,       0.38853
(26, 414),     0.27646,       0.4634,       0.52755,       0.448,       0.33546,       0.27883,       0.38828
(23, 260),     0.28357,       0.64553,       0.54173,       0.09219,       0.22452,       0.54111,       0.38811
(30, 55),     0.45419,       0.31217,       0.31574,       0.39043,       0.37955,       0.47623,       0.38805
(110, 467),     0.33844,       0.47071,       0.39706,       0.22692,       0.36206,       0.53237,       0.38793
(144, 161),     0.6076,       0.62391,       0.12504,       0.58918,       0.36377,       0.01666,       0.38769
(23, 296),     0.10535,       0.79689,       0.64933,       0.13352,       0.04888,       0.59143,       0.38757
(163, 463),     0.28128,       0.34226,       0.19726,       0.67745,       0.48491,       0.34164,       0.38747
(263, 291),     0.67219,       0.71386,       -0.02979,       0.7797,       0.12225,       0.0657,       0.38732
(27, 107),     0.19838,       0.18308,       0.49087,       0.51408,       0.51947,       0.4176,       0.38725
(65, 130),     0.2306,       0.58623,       0.51297,       0.42249,       0.29311,       0.27681,       0.38704
(124, 260),     0.39294,       0.24663,       0.29724,       0.60128,       0.30096,       0.48187,       0.38682
(144, 160),     0.55675,       0.71969,       0.04053,       0.64164,       0.31101,       0.05119,       0.3868
(22, 388),     0.35138,       0.44789,       0.35511,       0.39749,       0.3397,       0.42899,       0.38676
(144, 362),     0.22355,       0.32823,       0.27549,       0.61964,       0.4985,       0.37408,       0.38658
(76, 308),     0.73839,       0.67192,       0.10934,       0.64434,       0.05536,       0.10002,       0.38656
(25, 300),     0.24334,       0.4269,       0.41132,       0.37299,       0.31899,       0.54465,       0.38637
(57, 255),     0.50349,       0.50407,       0.41255,       0.48828,       0.1821,       0.22768,       0.38636
(293, 308),     0.59043,       0.79217,       -0.05791,       0.75236,       0.24901,       -0.00996,       0.38602
(154, 160),     0.69264,       0.35686,       0.42947,       0.31412,       0.50004,       0.02006,       0.38553
(306, 390),     0.67753,       0.67304,       -0.05284,       0.7766,       0.16192,       0.0765,       0.38546
(110, 293),     0.16077,       0.70279,       0.58637,       0.15661,       0.16262,       0.53795,       0.38452
(33, 159),     0.47905,       0.43526,       0.44037,       0.41296,       0.36526,       0.17343,       0.38439
(306, 467),     0.67942,       0.70383,       -0.03864,       0.80535,       0.12294,       0.03331,       0.38437
(22, 256),     0.14386,       0.47221,       0.44071,       0.5073,       0.31863,       0.42317,       0.38431
(22, 252),     0.1541,       0.45882,       0.46188,       0.47675,       0.29239,       0.46117,       0.38418
(163, 362),     0.25656,       0.3185,       0.19725,       0.67402,       0.5033,       0.35506,       0.38411
(55, 145),     0.2877,       0.66304,       0.56424,       0.25404,       0.12246,       0.41286,       0.38406
(56, 334),     0.23314,       0.61935,       0.46342,       0.33175,       0.20264,       0.45403,       0.38405
(35, 190),     0.53452,       0.14805,       0.51656,       0.46524,       0.35813,       0.28166,       0.38403
(292, 293),     0.56823,       0.79303,       -0.05711,       0.7398,       0.26303,       -0.00557,       0.38357
(61, 292),     0.75478,       0.64921,       0.10965,       0.62427,       0.07484,       0.0886,       0.38356
(24, 390),     0.43077,       0.20509,       0.3256,       0.40329,       0.43533,       0.50098,       0.38351
(154, 173),     0.64374,       0.73966,       -0.08123,       0.72314,       0.13492,       0.13791,       0.38302
(291, 339),     0.71889,       0.66922,       -0.03718,       0.75602,       0.11414,       0.07382,       0.38249
(341, 384),     0.30205,       0.69742,       0.13575,       0.54855,       0.4527,       0.15734,       0.3823
(124, 414),     0.38568,       0.42904,       0.12895,       0.72941,       0.27825,       0.34193,       0.38221
(22, 160),     0.62569,       0.545,       0.19539,       0.48569,       0.44192,       -0.00399,       0.38162
(249, 291),     0.67256,       0.67897,       -0.04701,       0.7684,       0.13878,       0.07731,       0.3815
(145, 463),     0.18512,       0.37142,       0.34773,       0.57065,       0.44997,       0.363,       0.38132
(341, 385),     0.33235,       0.70153,       0.26238,       0.46927,       0.39009,       0.1322,       0.3813
(153, 380),     0.15802,       0.35432,       0.45594,       0.50147,       0.37252,       0.44478,       0.38117
(78, 308),     0.71617,       0.68549,       0.09751,       0.65385,       0.03155,       0.10209,       0.38111
(76, 292),     0.7416,       0.6577,       0.10578,       0.63618,       0.05328,       0.09145,       0.381
