Comparing the following files: 
kelly_front_s3_v2/,  kelly_low_s3_v2/,  kelly_right_threequarter_s3_v2/,  kelly_left_threequarter_s3_v2/,  

Correlation cuttoff is -1
landmark(s),  kelly_front_s3_v2_vs_kelly_low_s3_v2,  kelly_front_s3_v2_vs_kelly_right_threequarter_s3_v2,  kelly_front_s3_v2_vs_kelly_left_threequarter_s3_v2,  kelly_low_s3_v2_vs_kelly_right_threequarter_s3_v2,  kelly_low_s3_v2_vs_kelly_left_threequarter_s3_v2,  kelly_right_threequarter_s3_v2_vs_kelly_left_threequarter_s3_v2,  average
(76, 287),     0.82958,       0.81908,       0.0898,       0.74243,       0.09176,       0.01303,       0.43095
(66, 173),     0.64436,       0.5158,       0.24196,       0.40548,       0.25056,       0.52721,       0.4309
(107, 287),     0.44717,       0.39209,       0.28958,       0.65101,       0.31414,       0.49102,       0.43084
(334, 374),     0.52312,       0.54644,       0.49398,       0.49687,       0.30626,       0.21717,       0.43064
(56, 306),     0.25357,       0.3544,       0.21954,       0.75995,       0.44129,       0.55478,       0.43059
(55, 384),     0.81826,       0.45906,       0.11711,       0.58058,       0.24707,       0.36083,       0.43049
(252, 334),     0.4771,       0.56124,       0.4664,       0.39233,       0.4093,       0.27623,       0.43043
(66, 247),     0.27075,       0.48942,       0.3659,       0.38128,       0.42275,       0.65216,       0.43038
(283, 380),     0.38969,       0.63395,       0.59898,       0.18582,       0.41682,       0.35396,       0.42987
(24, 55),     0.32301,       0.74287,       0.48602,       0.2208,       0.19502,       0.61058,       0.42972
(30, 61),     0.12907,       0.4188,       0.20286,       0.66754,       0.50076,       0.65795,       0.4295
(362, 388),     0.53889,       0.6252,       0.18736,       0.75406,       0.21291,       0.25662,       0.42917
(257, 296),     0.65588,       0.63687,       0.1266,       0.73999,       0.14419,       0.26412,       0.42794
(257, 359),     0.2675,       0.63222,       0.38397,       0.44258,       0.38332,       0.45785,       0.42791
(160, 380),     0.73493,       0.63137,       0.30399,       0.62264,       0.12146,       0.14861,       0.42717
(55, 256),     0.69231,       0.67969,       0.15407,       0.6524,       0.2072,       0.17591,       0.42693
(63, 144),     0.61157,       0.67834,       0.32432,       0.52555,       0.24117,       0.18037,       0.42689
(105, 386),     0.81577,       0.47381,       0.16648,       0.53675,       0.17366,       0.39389,       0.42673
(62, 163),     0.17171,       0.63234,       0.53409,       0.44011,       0.21073,       0.57126,       0.42671
(78, 163),     0.16877,       0.63872,       0.54484,       0.42832,       0.20097,       0.57707,       0.42645
(254, 295),     0.39314,       0.65717,       0.46747,       0.44511,       0.25259,       0.34136,       0.42614
(296, 466),     0.82009,       0.66653,       0.07929,       0.71177,       0.14637,       0.13188,       0.42599
(27, 76),     0.13037,       0.18267,       0.04362,       0.81286,       0.61395,       0.77234,       0.42597
(98, 256),     0.16668,       0.54436,       0.4873,       0.31062,       0.48175,       0.56395,       0.42578
(65, 110),     0.15031,       0.63204,       0.52037,       0.36478,       0.21784,       0.66815,       0.42558
(260, 463),     0.64187,       0.6193,       0.22312,       0.65276,       0.263,       0.15308,       0.42552
(259, 334),     0.5703,       0.51925,       0.0914,       0.73597,       0.28438,       0.35149,       0.42546
(29, 362),     0.49399,       0.61982,       0.31693,       0.52683,       0.21615,       0.3784,       0.42535
(46, 144),     0.58487,       0.66038,       0.27716,       0.46221,       0.25199,       0.31532,       0.42532
(30, 190),     0.49432,       0.54332,       0.49501,       0.39602,       0.34245,       0.28031,       0.42524
(296, 339),     0.5192,       0.55385,       0.37343,       0.57332,       0.29123,       0.23806,       0.42485
(65, 256),     0.54956,       0.68692,       0.17323,       0.56927,       0.2518,       0.31772,       0.42475
(341, 362),     0.78429,       0.72853,       0.00946,       0.63899,       0.31064,       0.07623,       0.42469
(160, 381),     0.72864,       0.57533,       0.35545,       0.61132,       0.14405,       0.13257,       0.42456
(291, 466),     0.69885,       0.49154,       0.39423,       0.75699,       0.19075,       0.01449,       0.42447
(56, 193),     0.44416,       0.58997,       0.23742,       0.47314,       0.4044,       0.39585,       0.42416
(112, 247),     0.52452,       0.59745,       0.45814,       0.46665,       0.26078,       0.2352,       0.42379
(283, 362),     0.38861,       0.63785,       0.58022,       0.09288,       0.46598,       0.3749,       0.42341
(282, 373),     0.40714,       0.60081,       0.46581,       0.51374,       0.27856,       0.2734,       0.42324
(61, 110),     0.13203,       0.66469,       0.54486,       0.37584,       0.21068,       0.61063,       0.42312
(29, 61),     0.11858,       0.27143,       0.08998,       0.76346,       0.57159,       0.72265,       0.42295
(78, 156),     0.32019,       0.7784,       0.41806,       0.36373,       0.20042,       0.45685,       0.42294
(107, 463),     0.64329,       0.62072,       0.24424,       0.54531,       0.25422,       0.22979,       0.42293
(98, 466),     0.53382,       0.46342,       0.26068,       0.59406,       0.41693,       0.26597,       0.42248
(62, 156),     0.32549,       0.77273,       0.40683,       0.37817,       0.20262,       0.44839,       0.42237
(246, 292),     0.55146,       0.59536,       0.27624,       0.6125,       0.29319,       0.20547,       0.42237
(387, 398),     0.5057,       0.63365,       0.18351,       0.76019,       0.21036,       0.24,       0.42223
(76, 163),     0.15602,       0.62163,       0.52281,       0.44573,       0.21869,       0.56556,       0.42174
(46, 157),     0.83316,       0.57749,       0.13821,       0.61767,       0.17863,       0.1851,       0.42171
(25, 28),     -0.01105,       0.548,       0.60803,       0.46727,       0.35015,       0.56738,       0.42163
(98, 398),     0.40231,       0.3439,       0.47865,       0.44541,       0.45517,       0.4025,       0.42132
(24, 78),     0.13596,       0.56502,       0.534,       0.49744,       0.18856,       0.60578,       0.42113
(24, 62),     0.1393,       0.55744,       0.52037,       0.50558,       0.19988,       0.60349,       0.42101
(57, 163),     0.25749,       0.56349,       0.61243,       0.52387,       0.16783,       0.39966,       0.42079
(65, 385),     0.83663,       0.48986,       0.10574,       0.5269,       0.2063,       0.3568,       0.42037
(254, 282),     0.37732,       0.53678,       0.47329,       0.46783,       0.31562,       0.35128,       0.42035
(246, 308),     0.55472,       0.5982,       0.26974,       0.6107,       0.289,       0.19739,       0.41996
(249, 339),     0.87834,       0.52503,       0.32303,       0.6956,       0.17778,       -0.08161,       0.41969
(255, 467),     0.16711,       0.49304,       0.48157,       0.65552,       0.30056,       0.42032,       0.41969
(295, 414),     0.52472,       0.48699,       0.42309,       0.39795,       0.27258,       0.41241,       0.41962
(53, 291),     0.42478,       0.48357,       0.23438,       0.63672,       0.31657,       0.4202,       0.41937
(55, 190),     0.45284,       0.74071,       0.24484,       0.38019,       0.24702,       0.44884,       0.41907
(257, 282),     0.59759,       0.56428,       0.07837,       0.68119,       0.27658,       0.31637,       0.41906
(98, 341),     0.13539,       0.56635,       0.45855,       0.29738,       0.50359,       0.5516,       0.41881
(61, 287),     0.80495,       0.82471,       0.07217,       0.73144,       0.08388,       -0.00509,       0.41868
(56, 308),     0.21771,       0.33606,       0.21377,       0.7504,       0.44426,       0.54986,       0.41868
(23, 46),     0.64609,       0.68376,       0.26911,       0.56099,       0.19526,       0.15451,       0.41829
(55, 341),     0.66142,       0.62316,       0.15371,       0.63084,       0.24773,       0.19276,       0.41827
(107, 252),     0.69484,       0.72909,       0.18098,       0.6131,       0.12015,       0.17125,       0.41823
(155, 247),     0.5001,       0.61095,       0.47698,       0.43467,       0.25712,       0.22533,       0.41752
(35, 61),     0.30852,       0.80627,       0.46234,       0.25058,       0.2085,       0.46673,       0.41716
(28, 380),     0.62039,       0.61533,       0.09654,       0.71759,       0.15269,       0.29838,       0.41682
(63, 153),     0.62474,       0.76544,       0.2828,       0.50638,       0.16366,       0.15648,       0.41658
(107, 130),     0.21119,       0.45618,       0.37044,       0.40025,       0.38983,       0.66975,       0.41627
(105, 190),     0.43282,       0.67855,       0.39206,       0.32671,       0.24355,       0.42297,       0.41611
(28, 253),     0.67271,       0.622,       0.0556,       0.72112,       0.1485,       0.27267,       0.41543
(98, 463),     0.13338,       0.54742,       0.44436,       0.32232,       0.50727,       0.53774,       0.41542
(263, 287),     0.61693,       0.55787,       0.20933,       0.67246,       0.31341,       0.12163,       0.41527
(24, 76),     0.12283,       0.54334,       0.50471,       0.51018,       0.20832,       0.60095,       0.41506
(159, 334),     0.72228,       0.67109,       0.10859,       0.6783,       0.04777,       0.26155,       0.41493
(27, 254),     0.57655,       0.57173,       0.11336,       0.60297,       0.25685,       0.36717,       0.41477
(253, 334),     0.48572,       0.5186,       0.46449,       0.43973,       0.35385,       0.22622,       0.41477
(55, 287),     0.39979,       0.36348,       0.27411,       0.65124,       0.31446,       0.48392,       0.4145
(353, 387),     0.69705,       0.63798,       0.10114,       0.5419,       0.16481,       0.34389,       0.41446
(56, 292),     0.22117,       0.33175,       0.20521,       0.74902,       0.43762,       0.54174,       0.41442
(381, 414),     0.70265,       0.67396,       0.25657,       0.35307,       0.35227,       0.148,       0.41442
(30, 57),     0.19816,       0.32594,       0.26079,       0.71796,       0.45249,       0.53102,       0.41439
(160, 285),     0.66622,       0.55027,       0.19048,       0.71082,       0.12791,       0.23907,       0.41413
(62, 76),     0.73049,       0.62609,       0.13324,       0.55009,       0.13107,       0.31373,       0.41412
(66, 256),     0.65017,       0.70663,       0.14264,       0.59545,       0.17191,       0.21757,       0.41406
(327, 398),     0.26149,       0.57324,       0.34524,       0.29575,       0.49864,       0.50724,       0.4136
(160, 374),     0.72506,       0.64379,       0.25124,       0.57997,       0.11923,       0.16097,       0.41338
(107, 173),     0.55969,       0.58854,       0.2634,       0.40236,       0.16477,       0.49968,       0.41307
(65, 157),     0.85817,       0.54865,       -0.005,       0.60778,       0.09493,       0.37299,       0.41292
(160, 463),     0.68681,       0.53905,       0.3876,       0.55545,       0.13521,       0.17309,       0.41287
(259, 283),     0.52831,       0.42022,       0.11477,       0.68246,       0.3939,       0.33609,       0.41262
(65, 341),     0.51238,       0.64439,       0.17427,       0.53721,       0.27413,       0.33271,       0.41251
(263, 327),     0.30193,       0.43319,       0.41045,       0.488,       0.50306,       0.33651,       0.41219
(65, 386),     0.83635,       0.4921,       0.09413,       0.50997,       0.18892,       0.3505,       0.412
(76, 156),     0.31023,       0.768,       0.38939,       0.37403,       0.20457,       0.42466,       0.41181
(61, 163),     0.13066,       0.61515,       0.50282,       0.43544,       0.23446,       0.55219,       0.41179
(193, 291),     0.42971,       0.56124,       0.35667,       0.27394,       0.34074,       0.50776,       0.41168
(53, 157),     0.86627,       0.55354,       0.03209,       0.62272,       0.12092,       0.27125,       0.41113
(35, 57),     0.42095,       0.65414,       0.45545,       0.45454,       0.2578,       0.22163,       0.41075
(63, 385),     0.69866,       0.49738,       0.21477,       0.529,       0.19049,       0.33229,       0.41043
(112, 133),     0.82702,       0.69454,       0.02913,       0.6802,       0.16003,       0.07117,       0.41035
(27, 61),     0.09657,       0.1563,       0.00609,       0.81042,       0.62265,       0.7687,       0.41012
(24, 57),     0.23258,       0.48212,       0.61116,       0.58094,       0.16909,       0.384,       0.40998
(256, 467),     0.49386,       0.51226,       0.32386,       0.59506,       0.33483,       0.19958,       0.40991
(286, 327),     0.18343,       0.47629,       0.31859,       0.51441,       0.45402,       0.50968,       0.4094
(33, 336),     0.38959,       0.39301,       0.33587,       0.50591,       0.29217,       0.5397,       0.40937
(76, 78),     0.81001,       0.39376,       0.22807,       0.43108,       0.20973,       0.38137,       0.409
(29, 158),     0.85304,       0.60363,       -0.03875,       0.60878,       0.14721,       0.27864,       0.40876
(78, 124),     0.22081,       0.71642,       0.42021,       0.41147,       0.18198,       0.49932,       0.40837
(107, 380),     0.7177,       0.68508,       0.12181,       0.66471,       0.13298,       0.12771,       0.40833
(53, 306),     0.41309,       0.47067,       0.21764,       0.62303,       0.3247,       0.39967,       0.40813
(258, 327),     0.19323,       0.33942,       0.36138,       0.65035,       0.47073,       0.43295,       0.40801
(66, 341),     0.61352,       0.67105,       0.15895,       0.55378,       0.20741,       0.24289,       0.40793
(159, 362),     0.70428,       0.52574,       0.37213,       0.49229,       0.12429,       0.228,       0.40779
(254, 336),     0.58245,       0.54832,       0.39186,       0.45224,       0.31271,       0.15799,       0.40759
(334, 373),     0.50047,       0.5143,       0.45568,       0.55761,       0.25527,       0.16131,       0.40744
(28, 78),     0.10537,       0.13594,       0.05752,       0.81683,       0.58517,       0.74346,       0.40738
(153, 190),     0.53014,       0.73989,       0.43733,       0.19559,       0.37126,       0.16844,       0.40711
(253, 285),     0.6368,       0.51549,       0.47887,       0.37916,       0.35781,       0.07405,       0.40703
(62, 124),     0.22333,       0.70805,       0.4083,       0.42525,       0.18634,       0.49075,       0.407
(193, 306),     0.41528,       0.55917,       0.35203,       0.26156,       0.34978,       0.50189,       0.40662
(341, 466),     0.48521,       0.53777,       0.21753,       0.69694,       0.24068,       0.26109,       0.40654
(28, 62),     0.10221,       0.13405,       0.04288,       0.81626,       0.5938,       0.74862,       0.4063
(107, 388),     0.85639,       0.51664,       0.06511,       0.56323,       0.14363,       0.29229,       0.40621
(27, 158),     0.92566,       0.62265,       -0.06534,       0.63869,       0.09004,       0.22549,       0.4062
(98, 380),     0.14745,       0.46316,       0.49995,       0.38386,       0.44497,       0.4974,       0.40613
(28, 287),     0.33888,       0.27435,       0.14783,       0.75265,       0.36639,       0.55625,       0.40606
(158, 254),     0.83375,       0.60488,       0.1332,       0.5565,       0.03985,       0.26691,       0.40585
(252, 283),     0.35599,       0.61552,       0.54596,       0.15982,       0.46755,       0.28961,       0.40574
(295, 373),     0.37808,       0.67925,       0.42358,       0.50367,       0.24113,       0.20852,       0.40571
(66, 387),     0.84908,       0.48714,       0.07541,       0.5535,       0.13203,       0.33693,       0.40568
(29, 57),     0.17748,       0.19546,       0.1048,       0.78995,       0.53581,       0.62775,       0.40521
(24, 61),     0.09588,       0.53657,       0.47856,       0.5006,       0.22572,       0.59282,       0.40502
(56, 110),     0.11136,       0.605,       0.53885,       0.31045,       0.42161,       0.43911,       0.4044
(252, 263),     0.27175,       0.32008,       0.5557,       0.57419,       0.41828,       0.28536,       0.40423
(98, 381),     0.12138,       0.47401,       0.4806,       0.35901,       0.47459,       0.51322,       0.4038
(291, 417),     0.29307,       0.48701,       0.16147,       0.39637,       0.46109,       0.62356,       0.40376
(283, 374),     0.38465,       0.60201,       0.56478,       0.24196,       0.36034,       0.26856,       0.40372
(282, 414),     0.40615,       0.50737,       0.53051,       0.11936,       0.48745,       0.36989,       0.40345
(28, 246),     0.48116,       0.41112,       0.29834,       0.55823,       0.15722,       0.514,       0.40335
(161, 296),     0.57424,       0.56734,       0.20193,       0.59248,       0.11511,       0.36883,       0.40332
(306, 308),     0.85977,       0.35292,       0.21642,       0.31771,       0.22034,       0.45124,       0.40307
(25, 52),     0.19663,       0.49056,       0.46839,       0.41168,       0.21847,       0.63224,       0.40299
(7, 52),     0.23583,       0.44628,       0.45591,       0.37755,       0.22937,       0.66923,       0.40236
(98, 252),     0.16463,       0.46805,       0.51589,       0.31789,       0.42265,       0.5238,       0.40215
(7, 159),     -0.14636,       0.31611,       0.22107,       0.70545,       0.51835,       0.7978,       0.40207
(282, 466),     0.76269,       0.65675,       0.04494,       0.64619,       0.17789,       0.12385,       0.40205
(256, 414),     0.71521,       0.66424,       0.33368,       0.29475,       0.28556,       0.11752,       0.40183
(306, 417),     0.29385,       0.48996,       0.14444,       0.39761,       0.46193,       0.61836,       0.40103
(23, 63),     0.64173,       0.69392,       0.28897,       0.5595,       0.15962,       0.05974,       0.40058
(296, 414),     0.56215,       0.35833,       0.43419,       0.32606,       0.37209,       0.35008,       0.40048
(56, 159),     0.96305,       0.65066,       -0.03997,       0.71772,       -0.06074,       0.16976,       0.40008
(249, 257),     -0.03461,       0.48343,       0.36077,       0.62632,       0.47303,       0.49083,       0.39996
(254, 334),     0.46239,       0.46281,       0.44857,       0.47757,       0.32552,       0.2222,       0.39984
(33, 55),     0.37075,       0.17403,       0.23527,       0.45804,       0.48409,       0.67587,       0.39968
(55, 110),     0.17908,       0.64933,       0.46284,       0.24837,       0.21585,       0.63663,       0.39868
(286, 388),     0.8219,       0.61627,       0.0481,       0.56041,       0.07572,       0.26512,       0.39792
(159, 373),     0.70028,       0.61054,       0.17871,       0.50469,       0.12394,       0.26917,       0.39789
(66, 287),     0.48691,       0.31932,       0.19184,       0.64125,       0.28224,       0.46417,       0.39762
(327, 380),     0.14249,       0.62382,       0.26405,       0.28041,       0.5449,       0.52957,       0.39754
(327, 341),     0.17142,       0.7028,       0.32023,       0.1267,       0.52456,       0.53794,       0.39727
(27, 53),     0.52845,       0.46428,       0.06544,       0.54967,       0.39725,       0.37831,       0.39723
(24, 46),     0.61672,       0.591,       0.2434,       0.58259,       0.21963,       0.12873,       0.39701
(28, 76),     0.08214,       0.11468,       0.02157,       0.81745,       0.59627,       0.74962,       0.39696
(107, 362),     0.61544,       0.60489,       0.20088,       0.53916,       0.22697,       0.19358,       0.39682
(292, 306),     0.86114,       0.36361,       0.27612,       0.28289,       0.23327,       0.36369,       0.39679
(25, 55),     0.16664,       0.4798,       0.36024,       0.37452,       0.34328,       0.65471,       0.39653
(76, 124),     0.203,       0.69872,       0.39072,       0.42192,       0.19141,       0.47251,       0.39638
(285, 388),     0.84416,       0.63771,       -0.01056,       0.64662,       0.06299,       0.19247,       0.39557
(65, 381),     0.53036,       0.64657,       0.09998,       0.56306,       0.25573,       0.27659,       0.39538
(29, 254),     0.57535,       0.60433,       0.11692,       0.57446,       0.20085,       0.29925,       0.39519
(263, 292),     0.56137,       0.42175,       0.50938,       0.71458,       0.15636,       0.00504,       0.39475
(263, 308),     0.55934,       0.42005,       0.52221,       0.72005,       0.14675,       -0.00049,       0.39465
(193, 308),     0.37197,       0.56036,       0.33528,       0.2537,       0.34842,       0.49781,       0.39459
(63, 386),     0.71569,       0.4719,       0.20811,       0.48105,       0.16599,       0.32353,       0.39438
(327, 374),     0.12759,       0.60359,       0.26287,       0.31799,       0.53613,       0.5158,       0.394
(110, 153),     0.48606,       0.59623,       0.2066,       0.56314,       0.20322,       0.30832,       0.39393
(78, 144),     0.1085,       0.57343,       0.52207,       0.46574,       0.15233,       0.5396,       0.39361
(98, 382),     0.08895,       0.51015,       0.46353,       0.2869,       0.4845,       0.52763,       0.39361
(30, 53),     0.71387,       0.39913,       0.27956,       0.33405,       0.30658,       0.32704,       0.39337
(52, 130),     0.23058,       0.47276,       0.37988,       0.39221,       0.24937,       0.63531,       0.39335
(380, 467),     0.40963,       0.5286,       0.41686,       0.38145,       0.35632,       0.26715,       0.39333
(62, 144),     0.11314,       0.56777,       0.50859,       0.47423,       0.16199,       0.53403,       0.39329
(276, 384),     0.86222,       0.60608,       0.04678,       0.5535,       0.16224,       0.12796,       0.39313
(257, 467),     0.52457,       0.58889,       0.32176,       0.24447,       0.31901,       0.36003,       0.39312
(306, 336),     0.27013,       0.38176,       -0.15482,       0.81404,       0.48097,       0.56655,       0.3931
(308, 417),     0.28133,       0.48842,       0.12787,       0.39734,       0.45129,       0.61212,       0.39306
(291, 336),     0.25176,       0.36884,       -0.1492,       0.81095,       0.49203,       0.58346,       0.39297
(157, 334),     0.4302,       0.59899,       0.19229,       0.5554,       0.20127,       0.3777,       0.39264
(61, 156),     0.28059,       0.76285,       0.36584,       0.35066,       0.20923,       0.3862,       0.39256
(98, 362),     0.11614,       0.47354,       0.45908,       0.31229,       0.49301,       0.5,       0.39234
(254, 286),     0.59811,       0.65613,       0.22948,       0.32689,       0.34948,       0.19386,       0.39233
(285, 291),     0.23655,       0.3581,       -0.1625,       0.80127,       0.5234,       0.59615,       0.39216
(193, 292),     0.37779,       0.55523,       0.33802,       0.24522,       0.34253,       0.49168,       0.39175
(65, 252),     0.58111,       0.68633,       0.09956,       0.55942,       0.1737,       0.24869,       0.39147
(30, 52),     0.50208,       0.29692,       0.34427,       0.30243,       0.30234,       0.59651,       0.39076
(257, 327),     0.16473,       0.2463,       0.38653,       0.69637,       0.48541,       0.36466,       0.39067
(381, 466),     0.28945,       0.46397,       0.33355,       0.55908,       0.27445,       0.42273,       0.39054
(55, 381),     0.67613,       0.62457,       0.05602,       0.67726,       0.19792,       0.11095,       0.39047
(285, 306),     0.25016,       0.36795,       -0.17047,       0.80456,       0.51174,       0.57862,       0.39043
(256, 327),     0.15332,       0.69785,       0.295,       0.1392,       0.51807,       0.53892,       0.39039
(292, 417),     0.27494,       0.48614,       0.12802,       0.38872,       0.45061,       0.61221,       0.39011
(263, 306),     0.56096,       0.41364,       0.4913,       0.71227,       0.16556,       -0.00351,       0.39004
(53, 130),     0.46772,       0.40594,       0.40899,       0.37181,       0.21601,       0.46953,       0.39
(29, 246),     0.7455,       0.41739,       0.05866,       0.6329,       0.08539,       0.39956,       0.3899
(53, 247),     0.56825,       0.35278,       0.3613,       0.33075,       0.28027,       0.44527,       0.38977
(285, 374),     0.60884,       0.51253,       0.42587,       0.44192,       0.35472,       -0.00569,       0.3897
(255, 260),     0.03318,       0.41381,       0.45673,       0.70477,       0.29362,       0.43611,       0.3897
(327, 463),     0.14018,       0.68763,       0.33723,       0.10789,       0.50878,       0.55624,       0.38966
(336, 373),     0.52793,       0.56052,       0.35428,       0.53606,       0.29295,       0.0661,       0.38964
(55, 163),     0.15887,       0.62511,       0.50418,       0.21518,       0.2077,       0.62675,       0.38963
(98, 414),     0.14569,       0.39071,       0.44046,       0.40274,       0.47864,       0.47907,       0.38955
(308, 336),     0.28478,       0.38894,       -0.15231,       0.81951,       0.45861,       0.53728,       0.38947
(66, 381),     0.6455,       0.67429,       0.07107,       0.60121,       0.16057,       0.18185,       0.38908
(158, 381),     0.69057,       0.54916,       0.26287,       0.58771,       0.02674,       0.21579,       0.38881
(52, 256),     0.4859,       0.70418,       0.16037,       0.49837,       0.15554,       0.32737,       0.38862
(63, 154),     0.56973,       0.7772,       0.26057,       0.45889,       0.10639,       0.15523,       0.388
(107, 253),     0.72606,       0.657,       0.11633,       0.58379,       0.0882,       0.15657,       0.38799
(76, 144),     0.10036,       0.55586,       0.4954,       0.47997,       0.16852,       0.5275,       0.38793
(159, 339),     0.74392,       0.57359,       0.19519,       0.41118,       0.1231,       0.27884,       0.38764
(28, 105),     0.50728,       0.49714,       0.1167,       0.49918,       0.32078,       0.38452,       0.3876
(22, 63),     0.60779,       0.73968,       0.27036,       0.51994,       0.11934,       0.06702,       0.38735
(61, 327),     0.44885,       0.23781,       0.18804,       0.78862,       0.34971,       0.30839,       0.3869
(98, 374),     0.14311,       0.4424,       0.49316,       0.38084,       0.3982,       0.46334,       0.38684
(33, 53),     0.67483,       0.30659,       0.26956,       0.36243,       0.21738,       0.48774,       0.38642
(70, 157),     0.68894,       0.55972,       0.21737,       0.55146,       0.17352,       0.12674,       0.38629
(27, 57),     0.14407,       0.08945,       -0.02353,       0.8229,       0.59413,       0.68857,       0.38593
(30, 256),     0.63685,       0.60012,       0.24375,       0.60931,       0.12825,       0.09415,       0.3854
(388, 463),     0.56651,       0.60976,       0.08355,       0.75028,       0.12979,       0.17227,       0.38536
(327, 381),     0.13552,       0.63227,       0.29867,       0.18632,       0.52796,       0.53091,       0.38528
(292, 336),     0.26723,       0.37685,       -0.16502,       0.81424,       0.4658,       0.55045,       0.38492
(33, 52),     0.47686,       0.34845,       0.23744,       0.38576,       0.21684,       0.64381,       0.38486
(57, 144),     0.21607,       0.53273,       0.59428,       0.53597,       0.10333,       0.32599,       0.38473
(52, 157),     0.85169,       0.52555,       -0.05843,       0.59468,       0.06693,       0.32671,       0.38452
(112, 336),     0.44983,       0.45878,       0.34825,       0.21768,       0.28866,       0.54394,       0.38452
(296, 398),     0.53118,       0.38208,       0.37956,       0.39665,       0.31752,       0.30002,       0.3845
(296, 467),     0.69909,       0.53608,       0.09068,       0.61136,       0.27437,       0.09454,       0.38435
(285, 308),     0.25815,       0.37151,       -0.1705,       0.80967,       0.48741,       0.54874,       0.38416
(46, 153),     0.54147,       0.76518,       0.25779,       0.39383,       0.10765,       0.23785,       0.38396
(28, 61),     0.05388,       0.09152,       -0.01604,       0.8159,       0.60741,       0.75005,       0.38379
(22, 46),     0.57934,       0.73254,       0.2539,       0.4756,       0.11185,       0.14709,       0.38339
(296, 390),     0.46273,       0.54266,       0.32807,       0.62763,       0.23627,       0.10095,       0.38305
(253, 283),     0.34521,       0.55866,       0.51837,       0.21492,       0.41499,       0.24464,       0.3828
(124, 246),     0.83876,       0.58553,       0.02946,       0.4667,       0.01964,       0.35598,       0.38268
(283, 463),     0.38969,       0.6387,       0.49151,       0.05287,       0.41444,       0.30597,       0.3822
(252, 327),     0.10058,       0.65564,       0.26127,       0.21428,       0.52747,       0.53323,       0.38208
(158, 380),     0.70703,       0.57503,       0.20304,       0.59823,       -0.00492,       0.21367,       0.38201
(327, 373),     0.10478,       0.58813,       0.28611,       0.32488,       0.51114,       0.47581,       0.38181
(57, 384),     0.70584,       0.31604,       0.02523,       0.66812,       0.28998,       0.28547,       0.38178
(66, 382),     0.59612,       0.64329,       0.10167,       0.55468,       0.19349,       0.2002,       0.38157
(160, 382),     0.70677,       0.47809,       0.37405,       0.52772,       0.14261,       0.05991,       0.38152
(296, 359),     0.62065,       0.543,       0.16182,       0.571,       0.32039,       0.07218,       0.38151
(158, 463),     0.63414,       0.54155,       0.29764,       0.51223,       0.02638,       0.27635,       0.38138
(263, 291),     0.56161,       0.39734,       0.46805,       0.70439,       0.17659,       -0.01983,       0.38136
(154, 246),     0.58132,       0.50922,       0.53108,       0.36731,       0.28041,       0.01857,       0.38132
(23, 62),     0.0638,       0.43008,       0.53676,       0.56432,       0.15116,       0.53958,       0.38095
(52, 341),     0.44513,       0.67992,       0.17089,       0.45372,       0.18009,       0.35449,       0.38071
(7, 55),     0.19371,       0.42202,       0.37869,       0.32196,       0.31214,       0.65564,       0.38069
(65, 382),     0.47744,       0.609,       0.11555,       0.5211,       0.26944,       0.29139,       0.38065
(27, 246),     0.54175,       0.37755,       0.15559,       0.59557,       0.10301,       0.50944,       0.38048
(285, 292),     0.2425,       0.35975,       -0.18267,       0.8044,       0.49557,       0.56241,       0.38033
(53, 292),     0.38807,       0.44188,       0.18625,       0.59655,       0.31057,       0.35792,       0.38021
(57, 327),     0.63783,       0.38179,       0.23205,       0.65172,       0.25569,       0.12121,       0.38005
(160, 373),     0.6422,       0.63602,       0.19678,       0.50709,       0.12743,       0.16841,       0.37966
(76, 327),     0.42145,       0.24145,       0.16237,       0.78926,       0.35433,       0.3084,       0.37954
(295, 296),     0.32008,       0.47869,       0.29544,       0.45283,       0.2985,       0.43165,       0.37953
(65, 287),     0.37917,       0.28457,       0.18625,       0.63668,       0.31151,       0.47741,       0.37927
(23, 78),     0.05773,       0.4353,       0.55355,       0.55957,       0.13454,       0.53483,       0.37925
(55, 173),     0.53894,       0.55049,       0.11173,       0.46977,       0.15911,       0.44384,       0.37898
(292, 359),     0.52045,       0.35246,       0.55861,       0.6802,       0.17044,       -0.00929,       0.37881
(28, 362),     0.44253,       0.56045,       0.19409,       0.55906,       0.15162,       0.36405,       0.37863
(61, 144),     0.07809,       0.55006,       0.47346,       0.47207,       0.18336,       0.51418,       0.37854
(61, 124),     0.17087,       0.69106,       0.36563,       0.39989,       0.20175,       0.44119,       0.3784
(55, 252),     0.70649,       0.67167,       0.06437,       0.61683,       0.10142,       0.109,       0.3783
(308, 359),     0.51552,       0.35025,       0.57006,       0.68789,       0.15862,       -0.01325,       0.37818
(249, 287),     0.50959,       0.50661,       0.17524,       0.66024,       0.29133,       0.12576,       0.37813
(300, 384),     0.81961,       0.48225,       0.08501,       0.42487,       0.20751,       0.24873,       0.378
(283, 373),     0.36707,       0.54071,       0.5201,       0.31702,       0.29659,       0.22619,       0.37795
(53, 308),     0.38806,       0.44371,       0.17685,       0.59422,       0.31033,       0.35444,       0.37793
(27, 98),     0.27004,       0.27505,       0.11828,       0.73614,       0.3645,       0.50272,       0.37779
