Comparing the following files: 
hadleigh_front_s28_v2/,  hadleigh_front_s27_v2/,  

Correlation cuttoff is 1
landmark(s),  hadleigh_front_s28_v2_vs_hadleigh_front_s27_v2,  average
(53, 467),     0.12062,       0.12062
(247, 263),     0.1207,       0.1207
(78, 144),     0.12085,       0.12085
(308, 388),     0.1211,       0.1211
(28, 173),     0.12117,       0.12117
(70, 466),     0.12117,       0.12117
(254, 286),     0.12136,       0.12136
(107, 362),     0.12184,       0.12184
(124, 388),     0.1219,       0.1219
(247, 258),     0.12197,       0.12197
(154, 161),     0.12218,       0.12218
(28, 61),     0.12251,       0.12251
(105, 163),     0.12251,       0.12251
(24, 124),     0.12253,       0.12253
(110, 155),     0.12293,       0.12293
(26, 260),     0.12319,       0.12319
(327, 466),     0.1233,       0.1233
(105, 130),     0.12332,       0.12332
(306, 388),     0.12358,       0.12358
(243, 283),     0.12367,       0.12367
(27, 133),     0.12373,       0.12373
(26, 65),     0.12382,       0.12382
(105, 259),     0.12386,       0.12386
(65, 463),     0.12386,       0.12386
(23, 35),     0.12398,       0.12398
(7, 133),     0.12418,       0.12418
(291, 327),     0.12429,       0.12429
(247, 341),     0.12435,       0.12435
(153, 398),     0.12436,       0.12436
(65, 154),     0.12466,       0.12466
(46, 398),     0.12481,       0.12481
(46, 362),     0.12493,       0.12493
(287, 385),     0.12513,       0.12513
(27, 263),     0.12514,       0.12514
(247, 387),     0.1252,       0.1252
(252, 467),     0.12531,       0.12531
(163, 384),     0.12532,       0.12532
(25, 296),     0.12556,       0.12556
(112, 259),     0.12578,       0.12578
(105, 144),     0.12599,       0.12599
(65, 263),     0.12608,       0.12608
(55, 387),     0.12657,       0.12657
(156, 263),     0.1268,       0.1268
(155, 283),     0.12692,       0.12692
(56, 107),     0.12716,       0.12716
(243, 384),     0.12728,       0.12728
(155, 163),     0.12753,       0.12753
(35, 55),     0.12753,       0.12753
(291, 388),     0.12771,       0.12771
(173, 247),     0.12773,       0.12773
(105, 295),     0.12776,       0.12776
(156, 466),     0.12794,       0.12794
(156, 417),     0.12818,       0.12818
(110, 259),     0.12824,       0.12824
(23, 52),     0.12825,       0.12825
(246, 417),     0.12845,       0.12845
(107, 382),     0.12851,       0.12851
(27, 155),     0.12856,       0.12856
(247, 257),     0.12878,       0.12878
(112, 308),     0.12892,       0.12892
(57, 384),     0.12922,       0.12922
(133, 163),     0.12938,       0.12938
(30, 263),     0.12941,       0.12941
(161, 190),     0.12955,       0.12955
(291, 385),     0.12956,       0.12956
(56, 112),     0.12956,       0.12956
(52, 382),     0.12981,       0.12981
(160, 382),     0.12996,       0.12996
(28, 76),     0.12999,       0.12999
(7, 258),     0.13014,       0.13014
(33, 193),     0.13016,       0.13016
(153, 157),     0.13024,       0.13024
(292, 385),     0.13059,       0.13059
(282, 334),     0.1306,       0.1306
(57, 70),     0.13061,       0.13061
(252, 293),     0.13073,       0.13073
(30, 156),     0.13088,       0.13088
(246, 327),     0.13105,       0.13105
(98, 306),     0.13116,       0.13116
(292, 466),     0.13216,       0.13216
(52, 133),     0.13231,       0.13231
(70, 259),     0.13253,       0.13253
(306, 385),     0.13255,       0.13255
(276, 362),     0.13256,       0.13256
(22, 246),     0.13259,       0.13259
(173, 306),     0.13274,       0.13274
(243, 258),     0.13287,       0.13287
(27, 259),     0.13306,       0.13306
(62, 384),     0.13348,       0.13348
(52, 56),     0.13351,       0.13351
(112, 292),     0.13352,       0.13352
(336, 388),     0.13354,       0.13354
(110, 130),     0.1336,       0.1336
(28, 247),     0.13363,       0.13363
(155, 291),     0.13369,       0.13369
(253, 398),     0.13379,       0.13379
(30, 341),     0.13383,       0.13383
(263, 327),     0.13385,       0.13385
(23, 61),     0.1339,       0.1339
(98, 124),     0.13391,       0.13391
(159, 362),     0.13419,       0.13419
(27, 247),     0.13427,       0.13427
(53, 243),     0.13436,       0.13436
(145, 260),     0.13457,       0.13457
(327, 359),     0.13471,       0.13471
(157, 190),     0.13478,       0.13478
(30, 387),     0.135,       0.135
(55, 287),     0.13538,       0.13538
(107, 296),     0.13542,       0.13542
(52, 155),     0.13545,       0.13545
(61, 327),     0.13564,       0.13564
(7, 257),     0.13567,       0.13567
(65, 417),     0.13604,       0.13604
(243, 291),     0.13618,       0.13618
(144, 276),     0.13625,       0.13625
(308, 385),     0.13643,       0.13643
(76, 383),     0.13644,       0.13644
(190, 287),     0.13652,       0.13652
(24, 193),     0.13659,       0.13659
(28, 62),     0.13664,       0.13664
(286, 386),     0.13677,       0.13677
(308, 466),     0.13703,       0.13703
(29, 263),     0.13717,       0.13717
(283, 362),     0.13759,       0.13759
(29, 65),     0.13791,       0.13791
(133, 190),     0.13801,       0.13801
(27, 382),     0.13812,       0.13812
(56, 130),     0.13818,       0.13818
(23, 163),     0.13821,       0.13821
(247, 466),     0.1387,       0.1387
(57, 255),     0.13904,       0.13904
(30, 190),     0.13904,       0.13904
(283, 390),     0.13911,       0.13911
(23, 76),     0.13919,       0.13919
(190, 257),     0.13925,       0.13925
(193, 334),     0.13925,       0.13925
(26, 28),     0.13935,       0.13935
(46, 387),     0.13936,       0.13936
(46, 414),     0.13948,       0.13948
(306, 466),     0.13961,       0.13961
(78, 466),     0.13979,       0.13979
(110, 243),     0.14012,       0.14012
(293, 295),     0.14016,       0.14016
(293, 373),     0.14018,       0.14018
(253, 373),     0.14046,       0.14046
(243, 414),     0.14057,       0.14057
(285, 384),     0.1407,       0.1407
(53, 133),     0.14074,       0.14074
(285, 414),     0.141,       0.141
(55, 463),     0.1417,       0.1417
(336, 387),     0.14181,       0.14181
(155, 282),     0.14186,       0.14186
(263, 292),     0.14201,       0.14201
(112, 384),     0.14203,       0.14203
(55, 154),     0.14205,       0.14205
(254, 374),     0.14233,       0.14233
(57, 157),     0.14234,       0.14234
(292, 359),     0.14276,       0.14276
(253, 414),     0.14302,       0.14302
(25, 57),     0.14305,       0.14305
(155, 259),     0.14321,       0.14321
(144, 300),     0.14335,       0.14335
(153, 260),     0.14366,       0.14366
(163, 285),     0.14374,       0.14374
(23, 62),     0.14383,       0.14383
(28, 260),     0.14402,       0.14402
(243, 282),     0.14412,       0.14412
(66, 130),     0.14426,       0.14426
(130, 385),     0.14428,       0.14428
(291, 466),     0.14477,       0.14477
(24, 300),     0.14485,       0.14485
(53, 260),     0.14501,       0.14501
(46, 417),     0.14542,       0.14542
(283, 300),     0.14555,       0.14555
(98, 252),     0.14581,       0.14581
(256, 381),     0.14591,       0.14591
(66, 153),     0.14593,       0.14593
(30, 466),     0.14643,       0.14643
(133, 257),     0.1466,       0.1466
(295, 362),     0.14681,       0.14681
(27, 33),     0.14692,       0.14692
(285, 466),     0.14704,       0.14704
(256, 353),     0.14708,       0.14708
(263, 308),     0.14728,       0.14728
(247, 388),     0.14729,       0.14729
(308, 359),     0.14786,       0.14786
(26, 29),     0.14822,       0.14822
(26, 285),     0.1484,       0.1484
(107, 133),     0.14869,       0.14869
(155, 336),     0.14871,       0.14871
(52, 467),     0.14885,       0.14885
(190, 306),     0.14886,       0.14886
(285, 362),     0.14899,       0.14899
(76, 263),     0.14906,       0.14906
(263, 306),     0.14944,       0.14944
(65, 107),     0.14965,       0.14965
(28, 78),     0.14973,       0.14973
(26, 276),     0.14999,       0.14999
(24, 105),     0.15015,       0.15015
(55, 362),     0.15025,       0.15025
(190, 463),     0.15033,       0.15033
(25, 53),     0.15096,       0.15096
(306, 359),     0.1511,       0.1511
(53, 463),     0.1514,       0.1514
(258, 339),     0.15161,       0.15161
(53, 110),     0.15164,       0.15164
(243, 336),     0.15172,       0.15172
(30, 388),     0.15182,       0.15182
(258, 362),     0.15186,       0.15186
(255, 295),     0.1527,       0.1527
(23, 157),     0.15299,       0.15299
(27, 466),     0.15302,       0.15302
(46, 263),     0.15333,       0.15333
(158, 161),     0.15371,       0.15371
(56, 467),     0.15384,       0.15384
(24, 398),     0.15483,       0.15483
(255, 292),     0.15521,       0.15521
(263, 291),     0.15523,       0.15523
(154, 334),     0.15558,       0.15558
(144, 155),     0.15586,       0.15586
(22, 66),     0.15595,       0.15595
(53, 155),     0.15605,       0.15605
(29, 466),     0.15669,       0.15669
(98, 291),     0.1567,       0.1567
(78, 384),     0.15672,       0.15672
(7, 336),     0.15675,       0.15675
(23, 78),     0.1568,       0.1568
(133, 291),     0.157,       0.157
(246, 256),     0.15711,       0.15711
(29, 66),     0.15719,       0.15719
(24, 276),     0.15756,       0.15756
(28, 466),     0.15763,       0.15763
(61, 253),     0.15765,       0.15765
(246, 381),     0.15788,       0.15788
(112, 295),     0.15795,       0.15795
(56, 263),     0.15803,       0.15803
(163, 243),     0.1581,       0.1581
(247, 414),     0.1582,       0.1582
(291, 359),     0.15835,       0.15835
(163, 293),     0.15849,       0.15849
(154, 296),     0.15863,       0.15863
(7, 158),     0.15871,       0.15871
(70, 257),     0.15876,       0.15876
(144, 384),     0.15928,       0.15928
(52, 282),     0.15931,       0.15931
(70, 98),     0.15932,       0.15932
(35, 334),     0.15934,       0.15934
(65, 466),     0.1596,       0.1596
(56, 133),     0.15979,       0.15979
(98, 257),     0.15992,       0.15992
(161, 286),     0.15997,       0.15997
(154, 295),     0.16005,       0.16005
(362, 414),     0.16015,       0.16015
(292, 353),     0.16035,       0.16035
(287, 388),     0.16037,       0.16037
(260, 381),     0.16053,       0.16053
(29, 387),     0.16062,       0.16062
(154, 163),     0.16078,       0.16078
(57, 247),     0.16079,       0.16079
(249, 296),     0.16081,       0.16081
(255, 308),     0.16083,       0.16083
(53, 285),     0.16175,       0.16175
(110, 247),     0.16195,       0.16195
(380, 398),     0.16207,       0.16207
(107, 252),     0.16216,       0.16216
(35, 296),     0.16226,       0.16226
(260, 296),     0.16239,       0.16239
(252, 300),     0.1626,       0.1626
(24, 157),     0.16278,       0.16278
(286, 374),     0.16293,       0.16293
(247, 286),     0.163,       0.163
(25, 173),     0.16301,       0.16301
(276, 293),     0.16315,       0.16315
(255, 306),     0.16323,       0.16323
(63, 259),     0.16375,       0.16375
(265, 287),     0.16396,       0.16396
(193, 287),     0.164,       0.164
(61, 145),     0.16404,       0.16404
(286, 362),     0.16428,       0.16428
(46, 133),     0.1643,       0.1643
(160, 463),     0.16439,       0.16439
(130, 133),     0.16442,       0.16442
(61, 359),     0.16455,       0.16455
(133, 258),     0.16468,       0.16468
(33, 385),     0.16476,       0.16476
(308, 353),     0.1648,       0.1648
(112, 153),     0.16502,       0.16502
(276, 373),     0.16535,       0.16535
(29, 388),     0.16537,       0.16537
(112, 334),     0.16549,       0.16549
(28, 154),     0.16567,       0.16567
(193, 383),     0.16668,       0.16668
(160, 286),     0.16747,       0.16747
(55, 66),     0.16776,       0.16776
(327, 385),     0.16786,       0.16786
(52, 145),     0.1679,       0.1679
(374, 467),     0.16794,       0.16794
(76, 145),     0.16814,       0.16814
(258, 373),     0.16816,       0.16816
(23, 417),     0.16828,       0.16828
(153, 276),     0.16886,       0.16886
(46, 466),     0.16892,       0.16892
(62, 265),     0.16895,       0.16895
(163, 173),     0.1692,       0.1692
(254, 285),     0.16935,       0.16935
(255, 291),     0.16943,       0.16943
(46, 112),     0.16946,       0.16946
(98, 130),     0.16992,       0.16992
(144, 259),     0.17004,       0.17004
(112, 296),     0.1701,       0.1701
(27, 154),     0.17042,       0.17042
(27, 388),     0.1705,       0.1705
(306, 353),     0.1706,       0.1706
(53, 385),     0.17089,       0.17089
(27, 65),     0.17112,       0.17112
(24, 384),     0.17115,       0.17115
(61, 173),     0.17116,       0.17116
(293, 374),     0.17126,       0.17126
(46, 257),     0.17142,       0.17142
(193, 296),     0.17156,       0.17156
(53, 263),     0.17165,       0.17165
(243, 287),     0.17226,       0.17226
(258, 341),     0.1723,       0.1723
(98, 157),     0.17236,       0.17236
(62, 145),     0.17242,       0.17242
(35, 110),     0.17248,       0.17248
(26, 293),     0.17273,       0.17273
(46, 388),     0.17293,       0.17293
(334, 417),     0.173,       0.173
(65, 362),     0.17328,       0.17328
(22, 25),     0.17343,       0.17343
(110, 293),     0.1735,       0.1735
(145, 398),     0.17356,       0.17356
(257, 417),     0.17396,       0.17396
(107, 193),     0.17406,       0.17406
(98, 276),     0.17442,       0.17442
(70, 154),     0.17474,       0.17474
(381, 398),     0.17478,       0.17478
(29, 30),     0.17489,       0.17489
(7, 57),     0.1749,       0.1749
(57, 327),     0.17506,       0.17506
(52, 260),     0.17513,       0.17513
(276, 339),     0.17551,       0.17551
(158, 246),     0.17563,       0.17563
(70, 417),     0.17568,       0.17568
(161, 381),     0.17592,       0.17592
(65, 387),     0.17622,       0.17622
(296, 362),     0.17648,       0.17648
(259, 341),     0.17672,       0.17672
(22, 29),     0.17692,       0.17692
(56, 61),     0.17724,       0.17724
(276, 463),     0.17739,       0.17739
(253, 300),     0.17771,       0.17771
(53, 386),     0.17785,       0.17785
(33, 158),     0.17794,       0.17794
(110, 285),     0.17822,       0.17822
(336, 390),     0.17873,       0.17873
(107, 130),     0.17894,       0.17894
(155, 306),     0.17902,       0.17902
(55, 398),     0.17903,       0.17903
(259, 362),     0.17907,       0.17907
(341, 383),     0.17909,       0.17909
(70, 112),     0.17912,       0.17912
(247, 386),     0.17926,       0.17926
(26, 300),     0.17927,       0.17927
(27, 387),     0.17942,       0.17942
(327, 353),     0.17985,       0.17985
(57, 249),     0.18001,       0.18001
(256, 276),     0.18015,       0.18015
(55, 112),     0.18016,       0.18016
(22, 30),     0.18025,       0.18025
(291, 353),     0.1804,       0.1804
(173, 362),     0.18059,       0.18059
(155, 287),     0.18105,       0.18105
(65, 388),     0.18113,       0.18113
(56, 463),     0.1812,       0.1812
(52, 295),     0.18131,       0.18131
(107, 256),     0.18133,       0.18133
(249, 292),     0.18139,       0.18139
(173, 292),     0.1814,       0.1814
(23, 193),     0.18142,       0.18142
(61, 254),     0.18177,       0.18177
(65, 385),     0.18189,       0.18189
(25, 55),     0.182,       0.182
(46, 258),     0.18225,       0.18225
(52, 263),     0.18239,       0.18239
(173, 308),     0.18274,       0.18274
(23, 260),     0.18295,       0.18295
(65, 282),     0.18303,       0.18303
(243, 306),     0.18313,       0.18313
(256, 300),     0.18336,       0.18336
(293, 339),     0.18345,       0.18345
(53, 387),     0.18365,       0.18365
(30, 382),     0.18403,       0.18403
(145, 154),     0.18435,       0.18435
(417, 466),     0.18451,       0.18451
(27, 463),     0.18452,       0.18452
(107, 463),     0.18453,       0.18453
(61, 255),     0.18458,       0.18458
(256, 260),     0.18497,       0.18497
(76, 173),     0.18502,       0.18502
(78, 145),     0.18502,       0.18502
(144, 414),     0.18556,       0.18556
(336, 414),     0.18575,       0.18575
(292, 339),     0.18581,       0.18581
(145, 157),     0.18589,       0.18589
(254, 265),     0.18618,       0.18618
(46, 286),     0.18641,       0.18641
(276, 381),     0.18646,       0.18646
