Comparing the following files: 
hadleigh_front_s3_v2/,  hadleigh_low_s3_v2/,  hadleigh_right_threequarter_s3_v2/,  hadleigh_left_threequarter_s3_v2/,  

Correlation cuttoff is -1
landmark(s),  hadleigh_front_s3_v2_vs_hadleigh_low_s3_v2,  hadleigh_front_s3_v2_vs_hadleigh_right_threequarter_s3_v2,  hadleigh_front_s3_v2_vs_hadleigh_left_threequarter_s3_v2,  hadleigh_low_s3_v2_vs_hadleigh_right_threequarter_s3_v2,  hadleigh_low_s3_v2_vs_hadleigh_left_threequarter_s3_v2,  hadleigh_right_threequarter_s3_v2_vs_hadleigh_left_threequarter_s3_v2,  average
(249, 293),     0.88036,       0.74066,       0.80283,       0.79761,       0.71171,       0.65711,       0.76505
(300, 359),     0.8529,       0.82832,       0.75995,       0.84578,       0.62077,       0.68109,       0.7648
(255, 334),     0.89833,       0.69468,       0.80728,       0.75662,       0.76502,       0.64996,       0.76198
(334, 374),     0.89344,       0.74124,       0.79877,       0.80759,       0.70759,       0.6216,       0.76171
(249, 334),     0.89999,       0.6803,       0.80983,       0.72165,       0.8004,       0.65474,       0.76115
(133, 336),     0.85032,       0.76482,       0.82275,       0.68708,       0.71542,       0.72492,       0.76089
(154, 296),     0.92422,       0.75755,       0.71002,       0.77633,       0.66726,       0.72846,       0.76064
(276, 359),     0.87383,       0.70437,       0.75846,       0.76481,       0.77716,       0.68301,       0.76027
(253, 285),     0.92833,       0.69327,       0.83461,       0.68294,       0.81359,       0.5964,       0.75819
(283, 467),     0.89302,       0.67845,       0.75834,       0.72409,       0.82842,       0.6656,       0.75799
(282, 387),     0.95202,       0.79768,       0.62509,       0.80482,       0.70818,       0.65982,       0.75793
(296, 374),     0.92286,       0.69099,       0.83211,       0.71338,       0.78162,       0.60558,       0.75776
(286, 296),     0.93845,       0.69208,       0.71797,       0.72483,       0.78937,       0.68171,       0.7574
(293, 386),     0.92466,       0.75656,       0.74771,       0.77309,       0.7188,       0.62203,       0.75714
(334, 380),     0.90725,       0.74488,       0.785,       0.80771,       0.69872,       0.5984,       0.75699
(154, 336),     0.85794,       0.73263,       0.78682,       0.72867,       0.69104,       0.74168,       0.75646
(282, 286),     0.95016,       0.64721,       0.74616,       0.68815,       0.8049,       0.69722,       0.75563
(334, 390),     0.89462,       0.68511,       0.81813,       0.73853,       0.76173,       0.63146,       0.75493
(155, 336),     0.85964,       0.73838,       0.80745,       0.68555,       0.70543,       0.72604,       0.75375
(300, 388),     0.86699,       0.81781,       0.76606,       0.77364,       0.61978,       0.67796,       0.75371
(243, 336),     0.862,       0.73576,       0.82737,       0.671,       0.76272,       0.66326,       0.75369
(253, 334),     0.8989,       0.74769,       0.77823,       0.8289,       0.66992,       0.59706,       0.75345
(263, 334),     0.90414,       0.68766,       0.73935,       0.71284,       0.81857,       0.65802,       0.75343
(334, 373),     0.88997,       0.70917,       0.80915,       0.77305,       0.72146,       0.61726,       0.75334
(173, 336),     0.85711,       0.78905,       0.77963,       0.7207,       0.61198,       0.75064,       0.75152
(296, 380),     0.93348,       0.68618,       0.82306,       0.70982,       0.7698,       0.58066,       0.7505
(296, 387),     0.95866,       0.77789,       0.65179,       0.78995,       0.71397,       0.60901,       0.75021
(253, 296),     0.92717,       0.7081,       0.8096,       0.7455,       0.7298,       0.57552,       0.74928
(252, 285),     0.93335,       0.68186,       0.8305,       0.67197,       0.80255,       0.57316,       0.7489
(334, 359),     0.90252,       0.67179,       0.76367,       0.71121,       0.80801,       0.6335,       0.74845
(283, 386),     0.93946,       0.76833,       0.68775,       0.77152,       0.68539,       0.63658,       0.74817
(282, 386),     0.95107,       0.78308,       0.62921,       0.79064,       0.67782,       0.65156,       0.74723
(296, 386),     0.96059,       0.75757,       0.67283,       0.77721,       0.70163,       0.61339,       0.7472
(334, 339),     0.89643,       0.70222,       0.79718,       0.77899,       0.70126,       0.60472,       0.7468
(173, 296),     0.92392,       0.80183,       0.6978,       0.74811,       0.58942,       0.71961,       0.74678
(252, 334),     0.90962,       0.75033,       0.7641,       0.82293,       0.66123,       0.57247,       0.74678
(300, 467),     0.83292,       0.86084,       0.70795,       0.82149,       0.5962,       0.65622,       0.74594
(276, 387),     0.89989,       0.73231,       0.78726,       0.73127,       0.68258,       0.64058,       0.74565
(334, 398),     0.94576,       0.7165,       0.76659,       0.75248,       0.72048,       0.56988,       0.74528
(133, 334),     0.9251,       0.80856,       0.65674,       0.79288,       0.63371,       0.64761,       0.7441
(26, 334),     0.92526,       0.77805,       0.65065,       0.81804,       0.662,       0.62832,       0.74372
(296, 373),     0.92186,       0.6521,       0.82543,       0.66676,       0.80139,       0.59166,       0.7432
(293, 374),     0.87338,       0.77328,       0.74634,       0.84149,       0.63691,       0.58638,       0.74296
(336, 374),     0.91746,       0.67928,       0.81477,       0.66043,       0.80246,       0.57934,       0.74229
(293, 390),     0.87348,       0.73319,       0.78218,       0.79914,       0.65967,       0.60163,       0.74155
(253, 336),     0.92263,       0.70726,       0.79656,       0.70803,       0.75335,       0.56117,       0.7415
(254, 334),     0.89662,       0.72191,       0.77543,       0.81136,       0.66135,       0.57715,       0.74064
(293, 339),     0.8749,       0.74515,       0.76033,       0.83081,       0.63418,       0.59668,       0.74034
(300, 353),     0.8053,       0.84442,       0.72737,       0.90232,       0.51991,       0.64248,       0.7403
(252, 296),     0.93469,       0.70226,       0.79819,       0.73591,       0.71693,       0.54868,       0.73944
(293, 353),     0.85477,       0.75815,       0.73549,       0.878,       0.61831,       0.5891,       0.73897
(253, 293),     0.87965,       0.77378,       0.73107,       0.85586,       0.61974,       0.57344,       0.73892
(263, 300),     0.86461,       0.82668,       0.74627,       0.83017,       0.54134,       0.61934,       0.73807
(336, 380),     0.92661,       0.67537,       0.80967,       0.66151,       0.79346,       0.56126,       0.73798
(293, 380),     0.88715,       0.77973,       0.72103,       0.84299,       0.63079,       0.56285,       0.73742
(293, 373),     0.86899,       0.74777,       0.76141,       0.81885,       0.63377,       0.58244,       0.73554
(23, 296),     0.92271,       0.70696,       0.70164,       0.76549,       0.65382,       0.6621,       0.73545
(295, 374),     0.931,       0.60184,       0.8458,       0.61457,       0.84415,       0.57372,       0.73518
(253, 295),     0.93852,       0.61917,       0.85404,       0.64481,       0.80204,       0.54915,       0.73462
(282, 374),     0.90753,       0.62935,       0.82771,       0.675,       0.78966,       0.57794,       0.73453
(296, 388),     0.94899,       0.74427,       0.6363,       0.74555,       0.7349,       0.5968,       0.73447
(282, 388),     0.94519,       0.7302,       0.6157,       0.74275,       0.73943,       0.63174,       0.73417
(285, 380),     0.92504,       0.65548,       0.79285,       0.62877,       0.82489,       0.57695,       0.734
(254, 296),     0.9273,       0.67748,       0.80049,       0.71537,       0.73086,       0.5512,       0.73378
(260, 276),     0.84137,       0.77719,       0.74151,       0.78381,       0.66423,       0.59161,       0.73329
(153, 296),     0.91287,       0.72545,       0.66564,       0.78159,       0.61772,       0.69578,       0.73318
(258, 283),     0.89401,       0.77191,       0.66368,       0.81119,       0.67276,       0.58381,       0.73289
(283, 286),     0.90113,       0.77128,       0.65635,       0.81212,       0.67457,       0.57921,       0.73244
(23, 336),     0.87467,       0.6608,       0.76365,       0.73894,       0.68941,       0.6642,       0.73195
(252, 336),     0.92909,       0.69929,       0.78707,       0.69922,       0.73887,       0.53629,       0.73164
(26, 295),     0.91903,       0.70445,       0.68756,       0.72269,       0.63648,       0.71864,       0.73148
(254, 293),     0.87742,       0.75496,       0.73532,       0.84792,       0.6085,       0.56268,       0.73113
(155, 334),     0.92312,       0.78565,       0.63267,       0.79253,       0.61568,       0.63697,       0.7311
(253, 282),     0.9157,       0.64035,       0.8216,       0.70055,       0.74808,       0.55724,       0.73059
(282, 380),     0.92099,       0.62669,       0.82203,       0.67108,       0.78239,       0.56017,       0.73056
(252, 293),     0.89075,       0.77744,       0.70541,       0.85054,       0.61256,       0.54648,       0.73053
(285, 374),     0.91649,       0.66011,       0.77987,       0.62713,       0.81858,       0.58028,       0.73041
(295, 380),     0.94062,       0.59144,       0.84814,       0.6075,       0.83773,       0.55409,       0.72992
(153, 336),     0.84465,       0.69318,       0.73761,       0.74827,       0.63772,       0.71284,       0.72905
(255, 276),     0.86256,       0.69519,       0.77432,       0.77219,       0.66492,       0.60298,       0.72869
(296, 339),     0.92836,       0.63829,       0.80215,       0.66169,       0.77423,       0.55911,       0.7273
(190, 296),     0.92666,       0.7434,       0.6736,       0.72803,       0.58373,       0.70478,       0.7267
(255, 283),     0.88744,       0.61019,       0.7876,       0.68307,       0.78295,       0.60809,       0.72656
(296, 398),     0.96612,       0.62177,       0.8014,       0.62357,       0.78931,       0.55397,       0.72602
(259, 296),     0.83806,       0.74708,       0.65445,       0.70542,       0.78785,       0.61943,       0.72538
(252, 295),     0.94421,       0.60761,       0.84761,       0.63288,       0.79183,       0.52545,       0.72493
(334, 381),     0.92385,       0.70582,       0.75415,       0.75999,       0.67723,       0.52811,       0.72486
(252, 282),     0.92536,       0.63733,       0.81205,       0.6917,       0.74042,       0.53729,       0.72403
(260, 282),     0.90929,       0.63433,       0.74928,       0.61763,       0.82882,       0.59847,       0.72297
(283, 374),     0.87934,       0.67518,       0.78395,       0.737,       0.70074,       0.56126,       0.72291
(254, 285),     0.92502,       0.64125,       0.80015,       0.62115,       0.80325,       0.53824,       0.72151
(112, 295),     0.90727,       0.68694,       0.72805,       0.67383,       0.64676,       0.68506,       0.72132
(336, 384),     0.95236,       0.69948,       0.67796,       0.70777,       0.69789,       0.5901,       0.72093
(334, 414),     0.93997,       0.70546,       0.72795,       0.75487,       0.67675,       0.52044,       0.72091
(253, 283),     0.88808,       0.67886,       0.77224,       0.75758,       0.67543,       0.54944,       0.72027
(283, 380),     0.89592,       0.68004,       0.7645,       0.73826,       0.69511,       0.54518,       0.71984
(282, 373),     0.90406,       0.58779,       0.82487,       0.63116,       0.80728,       0.563,       0.71969
(254, 295),     0.94162,       0.58834,       0.84744,       0.61056,       0.80506,       0.52493,       0.71966
(296, 390),     0.92668,       0.61209,       0.77985,       0.6155,       0.81276,       0.56928,       0.71936
(112, 282),     0.91529,       0.73139,       0.64205,       0.72847,       0.61289,       0.68555,       0.71927
(22, 295),     0.91579,       0.69688,       0.64465,       0.75205,       0.6012,       0.69472,       0.71755
(26, 285),     0.84446,       0.73455,       0.71938,       0.68691,       0.58677,       0.73161,       0.71728
(249, 283),     0.88416,       0.59296,       0.78898,       0.64264,       0.80171,       0.59322,       0.71728
(254, 282),     0.91533,       0.60771,       0.82122,       0.67324,       0.74633,       0.53352,       0.71623
(254, 336),     0.91968,       0.66757,       0.76902,       0.6638,       0.75341,       0.52088,       0.71573
(276, 293),     0.88117,       0.75565,       0.69663,       0.85123,       0.56699,       0.54226,       0.71566
(296, 381),     0.94756,       0.62598,       0.80024,       0.64377,       0.76027,       0.51228,       0.71502
(293, 398),     0.92102,       0.76315,       0.65546,       0.80485,       0.63043,       0.50837,       0.71388
(282, 339),     0.91599,       0.57175,       0.82657,       0.62765,       0.79227,       0.54898,       0.71387
(252, 283),     0.90113,       0.68162,       0.751,       0.7517,       0.66832,       0.52923,       0.71383
(98, 308),     0.88646,       0.82807,       0.52324,       0.89016,       0.5867,       0.56621,       0.71347
(336, 373),     0.9153,       0.63106,       0.785,       0.60055,       0.80438,       0.5389,       0.71253
(283, 339),     0.88224,       0.61965,       0.79712,       0.70462,       0.7122,       0.55657,       0.71207
(295, 373),     0.93066,       0.56096,       0.81152,       0.56712,       0.84708,       0.5484,       0.71096
(256, 334),     0.9231,       0.71902,       0.7194,       0.78248,       0.62453,       0.4966,       0.71086
(283, 390),     0.87667,       0.60132,       0.80863,       0.66077,       0.75381,       0.562,       0.71053
(398, 414),     0.86121,       0.60481,       0.80008,       0.68375,       0.74301,       0.56971,       0.71043
(190, 336),     0.84672,       0.7498,       0.7407,       0.69163,       0.54005,       0.69253,       0.71024
(283, 373),     0.87248,       0.63381,       0.79724,       0.69872,       0.70878,       0.54725,       0.70971
(26, 282),     0.92152,       0.73066,       0.59066,       0.75713,       0.57891,       0.67832,       0.70953
(296, 414),     0.95941,       0.59113,       0.79439,       0.60629,       0.78302,       0.52186,       0.70935
(282, 398),     0.95261,       0.56082,       0.81382,       0.57521,       0.81016,       0.54215,       0.70913
(286, 293),     0.86915,       0.82215,       0.59987,       0.8866,       0.57356,       0.49729,       0.7081
(255, 296),     0.92523,       0.6057,       0.75317,       0.61215,       0.79935,       0.55054,       0.70769
(254, 283),     0.88521,       0.64695,       0.77597,       0.73769,       0.66806,       0.5277,       0.70693
(256, 285),     0.94359,       0.60178,       0.80643,       0.59064,       0.79818,       0.49695,       0.70626
(255, 300),     0.84385,       0.77929,       0.713,       0.80606,       0.5319,       0.56255,       0.70611
(112, 285),     0.81318,       0.75089,       0.74597,       0.63815,       0.5498,       0.7325,       0.70508
(249, 276),     0.8685,       0.68571,       0.77806,       0.73826,       0.61689,       0.54256,       0.705
(22, 334),     0.91649,       0.72799,       0.61219,       0.78941,       0.60793,       0.57405,       0.70468
(190, 334),     0.92758,       0.78329,       0.57079,       0.7761,       0.53104,       0.63535,       0.70403
(282, 390),     0.9096,       0.55007,       0.79059,       0.58488,       0.83076,       0.55599,       0.70365
(293, 381),     0.90189,       0.75265,       0.66917,       0.80972,       0.59858,       0.48948,       0.70358
(98, 292),     0.88722,       0.82127,       0.50262,       0.88881,       0.57065,       0.54841,       0.70316
(295, 384),     0.96581,       0.62128,       0.66819,       0.62591,       0.69144,       0.63985,       0.70208
(255, 282),     0.91953,       0.54672,       0.77591,       0.58656,       0.82521,       0.55758,       0.70192
(154, 334),     0.91552,       0.75578,       0.58327,       0.7902,       0.56833,       0.59747,       0.70176
(256, 296),     0.94734,       0.64797,       0.76641,       0.67683,       0.69666,       0.47484,       0.70167
(295, 339),     0.94323,       0.54019,       0.82251,       0.55168,       0.83282,       0.51955,       0.70166
(336, 381),     0.93624,       0.60573,       0.77842,       0.59031,       0.78638,       0.49366,       0.69846
(276, 353),     0.81135,       0.74411,       0.60082,       0.86258,       0.5472,       0.62407,       0.69835
(295, 385),     0.96448,       0.70813,       0.56247,       0.73416,       0.60113,       0.61439,       0.69746
(282, 381),     0.93676,       0.56993,       0.80466,       0.60638,       0.77269,       0.49361,       0.69734
(276, 384),     0.80427,       0.7996,       0.63662,       0.77429,       0.56611,       0.60191,       0.69713
(243, 282),     0.90022,       0.71792,       0.6311,       0.69929,       0.5628,       0.66565,       0.69616
(283, 398),     0.9294,       0.63628,       0.71929,       0.66204,       0.71534,       0.50907,       0.69524
(295, 381),     0.9531,       0.52187,       0.83543,       0.53424,       0.83415,       0.49186,       0.69511
(257, 293),     0.84453,       0.75443,       0.64101,       0.79431,       0.64645,       0.48923,       0.69499
(263, 283),     0.89062,       0.59839,       0.65934,       0.63464,       0.79622,       0.58703,       0.69437
(145, 296),     0.89811,       0.68516,       0.62704,       0.75733,       0.55294,       0.64408,       0.69411
(256, 336),     0.94125,       0.63487,       0.75728,       0.63487,       0.72794,       0.46587,       0.69368
(286, 384),     0.87364,       0.65185,       0.79709,       0.66841,       0.60579,       0.55406,       0.69181
(256, 293),     0.90178,       0.75929,       0.63732,       0.82343,       0.56053,       0.46523,       0.69126
(265, 293),     0.83436,       0.68675,       0.67001,       0.84538,       0.58111,       0.52363,       0.69021
(282, 414),     0.94539,       0.53548,       0.7929,       0.56588,       0.79615,       0.50313,       0.68982
(256, 295),     0.95422,       0.54546,       0.82591,       0.56808,       0.77877,       0.45311,       0.68759
(283, 359),     0.89452,       0.58174,       0.65787,       0.62977,       0.79171,       0.568,       0.68727
(249, 296),     0.92873,       0.58681,       0.70561,       0.57899,       0.79203,       0.53117,       0.68722
(334, 382),     0.93472,       0.66007,       0.71706,       0.70639,       0.64739,       0.45596,       0.68693
(336, 398),     0.9475,       0.58896,       0.73469,       0.56538,       0.77547,       0.50403,       0.686
(296, 466),     0.93679,       0.65359,       0.6093,       0.64562,       0.7371,       0.53243,       0.6858
(336, 385),     0.95142,       0.6753,       0.62051,       0.72985,       0.63419,       0.50158,       0.68547
(295, 398),     0.96442,       0.50078,       0.80252,       0.49674,       0.81918,       0.52902,       0.68544
(256, 282),     0.93733,       0.58916,       0.77749,       0.63537,       0.71247,       0.46035,       0.68536
(276, 339),     0.85465,       0.69108,       0.72752,       0.77524,       0.56158,       0.50145,       0.68525
(380, 414),     0.69828,       0.66479,       0.52524,       0.81823,       0.70928,       0.69019,       0.68434
(276, 385),     0.81038,       0.77734,       0.68164,       0.75519,       0.50042,       0.57909,       0.68401
(336, 339),     0.91292,       0.59994,       0.74529,       0.58152,       0.77746,       0.4869,       0.684
(296, 382),     0.95662,       0.57445,       0.77668,       0.58564,       0.74854,       0.45944,       0.68356
(283, 381),     0.91285,       0.63567,       0.72167,       0.68559,       0.67099,       0.47161,       0.68306
(265, 300),     0.8148,       0.7321,       0.67106,       0.88067,       0.4896,       0.50608,       0.68238
(285, 381),     0.93073,       0.56542,       0.74566,       0.5376,       0.80437,       0.50832,       0.68202
(260, 296),     0.86982,       0.6626,       0.6606,       0.60689,       0.77138,       0.51825,       0.68159
(22, 282),     0.91471,       0.7012,       0.54727,       0.75865,       0.53442,       0.62929,       0.68092
(249, 300),     0.84604,       0.78386,       0.6909,       0.79044,       0.46426,       0.5069,       0.6804
(282, 466),     0.93371,       0.61767,       0.5921,       0.63195,       0.7482,       0.55436,       0.67966
(173, 334),     0.92283,       0.76737,       0.58537,       0.73638,       0.49857,       0.56169,       0.6787
(243, 295),     0.8829,       0.65709,       0.69993,       0.62936,       0.56192,       0.63655,       0.67796
(249, 282),     0.91582,       0.53053,       0.71392,       0.55415,       0.81827,       0.53504,       0.67795
(98, 306),     0.89053,       0.81611,       0.44344,       0.89183,       0.52232,       0.49839,       0.6771
(145, 336),     0.82298,       0.63332,       0.6737,       0.72444,       0.55445,       0.64876,       0.67627
(253, 276),     0.8545,       0.73013,       0.67059,       0.79422,       0.53055,       0.46932,       0.67489
(334, 362),     0.93875,       0.65652,       0.6968,       0.69434,       0.62848,       0.43331,       0.6747
(258, 293),     0.84713,       0.77662,       0.58828,       0.8201,       0.56316,       0.45128,       0.67443
(22, 285),     0.83979,       0.64763,       0.67545,       0.67726,       0.56423,       0.63862,       0.67383
(296, 362),     0.95927,       0.56674,       0.76111,       0.56973,       0.73361,       0.43915,       0.6716
(24, 296),     0.91573,       0.67362,       0.61661,       0.71331,       0.52726,       0.57866,       0.67087
(254, 276),     0.85649,       0.70795,       0.68328,       0.79141,       0.52522,       0.4576,       0.67032
(23, 295),     0.9074,       0.66792,       0.58168,       0.7287,       0.51321,       0.62288,       0.6703
(153, 334),     0.89954,       0.7116,       0.55293,       0.77494,       0.52432,       0.55839,       0.67029
(256, 283),     0.91421,       0.64732,       0.6876,       0.70748,       0.61967,       0.44388,       0.67003
(334, 341),     0.93098,       0.67235,       0.67508,       0.72286,       0.59071,       0.42325,       0.6692
(276, 374),     0.84278,       0.73275,       0.67625,       0.77688,       0.52133,       0.46087,       0.66848
(293, 414),     0.89888,       0.75527,       0.57054,       0.80612,       0.55447,       0.42391,       0.6682
(295, 414),     0.95195,       0.45554,       0.79376,       0.47323,       0.82897,       0.50198,       0.66757
(276, 386),     0.85139,       0.66434,       0.73756,       0.65726,       0.56894,       0.52447,       0.66733
(285, 373),     0.91209,       0.59486,       0.69285,       0.54827,       0.76135,       0.4932,       0.6671
(295, 382),     0.95824,       0.47025,       0.81844,       0.47657,       0.82469,       0.45014,       0.66639
(300, 339),     0.8337,       0.76657,       0.66093,       0.7961,       0.45914,       0.47873,       0.66586
(276, 390),     0.85471,       0.67882,       0.72947,       0.73762,       0.53324,       0.45888,       0.66546
(133, 282),     0.89482,       0.74271,       0.55754,       0.70105,       0.447,       0.64567,       0.6648
(296, 341),     0.95415,       0.58644,       0.73842,       0.60513,       0.68487,       0.41427,       0.66388
(282, 382),     0.94401,       0.51884,       0.78252,       0.54681,       0.75556,       0.43296,       0.66345
(295, 390),     0.93606,       0.51229,       0.71115,       0.51115,       0.80839,       0.50109,       0.66336
(265, 276),     0.81671,       0.64039,       0.61809,       0.8149,       0.56825,       0.52136,       0.66328
(353, 359),     0.83055,       0.83783,       0.61765,       0.82029,       0.35938,       0.51371,       0.66324
(193, 334),     0.94148,       0.61127,       0.63312,       0.61295,       0.6313,       0.54777,       0.66298
(336, 382),     0.93927,       0.54887,       0.74146,       0.52893,       0.77411,       0.44325,       0.66265
(23, 334),     0.90489,       0.67575,       0.58462,       0.74308,       0.5454,       0.52112,       0.66248
(381, 414),     0.76001,       0.71498,       0.58351,       0.78787,       0.60957,       0.51871,       0.66244
(154, 295),     0.88954,       0.68617,       0.56495,       0.70212,       0.46088,       0.66847,       0.66202
(155, 282),     0.89912,       0.72717,       0.53358,       0.71081,       0.44499,       0.64557,       0.66021
(466, 467),     0.85835,       0.67649,       0.64726,       0.66526,       0.62116,       0.4926,       0.66019
(334, 463),     0.93567,       0.66387,       0.66118,       0.7039,       0.58901,       0.40621,       0.65997
(252, 276),     0.85899,       0.72946,       0.62592,       0.77627,       0.52307,       0.44518,       0.65982
(276, 373),     0.8445,       0.70036,       0.6982,       0.75839,       0.50694,       0.44308,       0.65858
(155, 295),     0.88526,       0.68737,       0.59917,       0.65951,       0.45944,       0.65943,       0.65836
(282, 467),     0.90956,       0.54368,       0.6893,       0.52363,       0.79486,       0.48883,       0.65831
(293, 382),     0.91087,       0.71034,       0.60737,       0.76178,       0.55504,       0.40214,       0.65792
(133, 295),     0.87467,       0.69961,       0.62258,       0.64746,       0.45398,       0.64872,       0.65784
(285, 341),     0.9365,       0.5155,       0.76464,       0.49416,       0.79498,       0.44056,       0.65772
(243, 293),     0.81825,       0.79602,       0.551,       0.7391,       0.54007,       0.50001,       0.65741
