Comparing the following files: 
kelly_front_s1_v2/,  hadleigh_front_s1_v2/,  

Correlation cuttoff is 1
landmark(s),  kelly_front_s1_v2_vs_hadleigh_front_s1_v2,  average
(46, 62),     -0.02192,       -0.02192
(247, 265),     -0.02187,       -0.02187
(35, 193),     -0.0218,       -0.0218
(173, 292),     -0.02152,       -0.02152
(33, 339),     -0.02152,       -0.02152
(56, 353),     -0.02105,       -0.02105
(190, 308),     -0.02077,       -0.02077
(28, 383),     -0.02055,       -0.02055
(53, 252),     -0.02046,       -0.02046
(285, 384),     -0.02045,       -0.02045
(55, 285),     -0.02011,       -0.02011
(105, 414),     -0.01999,       -0.01999
(247, 383),     -0.01996,       -0.01996
(383, 463),     -0.01994,       -0.01994
(30, 133),     -0.01981,       -0.01981
(124, 380),     -0.01972,       -0.01972
(46, 362),     -0.01956,       -0.01956
(334, 463),     -0.01925,       -0.01925
(46, 76),     -0.01873,       -0.01873
(243, 292),     -0.01858,       -0.01858
(57, 386),     -0.01818,       -0.01818
(130, 398),     -0.01817,       -0.01817
(260, 381),     -0.01807,       -0.01807
(124, 265),     -0.01785,       -0.01785
(30, 253),     -0.01777,       -0.01777
(57, 385),     -0.01742,       -0.01742
(28, 52),     -0.01725,       -0.01725
(46, 61),     -0.01702,       -0.01702
(105, 398),     -0.017,       -0.017
(293, 414),     -0.01695,       -0.01695
(334, 362),     -0.01692,       -0.01692
(29, 300),     -0.01656,       -0.01656
(293, 382),     -0.01608,       -0.01608
(300, 466),     -0.01565,       -0.01565
(293, 398),     -0.01532,       -0.01532
(24, 26),     -0.01515,       -0.01515
(35, 112),     -0.01496,       -0.01496
(55, 292),     -0.01485,       -0.01485
(52, 156),     -0.01483,       -0.01483
(63, 285),     -0.01481,       -0.01481
(28, 283),     -0.01479,       -0.01479
(63, 374),     -0.01475,       -0.01475
(76, 157),     -0.01466,       -0.01466
(29, 153),     -0.0145,       -0.0145
(124, 382),     -0.01382,       -0.01382
(105, 362),     -0.01355,       -0.01355
(27, 190),     -0.01351,       -0.01351
(24, 265),     -0.01351,       -0.01351
(107, 247),     -0.01271,       -0.01271
(33, 35),     -0.0126,       -0.0126
(23, 46),     -0.01249,       -0.01249
(124, 243),     -0.01232,       -0.01232
(25, 341),     -0.0122,       -0.0122
(28, 285),     -0.01203,       -0.01203
(98, 287),     -0.01189,       -0.01189
(23, 287),     -0.01175,       -0.01175
(24, 287),     -0.01165,       -0.01165
(255, 362),     -0.01136,       -0.01136
(286, 362),     -0.01115,       -0.01115
(53, 265),     -0.01096,       -0.01096
(133, 308),     -0.01053,       -0.01053
(63, 387),     -0.01052,       -0.01052
(107, 385),     -0.01007,       -0.01007
(56, 66),     -0.00968,       -0.00968
(29, 66),     -0.00954,       -0.00954
(193, 414),     -0.00935,       -0.00935
(133, 144),     -0.00898,       -0.00898
(163, 190),     -0.00881,       -0.00881
(295, 300),     -0.00881,       -0.00881
(56, 246),     -0.00835,       -0.00835
(383, 414),     -0.00785,       -0.00785
(130, 463),     -0.00784,       -0.00784
(286, 383),     -0.00759,       -0.00759
(29, 276),     -0.00739,       -0.00739
(190, 353),     -0.00736,       -0.00736
(24, 383),     -0.00729,       -0.00729
(339, 341),     -0.00682,       -0.00682
(27, 155),     -0.00658,       -0.00658
(256, 359),     -0.00655,       -0.00655
(53, 414),     -0.0063,       -0.0063
(55, 386),     -0.00619,       -0.00619
(190, 383),     -0.00607,       -0.00607
(57, 110),     -0.00565,       -0.00565
(258, 327),     -0.00558,       -0.00558
(163, 287),     -0.00556,       -0.00556
(35, 154),     -0.00523,       -0.00523
(124, 463),     -0.00504,       -0.00504
(78, 157),     -0.00442,       -0.00442
(53, 382),     -0.00413,       -0.00413
(190, 276),     -0.0041,       -0.0041
(161, 300),     -0.00396,       -0.00396
(130, 190),     -0.00361,       -0.00361
(62, 157),     -0.00357,       -0.00357
(55, 247),     -0.00304,       -0.00304
(66, 385),     -0.00293,       -0.00293
(52, 386),     -0.00267,       -0.00267
(286, 341),     -0.00256,       -0.00256
(63, 153),     -0.00254,       -0.00254
(28, 133),     -0.00238,       -0.00238
(98, 417),     -0.00226,       -0.00226
(65, 70),     -0.00218,       -0.00218
(33, 163),     -0.00181,       -0.00181
(327, 417),     -0.00181,       -0.00181
(130, 156),     -0.00178,       -0.00178
(327, 385),     -0.00176,       -0.00176
(46, 380),     -0.00165,       -0.00165
(260, 386),     -0.00163,       -0.00163
(163, 252),     -0.00148,       -0.00148
(57, 193),     -0.00147,       -0.00147
(255, 398),     -0.00117,       -0.00117
(163, 383),     -0.00098,       -0.00098
(35, 55),     -0.00094,       -0.00094
(105, 384),     -0.00073,       -0.00073
(157, 306),     -0.00035,       -0.00035
(257, 258),     -0.00023,       -0.00023
(29, 57),     4e-05,       4e-05
(247, 341),     0.00013,       0.00013
(158, 293),     0.00017,       0.00017
(52, 300),     0.00022,       0.00022
(55, 56),     0.00072,       0.00072
(246, 252),     0.00079,       0.00079
(63, 353),     0.00093,       0.00093
(98, 243),     0.0011,       0.0011
(255, 374),     0.00159,       0.00159
(259, 383),     0.00161,       0.00161
(33, 144),     0.00218,       0.00218
(28, 353),     0.00236,       0.00236
(258, 293),     0.00247,       0.00247
(55, 258),     0.00252,       0.00252
(63, 286),     0.00254,       0.00254
(105, 341),     0.00262,       0.00262
(55, 336),     0.00284,       0.00284
(55, 385),     0.00312,       0.00312
(30, 256),     0.00315,       0.00315
(28, 112),     0.00327,       0.00327
(243, 308),     0.00349,       0.00349
(286, 467),     0.00354,       0.00354
(105, 387),     0.00365,       0.00365
(287, 386),     0.00382,       0.00382
(105, 286),     0.00396,       0.00396
(107, 300),     0.004,       0.004
(65, 334),     0.00431,       0.00431
(193, 276),     0.00456,       0.00456
(107, 292),     0.00462,       0.00462
(130, 362),     0.00481,       0.00481
(160, 383),     0.00493,       0.00493
(25, 339),     0.00496,       0.00496
(28, 124),     0.00505,       0.00505
(28, 105),     0.00594,       0.00594
(33, 398),     0.00605,       0.00605
(110, 287),     0.00612,       0.00612
(144, 163),     0.00614,       0.00614
(27, 53),     0.00644,       0.00644
(173, 308),     0.00645,       0.00645
(27, 283),     0.00684,       0.00684
(55, 308),     0.00718,       0.00718
(7, 341),     0.00727,       0.00727
(35, 173),     0.0073,       0.0073
(263, 359),     0.0074,       0.0074
(159, 293),     0.00779,       0.00779
(286, 414),     0.00827,       0.00827
(57, 163),     0.00886,       0.00886
(57, 291),     0.00919,       0.00919
(265, 384),     0.00946,       0.00946
(144, 287),     0.00953,       0.00953
(252, 300),     0.00964,       0.00964
(156, 285),     0.00983,       0.00983
(53, 386),     0.01024,       0.01024
(253, 339),     0.01036,       0.01036
(25, 35),     0.01047,       0.01047
(133, 353),     0.01055,       0.01055
(286, 327),     0.0107,       0.0107
(53, 156),     0.01074,       0.01074
(276, 300),     0.01107,       0.01107
(65, 386),     0.01117,       0.01117
(29, 65),     0.0113,       0.0113
(35, 133),     0.01133,       0.01133
(285, 327),     0.01134,       0.01134
(63, 383),     0.0115,       0.0115
(287, 385),     0.01162,       0.01162
(163, 353),     0.01168,       0.01168
(70, 373),     0.01187,       0.01187
(22, 63),     0.01206,       0.01206
(24, 193),     0.01297,       0.01297
(65, 276),     0.01297,       0.01297
(30, 276),     0.01358,       0.01358
(28, 61),     0.01395,       0.01395
(287, 336),     0.01405,       0.01405
(52, 112),     0.01436,       0.01436
(52, 385),     0.01437,       0.01437
(247, 381),     0.01474,       0.01474
(247, 380),     0.01493,       0.01493
(53, 383),     0.01567,       0.01567
(55, 383),     0.01585,       0.01585
(283, 382),     0.01632,       0.01632
(22, 144),     0.01652,       0.01652
(33, 145),     0.01687,       0.01687
(23, 246),     0.01701,       0.01701
(46, 190),     0.01706,       0.01706
(257, 327),     0.01715,       0.01715
(163, 253),     0.01731,       0.01731
(252, 359),     0.01776,       0.01776
(255, 256),     0.0182,       0.0182
(341, 359),     0.01833,       0.01833
(35, 107),     0.01837,       0.01837
(161, 383),     0.01838,       0.01838
(30, 300),     0.01838,       0.01838
(52, 383),     0.01844,       0.01844
(35, 153),     0.01866,       0.01866
(53, 353),     0.01869,       0.01869
(254, 382),     0.01876,       0.01876
(25, 161),     0.01877,       0.01877
(35, 414),     0.01888,       0.01888
(35, 243),     0.01924,       0.01924
(256, 258),     0.01925,       0.01925
(46, 398),     0.01926,       0.01926
(327, 386),     0.01942,       0.01942
(57, 157),     0.01952,       0.01952
(282, 300),     0.01954,       0.01954
(256, 257),     0.01979,       0.01979
(66, 293),     0.02008,       0.02008
(133, 383),     0.02033,       0.02033
(7, 145),     0.02042,       0.02042
(7, 380),     0.02065,       0.02065
(247, 339),     0.02077,       0.02077
(156, 336),     0.02094,       0.02094
(23, 57),     0.02097,       0.02097
(30, 353),     0.021,       0.021
(23, 29),     0.02105,       0.02105
(259, 414),     0.02118,       0.02118
(7, 173),     0.02121,       0.02121
(53, 385),     0.02205,       0.02205
(27, 57),     0.02245,       0.02245
(336, 388),     0.02247,       0.02247
(33, 382),     0.02248,       0.02248
(56, 293),     0.0227,       0.0227
(24, 57),     0.02318,       0.02318
(145, 243),     0.02415,       0.02415
(157, 292),     0.02427,       0.02427
(55, 327),     0.02435,       0.02435
(359, 463),     0.02465,       0.02465
(7, 33),     0.02486,       0.02486
(145, 153),     0.02499,       0.02499
(35, 384),     0.02548,       0.02548
(107, 308),     0.02579,       0.02579
(163, 173),     0.02604,       0.02604
(327, 384),     0.02619,       0.02619
(52, 107),     0.02631,       0.02631
(57, 144),     0.02671,       0.02671
(7, 381),     0.02695,       0.02695
(70, 353),     0.02731,       0.02731
(28, 76),     0.02778,       0.02778
(24, 246),     0.02794,       0.02794
(52, 124),     0.028,       0.028
(163, 265),     0.02812,       0.02812
(124, 362),     0.02834,       0.02834
(359, 414),     0.02862,       0.02862
(327, 336),     0.02874,       0.02874
(27, 383),     0.02921,       0.02921
(161, 276),     0.02926,       0.02926
(156, 353),     0.02948,       0.02948
(130, 157),     0.02953,       0.02953
(252, 255),     0.02969,       0.02969
(374, 380),     0.0297,       0.0297
(107, 387),     0.02985,       0.02985
(293, 296),     0.03009,       0.03009
(124, 339),     0.0301,       0.0301
(161, 306),     0.03023,       0.03023
(66, 98),     0.03029,       0.03029
(193, 353),     0.03033,       0.03033
(55, 156),     0.03035,       0.03035
(52, 276),     0.03054,       0.03054
(157, 190),     0.03064,       0.03064
(30, 254),     0.03064,       0.03064
(33, 414),     0.03087,       0.03087
(161, 291),     0.03112,       0.03112
(161, 292),     0.03158,       0.03158
(33, 156),     0.03219,       0.03219
(52, 293),     0.03225,       0.03225
(28, 78),     0.03248,       0.03248
(124, 374),     0.03256,       0.03256
(98, 385),     0.03256,       0.03256
(110, 353),     0.03306,       0.03306
(53, 300),     0.03307,       0.03307
(110, 112),     0.03317,       0.03317
(52, 155),     0.03324,       0.03324
(334, 382),     0.0336,       0.0336
(283, 334),     0.03375,       0.03375
(28, 62),     0.03383,       0.03383
(285, 334),     0.034,       0.034
(246, 253),     0.0341,       0.0341
(70, 384),     0.0342,       0.0342
(133, 300),     0.03427,       0.03427
(70, 336),     0.03451,       0.03451
(53, 384),     0.03474,       0.03474
(247, 276),     0.03481,       0.03481
(30, 383),     0.03491,       0.03491
(53, 381),     0.03512,       0.03512
(156, 255),     0.0353,       0.0353
(293, 341),     0.03545,       0.03545
(255, 341),     0.03566,       0.03566
(66, 387),     0.03572,       0.03572
(65, 383),     0.03614,       0.03614
(65, 385),     0.03621,       0.03621
(24, 112),     0.03627,       0.03627
(107, 327),     0.03634,       0.03634
(56, 161),     0.03652,       0.03652
(258, 387),     0.03663,       0.03663
(27, 66),     0.03674,       0.03674
(52, 353),     0.03674,       0.03674
(57, 145),     0.03717,       0.03717
(35, 247),     0.03718,       0.03718
(130, 414),     0.0374,       0.0374
(306, 386),     0.03748,       0.03748
(243, 353),     0.03754,       0.03754
(29, 193),     0.03757,       0.03757
(157, 293),     0.03764,       0.03764
(291, 386),     0.0377,       0.0377
(7, 339),     0.03812,       0.03812
(70, 157),     0.03838,       0.03838
(124, 193),     0.03853,       0.03853
(292, 386),     0.03865,       0.03865
(7, 160),     0.03867,       0.03867
(158, 283),     0.03902,       0.03902
(33, 161),     0.03948,       0.03948
(283, 285),     0.03954,       0.03954
(339, 362),     0.03955,       0.03955
(308, 386),     0.03967,       0.03967
(161, 353),     0.03989,       0.03989
(257, 381),     0.03991,       0.03991
(373, 467),     0.04005,       0.04005
(35, 155),     0.0403,       0.0403
(33, 359),     0.04061,       0.04061
(105, 265),     0.04084,       0.04084
(29, 157),     0.04085,       0.04085
(263, 384),     0.041,       0.041
(25, 380),     0.04151,       0.04151
(30, 243),     0.04155,       0.04155
(373, 380),     0.0416,       0.0416
(30, 65),     0.04163,       0.04163
(33, 384),     0.04182,       0.04182
(52, 286),     0.04193,       0.04193
(287, 387),     0.04207,       0.04207
(27, 417),     0.04212,       0.04212
(110, 159),     0.04235,       0.04235
(30, 156),     0.04236,       0.04236
(66, 300),     0.04262,       0.04262
(63, 339),     0.04264,       0.04264
(110, 158),     0.04312,       0.04312
(7, 25),     0.04315,       0.04315
(256, 260),     0.04329,       0.04329
(283, 414),     0.0434,       0.0434
(105, 383),     0.04349,       0.04349
(282, 463),     0.04379,       0.04379
(339, 373),     0.04389,       0.04389
(55, 353),     0.04397,       0.04397
(374, 381),     0.04414,       0.04414
(193, 383),     0.04419,       0.04419
(65, 98),     0.04433,       0.04433
(159, 283),     0.04436,       0.04436
(247, 300),     0.04468,       0.04468
(362, 463),     0.04485,       0.04485
(35, 145),     0.04518,       0.04518
(144, 383),     0.04527,       0.04527
(61, 154),     0.04568,       0.04568
(70, 285),     0.04596,       0.04596
(291, 385),     0.04598,       0.04598
(327, 353),     0.04599,       0.04599
(28, 65),     0.04613,       0.04613
(35, 386),     0.04614,       0.04614
(243, 300),     0.04627,       0.04627
(388, 467),     0.04638,       0.04638
(29, 293),     0.04661,       0.04661
(52, 65),     0.04662,       0.04662
(26, 61),     0.04668,       0.04668
(110, 253),     0.04668,       0.04668
(243, 383),     0.04675,       0.04675
(105, 300),     0.04711,       0.04711
(29, 383),     0.04721,       0.04721
(247, 374),     0.04734,       0.04734
(246, 300),     0.04755,       0.04755
(130, 384),     0.04759,       0.04759
(53, 253),     0.04763,       0.04763
(306, 385),     0.04791,       0.04791
(105, 258),     0.04821,       0.04821
(70, 383),     0.04825,       0.04825
(110, 154),     0.04838,       0.04838
(63, 157),     0.0486,       0.0486
(105, 382),     0.04868,       0.04868
(35, 161),     0.04886,       0.04886
(246, 417),     0.04893,       0.04893
(35, 385),     0.04917,       0.04917
(157, 417),     0.04921,       0.04921
(56, 285),     0.04987,       0.04987
(46, 353),     0.05014,       0.05014
(160, 353),     0.05016,       0.05016
(255, 463),     0.05018,       0.05018
(373, 381),     0.05029,       0.05029
(27, 353),     0.0504,       0.0504
(63, 359),     0.05044,       0.05044
(300, 373),     0.05046,       0.05046
(52, 265),     0.05047,       0.05047
(112, 153),     0.05054,       0.05054
(252, 467),     0.05081,       0.05081
(282, 295),     0.05114,       0.05114
(292, 385),     0.05128,       0.05128
(46, 383),     0.05133,       0.05133
(63, 276),     0.05136,       0.05136
(29, 353),     0.05158,       0.05158
(157, 308),     0.05159,       0.05159
(35, 353),     0.05163,       0.05163
(28, 46),     0.05165,       0.05165
(107, 258),     0.05169,       0.05169
(53, 276),     0.05169,       0.05169
(35, 373),     0.05216,       0.05216
(105, 256),     0.05249,       0.05249
(296, 463),     0.05253,       0.05253
(276, 387),     0.0534,       0.0534
(7, 374),     0.05358,       0.05358
(35, 144),     0.05377,       0.05377
(133, 163),     0.05386,       0.05386
(105, 353),     0.05397,       0.05397
(334, 341),     0.05398,       0.05398
(308, 385),     0.05416,       0.05416
(63, 300),     0.05433,       0.05433
(23, 265),     0.05483,       0.05483
(161, 308),     0.05501,       0.05501
(293, 381),     0.0551,       0.0551
(144, 154),     0.05515,       0.05515
(296, 327),     0.0552,       0.0552
(22, 246),     0.0554,       0.0554
(258, 296),     0.05582,       0.05582
(70, 255),     0.0564,       0.0564
(25, 163),     0.05647,       0.05647
(110, 144),     0.05666,       0.05666
(163, 256),     0.05715,       0.05715
(259, 381),     0.05734,       0.05734
(76, 154),     0.05738,       0.05738
(52, 414),     0.05769,       0.05769
(22, 57),     0.05783,       0.05783
(98, 107),     0.05785,       0.05785
(28, 66),     0.05788,       0.05788
(35, 383),     0.05828,       0.05828
(110, 252),     0.05894,       0.05894
(52, 384),     0.05896,       0.05896
(258, 283),     0.05935,       0.05935
(65, 286),     0.05937,       0.05937
(26, 76),     0.05952,       0.05952
(341, 414),     0.05962,       0.05962
(66, 258),     0.05968,       0.05968
(33, 255),     0.05999,       0.05999
(65, 283),     0.06013,       0.06013
(46, 374),     0.06029,       0.06029
(258, 381),     0.06031,       0.06031
(263, 388),     0.06056,       0.06056
(56, 283),     0.06074,       0.06074
(29, 145),     0.06075,       0.06075
(25, 133),     0.06145,       0.06145
(98, 384),     0.06159,       0.06159
(110, 246),     0.06163,       0.06163
(246, 256),     0.06163,       0.06163
(105, 276),     0.06182,       0.06182
(25, 374),     0.06189,       0.06189
(153, 155),     0.06194,       0.06194
(130, 467),     0.06205,       0.06205
(253, 255),     0.06206,       0.06206
(25, 381),     0.06215,       0.06215
(373, 374),     0.06224,       0.06224
(35, 246),     0.0623,       0.0623
(282, 362),     0.06295,       0.06295
(156, 190),     0.06367,       0.06367
(56, 65),     0.06382,       0.06382
(110, 160),     0.06401,       0.06401
(362, 414),     0.06408,       0.06408
(78, 154),     0.06414,       0.06414
(33, 463),     0.06436,       0.06436
(30, 173),     0.06481,       0.06481
(33, 373),     0.06486,       0.06486
(30, 265),     0.06487,       0.06487
(253, 359),     0.06498,       0.06498
(246, 276),     0.06534,       0.06534
(23, 383),     0.06537,       0.06537
(285, 388),     0.06586,       0.06586
(28, 29),     0.06589,       0.06589
(283, 398),     0.06643,       0.06643
(26, 78),     0.06647,       0.06647
(70, 359),     0.06656,       0.06656
(33, 385),     0.06668,       0.06668
(105, 293),     0.06677,       0.06677
(249, 255),     0.06705,       0.06705
(163, 254),     0.06707,       0.06707
(66, 286),     0.06717,       0.06717
(258, 417),     0.06731,       0.06731
(327, 414),     0.0674,       0.0674
(380, 381),     0.06783,       0.06783
(62, 154),     0.06792,       0.06792
(257, 293),     0.06801,       0.06801
(252, 256),     0.06807,       0.06807
(286, 388),     0.06831,       0.06831
(247, 359),     0.06853,       0.06853
(260, 380),     0.06858,       0.06858
(283, 341),     0.06887,       0.06887
(256, 259),     0.0692,       0.0692
(110, 155),     0.06943,       0.06943
(257, 383),     0.06954,       0.06954
(27, 157),     0.06969,       0.06969
(46, 56),     0.07022,       0.07022
(287, 308),     0.07051,       0.07051
(107, 336),     0.07056,       0.07056
(124, 398),     0.07056,       0.07056
(55, 98),     0.07062,       0.07062
(255, 373),     0.0711,       0.0711
(65, 353),     0.07138,       0.07138
(253, 341),     0.07151,       0.07151
(26, 62),     0.07159,       0.07159
(30, 163),     0.07171,       0.07171
(295, 327),     0.07175,       0.07175
(296, 387),     0.07194,       0.07194
(52, 387),     0.07268,       0.07268
(110, 254),     0.0727,       0.0727
(306, 387),     0.0728,       0.0728
(308, 387),     0.07285,       0.07285
(292, 387),     0.07286,       0.07286
(46, 339),     0.07322,       0.07322
(65, 258),     0.07326,       0.07326
(56, 243),     0.07384,       0.07384
(291, 387),     0.07393,       0.07393
(286, 382),     0.07399,       0.07399
(33, 362),     0.07414,       0.07414
(30, 341),     0.07463,       0.07463
(265, 467),     0.07486,       0.07486
(7, 398),     0.07518,       0.07518
(283, 295),     0.0752,       0.0752
(133, 276),     0.07547,       0.07547
(144, 265),     0.07562,       0.07562
(107, 276),     0.07562,       0.07562
(56, 160),     0.07577,       0.07577
(23, 193),     0.07611,       0.07611
(33, 276),     0.07641,       0.07641
(327, 387),     0.07651,       0.07651
(52, 173),     0.07653,       0.07653
(33, 300),     0.07653,       0.07653
(124, 353),     0.07654,       0.07654
(339, 463),     0.07678,       0.07678
(52, 398),     0.07679,       0.07679
(158, 291),     0.0774,       0.0774
(52, 463),     0.07771,       0.07771
(63, 105),     0.0786,       0.0786
(276, 374),     0.07877,       0.07877
(29, 252),     0.0789,       0.0789
(258, 383),     0.07893,       0.07893
(63, 388),     0.07941,       0.07941
(259, 327),     0.07947,       0.07947
(57, 153),     0.07977,       0.07977
(26, 130),     0.07985,       0.07985
(46, 414),     0.07985,       0.07985
(35, 163),     0.08003,       0.08003
(130, 386),     0.08004,       0.08004
(25, 144),     0.08038,       0.08038
(255, 466),     0.0804,       0.0804
(66, 334),     0.08047,       0.08047
(155, 383),     0.08054,       0.08054
(296, 362),     0.08056,       0.08056
(63, 373),     0.08087,       0.08087
(300, 417),     0.08101,       0.08101
(25, 246),     0.08105,       0.08105
(130, 385),     0.08112,       0.08112
(157, 283),     0.08119,       0.08119
(112, 383),     0.08151,       0.08151
(156, 384),     0.08154,       0.08154
(24, 161),     0.08237,       0.08237
(33, 386),     0.08245,       0.08245
(52, 285),     0.08258,       0.08258
(124, 383),     0.08273,       0.08273
(53, 380),     0.08274,       0.08274
(52, 66),     0.08308,       0.08308
(247, 382),     0.08336,       0.08336
(158, 163),     0.08343,       0.08343
(53, 387),     0.08354,       0.08354
(27, 282),     0.08357,       0.08357
(46, 144),     0.08369,       0.08369
(57, 387),     0.08372,       0.08372
(157, 163),     0.0838,       0.0838
(157, 287),     0.08413,       0.08413
(29, 283),     0.08432,       0.08432
(53, 254),     0.08456,       0.08456
(112, 247),     0.08464,       0.08464
(63, 255),     0.08495,       0.08495
(384, 414),     0.08509,       0.08509
(66, 276),     0.0853,       0.0853
(133, 243),     0.08536,       0.08536
(33, 153),     0.08541,       0.08541
(107, 283),     0.08543,       0.08543
(24, 29),     0.08567,       0.08567
(130, 276),     0.08652,       0.08652
(24, 353),     0.08654,       0.08654
(25, 463),     0.08683,       0.08683
(381, 390),     0.0869,       0.0869
(63, 467),     0.08703,       0.08703
(286, 385),     0.08703,       0.08703
(107, 282),     0.08731,       0.08731
(105, 252),     0.08766,       0.08766
(130, 390),     0.08787,       0.08787
(70, 386),     0.08791,       0.08791
(265, 398),     0.08799,       0.08799
(254, 339),     0.08799,       0.08799
(285, 296),     0.08811,       0.08811
(255, 414),     0.08812,       0.08812
(383, 417),     0.08822,       0.08822
(7, 463),     0.0883,       0.0883
(158, 306),     0.08854,       0.08854
(66, 383),     0.0893,       0.0893
(133, 463),     0.08985,       0.08985
(144, 353),     0.09009,       0.09009
(98, 383),     0.09013,       0.09013
(110, 161),     0.09019,       0.09019
(243, 276),     0.09086,       0.09086
(300, 390),     0.09115,       0.09115
(63, 107),     0.09124,       0.09124
(156, 383),     0.09143,       0.09143
(63, 78),     0.09158,       0.09158
(287, 384),     0.09185,       0.09185
(25, 33),     0.0919,       0.0919
(52, 70),     0.09195,       0.09195
(145, 163),     0.09219,       0.09219
(62, 63),     0.09248,       0.09248
(56, 173),     0.09282,       0.09282
(53, 285),     0.09332,       0.09332
(28, 57),     0.09353,       0.09353
(105, 381),     0.09357,       0.09357
(63, 66),     0.09359,       0.09359
(66, 384),     0.09365,       0.09365
(259, 384),     0.09419,       0.09419
(23, 161),     0.09479,       0.09479
(285, 291),     0.09549,       0.09549
(158, 260),     0.09553,       0.09553
(65, 387),     0.09558,       0.09558
(258, 353),     0.0956,       0.0956
(145, 383),     0.09563,       0.09563
(61, 385),     0.09581,       0.09581
(158, 467),     0.09583,       0.09583
(63, 76),     0.09592,       0.09592
(27, 334),     0.09647,       0.09647
(61, 63),     0.0965,       0.0965
(384, 417),     0.0965,       0.0965
(276, 295),     0.0966,       0.0966
(133, 265),     0.09663,       0.09663
(52, 362),     0.09689,       0.09689
(130, 300),     0.0969,       0.0969
(7, 359),     0.09736,       0.09736
(98, 386),     0.09746,       0.09746
(53, 359),     0.09748,       0.09748
(105, 388),     0.09752,       0.09752
(156, 359),     0.09787,       0.09787
(61, 386),     0.0979,       0.0979
(52, 258),     0.0982,       0.0982
(246, 254),     0.09821,       0.09821
(7, 382),     0.0983,       0.0983
(27, 154),     0.0983,       0.0983
(157, 467),     0.0984,       0.0984
(105, 124),     0.09874,       0.09874
(155, 193),     0.09895,       0.09895
(256, 286),     0.09921,       0.09921
(336, 384),     0.09927,       0.09927
(53, 153),     0.09972,       0.09972
(158, 292),     0.10002,       0.10002
(144, 246),     0.10017,       0.10017
(263, 385),     0.10026,       0.10026
(263, 300),     0.10044,       0.10044
(334, 381),     0.10062,       0.10062
(300, 336),     0.10071,       0.10071
(107, 286),     0.10073,       0.10073
(124, 285),     0.10085,       0.10085
(249, 398),     0.10109,       0.10109
(55, 387),     0.10118,       0.10118
(63, 258),     0.10129,       0.10129
(255, 339),     0.1013,       0.1013
(70, 163),     0.10181,       0.10181
(25, 145),     0.10183,       0.10183
(252, 287),     0.10184,       0.10184
(334, 414),     0.10186,       0.10186
(258, 388),     0.10194,       0.10194
(283, 381),     0.10224,       0.10224
(380, 390),     0.10242,       0.10242
(173, 265),     0.10256,       0.10256
(247, 255),     0.10275,       0.10275
(258, 386),     0.10276,       0.10276
(27, 295),     0.10304,       0.10304
(327, 334),     0.10315,       0.10315
(105, 257),     0.10321,       0.10321
(53, 286),     0.10398,       0.10398
(252, 265),     0.10401,       0.10401
(28, 282),     0.10451,       0.10451
(35, 255),     0.10454,       0.10454
(61, 417),     0.10465,       0.10465
(256, 287),     0.10469,       0.10469
(190, 246),     0.10494,       0.10494
(249, 381),     0.10549,       0.10549
(7, 35),     0.1055,       0.1055
(25, 398),     0.10593,       0.10593
(27, 52),     0.10598,       0.10598
(157, 161),     0.10621,       0.10621
(390, 467),     0.10622,       0.10622
(63, 145),     0.10644,       0.10644
(296, 388),     0.10646,       0.10646
(70, 385),     0.10717,       0.10717
(160, 291),     0.10732,       0.10732
(65, 282),     0.10739,       0.10739
(55, 384),     0.10836,       0.10836
(283, 353),     0.10847,       0.10847
(26, 105),     0.10862,       0.10862
(7, 414),     0.10877,       0.10877
(163, 246),     0.1088,       0.1088
(7, 255),     0.10889,       0.10889
(254, 255),     0.10895,       0.10895
(124, 414),     0.10908,       0.10908
(287, 292),     0.1091,       0.1091
(373, 382),     0.10928,       0.10928
(362, 417),     0.10953,       0.10953
(29, 256),     0.10955,       0.10955
(26, 383),     0.10962,       0.10962
(155, 353),     0.10997,       0.10997
(334, 383),     0.11004,       0.11004
(282, 327),     0.11024,       0.11024
(353, 417),     0.1103,       0.1103
(160, 306),     0.11036,       0.11036
(55, 66),     0.11051,       0.11051
(24, 160),     0.11056,       0.11056
(53, 61),     0.11092,       0.11092
(246, 265),     0.11105,       0.11105
(282, 382),     0.11107,       0.11107
(173, 293),     0.11127,       0.11127
(27, 70),     0.11135,       0.11135
(252, 276),     0.11146,       0.11146
(28, 130),     0.11153,       0.11153
(341, 398),     0.11169,       0.11169
(52, 283),     0.11209,       0.11209
(29, 70),     0.1123,       0.1123
(156, 157),     0.11244,       0.11244
(133, 341),     0.11249,       0.11249
(246, 381),     0.1127,       0.1127
(300, 327),     0.1127,       0.1127
(105, 154),     0.11275,       0.11275
(35, 387),     0.11293,       0.11293
(7, 124),     0.11307,       0.11307
(53, 78),     0.11317,       0.11317
(30, 70),     0.11343,       0.11343
(158, 193),     0.11348,       0.11348
(57, 70),     0.11361,       0.11361
(163, 243),     0.1137,       0.1137
(160, 292),     0.11387,       0.11387
(157, 260),     0.11407,       0.11407
(246, 287),     0.11412,       0.11412
(53, 62),     0.11447,       0.11447
(53, 76),     0.11464,       0.11464
(63, 466),     0.11502,       0.11502
(382, 390),     0.11505,       0.11505
(190, 265),     0.11523,       0.11523
(130, 161),     0.11525,       0.11525
(53, 293),     0.11527,       0.11527
