Comparing the following files: 
kelly_front_s1_v2/,  kelly_low_s1_v2/,  kelly_right_threequarter_s1_v2/,  kelly_left_threequarter_s1_v2/,  

Correlation cuttoff is -1
landmark(s),  kelly_front_s1_v2_vs_kelly_low_s1_v2,  kelly_front_s1_v2_vs_kelly_right_threequarter_s1_v2,  kelly_front_s1_v2_vs_kelly_left_threequarter_s1_v2,  kelly_low_s1_v2_vs_kelly_right_threequarter_s1_v2,  kelly_low_s1_v2_vs_kelly_left_threequarter_s1_v2,  kelly_right_threequarter_s1_v2_vs_kelly_left_threequarter_s1_v2,  average
(296, 339),     0.9114,       0.8146,       0.76494,       0.73997,       0.72009,       0.71411,       0.77752
(66, 158),     0.92181,       0.81458,       0.56931,       0.93073,       0.66759,       0.76053,       0.77743
(293, 388),     0.86479,       0.75943,       0.64887,       0.91654,       0.75477,       0.71992,       0.77739
(254, 285),     0.86682,       0.83439,       0.76023,       0.75161,       0.78027,       0.67012,       0.77724
(285, 327),     0.82706,       0.80733,       0.74884,       0.76345,       0.72692,       0.78974,       0.77722
(133, 158),     0.80454,       0.88342,       0.64279,       0.83934,       0.68757,       0.80539,       0.77718
(155, 158),     0.81427,       0.89034,       0.6253,       0.83357,       0.70211,       0.78862,       0.7757
(26, 158),     0.8668,       0.89616,       0.61416,       0.85528,       0.65317,       0.76306,       0.77477
(112, 157),     0.86186,       0.88968,       0.6053,       0.87963,       0.6647,       0.74732,       0.77475
(158, 243),     0.82681,       0.88388,       0.63424,       0.85526,       0.66213,       0.78252,       0.77414
(296, 385),     0.88474,       0.81121,       0.56745,       0.9185,       0.73202,       0.73087,       0.77413
(253, 285),     0.83758,       0.83991,       0.77832,       0.7281,       0.75073,       0.70821,       0.77381
(56, 157),     0.91377,       0.84687,       0.57929,       0.89992,       0.74346,       0.64905,       0.77206
(27, 160),     0.90057,       0.80913,       0.55708,       0.91755,       0.7361,       0.70984,       0.77171
(258, 385),     0.88043,       0.84541,       0.58431,       0.91566,       0.70357,       0.69718,       0.77109
(257, 386),     0.879,       0.8429,       0.57956,       0.92816,       0.69136,       0.70441,       0.7709
(253, 336),     0.84545,       0.84355,       0.77407,       0.72183,       0.72323,       0.71711,       0.77087
(70, 161),     0.84958,       0.86765,       0.62649,       0.85873,       0.69806,       0.72444,       0.77082
(112, 159),     0.83037,       0.89722,       0.64348,       0.83849,       0.63117,       0.78065,       0.77023
(282, 386),     0.86107,       0.80992,       0.58536,       0.92394,       0.69472,       0.74602,       0.77017
(46, 246),     0.80031,       0.77685,       0.68198,       0.89645,       0.69135,       0.77272,       0.76994
(336, 384),     0.93969,       0.82272,       0.59073,       0.87536,       0.70842,       0.68153,       0.76974
(158, 173),     0.79324,       0.87079,       0.64362,       0.82334,       0.67963,       0.80746,       0.76968
(157, 243),     0.83316,       0.88618,       0.59227,       0.87849,       0.67933,       0.74503,       0.76908
(70, 160),     0.85204,       0.86003,       0.61757,       0.85579,       0.69955,       0.72899,       0.76899
(53, 161),     0.81396,       0.73764,       0.62504,       0.90853,       0.72137,       0.80396,       0.76842
(259, 387),     0.88741,       0.83359,       0.58442,       0.93294,       0.67504,       0.69552,       0.76815
(53, 158),     0.87914,       0.79709,       0.57135,       0.91699,       0.6719,       0.77001,       0.76775
(336, 385),     0.91618,       0.85688,       0.53113,       0.92039,       0.69874,       0.67946,       0.76713
(336, 339),     0.89391,       0.82982,       0.72995,       0.75652,       0.73925,       0.65307,       0.76709
(334, 387),     0.84386,       0.78231,       0.54984,       0.93064,       0.7388,       0.75328,       0.76645
(70, 246),     0.82646,       0.85118,       0.64068,       0.85165,       0.68908,       0.73506,       0.76569
(296, 386),     0.87037,       0.82635,       0.52409,       0.92765,       0.72514,       0.71963,       0.76554
(29, 63),     0.75976,       0.75773,       0.77148,       0.86706,       0.67531,       0.76044,       0.7653
(253, 296),     0.8554,       0.81732,       0.78885,       0.69543,       0.69975,       0.72844,       0.7642
(293, 385),     0.90651,       0.80006,       0.716,       0.90987,       0.67969,       0.56918,       0.76355
(52, 160),     0.84497,       0.75185,       0.57966,       0.91631,       0.69008,       0.79749,       0.76339
(28, 159),     0.92649,       0.84498,       0.53853,       0.92919,       0.67851,       0.66167,       0.76323
(70, 159),     0.83498,       0.83227,       0.62121,       0.84029,       0.70288,       0.74737,       0.76317
(107, 327),     0.83111,       0.81625,       0.63282,       0.77451,       0.75953,       0.7609,       0.76252
(26, 159),     0.83956,       0.89929,       0.62005,       0.82646,       0.62569,       0.76335,       0.7624
(55, 327),     0.83685,       0.7871,       0.64918,       0.75606,       0.76928,       0.7694,       0.76131
(255, 296),     0.9302,       0.78475,       0.70402,       0.75631,       0.71193,       0.68003,       0.76121
(282, 385),     0.87348,       0.78478,       0.61211,       0.90821,       0.67191,       0.70295,       0.75891
(63, 246),     0.8014,       0.68457,       0.7027,       0.87205,       0.72951,       0.76065,       0.75848
(295, 385),     0.90163,       0.83061,       0.55182,       0.90156,       0.65027,       0.71476,       0.75844
(105, 161),     0.819,       0.67649,       0.64256,       0.90006,       0.73717,       0.77531,       0.75843
(52, 158),     0.8763,       0.79445,       0.52826,       0.91357,       0.65793,       0.77961,       0.75835
(29, 159),     0.92587,       0.83467,       0.52038,       0.90376,       0.66052,       0.69984,       0.75751
(286, 384),     0.87101,       0.85145,       0.57132,       0.8988,       0.70336,       0.6478,       0.75729
(46, 158),     0.83742,       0.75799,       0.62453,       0.89204,       0.68212,       0.74677,       0.75681
(154, 158),     0.82149,       0.89326,       0.57407,       0.82707,       0.67872,       0.7448,       0.75657
(296, 384),     0.90665,       0.7405,       0.60786,       0.85236,       0.73013,       0.70074,       0.75637
(133, 173),     0.78187,       0.89454,       0.58629,       0.85759,       0.65412,       0.76248,       0.75615
(295, 386),     0.89556,       0.84785,       0.51548,       0.9153,       0.65386,       0.70786,       0.75599
(155, 157),     0.81517,       0.90049,       0.55663,       0.832,       0.70291,       0.72793,       0.75585
(285, 339),     0.87579,       0.82211,       0.70228,       0.75518,       0.76597,       0.61283,       0.75569
(66, 327),     0.83583,       0.81668,       0.60608,       0.7845,       0.73719,       0.74996,       0.75504
(334, 384),     0.88389,       0.69476,       0.69864,       0.85157,       0.74863,       0.65122,       0.75479
(285, 384),     0.91954,       0.84473,       0.55087,       0.87455,       0.68438,       0.65181,       0.75431
(66, 160),     0.88784,       0.74119,       0.59393,       0.92289,       0.66071,       0.71905,       0.75427
(155, 159),     0.77046,       0.8838,       0.62131,       0.79763,       0.67182,       0.77882,       0.75397
(300, 388),     0.87062,       0.7739,       0.72675,       0.86106,       0.71707,       0.56326,       0.75211
(334, 339),     0.85187,       0.79591,       0.74393,       0.72548,       0.65086,       0.74132,       0.75156
(276, 388),     0.84836,       0.77803,       0.69978,       0.91914,       0.67881,       0.58511,       0.75154
(285, 385),     0.90326,       0.87498,       0.50601,       0.90399,       0.66653,       0.653,       0.75129
(286, 385),     0.88676,       0.85142,       0.54931,       0.93253,       0.60965,       0.67786,       0.75126
(384, 463),     0.70489,       0.89423,       0.65509,       0.83544,       0.63716,       0.78054,       0.75122
(29, 161),     0.8785,       0.75147,       0.54436,       0.89039,       0.74026,       0.69464,       0.74994
(300, 387),     0.87385,       0.82404,       0.7102,       0.85125,       0.67067,       0.56332,       0.74889
(254, 334),     0.82622,       0.79709,       0.77066,       0.70291,       0.66793,       0.72691,       0.74862
(154, 159),     0.78264,       0.89015,       0.59731,       0.78905,       0.67326,       0.75922,       0.74861
(252, 285),     0.7972,       0.82931,       0.77608,       0.66282,       0.69989,       0.72494,       0.74837
(258, 386),     0.87392,       0.84287,       0.51314,       0.9267,       0.65938,       0.67214,       0.74803
(133, 159),     0.75649,       0.87782,       0.62553,       0.80234,       0.64508,       0.78052,       0.74796
(336, 386),     0.90527,       0.86151,       0.48079,       0.92129,       0.67679,       0.63728,       0.74715
(282, 387),     0.84598,       0.79871,       0.50519,       0.92053,       0.67939,       0.7305,       0.74672
(296, 390),     0.88888,       0.79522,       0.7172,       0.72549,       0.66659,       0.68404,       0.74624
(252, 336),     0.80295,       0.8345,       0.76572,       0.66446,       0.68411,       0.72555,       0.74621
(27, 63),     0.70486,       0.71712,       0.74033,       0.85928,       0.67903,       0.77436,       0.74583
(22, 159),     0.83246,       0.89387,       0.57114,       0.81438,       0.61507,       0.74608,       0.7455
(25, 160),     0.85682,       0.91902,       0.61298,       0.78723,       0.59485,       0.69896,       0.74498
(276, 387),     0.8687,       0.83363,       0.68625,       0.91595,       0.62077,       0.54352,       0.7448
(70, 158),     0.80401,       0.79034,       0.61892,       0.80562,       0.69034,       0.75742,       0.74444
(254, 295),     0.8222,       0.81958,       0.8117,       0.62502,       0.63628,       0.75159,       0.7444
(295, 339),     0.8419,       0.81661,       0.7804,       0.6497,       0.64143,       0.73629,       0.74439
(255, 334),     0.88385,       0.7669,       0.67874,       0.76544,       0.64176,       0.72889,       0.74426
(110, 159),     0.8616,       0.919,       0.5549,       0.83282,       0.58914,       0.70644,       0.74398
(249, 296),     0.92155,       0.78314,       0.65242,       0.76222,       0.67854,       0.66535,       0.74387
(159, 243),     0.7794,       0.88362,       0.61126,       0.81621,       0.61735,       0.75445,       0.74372
(65, 159),     0.9199,       0.81663,       0.53601,       0.90883,       0.56649,       0.71184,       0.74328
(257, 387),     0.87309,       0.82891,       0.47524,       0.92726,       0.68034,       0.67345,       0.74305
(293, 466),     0.86131,       0.70284,       0.5939,       0.88299,       0.71735,       0.69886,       0.74288
(296, 373),     0.85217,       0.7979,       0.74878,       0.69745,       0.65714,       0.70348,       0.74282
(259, 293),     0.7466,       0.59041,       0.78529,       0.86953,       0.77362,       0.6885,       0.74233
(24, 159),     0.86059,       0.90024,       0.54208,       0.83295,       0.59558,       0.72202,       0.74224
(362, 384),     0.68818,       0.91148,       0.69663,       0.77852,       0.56977,       0.80844,       0.74217
(255, 336),     0.9038,       0.80199,       0.67014,       0.75325,       0.72405,       0.59861,       0.74197
(260, 388),     0.8701,       0.81384,       0.57689,       0.92296,       0.63719,       0.63062,       0.74193
(283, 388),     0.82857,       0.74676,       0.54753,       0.91183,       0.6937,       0.72307,       0.74191
(110, 160),     0.85157,       0.90671,       0.56517,       0.80753,       0.59166,       0.7211,       0.74062
(296, 387),     0.86509,       0.81784,       0.45914,       0.92083,       0.70228,       0.67296,       0.73969
(65, 327),     0.8257,       0.7783,       0.63322,       0.71259,       0.74456,       0.74298,       0.73956
(66, 98),     0.78901,       0.81164,       0.61653,       0.75637,       0.71568,       0.74578,       0.73917
(385, 463),     0.6625,       0.88666,       0.67547,       0.81781,       0.61031,       0.78132,       0.73901
(341, 385),     0.72371,       0.90482,       0.66245,       0.80481,       0.54753,       0.78607,       0.73823
(98, 107),     0.7747,       0.80845,       0.63758,       0.73017,       0.7004,       0.77626,       0.73793
(22, 158),     0.83935,       0.89081,       0.52761,       0.83138,       0.61339,       0.72374,       0.73771
(362, 385),     0.65223,       0.8993,       0.70919,       0.78221,       0.57591,       0.80704,       0.73765
(30, 63),     0.77265,       0.70865,       0.75919,       0.83392,       0.65614,       0.69131,       0.73698
(33, 70),     0.78128,       0.75251,       0.67774,       0.82097,       0.65671,       0.7268,       0.736
(384, 398),     0.64631,       0.8888,       0.71702,       0.79027,       0.56005,       0.81246,       0.73582
(296, 327),     0.8086,       0.8034,       0.68178,       0.70767,       0.68784,       0.72457,       0.73564
(257, 385),     0.89282,       0.81983,       0.56644,       0.89144,       0.65632,       0.58151,       0.73473
(334, 388),     0.83532,       0.74339,       0.47538,       0.91422,       0.70559,       0.7316,       0.73425
(252, 296),     0.81365,       0.80148,       0.76874,       0.6386,       0.66294,       0.71338,       0.73313
(336, 373),     0.81955,       0.81774,       0.72442,       0.71079,       0.6655,       0.65971,       0.73295
(249, 334),     0.89539,       0.75286,       0.63686,       0.77322,       0.62939,       0.70813,       0.73264
(282, 339),     0.82297,       0.78526,       0.76395,       0.66202,       0.60073,       0.75412,       0.73151
(55, 98),     0.77656,       0.79399,       0.66274,       0.71608,       0.64385,       0.79393,       0.73119
(23, 159),     0.83554,       0.89153,       0.52768,       0.81494,       0.59113,       0.72532,       0.73102
(161, 247),     0.82029,       0.82382,       0.6123,       0.79133,       0.61249,       0.72091,       0.73019
(153, 159),     0.79566,       0.89391,       0.53585,       0.7882,       0.64188,       0.72513,       0.73011
(253, 334),     0.79382,       0.78896,       0.7584,       0.67584,       0.66275,       0.69962,       0.7299
(334, 390),     0.84659,       0.76626,       0.70341,       0.72463,       0.62962,       0.70812,       0.72977
(105, 157),     0.83589,       0.72566,       0.56021,       0.85255,       0.64343,       0.76037,       0.72968
(70, 247),     0.78024,       0.7973,       0.71358,       0.76378,       0.63965,       0.68258,       0.72952
(283, 385),     0.90006,       0.79878,       0.66255,       0.91072,       0.58842,       0.515,       0.72926
(24, 160),     0.836,       0.89391,       0.55165,       0.79066,       0.5795,       0.72297,       0.72911
(255, 295),     0.8643,       0.79063,       0.71257,       0.67258,       0.63712,       0.69615,       0.72889
(336, 374),     0.78886,       0.81642,       0.73925,       0.67981,       0.65693,       0.69163,       0.72882
(159, 173),     0.72896,       0.86425,       0.61243,       0.77244,       0.62765,       0.76693,       0.72878
(296, 374),     0.81445,       0.78997,       0.75204,       0.66076,       0.64476,       0.70839,       0.72839
(341, 386),     0.65796,       0.88502,       0.6397,       0.80764,       0.59864,       0.7804,       0.72823
(259, 388),     0.86612,       0.77332,       0.46499,       0.90621,       0.66224,       0.69056,       0.72724
(300, 466),     0.87078,       0.68418,       0.71699,       0.83266,       0.73719,       0.52113,       0.72716
(56, 158),     0.93976,       0.86445,       0.47593,       0.921,       0.61902,       0.54239,       0.72709
(65, 98),     0.78943,       0.77404,       0.65397,       0.688,       0.7113,       0.74431,       0.72684
(336, 390),     0.84502,       0.80927,       0.68392,       0.73055,       0.67117,       0.61896,       0.72648
(295, 387),     0.8915,       0.84107,       0.44694,       0.90635,       0.61749,       0.65517,       0.72642
(259, 386),     0.90829,       0.84852,       0.5567,       0.92365,       0.56664,       0.55459,       0.7264
(260, 293),     0.77464,       0.5976,       0.67569,       0.85308,       0.74385,       0.71021,       0.72584
(362, 398),     0.72405,       0.92031,       0.63721,       0.7391,       0.57241,       0.76043,       0.72559
(255, 282),     0.85847,       0.75721,       0.68865,       0.70635,       0.60359,       0.73825,       0.72542
(25, 159),     0.82161,       0.91249,       0.60925,       0.79827,       0.54999,       0.65563,       0.72454
(63, 157),     0.82281,       0.73293,       0.60799,       0.8288,       0.61731,       0.73694,       0.72446
(382, 385),     0.64739,       0.90278,       0.69107,       0.7505,       0.54885,       0.80462,       0.7242
(341, 384),     0.72368,       0.9038,       0.62824,       0.78733,       0.52223,       0.77976,       0.72417
(24, 105),     0.78834,       0.83634,       0.75662,       0.70768,       0.59884,       0.6565,       0.72405
(257, 293),     0.73473,       0.61322,       0.81324,       0.86281,       0.70496,       0.61031,       0.72321
(256, 386),     0.69735,       0.9012,       0.62522,       0.77791,       0.56005,       0.77728,       0.72317
(30, 46),     0.7348,       0.77866,       0.71869,       0.82296,       0.58851,       0.69181,       0.72257
(336, 398),     0.87384,       0.76843,       0.70488,       0.66613,       0.65045,       0.67126,       0.7225
(25, 161),     0.86392,       0.90847,       0.57178,       0.74962,       0.58566,       0.65395,       0.72223
(254, 282),     0.7938,       0.78248,       0.78551,       0.63277,       0.59712,       0.73666,       0.72139
(334, 373),     0.80246,       0.76846,       0.72973,       0.69011,       0.63489,       0.70177,       0.72124
(253, 295),     0.7843,       0.81291,       0.80349,       0.5894,       0.58615,       0.74924,       0.72092
(65, 158),     0.91829,       0.83139,       0.47143,       0.9016,       0.5177,       0.6845,       0.72082
(285, 386),     0.89891,       0.87033,       0.44492,       0.89363,       0.62966,       0.58456,       0.72033
(373, 387),     0.69561,       0.89933,       0.68494,       0.71022,       0.51634,       0.81204,       0.71975
(336, 387),     0.90476,       0.85108,       0.43446,       0.90711,       0.64904,       0.56838,       0.71914
(249, 336),     0.87231,       0.79592,       0.62297,       0.75538,       0.68128,       0.58451,       0.71873
(276, 466),     0.83143,       0.68098,       0.65584,       0.89019,       0.68408,       0.56866,       0.71853
(26, 157),     0.80892,       0.88266,       0.51637,       0.82777,       0.58469,       0.68889,       0.71822
(23, 105),     0.77441,       0.86813,       0.72945,       0.69484,       0.58394,       0.65487,       0.71761
(285, 374),     0.7502,       0.80746,       0.74345,       0.66256,       0.66311,       0.67878,       0.71759
(255, 293),     0.81623,       0.72551,       0.70328,       0.73183,       0.63158,       0.69566,       0.71735
(256, 385),     0.73625,       0.91074,       0.62571,       0.75463,       0.50073,       0.77511,       0.71719
(296, 388),     0.86221,       0.7882,       0.42149,       0.89936,       0.68316,       0.64728,       0.71695
(105, 110),     0.78778,       0.78019,       0.75795,       0.71702,       0.60806,       0.64582,       0.71614
(30, 159),     0.86036,       0.76533,       0.52703,       0.84651,       0.6432,       0.64763,       0.71501
(388, 390),     0.66328,       0.89145,       0.69625,       0.70501,       0.5125,       0.82028,       0.7148
(66, 157),     0.88654,       0.77452,       0.47374,       0.87539,       0.57666,       0.7012,       0.71468
(387, 390),     0.62766,       0.89122,       0.70351,       0.72302,       0.52215,       0.81458,       0.71369
(381, 386),     0.61917,       0.90023,       0.66543,       0.71622,       0.58303,       0.79765,       0.71362
(112, 160),     0.76634,       0.90038,       0.58291,       0.76205,       0.5619,       0.7081,       0.71361
(255, 285),     0.86783,       0.78649,       0.61967,       0.72686,       0.73844,       0.54049,       0.7133
(30, 246),     0.84365,       0.69443,       0.55683,       0.84196,       0.71576,       0.62454,       0.71286
(385, 398),     0.57542,       0.86612,       0.70361,       0.78141,       0.55491,       0.7943,       0.71263
(27, 105),     0.68599,       0.59161,       0.67018,       0.85745,       0.69521,       0.77487,       0.71255
(26, 160),     0.77778,       0.90314,       0.57433,       0.74946,       0.56383,       0.70661,       0.71252
(295, 384),     0.88921,       0.74433,       0.56733,       0.80373,       0.60085,       0.66967,       0.71252
(382, 386),     0.56486,       0.87775,       0.66863,       0.75402,       0.61193,       0.7976,       0.71247
(295, 327),     0.83611,       0.76703,       0.66547,       0.67063,       0.63313,       0.70243,       0.71247
(285, 373),     0.7636,       0.80726,       0.71617,       0.68497,       0.66995,       0.63226,       0.71237
(7, 70),     0.7625,       0.77019,       0.69583,       0.73684,       0.60403,       0.70005,       0.71157
(110, 161),     0.82125,       0.89987,       0.54761,       0.75503,       0.55199,       0.69359,       0.71156
(300, 386),     0.88552,       0.82801,       0.64943,       0.81907,       0.59482,       0.48974,       0.7111
(249, 293),     0.83596,       0.68747,       0.69291,       0.7457,       0.64942,       0.65177,       0.71054
(252, 386),     0.72045,       0.90087,       0.63032,       0.7412,       0.48974,       0.77738,       0.70999
(22, 160),     0.77196,       0.89815,       0.55547,       0.74081,       0.57281,       0.71668,       0.70931
(380, 386),     0.67956,       0.90601,       0.64386,       0.69595,       0.53519,       0.7923,       0.70881
(336, 380),     0.75724,       0.81084,       0.73099,       0.62655,       0.62014,       0.70708,       0.70881
(381, 385),     0.68086,       0.90864,       0.65076,       0.70293,       0.51528,       0.79234,       0.70847
(339, 387),     0.7501,       0.90572,       0.65072,       0.76917,       0.45279,       0.72193,       0.7084
(23, 160),     0.78958,       0.8924,       0.53184,       0.75508,       0.56343,       0.71636,       0.70811
(153, 158),     0.79409,       0.88879,       0.46364,       0.80516,       0.61572,       0.68009,       0.70791
(293, 339),     0.77713,       0.74377,       0.74516,       0.66574,       0.6319,       0.68307,       0.7078
(362, 386),     0.54951,       0.86505,       0.64621,       0.77572,       0.62422,       0.78421,       0.70749
(105, 246),     0.77273,       0.55749,       0.63596,       0.85477,       0.71792,       0.706,       0.70748
(27, 53),     0.63563,       0.64739,       0.64224,       0.87545,       0.66214,       0.78125,       0.70735
(374, 386),     0.70216,       0.89943,       0.65552,       0.69553,       0.49251,       0.79725,       0.70707
(145, 159),     0.79441,       0.88968,       0.47946,       0.78658,       0.59776,       0.69435,       0.70704
(257, 334),     0.69447,       0.53462,       0.59635,       0.89528,       0.74705,       0.77243,       0.7067
(254, 387),     0.73052,       0.89689,       0.65526,       0.76412,       0.44308,       0.75024,       0.70668
(105, 327),     0.78365,       0.77951,       0.53406,       0.75939,       0.68086,       0.70085,       0.70639
(65, 160),     0.88954,       0.74288,       0.52598,       0.88627,       0.53381,       0.6593,       0.7063
(53, 246),     0.74684,       0.58654,       0.60643,       0.86167,       0.70066,       0.73442,       0.70609
(282, 388),     0.82492,       0.75335,       0.41689,       0.89715,       0.63692,       0.70664,       0.70598
(29, 46),     0.67211,       0.6788,       0.73174,       0.81253,       0.63313,       0.70705,       0.70589
(107, 159),     0.93361,       0.80258,       0.50788,       0.91773,       0.50057,       0.57293,       0.70588
(382, 384),     0.65587,       0.91027,       0.65097,       0.71374,       0.51187,       0.79072,       0.70557
(52, 161),     0.77746,       0.62997,       0.54678,       0.8807,       0.65769,       0.74027,       0.70548
(334, 466),     0.83724,       0.69973,       0.43453,       0.88109,       0.66569,       0.71064,       0.70482
(23, 158),     0.81815,       0.89206,       0.45224,       0.81816,       0.56823,       0.6774,       0.70437
(253, 386),     0.73596,       0.89963,       0.64023,       0.73355,       0.4474,       0.76897,       0.70429
(254, 386),     0.74016,       0.90389,       0.64154,       0.74398,       0.44807,       0.74722,       0.70414
(23, 66),     0.80645,       0.89781,       0.64788,       0.72389,       0.52941,       0.61851,       0.70399
(249, 466),     0.63464,       0.87759,       0.69912,       0.68908,       0.50155,       0.82154,       0.70392
(296, 466),     0.86697,       0.75337,       0.43111,       0.85834,       0.67454,       0.63585,       0.70336
(336, 388),     0.89869,       0.82596,       0.42997,       0.87938,       0.64406,       0.54195,       0.70334
(256, 336),     0.76153,       0.81104,       0.74069,       0.57302,       0.60607,       0.72696,       0.70322
(24, 158),     0.83612,       0.90542,       0.44637,       0.82862,       0.55216,       0.64746,       0.70269
(66, 253),     0.85338,       0.91049,       0.52598,       0.81273,       0.67041,       0.44102,       0.70234
(249, 282),     0.8534,       0.74326,       0.62808,       0.71995,       0.55516,       0.71385,       0.70228
(296, 359),     0.90736,       0.71413,       0.57839,       0.74619,       0.66122,       0.60291,       0.7017
(334, 374),     0.76205,       0.75832,       0.72442,       0.65288,       0.63676,       0.67524,       0.70161
(373, 386),     0.65094,       0.8985,       0.67455,       0.68357,       0.49821,       0.80317,       0.70149
(374, 387),     0.65456,       0.89798,       0.64611,       0.67686,       0.53585,       0.79531,       0.70111
(282, 390),     0.80787,       0.75927,       0.71548,       0.66172,       0.53801,       0.71959,       0.70032
(296, 380),     0.78138,       0.77742,       0.73098,       0.60499,       0.60639,       0.69875,       0.69998
(105, 163),     0.77757,       0.7496,       0.74231,       0.69422,       0.62842,       0.60372,       0.69931
(155, 160),     0.70906,       0.88433,       0.56794,       0.71108,       0.62076,       0.70215,       0.69922
(98, 105),     0.75041,       0.77912,       0.54494,       0.74178,       0.67784,       0.69784,       0.69866
(7, 63),     0.77103,       0.64682,       0.7701,       0.72674,       0.65736,       0.6194,       0.69857
(154, 160),     0.71362,       0.89189,       0.55747,       0.6916,       0.63682,       0.69653,       0.69799
(23, 52),     0.69766,       0.83708,       0.73361,       0.68064,       0.53248,       0.7047,       0.69769
(22, 105),     0.7598,       0.88027,       0.69138,       0.68528,       0.52894,       0.6402,       0.69765
(253, 387),     0.68385,       0.89151,       0.63705,       0.73772,       0.47011,       0.76497,       0.69753
(66, 252),     0.83177,       0.91445,       0.53518,       0.79241,       0.66149,       0.44795,       0.69721
(263, 293),     0.86142,       0.6477,       0.55107,       0.8222,       0.63929,       0.66151,       0.6972
(285, 380),     0.724,       0.80126,       0.7392,       0.60209,       0.61356,       0.70116,       0.69688
(276, 293),     0.73973,       0.69863,       0.63957,       0.82237,       0.58704,       0.69377,       0.69685
(7, 105),     0.78604,       0.62509,       0.74655,       0.73991,       0.66753,       0.61534,       0.69674
(65, 253),     0.82248,       0.88646,       0.54967,       0.79224,       0.67144,       0.45538,       0.69628
(263, 296),     0.89056,       0.73017,       0.4844,       0.7931,       0.66004,       0.618,       0.69604
(153, 160),     0.7287,       0.8977,       0.52979,       0.69199,       0.63038,       0.69493,       0.69558
