Comparing the following files: 
kelly_front_s4_v2/,  kelly_low_s4_v2/,  kelly_right_threequarter_s4_v2/,  kelly_left_threequarter_s4_v2/,  

Correlation cuttoff is -1
landmark(s),  kelly_front_s4_v2_vs_kelly_low_s4_v2,  kelly_front_s4_v2_vs_kelly_right_threequarter_s4_v2,  kelly_front_s4_v2_vs_kelly_left_threequarter_s4_v2,  kelly_low_s4_v2_vs_kelly_right_threequarter_s4_v2,  kelly_low_s4_v2_vs_kelly_left_threequarter_s4_v2,  kelly_right_threequarter_s4_v2_vs_kelly_left_threequarter_s4_v2,  average
(25, 161),     0.85043,       0.93088,       0.71462,       0.90924,       0.58792,       0.62656,       0.76994
(341, 384),     0.87098,       0.94251,       0.68017,       0.92029,       0.58883,       0.60567,       0.76807
(362, 386),     0.71029,       0.82253,       0.76546,       0.912,       0.66914,       0.72441,       0.76731
(26, 158),     0.8802,       0.95896,       0.66065,       0.92947,       0.57971,       0.59168,       0.76678
(25, 160),     0.81875,       0.92781,       0.75028,       0.88956,       0.58765,       0.62154,       0.76593
(362, 385),     0.76883,       0.86406,       0.74519,       0.91261,       0.63755,       0.66617,       0.76573
(384, 398),     0.77601,       0.86492,       0.72635,       0.91685,       0.63818,       0.66213,       0.76407
(30, 160),     0.94407,       0.98058,       0.58406,       0.93033,       0.57103,       0.56042,       0.76175
(362, 384),     0.80531,       0.88802,       0.71251,       0.92011,       0.60507,       0.62535,       0.75939
(258, 463),     0.78711,       0.84567,       0.75834,       0.84649,       0.63602,       0.68095,       0.7591
(258, 341),     0.75811,       0.87544,       0.7304,       0.85778,       0.63533,       0.69209,       0.75819
(112, 157),     0.89829,       0.94576,       0.63615,       0.93617,       0.57449,       0.55738,       0.75804
(157, 158),     0.78993,       0.8869,       0.66538,       0.8962,       0.63613,       0.672,       0.75776
(385, 398),     0.70209,       0.81663,       0.74971,       0.90482,       0.66113,       0.70976,       0.75736
(112, 160),     0.819,       0.94613,       0.6818,       0.88261,       0.56816,       0.64293,       0.75677
(154, 159),     0.78666,       0.92946,       0.68591,       0.90407,       0.59381,       0.63014,       0.75501
(256, 386),     0.83445,       0.93853,       0.68337,       0.91595,       0.56146,       0.59321,       0.7545
(28, 159),     0.96309,       0.9596,       0.5551,       0.94463,       0.61425,       0.48798,       0.75411
(286, 463),     0.78275,       0.89008,       0.74062,       0.8555,       0.57732,       0.67568,       0.75366
(286, 414),     0.77303,       0.83914,       0.75282,       0.85399,       0.62643,       0.67141,       0.7528
(257, 341),     0.74333,       0.83353,       0.77229,       0.85439,       0.63231,       0.67959,       0.75257
(22, 159),     0.84148,       0.96503,       0.65865,       0.90544,       0.55207,       0.59027,       0.75216
(110, 160),     0.82514,       0.95795,       0.68498,       0.90524,       0.53832,       0.60046,       0.75202
(256, 387),     0.78324,       0.90137,       0.7014,       0.9173,       0.5902,       0.61106,       0.75076
(258, 382),     0.75096,       0.8708,       0.71766,       0.84977,       0.63444,       0.67593,       0.74993
(26, 160),     0.80971,       0.95772,       0.67761,       0.87625,       0.54852,       0.62962,       0.74991
(258, 362),     0.76226,       0.85131,       0.73806,       0.84265,       0.62806,       0.6745,       0.74947
(256, 385),     0.84704,       0.9552,       0.65925,       0.90231,       0.53923,       0.58615,       0.7482
(154, 158),     0.80781,       0.92504,       0.65482,       0.92074,       0.5787,       0.58703,       0.74569
(25, 246),     0.85302,       0.92443,       0.63208,       0.90754,       0.57287,       0.58029,       0.74504
(382, 386),     0.68014,       0.81975,       0.7416,       0.91167,       0.63084,       0.68167,       0.74428
(27, 160),     0.95136,       0.9475,       0.51594,       0.93911,       0.60162,       0.50868,       0.74403
(257, 382),     0.73739,       0.83995,       0.76664,       0.84884,       0.61144,       0.65421,       0.74308
(257, 463),     0.75897,       0.80771,       0.7645,       0.82616,       0.61109,       0.68575,       0.74236
(24, 160),     0.82416,       0.96788,       0.64914,       0.89574,       0.53639,       0.57939,       0.74212
(257, 362),     0.74131,       0.81748,       0.77864,       0.83168,       0.61827,       0.66427,       0.74194
(22, 160),     0.79883,       0.961,       0.66767,       0.87491,       0.54294,       0.60585,       0.74187
(29, 160),     0.96191,       0.97289,       0.51236,       0.94802,       0.56306,       0.49214,       0.74173
(110, 161),     0.81816,       0.9607,       0.64577,       0.89719,       0.54223,       0.58388,       0.74132
(398, 463),     0.91416,       0.88453,       0.64011,       0.80988,       0.63057,       0.56669,       0.74099
(155, 157),     0.84238,       0.92074,       0.63151,       0.93333,       0.5682,       0.54965,       0.74097
(110, 159),     0.7988,       0.94775,       0.69486,       0.89181,       0.51842,       0.58962,       0.74021
(28, 158),     0.94924,       0.95533,       0.51093,       0.92263,       0.59526,       0.50129,       0.73911
(382, 385),     0.73085,       0.8591,       0.70326,       0.91089,       0.59684,       0.63231,       0.73888
(23, 159),     0.81746,       0.96651,       0.64523,       0.89044,       0.5313,       0.57751,       0.73807
(23, 160),     0.79825,       0.96699,       0.65288,       0.87272,       0.54189,       0.59136,       0.73735
(155, 160),     0.73622,       0.92496,       0.68686,       0.85588,       0.55746,       0.65291,       0.73572
(24, 159),     0.81819,       0.96176,       0.64917,       0.89974,       0.51617,       0.56822,       0.73554
(133, 160),     0.74779,       0.92337,       0.68205,       0.85629,       0.55486,       0.64853,       0.73548
(153, 159),     0.77624,       0.94314,       0.66164,       0.88846,       0.54615,       0.59457,       0.73503
(286, 341),     0.72627,       0.92298,       0.69377,       0.82931,       0.56496,       0.67249,       0.73496
(258, 414),     0.75912,       0.78126,       0.74157,       0.81095,       0.64308,       0.67293,       0.73482
(25, 159),     0.75845,       0.9038,       0.74906,       0.85144,       0.55838,       0.58117,       0.73372
(339, 388),     0.78684,       0.95447,       0.64883,       0.87524,       0.52148,       0.6132,       0.73334
(259, 387),     0.92665,       0.96867,       0.52545,       0.89604,       0.55396,       0.52185,       0.7321
(362, 398),     0.81431,       0.90256,       0.67007,       0.90982,       0.53207,       0.56175,       0.73176
(133, 173),     0.85219,       0.90148,       0.62439,       0.91767,       0.56988,       0.52402,       0.7316
(161, 163),     0.73794,       0.94729,       0.66508,       0.86552,       0.54652,       0.61556,       0.72965
(27, 159),     0.95784,       0.97051,       0.48698,       0.93815,       0.54924,       0.47352,       0.72937
(30, 159),     0.90818,       0.95112,       0.55563,       0.90604,       0.51204,       0.53378,       0.7278
(160, 243),     0.75968,       0.93111,       0.66553,       0.8324,       0.52929,       0.64621,       0.72737
(144, 160),     0.74598,       0.95193,       0.66742,       0.86424,       0.52914,       0.6037,       0.72707
(339, 387),     0.74638,       0.93533,       0.66068,       0.86244,       0.51958,       0.63793,       0.72706
(286, 362),     0.73705,       0.89351,       0.69165,       0.83064,       0.54651,       0.65356,       0.72549
(7, 246),     0.7245,       0.94153,       0.65179,       0.86237,       0.55524,       0.61699,       0.7254
(382, 384),     0.74973,       0.88213,       0.6573,       0.91442,       0.55395,       0.59227,       0.72497
(382, 387),     0.57573,       0.74938,       0.68897,       0.9007,       0.6751,       0.75773,       0.7246
(257, 386),     0.92025,       0.9703,       0.52073,       0.88679,       0.53962,       0.50718,       0.72415
(252, 386),     0.83188,       0.9586,       0.6272,       0.89372,       0.4853,       0.54539,       0.72368
(30, 161),     0.95819,       0.9701,       0.48617,       0.93824,       0.52139,       0.46561,       0.72328
(259, 382),     0.69112,       0.78766,       0.71028,       0.82304,       0.62023,       0.70473,       0.72284
(24, 161),     0.7896,       0.9655,       0.61707,       0.86387,       0.54446,       0.55598,       0.72275
(22, 158),     0.81978,       0.96081,       0.61491,       0.89491,       0.50289,       0.54133,       0.72244
(154, 160),     0.70165,       0.93065,       0.68547,       0.83365,       0.53648,       0.64618,       0.72235
(286, 382),     0.71196,       0.91043,       0.66341,       0.81426,       0.58287,       0.64977,       0.72212
(160, 163),     0.68336,       0.91318,       0.70029,       0.87082,       0.53329,       0.6294,       0.72172
(414, 463),     0.78016,       0.92172,       0.70584,       0.81569,       0.46072,       0.64301,       0.72119
(259, 341),     0.70652,       0.77575,       0.68912,       0.82709,       0.61996,       0.70605,       0.72075
(145, 160),     0.73417,       0.9567,       0.66339,       0.8399,       0.52774,       0.60244,       0.72072
(105, 159),     0.90782,       0.94617,       0.49078,       0.93694,       0.56391,       0.47812,       0.72062
(256, 258),     0.6516,       0.89698,       0.68811,       0.8067,       0.60923,       0.67061,       0.72054
(7, 161),     0.65636,       0.88636,       0.7222,       0.86556,       0.54875,       0.64363,       0.72048
(63, 78),     0.79779,       0.88585,       0.61531,       0.79725,       0.54935,       0.66916,       0.71912
(105, 160),     0.89502,       0.92782,       0.49854,       0.92314,       0.56816,       0.49861,       0.71855
(153, 160),     0.70803,       0.94374,       0.67725,       0.83181,       0.52742,       0.6225,       0.71846
(145, 159),     0.75191,       0.94633,       0.64464,       0.87128,       0.519,       0.57646,       0.71827
(386, 398),     0.59869,       0.74048,       0.67332,       0.9044,       0.64182,       0.74789,       0.71777
(56, 243),     0.80236,       0.85437,       0.61581,       0.89124,       0.59646,       0.53749,       0.71629
(46, 78),     0.79425,       0.88732,       0.5798,       0.81708,       0.55535,       0.66349,       0.71622
(29, 159),     0.95509,       0.97529,       0.47559,       0.93998,       0.49746,       0.45384,       0.71621
(256, 259),     0.63759,       0.79408,       0.74193,       0.8394,       0.62351,       0.65967,       0.71603
(254, 386),     0.74726,       0.95072,       0.64997,       0.84366,       0.49244,       0.61122,       0.71588
(62, 63),     0.79574,       0.88398,       0.61167,       0.79117,       0.53773,       0.66918,       0.71491
(254, 387),     0.80213,       0.95858,       0.62991,       0.87841,       0.45907,       0.55835,       0.71441
(53, 160),     0.91083,       0.95855,       0.48026,       0.92837,       0.53777,       0.46922,       0.71417
(256, 384),     0.80474,       0.96049,       0.61976,       0.86512,       0.47166,       0.56092,       0.71378
(259, 381),     0.60257,       0.80191,       0.75997,       0.81834,       0.61077,       0.68731,       0.71348
(46, 62),     0.79269,       0.88536,       0.57785,       0.81191,       0.54524,       0.66596,       0.71317
(252, 385),     0.80519,       0.96243,       0.62201,       0.85733,       0.46894,       0.56116,       0.71284
(56, 158),     0.95879,       0.96042,       0.49993,       0.94897,       0.50658,       0.39606,       0.71179
(381, 386),     0.67858,       0.86336,       0.67947,       0.89805,       0.54064,       0.60475,       0.71081
(341, 398),     0.86458,       0.94642,       0.5848,       0.89688,       0.49171,       0.47986,       0.71071
(246, 247),     0.94716,       0.96339,       0.48771,       0.89611,       0.50007,       0.4693,       0.71062
(23, 161),     0.74468,       0.95803,       0.62339,       0.82437,       0.54467,       0.56598,       0.71019
(53, 159),     0.91791,       0.96609,       0.46492,       0.93702,       0.52515,       0.44918,       0.71004
(256, 388),     0.63705,       0.81246,       0.65988,       0.89063,       0.6307,       0.6293,       0.71
(252, 387),     0.80703,       0.93744,       0.62074,       0.9054,       0.47629,       0.51279,       0.70995
(110, 246),     0.77201,       0.95309,       0.59193,       0.86241,       0.54075,       0.53811,       0.70972
(63, 76),     0.79285,       0.87731,       0.60256,       0.78756,       0.52841,       0.66929,       0.70966
(381, 387),     0.58715,       0.80644,       0.71294,       0.88799,       0.5891,       0.67341,       0.7095
(256, 257),     0.66286,       0.85162,       0.71596,       0.84508,       0.55886,       0.62199,       0.7094
(144, 161),     0.70747,       0.96104,       0.64573,       0.80763,       0.53913,       0.59507,       0.70935
(46, 76),     0.78864,       0.87905,       0.56769,       0.80916,       0.53757,       0.66764,       0.70829
(253, 386),     0.79301,       0.96023,       0.62399,       0.86363,       0.45095,       0.55389,       0.70762
(381, 385),     0.71516,       0.89646,       0.64303,       0.89013,       0.51648,       0.57882,       0.70668
(339, 466),     0.7587,       0.95204,       0.61092,       0.86501,       0.48147,       0.56667,       0.7058
(61, 63),     0.78924,       0.87174,       0.59356,       0.78525,       0.5233,       0.66926,       0.70539
(63, 160),     0.88706,       0.96385,       0.52444,       0.90935,       0.47513,       0.4663,       0.70436
(144, 159),     0.67748,       0.92469,       0.66099,       0.85513,       0.50784,       0.59666,       0.7038
(46, 61),     0.78316,       0.87412,       0.55618,       0.80688,       0.53408,       0.66722,       0.70361
(258, 381),     0.63144,       0.88204,       0.66872,       0.79467,       0.5948,       0.64963,       0.70355
(22, 161),     0.72853,       0.94594,       0.63924,       0.80992,       0.51523,       0.5779,       0.70279
(63, 159),     0.88975,       0.96354,       0.51949,       0.91853,       0.47113,       0.45385,       0.70271
(56, 190),     0.81486,       0.81401,       0.60638,       0.83647,       0.62299,       0.50974,       0.70074
(153, 158),     0.74989,       0.93341,       0.6043,       0.88152,       0.49541,       0.53352,       0.69968
(28, 243),     0.79315,       0.81887,       0.60617,       0.87603,       0.58248,       0.51595,       0.69877
(157, 159),     0.60586,       0.8779,       0.66992,       0.79292,       0.55918,       0.67372,       0.69658
(163, 246),     0.67654,       0.95293,       0.62279,       0.78597,       0.5564,       0.58393,       0.69643
(190, 243),     0.75572,       0.88944,       0.62153,       0.8805,       0.48937,       0.54143,       0.69633
(380, 386),     0.72349,       0.91649,       0.63235,       0.87993,       0.46802,       0.54894,       0.69487
(56, 112),     0.78164,       0.87378,       0.5616,       0.90928,       0.52419,       0.5157,       0.69436
(70, 78),     0.77669,       0.89005,       0.58259,       0.77957,       0.49533,       0.64104,       0.69421
(253, 387),     0.80282,       0.953,       0.59937,       0.88721,       0.42019,       0.50013,       0.69379
(28, 160),     0.94133,       0.91402,       0.4817,       0.90308,       0.54491,       0.37574,       0.69346
(66, 159),     0.91688,       0.9265,       0.38586,       0.94,       0.53283,       0.45502,       0.69285
(260, 388),     0.92561,       0.96143,       0.45642,       0.89078,       0.47455,       0.44728,       0.69268
(28, 112),     0.77675,       0.83725,       0.57959,       0.90596,       0.54194,       0.51279,       0.69238
(62, 70),     0.77609,       0.88977,       0.58157,       0.77589,       0.48624,       0.64435,       0.69232
(78, 105),     0.80492,       0.84084,       0.55903,       0.79877,       0.50301,       0.64358,       0.69169
(257, 381),     0.64331,       0.85143,       0.70385,       0.82896,       0.52062,       0.59859,       0.69113
(70, 76),     0.77487,       0.88729,       0.57496,       0.77565,       0.48156,       0.64875,       0.69051
(160, 173),     0.65831,       0.90496,       0.66783,       0.77961,       0.48672,       0.6422,       0.68994
(23, 158),     0.75391,       0.95636,       0.59364,       0.85672,       0.45683,       0.52104,       0.68975
(339, 386),     0.62501,       0.89653,       0.63455,       0.81495,       0.50894,       0.65607,       0.68934
(61, 70),     0.77216,       0.88616,       0.56881,       0.77472,       0.48046,       0.65043,       0.68879
(257, 385),     0.88536,       0.93876,       0.49758,       0.80058,       0.48901,       0.51902,       0.68839
(7, 160),     0.55983,       0.82477,       0.74423,       0.84047,       0.53213,       0.62642,       0.68797
(159, 163),     0.58089,       0.87563,       0.70637,       0.83737,       0.50176,       0.62456,       0.68776
(62, 105),     0.80239,       0.8377,       0.55374,       0.79119,       0.48969,       0.64182,       0.68609
(253, 385),     0.71112,       0.9524,       0.62806,       0.79869,       0.4415,       0.58373,       0.68592
(283, 387),     0.86473,       0.92171,       0.39927,       0.923,       0.52121,       0.47892,       0.68481
(380, 385),     0.71336,       0.93024,       0.61192,       0.85177,       0.45129,       0.54764,       0.68437
(255, 466),     0.82002,       0.96536,       0.4626,       0.88379,       0.46888,       0.50469,       0.68422
(66, 160),     0.89794,       0.88756,       0.38984,       0.91469,       0.54405,       0.47107,       0.68419
(362, 387),     0.59708,       0.74564,       0.54294,       0.89999,       0.61971,       0.69859,       0.68399
(380, 387),     0.67175,       0.88408,       0.65343,       0.8782,       0.46151,       0.5501,       0.68318
(56, 157),     0.89683,       0.91133,       0.42066,       0.88387,       0.56445,       0.41929,       0.68274
(107, 159),     0.90881,       0.9073,       0.38447,       0.90234,       0.52714,       0.46578,       0.68264
(283, 386),     0.86532,       0.92599,       0.4549,       0.90456,       0.45688,       0.48454,       0.68203
(53, 78),     0.8033,       0.84685,       0.51696,       0.80567,       0.50059,       0.61685,       0.6817
(374, 386),     0.71146,       0.92407,       0.62188,       0.86163,       0.43415,       0.5363,       0.68158
(24, 246),     0.73556,       0.94356,       0.56179,       0.80814,       0.54493,       0.49443,       0.6814
(63, 161),     0.86205,       0.93992,       0.50691,       0.86564,       0.44972,       0.46134,       0.68093
(57, 63),     0.74254,       0.83677,       0.66626,       0.67656,       0.46434,       0.69616,       0.68044
(334, 386),     0.8661,       0.92245,       0.3815,       0.92077,       0.53494,       0.45112,       0.67948
(46, 160),     0.87775,       0.9794,       0.49392,       0.87777,       0.38899,       0.45811,       0.67932
(145, 161),     0.64212,       0.94882,       0.63612,       0.74633,       0.52042,       0.57987,       0.67895
(258, 385),     0.9224,       0.96178,       0.45365,       0.88128,       0.44496,       0.40521,       0.67821
(76, 105),     0.79794,       0.82743,       0.54078,       0.78602,       0.47631,       0.6374,       0.67765
(254, 385),     0.62224,       0.92952,       0.62626,       0.76042,       0.4894,       0.63668,       0.67742
(26, 161),     0.69882,       0.94081,       0.62744,       0.76266,       0.44888,       0.585,       0.67727
(53, 62),     0.80081,       0.84339,       0.51225,       0.79852,       0.488,       0.617,       0.67666
(255, 388),     0.72983,       0.91362,       0.5171,       0.86116,       0.45138,       0.58022,       0.67555
(46, 159),     0.86374,       0.96827,       0.49506,       0.88521,       0.38367,       0.45572,       0.67528
(56, 133),     0.74916,       0.85274,       0.52268,       0.88753,       0.53687,       0.49704,       0.67434
(381, 384),     0.69261,       0.92198,       0.59025,       0.85278,       0.44454,       0.54366,       0.6743
(259, 386),     0.92203,       0.96107,       0.43427,       0.85477,       0.41477,       0.45544,       0.67373
(282, 386),     0.88648,       0.93126,       0.33474,       0.94304,       0.5013,       0.44425,       0.67351
(373, 387),     0.70748,       0.90884,       0.62857,       0.87545,       0.40787,       0.51271,       0.67349
(28, 155),     0.75195,       0.84549,       0.54112,       0.90817,       0.50155,       0.4895,       0.67296
(46, 57),     0.75583,       0.82528,       0.58874,       0.70912,       0.46919,       0.68833,       0.67275
(55, 159),     0.90883,       0.89737,       0.39805,       0.87389,       0.50321,       0.45449,       0.67264
(254, 388),     0.77151,       0.95038,       0.57546,       0.8747,       0.3812,       0.48083,       0.67235
(293, 387),     0.8362,       0.91872,       0.47371,       0.87986,       0.44275,       0.4822,       0.67224
(327, 386),     0.85037,       0.94098,       0.55241,       0.86395,       0.43914,       0.3865,       0.67223
(24, 158),     0.73192,       0.94727,       0.59421,       0.85278,       0.40688,       0.49597,       0.67151
(374, 387),     0.72158,       0.91844,       0.62013,       0.87281,       0.39497,       0.49858,       0.67109
(28, 133),     0.75558,       0.81316,       0.54021,       0.88945,       0.53921,       0.48802,       0.67094
(78, 98),     0.68163,       0.72633,       0.63821,       0.95572,       0.47847,       0.54184,       0.67037
(26, 157),     0.77768,       0.95022,       0.54755,       0.86953,       0.40154,       0.47403,       0.67009
(252, 388),     0.70788,       0.88131,       0.59859,       0.8905,       0.46285,       0.47795,       0.66985
(27, 112),     0.72778,       0.81672,       0.57839,       0.88331,       0.49977,       0.51071,       0.66945
(27, 243),     0.74368,       0.80171,       0.59065,       0.85352,       0.52348,       0.50336,       0.6694
(46, 161),     0.8796,       0.97281,       0.47386,       0.8556,       0.38773,       0.4449,       0.66908
(61, 105),     0.79304,       0.81714,       0.52274,       0.78278,       0.46497,       0.63243,       0.66885
(63, 158),     0.86277,       0.94646,       0.47703,       0.90696,       0.41807,       0.40081,       0.66868
(282, 385),     0.8629,       0.89387,       0.33782,       0.92251,       0.51666,       0.47813,       0.66865
(283, 341),     0.68458,       0.83273,       0.7497,       0.56783,       0.46552,       0.70964,       0.66833
(53, 76),     0.7956,       0.83279,       0.49741,       0.79381,       0.47484,       0.61373,       0.66803
(334, 385),     0.83605,       0.89121,       0.38891,       0.88791,       0.52788,       0.47444,       0.66773
(28, 190),     0.7851,       0.77281,       0.58385,       0.80998,       0.5673,       0.48168,       0.66679
(173, 243),     0.757,       0.89342,       0.56262,       0.74605,       0.45523,       0.57907,       0.66556
(283, 382),     0.66186,       0.82114,       0.76436,       0.57115,       0.45603,       0.71731,       0.66531
(62, 98),     0.67566,       0.71578,       0.63798,       0.95504,       0.47337,       0.53175,       0.66493
(110, 158),     0.68532,       0.92496,       0.65348,       0.82387,       0.38544,       0.51279,       0.66431
(259, 362),     0.69128,       0.75778,       0.58873,       0.7924,       0.51674,       0.638,       0.66415
(62, 124),     0.75186,       0.88843,       0.50402,       0.79073,       0.44752,       0.60007,       0.66377
(76, 124),     0.7491,       0.88652,       0.4985,       0.79069,       0.4485,       0.60823,       0.66359
(66, 78),     0.7744,       0.78122,       0.50199,       0.80828,       0.47753,       0.63381,       0.66287
(78, 124),     0.7515,       0.88859,       0.50014,       0.79355,       0.4524,       0.59075,       0.66282
(23, 246),     0.68404,       0.91582,       0.57041,       0.75965,       0.54911,       0.49608,       0.66252
(30, 78),     0.74748,       0.82912,       0.41766,       0.85302,       0.54527,       0.57982,       0.66206
(107, 160),     0.88445,       0.8481,       0.38345,       0.8499,       0.54063,       0.46481,       0.66189
(61, 124),     0.74385,       0.8863,       0.48887,       0.78873,       0.45103,       0.6087,       0.66125
(24, 76),     0.72726,       0.85521,       0.48987,       0.84194,       0.48,       0.57203,       0.66105
(341, 388),     0.5441,       0.72009,       0.49448,       0.87689,       0.67022,       0.65981,       0.66093
(30, 62),     0.74528,       0.82652,       0.41825,       0.84889,       0.53983,       0.58536,       0.66069
(53, 61),     0.7895,       0.82288,       0.47747,       0.79068,       0.46428,       0.6079,       0.65878
(24, 61),     0.7163,       0.8493,       0.47728,       0.84053,       0.48634,       0.58234,       0.65868
(56, 155),     0.74044,       0.88445,       0.50785,       0.87978,       0.45829,       0.47983,       0.65844
(24, 62),     0.73319,       0.86381,       0.48914,       0.84124,       0.47022,       0.55273,       0.65839
(256, 260),     0.56525,       0.70008,       0.58108,       0.79404,       0.65283,       0.65676,       0.65834
(388, 390),     0.6828,       0.88426,       0.63285,       0.88089,       0.37734,       0.48854,       0.65778
(62, 66),     0.77249,       0.77724,       0.49904,       0.79977,       0.46486,       0.63209,       0.65758
(105, 158),     0.88846,       0.9339,       0.3679,       0.92708,       0.45892,       0.36598,       0.65704
(306, 327),     0.79775,       0.83144,       0.49255,       0.89231,       0.52955,       0.39402,       0.65627
(282, 463),     0.76606,       0.81707,       0.66228,       0.64572,       0.51245,       0.53406,       0.65627
(27, 155),     0.70688,       0.82162,       0.54939,       0.89232,       0.46983,       0.49429,       0.65572
(327, 385),     0.81996,       0.94732,       0.5466,       0.82419,       0.40149,       0.39299,       0.65543
(373, 386),     0.5844,       0.86544,       0.63148,       0.8413,       0.44538,       0.56365,       0.65527
(145, 158),     0.64254,       0.92614,       0.57924,       0.82123,       0.44382,       0.51682,       0.65497
(76, 98),     0.66464,       0.70395,       0.62775,       0.95493,       0.45868,       0.51907,       0.65484
(291, 327),     0.79565,       0.82515,       0.48558,       0.88287,       0.54194,       0.39738,       0.65476
(382, 398),     0.65146,       0.89538,       0.56005,       0.85601,       0.44083,       0.52287,       0.65443
(105, 161),     0.85239,       0.86084,       0.40862,       0.85425,       0.4868,       0.46191,       0.65414
(30, 76),     0.73523,       0.81653,       0.4045,       0.84546,       0.53316,       0.58566,       0.65342
(25, 33),     0.82605,       0.88473,       0.4546,       0.85304,       0.52569,       0.37517,       0.65321
(57, 70),     0.74371,       0.8405,       0.59059,       0.70086,       0.38959,       0.65275,       0.653
(24, 78),     0.73208,       0.86569,       0.47578,       0.84301,       0.46524,       0.53448,       0.65271
(327, 387),     0.833,       0.91017,       0.53214,       0.85785,       0.44693,       0.33614,       0.6527
(144, 246),     0.61506,       0.934,       0.59191,       0.7086,       0.54279,       0.52304,       0.65257
(296, 385),     0.89337,       0.93585,       0.30573,       0.9248,       0.48943,       0.36592,       0.65252
(374, 385),     0.60831,       0.90788,       0.61541,       0.79887,       0.42535,       0.55856,       0.6524
(292, 327),     0.79489,       0.82828,       0.49848,       0.89633,       0.51648,       0.37952,       0.65233
(249, 466),     0.65849,       0.86329,       0.63741,       0.88651,       0.37917,       0.48888,       0.65229
(112, 161),     0.66143,       0.92021,       0.61217,       0.72738,       0.40792,       0.58438,       0.65225
(52, 159),     0.91762,       0.94402,       0.31904,       0.93727,       0.41817,       0.37343,       0.65159
(53, 161),     0.88407,       0.90422,       0.38217,       0.87323,       0.45273,       0.41257,       0.6515
(153, 161),     0.58039,       0.93033,       0.64693,       0.69151,       0.46646,       0.59009,       0.65095
(52, 160),     0.90276,       0.91123,       0.33528,       0.91828,       0.42816,       0.40802,       0.65062
(154, 157),     0.71694,       0.92465,       0.52972,       0.86291,       0.40413,       0.44898,       0.64789
(283, 362),     0.67325,       0.80713,       0.73532,       0.52788,       0.42848,       0.71418,       0.64771
(258, 386),     0.94421,       0.97462,       0.37198,       0.91699,       0.38593,       0.2916,       0.64755
(66, 76),     0.76688,       0.76479,       0.4849,       0.79495,       0.44887,       0.6237,       0.64735
(293, 386),     0.83229,       0.92598,       0.46892,       0.85878,       0.33672,       0.45967,       0.64706
(286, 385),     0.93908,       0.95826,       0.41518,       0.92305,       0.36993,       0.27636,       0.64698
(308, 327),     0.79865,       0.83042,       0.48837,       0.90187,       0.49794,       0.36373,       0.64683
(253, 388),     0.72996,       0.92122,       0.5576,       0.87825,       0.36133,       0.43205,       0.64673
(76, 144),     0.71949,       0.85451,       0.45499,       0.81813,       0.49068,       0.54088,       0.64645
