Comparing the following files: 
kelly_front_s28_v2/,  kelly_front_s27_v2/,  

Correlation cuttoff is 1
landmark(s),  kelly_front_s28_v2_vs_kelly_front_s27_v2,  average
(190, 265),     0.18755,       0.18755
(25, 336),     0.18756,       0.18756
(252, 384),     0.18763,       0.18763
(57, 417),     0.18769,       0.18769
(255, 388),     0.1877,       0.1877
(159, 252),     0.18825,       0.18825
(243, 254),     0.18836,       0.18836
(25, 385),     0.18858,       0.18858
(160, 252),     0.18889,       0.18889
(26, 417),     0.18905,       0.18905
(155, 300),     0.18906,       0.18906
(161, 386),     0.18909,       0.18909
(255, 263),     0.1891,       0.1891
(163, 308),     0.18934,       0.18934
(155, 265),     0.18959,       0.18959
(190, 414),     0.18991,       0.18991
(23, 53),     0.19014,       0.19014
(163, 386),     0.19023,       0.19023
(154, 276),     0.19036,       0.19036
(282, 283),     0.19053,       0.19053
(247, 374),     0.19057,       0.19057
(291, 417),     0.19067,       0.19067
(23, 327),     0.19101,       0.19101
(327, 387),     0.19103,       0.19103
(28, 156),     0.19118,       0.19118
(258, 383),     0.19149,       0.19149
(25, 130),     0.19205,       0.19205
(265, 374),     0.19227,       0.19227
(23, 417),     0.19237,       0.19237
(359, 383),     0.1926,       0.1926
(173, 308),     0.19262,       0.19262
(56, 285),     0.193,       0.193
(265, 339),     0.19301,       0.19301
(308, 336),     0.1933,       0.1933
(65, 107),     0.19334,       0.19334
(35, 387),     0.19337,       0.19337
(23, 76),     0.1934,       0.1934
(133, 374),     0.1936,       0.1936
(22, 163),     0.19366,       0.19366
(23, 161),     0.19406,       0.19406
(52, 190),     0.19406,       0.19406
(24, 159),     0.19408,       0.19408
(193, 246),     0.19419,       0.19419
(362, 382),     0.19423,       0.19423
(359, 380),     0.19443,       0.19443
(341, 384),     0.19445,       0.19445
(254, 390),     0.19447,       0.19447
(265, 276),     0.19458,       0.19458
(23, 159),     0.19469,       0.19469
(55, 373),     0.19481,       0.19481
(336, 414),     0.19496,       0.19496
(291, 353),     0.19498,       0.19498
(306, 417),     0.19524,       0.19524
(24, 257),     0.19528,       0.19528
(22, 339),     0.19537,       0.19537
(308, 417),     0.19588,       0.19588
(7, 246),     0.19603,       0.19603
(107, 265),     0.19606,       0.19606
(24, 384),     0.19623,       0.19623
(382, 398),     0.19673,       0.19673
(22, 390),     0.19687,       0.19687
(173, 254),     0.19693,       0.19693
(30, 112),     0.19707,       0.19707
(66, 110),     0.19728,       0.19728
(22, 384),     0.19732,       0.19732
(265, 417),     0.19735,       0.19735
(26, 353),     0.19736,       0.19736
(256, 353),     0.19771,       0.19771
(161, 163),     0.19777,       0.19777
(253, 385),     0.198,       0.198
(190, 398),     0.19802,       0.19802
(145, 327),     0.19808,       0.19808
(161, 387),     0.19813,       0.19813
(56, 291),     0.19822,       0.19822
(157, 253),     0.19827,       0.19827
(193, 265),     0.19836,       0.19836
(112, 300),     0.19865,       0.19865
(26, 159),     0.19893,       0.19893
(144, 173),     0.19897,       0.19897
(154, 300),     0.19923,       0.19923
(98, 384),     0.19928,       0.19928
(373, 417),     0.19945,       0.19945
(22, 374),     0.19952,       0.19952
(28, 373),     0.19961,       0.19961
(133, 258),     0.19963,       0.19963
(158, 466),     0.19964,       0.19964
(22, 159),     0.19998,       0.19998
(78, 252),     0.2003,       0.2003
(243, 247),     0.20035,       0.20035
(253, 386),     0.20038,       0.20038
(35, 385),     0.20045,       0.20045
(158, 386),     0.20075,       0.20075
(52, 382),     0.2012,       0.2012
(63, 145),     0.20126,       0.20126
(46, 107),     0.2014,       0.2014
(53, 243),     0.20142,       0.20142
(24, 52),     0.20169,       0.20169
(30, 374),     0.20172,       0.20172
(253, 276),     0.202,       0.202
(66, 163),     0.20239,       0.20239
(112, 253),     0.20243,       0.20243
(291, 300),     0.20252,       0.20252
(291, 336),     0.20257,       0.20257
(306, 336),     0.20268,       0.20268
(53, 133),     0.20271,       0.20271
(23, 105),     0.20288,       0.20288
(158, 380),     0.20297,       0.20297
(22, 160),     0.2035,       0.2035
(246, 327),     0.20354,       0.20354
(257, 353),     0.2037,       0.2037
(158, 359),     0.20374,       0.20374
(247, 373),     0.2038,       0.2038
(22, 300),     0.20388,       0.20388
(287, 295),     0.20389,       0.20389
(246, 253),     0.20404,       0.20404
(246, 254),     0.20414,       0.20414
(257, 359),     0.20427,       0.20427
(107, 254),     0.20448,       0.20448
(26, 160),     0.20449,       0.20449
(154, 327),     0.20453,       0.20453
(292, 417),     0.20457,       0.20457
(29, 124),     0.2046,       0.2046
(161, 380),     0.20472,       0.20472
(7, 193),     0.20491,       0.20491
(292, 336),     0.20495,       0.20495
(276, 373),     0.20528,       0.20528
(339, 388),     0.20533,       0.20533
(159, 193),     0.20535,       0.20535
(124, 144),     0.20584,       0.20584
(254, 283),     0.20584,       0.20584
(53, 144),     0.2059,       0.2059
(28, 336),     0.20605,       0.20605
(35, 417),     0.20606,       0.20606
(26, 265),     0.20607,       0.20607
(190, 253),     0.20611,       0.20611
(190, 286),     0.20647,       0.20647
(193, 362),     0.20664,       0.20664
(46, 155),     0.20675,       0.20675
(57, 296),     0.20683,       0.20683
(28, 57),     0.20692,       0.20692
(25, 160),     0.20696,       0.20696
(173, 374),     0.20697,       0.20697
(26, 253),     0.2072,       0.2072
(252, 398),     0.20727,       0.20727
(61, 258),     0.20741,       0.20741
(256, 385),     0.20751,       0.20751
(52, 341),     0.20762,       0.20762
(26, 98),     0.20824,       0.20824
(285, 308),     0.20826,       0.20826
(112, 247),     0.20881,       0.20881
(153, 373),     0.20885,       0.20885
(78, 286),     0.20893,       0.20893
(23, 384),     0.20912,       0.20912
(27, 156),     0.20934,       0.20934
(26, 158),     0.20935,       0.20935
(398, 467),     0.2094,       0.2094
(56, 381),     0.20945,       0.20945
(23, 61),     0.20953,       0.20953
(133, 286),     0.20963,       0.20963
(112, 158),     0.20971,       0.20971
(23, 373),     0.2099,       0.2099
(154, 156),     0.20999,       0.20999
(254, 386),     0.21,       0.21
(300, 374),     0.2103,       0.2103
(254, 387),     0.21108,       0.21108
(258, 359),     0.21112,       0.21112
(265, 373),     0.21113,       0.21113
(107, 373),     0.21121,       0.21121
(112, 157),     0.21163,       0.21163
(144, 161),     0.21188,       0.21188
(133, 265),     0.21194,       0.21194
(28, 173),     0.21203,       0.21203
(190, 380),     0.2123,       0.2123
(159, 327),     0.2124,       0.2124
(283, 295),     0.21247,       0.21247
(144, 160),     0.21251,       0.21251
(133, 388),     0.21252,       0.21252
(107, 247),     0.21264,       0.21264
(252, 380),     0.21266,       0.21266
(112, 173),     0.21268,       0.21268
(61, 374),     0.2128,       0.2128
(145, 156),     0.21285,       0.21285
(112, 159),     0.2129,       0.2129
(157, 327),     0.21305,       0.21305
(381, 398),     0.21308,       0.21308
(383, 414),     0.2133,       0.2133
(23, 286),     0.21346,       0.21346
(98, 144),     0.21374,       0.21374
(265, 341),     0.21387,       0.21387
(384, 390),     0.21388,       0.21388
(160, 327),     0.21424,       0.21424
(285, 291),     0.21443,       0.21443
(256, 374),     0.21443,       0.21443
(144, 334),     0.21473,       0.21473
(57, 282),     0.21486,       0.21486
(160, 193),     0.21486,       0.21486
(22, 359),     0.21497,       0.21497
(110, 388),     0.21502,       0.21502
(27, 380),     0.21503,       0.21503
(161, 327),     0.21505,       0.21505
(144, 306),     0.21517,       0.21517
(249, 253),     0.21525,       0.21525
(56, 163),     0.21535,       0.21535
(285, 306),     0.21568,       0.21568
(56, 306),     0.21569,       0.21569
(163, 246),     0.21575,       0.21575
(22, 254),     0.21579,       0.21579
(193, 382),     0.2158,       0.2158
(55, 254),     0.21615,       0.21615
(52, 253),     0.21621,       0.21621
(28, 252),     0.21637,       0.21637
(112, 265),     0.21663,       0.21663
(110, 295),     0.21664,       0.21664
(65, 124),     0.21684,       0.21684
(35, 386),     0.21706,       0.21706
(66, 362),     0.21722,       0.21722
(133, 385),     0.2175,       0.2175
(252, 386),     0.21754,       0.21754
(256, 300),     0.21777,       0.21777
(193, 373),     0.2179,       0.2179
(105, 144),     0.2181,       0.2181
(157, 243),     0.21826,       0.21826
(133, 373),     0.21842,       0.21842
(26, 161),     0.21847,       0.21847
(35, 285),     0.21848,       0.21848
(25, 26),     0.21856,       0.21856
(161, 190),     0.21863,       0.21863
(7, 30),     0.2191,       0.2191
(56, 295),     0.21913,       0.21913
(57, 253),     0.21919,       0.21919
(112, 276),     0.2192,       0.2192
(26, 390),     0.21942,       0.21942
(158, 327),     0.21956,       0.21956
(107, 414),     0.21966,       0.21966
(285, 292),     0.21973,       0.21973
(46, 124),     0.21984,       0.21984
(26, 300),     0.21996,       0.21996
(362, 381),     0.21996,       0.21996
(107, 156),     0.22009,       0.22009
(254, 336),     0.22041,       0.22041
(56, 256),     0.22054,       0.22054
(22, 327),     0.22065,       0.22065
(110, 296),     0.22076,       0.22076
(26, 339),     0.22078,       0.22078
(57, 388),     0.22101,       0.22101
(27, 190),     0.22108,       0.22108
(62, 252),     0.22131,       0.22131
(112, 160),     0.22155,       0.22155
(287, 296),     0.22163,       0.22163
(161, 253),     0.22185,       0.22185
(296, 300),     0.22199,       0.22199
(193, 243),     0.22242,       0.22242
(53, 112),     0.22262,       0.22262
(159, 380),     0.22291,       0.22291
(158, 253),     0.22338,       0.22338
(62, 286),     0.22341,       0.22341
(341, 381),     0.22347,       0.22347
(159, 359),     0.22354,       0.22354
(243, 265),     0.22385,       0.22385
(145, 258),     0.22409,       0.22409
(154, 193),     0.22421,       0.22421
(252, 359),     0.22426,       0.22426
(160, 380),     0.2243,       0.2243
(22, 276),     0.22441,       0.22441
(153, 156),     0.22443,       0.22443
(133, 283),     0.22451,       0.22451
(23, 153),     0.22472,       0.22472
(145, 283),     0.22492,       0.22492
(56, 247),     0.22507,       0.22507
(63, 154),     0.22513,       0.22513
(28, 287),     0.22529,       0.22529
(306, 353),     0.22535,       0.22535
(341, 417),     0.22535,       0.22535
(157, 254),     0.22612,       0.22612
(105, 243),     0.22633,       0.22633
(159, 386),     0.22657,       0.22657
(22, 161),     0.22683,       0.22683
(155, 373),     0.22685,       0.22685
(30, 35),     0.22688,       0.22688
(383, 466),     0.22691,       0.22691
(57, 283),     0.22703,       0.22703
(66, 463),     0.22752,       0.22752
(27, 253),     0.22763,       0.22763
(359, 463),     0.22801,       0.22801
(173, 285),     0.22814,       0.22814
(173, 295),     0.22838,       0.22838
(24, 33),     0.22857,       0.22857
(339, 387),     0.22859,       0.22859
(159, 466),     0.22869,       0.22869
(29, 243),     0.22873,       0.22873
(23, 293),     0.22896,       0.22896
(112, 466),     0.22907,       0.22907
(26, 133),     0.22941,       0.22941
(153, 327),     0.22942,       0.22942
(76, 190),     0.22949,       0.22949
(23, 292),     0.22963,       0.22963
(283, 383),     0.22965,       0.22965
(24, 334),     0.22966,       0.22966
(159, 253),     0.22971,       0.22971
(300, 306),     0.23,       0.23
(30, 373),     0.23034,       0.23034
(243, 373),     0.23046,       0.23046
(160, 253),     0.23092,       0.23092
(246, 374),     0.23111,       0.23111
(61, 190),     0.23121,       0.23121
(46, 66),     0.23121,       0.23121
(35, 247),     0.23129,       0.23129
(160, 386),     0.23175,       0.23175
(153, 286),     0.23186,       0.23186
(30, 247),     0.23188,       0.23188
(25, 386),     0.23211,       0.23211
(23, 467),     0.23224,       0.23224
(157, 374),     0.23229,       0.23229
(254, 385),     0.23265,       0.23265
(22, 158),     0.23281,       0.23281
(381, 384),     0.23296,       0.23296
(157, 388),     0.23301,       0.23301
(29, 130),     0.23327,       0.23327
(173, 386),     0.23387,       0.23387
(353, 374),     0.23388,       0.23388
(52, 53),     0.23406,       0.23406
(163, 193),     0.23444,       0.23444
(153, 467),     0.23445,       0.23445
(57, 110),     0.23457,       0.23457
(124, 155),     0.23463,       0.23463
(160, 249),     0.23468,       0.23468
(398, 463),     0.23469,       0.23469
(110, 159),     0.23481,       0.23481
(112, 161),     0.235,       0.235
(98, 385),     0.2351,       0.2351
(359, 382),     0.23512,       0.23512
(63, 153),     0.23513,       0.23513
(243, 467),     0.23533,       0.23533
(144, 385),     0.23538,       0.23538
(65, 362),     0.2354,       0.2354
(154, 373),     0.23554,       0.23554
(62, 190),     0.23562,       0.23562
(155, 286),     0.23568,       0.23568
(353, 467),     0.2358,       0.2358
(52, 256),     0.23604,       0.23604
(22, 291),     0.23617,       0.23617
(76, 286),     0.23621,       0.23621
(26, 359),     0.23644,       0.23644
(57, 257),     0.23681,       0.23681
(52, 381),     0.23725,       0.23725
(23, 308),     0.23756,       0.23756
(78, 380),     0.23772,       0.23772
(23, 283),     0.23774,       0.23774
(26, 53),     0.23843,       0.23843
(24, 282),     0.23855,       0.23855
(112, 254),     0.23891,       0.23891
(353, 466),     0.23907,       0.23907
(155, 385),     0.23931,       0.23931
(255, 467),     0.23931,       0.23931
(154, 385),     0.23933,       0.23933
(105, 133),     0.23954,       0.23954
(133, 293),     0.23961,       0.23961
(243, 374),     0.23964,       0.23964
(30, 133),     0.24025,       0.24025
(23, 246),     0.2403,       0.2403
(154, 286),     0.24075,       0.24075
(26, 374),     0.24085,       0.24085
(336, 373),     0.24087,       0.24087
(78, 145),     0.24129,       0.24129
(29, 374),     0.24129,       0.24129
(133, 257),     0.24157,       0.24157
(130, 193),     0.24192,       0.24192
(161, 254),     0.24197,       0.24197
(382, 417),     0.24211,       0.24211
(78, 190),     0.24226,       0.24226
(28, 253),     0.24233,       0.24233
(33, 193),     0.2429,       0.2429
(282, 295),     0.24297,       0.24297
(157, 387),     0.24317,       0.24317
(380, 385),     0.24319,       0.24319
(112, 374),     0.24326,       0.24326
(160, 190),     0.24362,       0.24362
(62, 145),     0.24367,       0.24367
(52, 252),     0.24369,       0.24369
(246, 373),     0.24408,       0.24408
(158, 243),     0.24421,       0.24421
(28, 380),     0.24435,       0.24435
(145, 293),     0.24482,       0.24482
(35, 295),     0.24483,       0.24483
(381, 383),     0.24498,       0.24498
(145, 160),     0.24538,       0.24538
(253, 384),     0.24563,       0.24563
(110, 163),     0.24582,       0.24582
(22, 53),     0.24599,       0.24599
(293, 373),     0.24602,       0.24602
(291, 359),     0.24635,       0.24635
(56, 292),     0.24658,       0.24658
(24, 35),     0.24699,       0.24699
(155, 258),     0.24727,       0.24727
(260, 265),     0.24786,       0.24786
(287, 466),     0.24796,       0.24796
(26, 276),     0.24801,       0.24801
(155, 193),     0.24808,       0.24808
(341, 383),     0.2481,       0.2481
(254, 374),     0.24835,       0.24835
(26, 247),     0.24848,       0.24848
(61, 286),     0.24863,       0.24863
(28, 124),     0.24868,       0.24868
