Comparing the following files: 
hadleigh_front_s2_v2/,  hadleigh_low_s2_v2/,  hadleigh_right_threequarter_s2_v2/,  hadleigh_left_threequarter_s2_v2/,  

Correlation cuttoff is -1
landmark(s),  hadleigh_front_s2_v2_vs_hadleigh_low_s2_v2,  hadleigh_front_s2_v2_vs_hadleigh_right_threequarter_s2_v2,  hadleigh_front_s2_v2_vs_hadleigh_left_threequarter_s2_v2,  hadleigh_low_s2_v2_vs_hadleigh_right_threequarter_s2_v2,  hadleigh_low_s2_v2_vs_hadleigh_left_threequarter_s2_v2,  hadleigh_right_threequarter_s2_v2_vs_hadleigh_left_threequarter_s2_v2,  average
(24, 259),     0.66022,       0.7817,       0.37061,       0.74066,       0.36455,       0.35358,       0.54522
(53, 61),     0.36576,       0.75543,       0.69612,       0.57589,       0.3542,       0.52012,       0.54459
(153, 254),     0.39085,       0.38622,       0.39804,       0.80733,       0.62401,       0.65901,       0.54424
(124, 359),     0.6683,       0.67424,       0.46808,       0.7549,       0.43294,       0.26309,       0.54359
(23, 387),     0.58937,       0.6776,       0.44816,       0.78877,       0.32405,       0.43322,       0.54353
(380, 463),     0.46703,       0.7217,       0.63284,       0.39518,       0.5047,       0.53907,       0.54342
(24, 154),     0.68092,       0.63153,       0.3949,       0.55976,       0.55938,       0.43398,       0.54341
(265, 467),     0.49966,       0.79803,       0.48287,       0.53838,       0.32588,       0.61557,       0.5434
(26, 373),     0.26849,       0.39899,       0.4925,       0.79868,       0.60305,       0.69054,       0.54204
(27, 276),     0.78239,       0.66132,       0.5056,       0.58583,       0.46587,       0.25073,       0.54196
(154, 467),     0.445,       0.56804,       0.66262,       0.50735,       0.5132,       0.55423,       0.54174
(57, 158),     0.78138,       0.49879,       0.7301,       0.4166,       0.55961,       0.26391,       0.54173
(105, 293),     0.74534,       0.63256,       0.55052,       0.50386,       0.50106,       0.31707,       0.54173
(24, 252),     0.59795,       0.63216,       0.34262,       0.82399,       0.3,       0.55139,       0.54135
(153, 173),     0.57017,       0.3825,       0.65835,       0.55359,       0.65135,       0.43207,       0.54134
(63, 259),     0.75177,       0.59518,       0.43801,       0.72095,       0.4287,       0.31248,       0.54118
(24, 249),     0.43152,       0.5633,       0.59793,       0.74015,       0.42435,       0.48894,       0.54103
(287, 334),     0.52642,       0.75867,       0.66264,       0.5867,       0.38222,       0.32944,       0.54101
(22, 252),     0.37597,       0.51234,       0.42955,       0.73106,       0.52803,       0.66805,       0.54083
(98, 190),     0.36424,       0.75921,       0.68593,       0.61573,       0.29187,       0.5275,       0.54075
(70, 276),     0.74945,       0.73724,       0.39799,       0.76598,       0.37114,       0.21979,       0.54026
(57, 154),     0.85039,       0.36918,       0.75575,       0.39343,       0.61503,       0.25627,       0.54001
(70, 339),     0.56602,       0.59344,       0.4548,       0.71534,       0.41179,       0.49785,       0.53987
(153, 373),     0.30884,       0.34011,       0.4926,       0.84231,       0.59725,       0.65721,       0.53972
(23, 384),     0.63886,       0.64325,       0.34576,       0.76493,       0.35673,       0.48731,       0.53947
(24, 257),     0.7313,       0.78196,       0.30359,       0.78382,       0.30844,       0.32723,       0.53939
(23, 155),     0.55988,       0.55083,       0.58173,       0.4312,       0.60025,       0.51232,       0.53937
(98, 295),     0.60185,       0.79683,       0.55715,       0.59754,       0.26232,       0.41785,       0.53892
(24, 388),     0.58944,       0.6892,       0.42622,       0.82125,       0.32211,       0.38165,       0.53831
(24, 336),     0.74324,       0.72318,       0.38749,       0.7716,       0.35083,       0.25232,       0.53811
(124, 467),     0.73978,       0.77442,       0.34369,       0.79597,       0.40817,       0.16663,       0.53811
(23, 386),     0.66138,       0.70286,       0.37009,       0.79349,       0.29067,       0.40914,       0.53794
(76, 154),     0.74977,       0.3713,       0.72854,       0.63334,       0.5123,       0.23207,       0.53789
(24, 387),     0.67108,       0.72034,       0.34125,       0.83732,       0.28492,       0.37104,       0.53766
(27, 353),     0.68188,       0.5176,       0.59786,       0.43148,       0.53238,       0.46371,       0.53748
(22, 339),     0.33028,       0.35105,       0.53766,       0.74296,       0.58735,       0.6739,       0.5372
(53, 260),     0.73338,       0.51283,       0.53044,       0.56563,       0.49626,       0.38464,       0.5372
(133, 154),     0.65513,       0.53295,       0.66306,       0.40253,       0.64163,       0.32729,       0.5371
(327, 381),     0.3522,       0.67464,       0.80269,       0.55783,       0.26246,       0.57226,       0.53701
(46, 300),     0.63201,       0.65655,       0.54859,       0.51633,       0.50999,       0.35852,       0.537
(27, 62),     0.47138,       0.56242,       0.69284,       0.71034,       0.38196,       0.4024,       0.53689
(27, 78),     0.46374,       0.56816,       0.68677,       0.70755,       0.38185,       0.4132,       0.53688
(24, 296),     0.64127,       0.76343,       0.40611,       0.7134,       0.36025,       0.33585,       0.53672
(22, 112),     0.48191,       0.46179,       0.72142,       0.37941,       0.59201,       0.58167,       0.53637
(76, 173),     0.77128,       0.34254,       0.75512,       0.61046,       0.54469,       0.19384,       0.53632
(145, 252),     0.47837,       0.4832,       0.37435,       0.78988,       0.4544,       0.63724,       0.53624
(153, 260),     0.46274,       0.68565,       0.60352,       0.55998,       0.45539,       0.44871,       0.536
(57, 265),     0.52599,       0.69808,       0.76625,       0.20241,       0.38108,       0.64207,       0.53598
(98, 105),     0.39266,       0.81061,       0.67007,       0.41666,       0.30554,       0.61986,       0.5359
(22, 190),     0.53285,       0.42075,       0.75617,       0.50842,       0.5096,       0.48608,       0.53564
(153, 253),     0.37936,       0.40546,       0.37142,       0.80894,       0.59672,       0.65125,       0.53553
(61, 155),     0.76411,       0.3424,       0.75237,       0.63698,       0.52589,       0.19077,       0.53542
(52, 283),     0.80613,       0.6043,       0.53384,       0.52559,       0.49364,       0.24735,       0.53514
(23, 286),     0.69771,       0.70664,       0.33375,       0.73133,       0.33523,       0.40501,       0.53495
(190, 260),     0.66172,       0.41192,       0.57495,       0.64739,       0.55999,       0.35287,       0.53481
(61, 145),     0.70378,       0.49305,       0.63432,       0.64749,       0.4088,       0.32137,       0.5348
(52, 293),     0.75388,       0.65952,       0.54164,       0.45785,       0.51882,       0.27711,       0.5348
(52, 276),     0.71836,       0.51954,       0.60215,       0.43725,       0.52711,       0.40431,       0.53479
(23, 385),     0.68578,       0.70313,       0.32527,       0.79776,       0.29372,       0.40237,       0.53467
(23, 382),     0.44108,       0.59559,       0.37097,       0.72038,       0.47723,       0.60192,       0.53453
(144, 374),     0.53988,       0.55846,       0.39014,       0.8716,       0.33881,       0.50712,       0.53434
(145, 260),     0.51098,       0.71016,       0.52563,       0.61247,       0.42286,       0.42289,       0.53417
(46, 359),     0.59176,       0.40422,       0.58122,       0.56631,       0.53942,       0.52196,       0.53415
(22, 387),     0.48498,       0.64347,       0.52071,       0.74939,       0.33925,       0.46625,       0.53401
(23, 388),     0.4842,       0.63143,       0.53271,       0.76367,       0.34791,       0.43875,       0.53311
(24, 286),     0.77237,       0.7321,       0.23925,       0.80015,       0.28727,       0.366,       0.53286
(256, 327),     0.3612,       0.67331,       0.7952,       0.54588,       0.27767,       0.54124,       0.53242
(154, 374),     0.30408,       0.44392,       0.33827,       0.81946,       0.64033,       0.64825,       0.53238
(282, 287),     0.5228,       0.76264,       0.6374,       0.59089,       0.35383,       0.32534,       0.53215
(24, 467),     0.42895,       0.77655,       0.53163,       0.53858,       0.45336,       0.46302,       0.53202
(24, 145),     0.75543,       0.57799,       0.67669,       0.54387,       0.45614,       0.1819,       0.532
(63, 300),     0.59108,       0.56032,       0.56928,       0.49499,       0.479,       0.4943,       0.5315
(76, 153),     0.72199,       0.41777,       0.67747,       0.63615,       0.46082,       0.27476,       0.53149
(61, 157),     0.72011,       0.39199,       0.72276,       0.6499,       0.49183,       0.21229,       0.53148
(63, 353),     0.52714,       0.53689,       0.58562,       0.45821,       0.46265,       0.61783,       0.53139
(53, 300),     0.61633,       0.57657,       0.6164,       0.39332,       0.51252,       0.47215,       0.53121
(252, 341),     0.53673,       0.53315,       0.45961,       0.63181,       0.47688,       0.54787,       0.53101
(252, 327),     0.32471,       0.64118,       0.82243,       0.58707,       0.25273,       0.55775,       0.53098
(295, 308),     0.4738,       0.80425,       0.526,       0.58648,       0.41016,       0.38307,       0.53063
(22, 386),     0.57217,       0.6804,       0.43762,       0.75507,       0.30023,       0.4355,       0.53016
(306, 341),     0.72429,       0.78134,       0.39311,       0.64733,       0.37936,       0.25411,       0.52992
(144, 254),     0.5365,       0.51346,       0.42807,       0.81921,       0.37654,       0.50546,       0.52987
(57, 386),     0.86695,       0.2807,       0.76542,       0.37223,       0.67347,       0.21747,       0.52937
(46, 339),     0.53496,       0.48221,       0.51822,       0.60889,       0.4639,       0.56695,       0.52919
(253, 327),     0.25014,       0.73014,       0.83888,       0.52121,       0.18067,       0.65403,       0.52918
(53, 334),     0.79305,       0.78483,       0.36455,       0.63026,       0.43323,       0.16798,       0.52898
(130, 163),     0.624,       0.48526,       0.42782,       0.58286,       0.60827,       0.4446,       0.5288
(339, 388),     0.49865,       0.7714,       0.44394,       0.49329,       0.37692,       0.5879,       0.52868
(61, 133),     0.76857,       0.31922,       0.7566,       0.63258,       0.52966,       0.16305,       0.52828
(29, 353),     0.63617,       0.61596,       0.58811,       0.3911,       0.49563,       0.44118,       0.52803
(23, 336),     0.6901,       0.72673,       0.3953,       0.72518,       0.35612,       0.27405,       0.52791
(46, 283),     0.79977,       0.76481,       0.3476,       0.71068,       0.40419,       0.13936,       0.52773
(24, 466),     0.49844,       0.64897,       0.50106,       0.77011,       0.35059,       0.39651,       0.52761
(23, 76),     0.7105,       0.47001,       0.61441,       0.62595,       0.41435,       0.32975,       0.52749
(144, 339),     0.46712,       0.46433,       0.50394,       0.79238,       0.42469,       0.50974,       0.52703
(22, 385),     0.59753,       0.68407,       0.39266,       0.76045,       0.29942,       0.42547,       0.5266
(46, 255),     0.5411,       0.40531,       0.55777,       0.61705,       0.50126,       0.53576,       0.52637
(57, 359),     0.58411,       0.5241,       0.81437,       0.22104,       0.50299,       0.51145,       0.52634
(258, 287),     0.58434,       0.78616,       0.54125,       0.60849,       0.37027,       0.26672,       0.5262
(130, 247),     0.57053,       0.60815,       0.69151,       0.3883,       0.37538,       0.52225,       0.52602
(306, 414),     0.63959,       0.81232,       0.40989,       0.61436,       0.40654,       0.27323,       0.52599
(23, 255),     0.3799,       0.44698,       0.66523,       0.65622,       0.45264,       0.55483,       0.52597
(22, 384),     0.52276,       0.61952,       0.40876,       0.725,       0.37486,       0.50341,       0.52572
(258, 339),     0.42253,       0.73248,       0.43881,       0.52216,       0.3525,       0.68573,       0.5257
(70, 254),     0.56078,       0.62029,       0.41347,       0.69844,       0.3678,       0.49305,       0.52564
(53, 98),     0.39386,       0.83733,       0.65698,       0.41015,       0.24932,       0.60588,       0.52559
(124, 353),     0.66029,       0.76977,       0.45066,       0.63949,       0.40337,       0.22934,       0.52549
(24, 158),     0.60829,       0.58574,       0.49117,       0.51311,       0.46679,       0.48756,       0.52544
(24, 386),     0.72684,       0.73873,       0.26167,       0.84033,       0.24371,       0.34099,       0.52538
(27, 76),     0.46193,       0.5332,       0.69707,       0.71147,       0.36945,       0.37534,       0.52474
(29, 276),     0.73791,       0.72905,       0.4413,       0.56325,       0.45042,       0.22627,       0.5247
(105, 334),     0.82003,       0.71368,       0.43637,       0.57482,       0.42517,       0.17665,       0.52445
(254, 398),     0.43067,       0.657,       0.36956,       0.58694,       0.48546,       0.61632,       0.52433
(112, 374),     0.28891,       0.44576,       0.33576,       0.77828,       0.65164,       0.64507,       0.52424
(292, 295),     0.46025,       0.81079,       0.50989,       0.57623,       0.4086,       0.37878,       0.52409
(260, 327),     0.2861,       0.82948,       0.80319,       0.42194,       0.16736,       0.63533,       0.5239
(62, 383),     0.52619,       0.4817,       0.80993,       0.31975,       0.44618,       0.55923,       0.52383
(46, 254),     0.54397,       0.53565,       0.47876,       0.59774,       0.41278,       0.57392,       0.5238
(24, 382),     0.56719,       0.63447,       0.29176,       0.73526,       0.36709,       0.54462,       0.5234
(145, 467),     0.42119,       0.64895,       0.62713,       0.49621,       0.4508,       0.49044,       0.52245
(98, 243),     0.31165,       0.7029,       0.68785,       0.65537,       0.26271,       0.51356,       0.52234
(110, 260),     0.63947,       0.78831,       0.27647,       0.77399,       0.36717,       0.28834,       0.52229
(46, 259),     0.78559,       0.69584,       0.33384,       0.78346,       0.3645,       0.16637,       0.5216
(53, 467),     0.65595,       0.40411,       0.56992,       0.47892,       0.52829,       0.49024,       0.52124
(153, 467),     0.40584,       0.58638,       0.67745,       0.45916,       0.47415,       0.5212,       0.5207
(257, 339),     0.47997,       0.78533,       0.49537,       0.49506,       0.27405,       0.59251,       0.52038
(256, 341),     0.48147,       0.56451,       0.56292,       0.60745,       0.3169,       0.58825,       0.52025
(26, 190),     0.42999,       0.51768,       0.69083,       0.56315,       0.39723,       0.52208,       0.52016
(133, 467),     0.4824,       0.47038,       0.59799,       0.53764,       0.53371,       0.49869,       0.52014
(46, 293),     0.72179,       0.75621,       0.36113,       0.64942,       0.45214,       0.17937,       0.52001
(145, 390),     0.33387,       0.32803,       0.55956,       0.7981,       0.51296,       0.58279,       0.51922
(255, 257),     0.43892,       0.66771,       0.40253,       0.51081,       0.4523,       0.64172,       0.519
(145, 255),     0.37191,       0.32541,       0.5889,       0.72884,       0.5223,       0.57451,       0.51865
(173, 260),     0.5641,       0.57264,       0.5285,       0.60535,       0.45632,       0.38428,       0.51853
(23, 398),     0.52235,       0.59031,       0.33078,       0.72194,       0.41985,       0.52394,       0.51819
(53, 353),     0.56617,       0.49608,       0.62313,       0.35163,       0.47652,       0.59543,       0.51816
(133, 260),     0.52312,       0.63703,       0.55142,       0.55784,       0.44472,       0.39242,       0.51776
(24, 384),     0.71419,       0.682,       0.21753,       0.803,       0.27761,       0.41201,       0.51772
(78, 383),     0.52446,       0.47241,       0.81009,       0.30933,       0.44223,       0.54761,       0.51769
(29, 33),     0.61723,       0.55495,       0.53661,       0.45774,       0.4336,       0.5043,       0.51741
(57, 249),     0.68918,       0.35984,       0.82502,       0.28202,       0.58296,       0.36518,       0.51737
(28, 353),     0.69301,       0.41467,       0.55097,       0.49092,       0.5467,       0.40746,       0.51729
(61, 173),     0.7554,       0.30871,       0.74781,       0.60914,       0.52274,       0.15785,       0.51694
(56, 78),     0.60504,       0.37197,       0.72042,       0.74885,       0.42522,       0.23003,       0.51692
(61, 154),     0.72866,       0.33716,       0.71951,       0.63266,       0.48707,       0.19627,       0.51689
(293, 327),     0.31432,       0.81109,       0.77763,       0.3906,       0.18974,       0.61763,       0.51684
(57, 243),     0.86212,       0.3007,       0.76535,       0.40506,       0.61702,       0.14986,       0.51668
(24, 385),     0.7464,       0.7398,       0.20971,       0.84028,       0.23678,       0.32708,       0.51667
(144, 373),     0.46004,       0.48021,       0.46196,       0.85854,       0.36933,       0.46856,       0.51644
(24, 56),     0.57841,       0.43579,       0.76249,       0.39678,       0.42575,       0.49653,       0.51596
(253, 362),     0.49572,       0.61497,       0.45116,       0.55846,       0.43618,       0.53916,       0.51594
(57, 276),     0.628,       0.48981,       0.79679,       0.29531,       0.43545,       0.45013,       0.51592
(23, 256),     0.42827,       0.56383,       0.3526,       0.72085,       0.40318,       0.62639,       0.51585
(56, 62),     0.60845,       0.36772,       0.72219,       0.75005,       0.42603,       0.2197,       0.51569
(339, 384),     0.31545,       0.5648,       0.1844,       0.70063,       0.65928,       0.66792,       0.51541
(63, 334),     0.79762,       0.76021,       0.3411,       0.68003,       0.38033,       0.13184,       0.51519
(53, 57),     0.44556,       0.70358,       0.7284,       0.37026,       0.41675,       0.42585,       0.51507
(22, 390),     0.28614,       0.37398,       0.61043,       0.69067,       0.49038,       0.63872,       0.51505
(287, 384),     0.69771,       0.80307,       0.41183,       0.60781,       0.37587,       0.19352,       0.51497
(22, 388),     0.36162,       0.5735,       0.60347,       0.71607,       0.3573,       0.47563,       0.5146
(52, 334),     0.8132,       0.73478,       0.40752,       0.54457,       0.43523,       0.15214,       0.51457
(153, 381),     0.33714,       0.46944,       0.31653,       0.72789,       0.59058,       0.64347,       0.51417
(254, 384),     0.35276,       0.67405,       0.24568,       0.67795,       0.54968,       0.58252,       0.51377
(26, 253),     0.26422,       0.40507,       0.30155,       0.79676,       0.65936,       0.65522,       0.5137
(28, 276),     0.79305,       0.58144,       0.49588,       0.60103,       0.42632,       0.18152,       0.51321
(23, 257),     0.62232,       0.75452,       0.3799,       0.67686,       0.29554,       0.34933,       0.51308
(153, 339),     0.29977,       0.27374,       0.41071,       0.79036,       0.63617,       0.66695,       0.51295
(98, 133),     0.29924,       0.71183,       0.66967,       0.60036,       0.28079,       0.51405,       0.51266
(110, 296),     0.70664,       0.74398,       0.30581,       0.77282,       0.31239,       0.23261,       0.51238
(255, 286),     0.31244,       0.57763,       0.36169,       0.52427,       0.56099,       0.73496,       0.512
(26, 254),     0.28036,       0.34969,       0.29707,       0.8102,       0.66616,       0.66841,       0.51198
(296, 308),     0.41984,       0.78119,       0.52992,       0.58551,       0.40474,       0.34825,       0.51158
(153, 387),     0.48632,       0.57582,       0.48217,       0.80856,       0.32019,       0.39592,       0.5115
(23, 414),     0.63095,       0.62952,       0.29816,       0.70523,       0.35578,       0.44908,       0.51145
(66, 283),     0.78954,       0.48158,       0.54687,       0.50556,       0.51731,       0.22759,       0.51141
(327, 373),     0.192,       0.7771,       0.84764,       0.4211,       0.12331,       0.70652,       0.51128
(57, 145),     0.80059,       0.43052,       0.67536,       0.35628,       0.50873,       0.2957,       0.5112
(65, 283),     0.81616,       0.55218,       0.51727,       0.49182,       0.4953,       0.1932,       0.51099
(22, 258),     0.60584,       0.77433,       0.39012,       0.63869,       0.3119,       0.3439,       0.5108
(110, 467),     0.50963,       0.77458,       0.36076,       0.67239,       0.4175,       0.329,       0.51064
(339, 387),     0.42876,       0.70076,       0.29801,       0.55726,       0.48431,       0.59432,       0.51057
(255, 259),     0.47162,       0.72796,       0.46102,       0.47618,       0.37258,       0.5534,       0.51046
(63, 257),     0.73301,       0.59568,       0.35389,       0.77066,       0.36873,       0.23995,       0.51032
(53, 259),     0.75624,       0.52498,       0.44794,       0.63128,       0.43657,       0.26445,       0.51024
(144, 253),     0.53548,       0.50956,       0.3506,       0.84393,       0.32018,       0.49843,       0.5097
(61, 153),     0.69852,       0.38344,       0.66723,       0.63453,       0.4335,       0.24019,       0.50957
(257, 265),     0.37101,       0.68092,       0.51017,       0.33523,       0.36534,       0.7925,       0.50919
(57, 153),     0.82001,       0.36582,       0.70498,       0.35517,       0.5511,       0.25726,       0.50906
(154, 380),     0.33025,       0.48041,       0.29143,       0.75856,       0.60457,       0.58853,       0.50896
(23, 296),     0.54532,       0.75797,       0.42816,       0.62454,       0.34574,       0.34915,       0.50848
(27, 61),     0.4426,       0.50429,       0.6951,       0.71241,       0.3465,       0.3487,       0.50827
(327, 341),     0.30644,       0.70809,       0.76784,       0.53537,       0.19565,       0.53503,       0.50807
(254, 286),     0.35759,       0.74334,       0.45852,       0.52766,       0.30245,       0.65728,       0.50781
(306, 463),     0.69107,       0.79349,       0.36059,       0.62798,       0.34275,       0.22837,       0.50738
(145, 387),     0.5715,       0.61566,       0.40049,       0.82096,       0.27268,       0.36272,       0.50733
(144, 380),     0.56515,       0.57235,       0.29137,       0.85325,       0.27051,       0.49068,       0.50722
(124, 255),     0.62647,       0.62939,       0.42567,       0.80713,       0.31773,       0.23613,       0.50709
(254, 414),     0.32306,       0.64363,       0.4287,       0.55509,       0.42218,       0.66837,       0.50684
(292, 296),     0.4073,       0.78676,       0.51696,       0.57616,       0.4055,       0.34817,       0.50681
(23, 249),     0.32176,       0.46138,       0.65379,       0.65127,       0.40822,       0.54171,       0.50635
(56, 276),     0.76069,       0.52895,       0.50922,       0.56207,       0.43612,       0.24011,       0.50619
(70, 300),     0.64122,       0.64756,       0.43662,       0.65812,       0.38648,       0.26683,       0.50614
(28, 110),     0.61273,       0.43714,       0.71432,       0.34977,       0.44076,       0.48172,       0.50607
(98, 145),     0.4906,       0.82319,       0.57828,       0.54388,       0.21283,       0.38754,       0.50605
(110, 336),     0.75621,       0.68451,       0.33073,       0.79249,       0.3035,       0.16841,       0.50598
(339, 414),     0.32874,       0.57636,       0.38095,       0.51238,       0.52687,       0.71038,       0.50595
(65, 293),     0.74844,       0.61991,       0.51953,       0.39921,       0.51729,       0.23031,       0.50578
(26, 78),     0.73252,       0.31529,       0.69943,       0.61219,       0.47296,       0.20046,       0.50548
(76, 383),     0.4856,       0.46977,       0.81167,       0.30276,       0.41051,       0.552,       0.50539
(63, 386),     0.6841,       0.59176,       0.37108,       0.67438,       0.36896,       0.34044,       0.50512
(23, 260),     0.3902,       0.76092,       0.53755,       0.51094,       0.37295,       0.45701,       0.50493
(78, 243),     0.7682,       0.26614,       0.74774,       0.59919,       0.51806,       0.12924,       0.50476
(63, 385),     0.65892,       0.59934,       0.34996,       0.6371,       0.39441,       0.38881,       0.50476
(145, 259),     0.59027,       0.70394,       0.41397,       0.66998,       0.33709,       0.31322,       0.50474
(252, 381),     0.71939,       0.67687,       0.31349,       0.74848,       0.27995,       0.28769,       0.50431
(23, 466),     0.3711,       0.57136,       0.59799,       0.68724,       0.35074,       0.44698,       0.50423
(339, 398),     0.4066,       0.56853,       0.33057,       0.51664,       0.55325,       0.64962,       0.5042
(105, 282),     0.82695,       0.64627,       0.42066,       0.61363,       0.38429,       0.13192,       0.50395
(153, 252),     0.34609,       0.42089,       0.31314,       0.75318,       0.56109,       0.62882,       0.50387
(145, 258),     0.70918,       0.7322,       0.28651,       0.75496,       0.27516,       0.26371,       0.50362
(28, 78),     0.48919,       0.42601,       0.69348,       0.75569,       0.36843,       0.28779,       0.50343
(62, 243),     0.76741,       0.26288,       0.74712,       0.60472,       0.51727,       0.12064,       0.50334
(23, 259),     0.51194,       0.75001,       0.45187,       0.60487,       0.32512,       0.37603,       0.50331
(23, 61),     0.68211,       0.43366,       0.6016,       0.62413,       0.38155,       0.29571,       0.50313
(254, 463),     0.39885,       0.65039,       0.48852,       0.4225,       0.43926,       0.61735,       0.50281
(28, 62),     0.49596,       0.42063,       0.69762,       0.75666,       0.36924,       0.27637,       0.50275
(252, 362),     0.55406,       0.59217,       0.41109,       0.63479,       0.35199,       0.47204,       0.50269
(265, 353),     0.57894,       0.81999,       0.47365,       0.50602,       0.1073,       0.52997,       0.50265
(144, 467),     0.48666,       0.68472,       0.47347,       0.60199,       0.40005,       0.36865,       0.50259
(295, 306),     0.42334,       0.82098,       0.46764,       0.55157,       0.39446,       0.35749,       0.50258
(26, 387),     0.41347,       0.61729,       0.50793,       0.73359,       0.30071,       0.4424,       0.50257
(22, 286),     0.60492,       0.7026,       0.36222,       0.6578,       0.30703,       0.37932,       0.50231
(145, 388),     0.46807,       0.53493,       0.50183,       0.80816,       0.32052,       0.37993,       0.50224
(26, 381),     0.32219,       0.5557,       0.31798,       0.65272,       0.59064,       0.57339,       0.5021
(153, 259),     0.52999,       0.68659,       0.48943,       0.61296,       0.36881,       0.32358,       0.50189
(144, 260),     0.59051,       0.72508,       0.35269,       0.7058,       0.33888,       0.29641,       0.50156
(70, 265),     0.45449,       0.55904,       0.57873,       0.45378,       0.39193,       0.57121,       0.50153
(27, 300),     0.68437,       0.63618,       0.51321,       0.41053,       0.49141,       0.27224,       0.50132
(26, 62),     0.73156,       0.30683,       0.6994,       0.61365,       0.47046,       0.18573,       0.50127
(153, 386),     0.56408,       0.62911,       0.3883,       0.80813,       0.26163,       0.35612,       0.50123
(22, 78),     0.71335,       0.34807,       0.6533,       0.58897,       0.44733,       0.25597,       0.50116
(24, 276),     0.43023,       0.81695,       0.49274,       0.44711,       0.42533,       0.39441,       0.50113
(29, 467),     0.70989,       0.51217,       0.45488,       0.55275,       0.48453,       0.29032,       0.50076
(56, 57),     0.74944,       0.33496,       0.74492,       0.47348,       0.54328,       0.15844,       0.50075
(327, 398),     0.27897,       0.72539,       0.75914,       0.50614,       0.18676,       0.54813,       0.50075
(65, 276),     0.72665,       0.42891,       0.55683,       0.40921,       0.53733,       0.34507,       0.50067
(65, 334),     0.79782,       0.72796,       0.40364,       0.4971,       0.44426,       0.1327,       0.50058
(24, 256),     0.54941,       0.61975,       0.26284,       0.75803,       0.27674,       0.53549,       0.50038
(153, 258),     0.66373,       0.73441,       0.34128,       0.70895,       0.29534,       0.25784,       0.50026
(154, 387),     0.42698,       0.56386,       0.47439,       0.79852,       0.32729,       0.40787,       0.49982
(144, 255),     0.4253,       0.42343,       0.55521,       0.74916,       0.39994,       0.44558,       0.49977
(56, 76),     0.59544,       0.33182,       0.72143,       0.74513,       0.41552,       0.18464,       0.499
(173, 467),     0.49167,       0.34845,       0.54583,       0.56605,       0.54881,       0.4929,       0.49895
(190, 276),     0.65158,       0.57716,       0.57177,       0.38135,       0.47785,       0.33383,       0.49892
(110, 259),     0.71434,       0.7788,       0.19894,       0.81365,       0.27013,       0.21755,       0.4989
(110, 276),     0.56349,       0.81179,       0.34039,       0.60785,       0.40335,       0.26602,       0.49882
(255, 260),     0.47677,       0.7612,       0.49254,       0.46521,       0.30542,       0.49138,       0.49875
(30, 353),     0.55963,       0.68591,       0.53862,       0.35432,       0.46782,       0.38616,       0.49874
(65, 110),     0.51428,       0.58519,       0.61283,       0.40865,       0.3969,       0.47363,       0.49858
(24, 398),     0.6312,       0.62014,       0.21981,       0.7409,       0.31701,       0.46227,       0.49856
(110, 373),     0.48924,       0.59109,       0.35962,       0.87649,       0.30044,       0.3731,       0.49833
(29, 246),     0.57662,       0.62296,       0.50292,       0.50453,       0.27217,       0.50867,       0.49798
(110, 334),     0.59249,       0.74275,       0.3336,       0.68193,       0.34256,       0.29339,       0.49779
(63, 282),     0.81984,       0.72106,       0.3115,       0.71375,       0.33489,       0.08441,       0.49758
(254, 327),     0.1614,       0.80207,       0.84346,       0.34532,       0.09357,       0.73841,       0.49737
(63, 387),     0.65398,       0.51727,       0.42111,       0.68257,       0.36982,       0.33845,       0.4972
(154, 259),     0.52308,       0.69332,       0.49216,       0.59274,       0.3652,       0.31545,       0.49699
(243, 467),     0.46258,       0.45716,       0.62784,       0.45685,       0.50115,       0.47603,       0.49694
(27, 467),     0.70712,       0.38858,       0.50855,       0.57192,       0.50467,       0.30003,       0.49681
(105, 300),     0.59357,       0.47851,       0.58055,       0.35656,       0.48045,       0.49095,       0.49677
(112, 380),     0.33199,       0.47646,       0.29787,       0.69819,       0.60766,       0.5677,       0.49665
(110, 374),     0.55892,       0.64405,       0.25923,       0.88155,       0.24544,       0.38962,       0.49647
(327, 463),     0.28415,       0.73792,       0.74427,       0.51773,       0.15943,       0.53365,       0.49619
(22, 62),     0.71215,       0.33708,       0.65453,       0.58866,       0.44342,       0.23749,       0.49556
(124, 276),     0.75983,       0.79122,       0.26551,       0.75137,       0.32979,       0.07163,       0.49489
(53, 282),     0.82742,       0.70648,       0.33318,       0.64853,       0.36379,       0.08925,       0.49477
(98, 112),     0.28574,       0.68585,       0.68355,       0.6141,       0.23098,       0.46775,       0.49466
(70, 253),     0.52005,       0.56534,       0.36404,       0.69128,       0.34762,       0.4792,       0.49459
(153, 388),     0.36577,       0.4604,       0.56429,       0.79582,       0.36623,       0.41481,       0.49455
(24, 263),     0.37581,       0.5615,       0.58731,       0.6403,       0.38414,       0.41757,       0.49444
(110, 339),     0.46936,       0.56027,       0.41514,       0.82193,       0.31781,       0.38002,       0.49409
(145, 386),     0.63773,       0.65147,       0.30353,       0.82211,       0.22134,       0.32781,       0.494
(66, 276),     0.67251,       0.35755,       0.5518,       0.43633,       0.56077,       0.38506,       0.494
(25, 56),     0.77055,       0.30811,       0.61606,       0.42842,       0.61915,       0.22011,       0.49373
(155, 374),     0.28618,       0.41757,       0.23709,       0.78312,       0.64233,       0.59452,       0.49347
