Comparing the following files: 
kelly_front_s1_v1/groups,  kelly_low_s1_v1/groups,  kelly_threequarter_s1_v1/groups,  

Top 100 correlations: 
landmark(s),  kelly_front_s1_v1groups_vs_kelly_low_s1_v1groups,  kelly_front_s1_v1groups_vs_kelly_threequarter_s1_v1groups,  kelly_low_s1_v1groups_vs_kelly_threequarter_s1_v1groups,  average
(269, 375),  0.75803,  0.81316,  0.79669,  0.78929,  
(14, 105),  0.75219,  0.82886,  0.78644,  0.78916,  
(61, 124),  0.74186,  0.86151,  0.76341,  0.78893,  
(40, 70),  0.72941,  0.91016,  0.727,  0.78886,  
(63, 87),  0.73293,  0.84489,  0.78624,  0.78802,  
(0, 402),  0.73707,  0.8373,  0.78916,  0.78784,  
(66, 265),  0.88426,  0.74648,  0.73243,  0.78772,  
(40, 156),  0.7242,  0.89517,  0.74334,  0.78757,  
(70, 191),  0.72868,  0.87976,  0.75415,  0.78753,  
(306, 317),  0.84174,  0.79192,  0.72881,  0.78749,  
(70, 178),  0.71994,  0.85938,  0.78296,  0.78743,  
(124, 185),  0.72368,  0.88829,  0.75016,  0.78738,  
(375, 402),  0.85436,  0.75988,  0.74728,  0.78717,  
(14, 318),  0.79051,  0.78503,  0.78569,  0.78708,  
(0, 317),  0.73815,  0.84405,  0.7783,  0.78683,  
(265, 291),  0.82953,  0.80464,  0.72434,  0.78617,  
(70, 185),  0.7377,  0.88874,  0.73052,  0.78565,  
(105, 373),  0.75583,  0.80595,  0.79324,  0.78501,  
(124, 191),  0.70408,  0.87959,  0.76977,  0.78448,  
