Comparing the following files: 
kelly_front_s4_v2/,  kelly_low_s4_v2/,  kelly_right_threequarter_s4_v2/,  kelly_left_threequarter_s4_v2/,  

Correlation cuttoff is -1
landmark(s),  kelly_front_s4_v2_vs_kelly_low_s4_v2,  kelly_front_s4_v2_vs_kelly_right_threequarter_s4_v2,  kelly_front_s4_v2_vs_kelly_left_threequarter_s4_v2,  kelly_low_s4_v2_vs_kelly_right_threequarter_s4_v2,  kelly_low_s4_v2_vs_kelly_left_threequarter_s4_v2,  kelly_right_threequarter_s4_v2_vs_kelly_left_threequarter_s4_v2,  average
(318, 402),     0.52496,       0.61679,       0.61753,       0.62197,       0.48954,       0.33422,       0.53417
(295, 362),     0.64011,       0.76267,       0.59757,       0.64405,       0.24788,       0.31197,       0.53404
(312, 336),     0.46384,       0.88337,       0.64251,       0.62342,       0.10663,       0.4821,       0.53365
(37, 66),     0.62677,       0.86245,       0.61856,       0.55854,       0.12953,       0.4043,       0.53336
(81, 334),     0.70844,       0.78904,       0.43316,       0.69449,       0.28133,       0.29369,       0.53336
(55, 76),     0.67537,       0.7006,       0.30314,       0.79,       0.27457,       0.45607,       0.53329
(295, 312),     0.53423,       0.86832,       0.57583,       0.64079,       0.15617,       0.42369,       0.53317
(17, 383),     0.50752,       0.90128,       0.41023,       0.60755,       0.23514,       0.53705,       0.53313
(14, 318),     0.71443,       0.76981,       0.5438,       0.44159,       0.51421,       0.21494,       0.53313
(55, 78),     0.67546,       0.71649,       0.28594,       0.80145,       0.27619,       0.44296,       0.53308
(324, 381),     0.70038,       0.80216,       0.27652,       0.78415,       0.39562,       0.23924,       0.53301
(98, 158),     0.52823,       0.92755,       0.55011,       0.59269,       0.11737,       0.48199,       0.53299
(84, 405),     0.89088,       0.43607,       0.51824,       0.50576,       0.63191,       0.21043,       0.53221
(61, 65),     0.73761,       0.71194,       0.26075,       0.77778,       0.24627,       0.45541,       0.53163
(35, 62),     0.68429,       0.87728,       0.34423,       0.66988,       0.21229,       0.40003,       0.53133
(0, 285),     0.63695,       0.91093,       0.48241,       0.64914,       0.17351,       0.33454,       0.53125
(295, 387),     0.8979,       0.96696,       0.12336,       0.9246,       0.14372,       0.13083,       0.53123
(161, 318),     0.4893,       0.91807,       0.54363,       0.39523,       0.23905,       0.60135,       0.53111
(267, 385),     0.77446,       0.90606,       0.36196,       0.69573,       0.33547,       0.11218,       0.53098
(13, 285),     0.49898,       0.89155,       0.60045,       0.62386,       0.11276,       0.45814,       0.53096
(52, 57),     0.70521,       0.73395,       0.35756,       0.633,       0.23976,       0.51548,       0.53083
(37, 98),     0.6203,       0.82822,       0.44856,       0.55472,       0.31295,       0.41812,       0.53048
(159, 375),     0.52384,       0.93624,       0.51279,       0.47527,       0.13782,       0.59678,       0.53046
(402, 405),     0.68624,       0.72735,       0.2722,       0.7475,       0.25731,       0.49191,       0.53042
(53, 185),     0.7164,       0.78283,       0.40928,       0.72628,       0.17708,       0.36963,       0.53025
(98, 291),     0.73676,       0.89145,       0.2406,       0.75294,       0.32593,       0.2335,       0.5302
(70, 158),     0.70953,       0.93335,       0.37941,       0.74513,       0.10931,       0.30361,       0.53006
(13, 283),     0.69347,       0.80217,       0.4254,       0.65298,       0.31399,       0.29079,       0.5298
(292, 353),     0.63078,       0.60924,       0.44257,       0.65913,       0.42361,       0.41117,       0.52942
(78, 91),     0.4738,       0.82782,       0.57037,       0.58445,       0.15545,       0.56255,       0.52907
(17, 317),     0.73925,       0.68163,       0.25321,       0.74166,       0.30494,       0.45174,       0.52874
(334, 388),     0.86472,       0.91039,       0.05155,       0.91108,       0.26388,       0.16635,       0.52799
(65, 158),     0.91262,       0.92043,       0.07338,       0.92351,       0.13693,       0.20091,       0.52796
(98, 386),     0.70076,       0.89832,       0.36168,       0.6479,       0.27956,       0.27815,       0.52773
(82, 336),     0.50681,       0.86069,       0.59535,       0.64921,       0.11478,       0.4386,       0.52757
(84, 87),     0.74287,       0.75205,       0.23951,       0.75382,       0.23878,       0.43599,       0.52717
(88, 293),     0.62759,       0.80481,       0.36633,       0.76096,       0.16281,       0.4371,       0.5266
(327, 380),     0.75225,       0.85252,       0.28721,       0.71888,       0.38679,       0.16197,       0.5266
(283, 312),     0.65516,       0.81429,       0.44488,       0.65564,       0.28144,       0.30673,       0.52636
(293, 312),     0.6939,       0.8123,       0.4224,       0.61825,       0.29816,       0.31308,       0.52635
(269, 334),     0.68956,       0.83607,       0.43915,       0.59546,       0.35748,       0.23767,       0.5259
(296, 311),     0.50757,       0.82679,       0.57806,       0.68784,       0.15642,       0.39843,       0.52585
(81, 386),     0.71613,       0.85957,       0.40091,       0.80204,       0.22365,       0.15206,       0.52573
(312, 385),     0.6292,       0.89339,       0.47032,       0.72995,       0.16137,       0.2693,       0.52559
(82, 295),     0.57802,       0.83772,       0.52676,       0.66025,       0.17791,       0.37273,       0.52556
(14, 324),     0.74391,       0.76288,       0.48215,       0.57656,       0.44695,       0.14067,       0.52552
(146, 387),     0.76879,       0.90841,       0.26845,       0.83936,       0.19858,       0.16894,       0.52542
(191, 291),     0.59679,       0.8446,       0.40878,       0.43792,       0.40657,       0.45766,       0.52539
(178, 353),     0.61873,       0.8262,       0.28085,       0.71471,       0.19989,       0.51175,       0.52536
(62, 154),     0.69647,       0.7788,       0.3028,       0.84902,       0.22531,       0.2993,       0.52528
(285, 384),     0.83386,       0.92427,       0.13655,       0.85079,       0.27834,       0.12769,       0.52525
(375, 387),     0.7642,       0.86832,       0.25603,       0.832,       0.23981,       0.19068,       0.52517
(321, 398),     0.7641,       0.8989,       0.15633,       0.79002,       0.31199,       0.22874,       0.52501
(327, 466),     0.65891,       0.74905,       0.41991,       0.68844,       0.44219,       0.19123,       0.52496
(80, 306),     0.55663,       0.8551,       0.45215,       0.34858,       0.53429,       0.40291,       0.52494
(293, 375),     0.64168,       0.84174,       0.3031,       0.65971,       0.35592,       0.34643,       0.52476
(46, 144),     0.38801,       0.84475,       0.63464,       0.38076,       0.25919,       0.64081,       0.52469
(81, 296),     0.61517,       0.78229,       0.50761,       0.7149,       0.18448,       0.34217,       0.52444
(321, 382),     0.73375,       0.8811,       0.20333,       0.76462,       0.33205,       0.2269,       0.52363
(293, 308),     0.6258,       0.74236,       0.38742,       0.68809,       0.37241,       0.32513,       0.52353
(321, 405),     0.83219,       0.37414,       0.53257,       0.58452,       0.60326,       0.21371,       0.5234
(293, 381),     0.3906,       0.78974,       0.64728,       0.38404,       0.25081,       0.67793,       0.5234
(353, 405),     0.56104,       0.90736,       0.31474,       0.61591,       0.2823,       0.45883,       0.52336
(283, 327),     0.70501,       0.824,       0.41617,       0.60932,       0.32091,       0.26477,       0.52336
(145, 318),     0.627,       0.84818,       0.47697,       0.40058,       0.26917,       0.51713,       0.52317
(78, 88),     0.5547,       0.8067,       0.63403,       0.28797,       0.30288,       0.55145,       0.52295
(46, 157),     0.69015,       0.86971,       0.33944,       0.72952,       0.16642,       0.34224,       0.52291
(178, 263),     0.64708,       0.80874,       0.14301,       0.82381,       0.34866,       0.36429,       0.5226
(61, 87),     0.44142,       0.79814,       0.66205,       0.15512,       0.48975,       0.58898,       0.52258
(0, 295),     0.68975,       0.8775,       0.40675,       0.63956,       0.2462,       0.27536,       0.52252
(124, 402),     0.4697,       0.88161,       0.58512,       0.33454,       0.20142,       0.66131,       0.52228
(81, 317),     0.55706,       0.93419,       0.38284,       0.50408,       0.36292,       0.39098,       0.52201
(35, 78),     0.68158,       0.87504,       0.32495,       0.66846,       0.20406,       0.37336,       0.52124
(265, 308),     0.59545,       0.58544,       0.47457,       0.54302,       0.43537,       0.49252,       0.52106
(293, 466),     0.81377,       0.81334,       0.12916,       0.79214,       0.3522,       0.22241,       0.5205
(375, 385),     0.7205,       0.87392,       0.29537,       0.78749,       0.21479,       0.23061,       0.52045
(276, 308),     0.63261,       0.68213,       0.36158,       0.72939,       0.37451,       0.34092,       0.52019
(300, 387),     0.73587,       0.93171,       0.3615,       0.65857,       0.01729,       0.41556,       0.52008
(55, 61),     0.67396,       0.6823,       0.27482,       0.78714,       0.25553,       0.446,       0.51996
(87, 383),     0.5772,       0.85849,       0.32402,       0.63941,       0.16879,       0.55115,       0.51984
(13, 380),     0.55471,       0.80853,       0.49419,       0.63738,       0.28089,       0.34315,       0.51981
(87, 95),     0.40271,       0.78596,       0.65804,       0.19175,       0.38666,       0.69344,       0.51976
(37, 336),     0.66762,       0.86699,       0.438,       0.67177,       0.17015,       0.30386,       0.51973
(146, 385),     0.78527,       0.86651,       0.30146,       0.84467,       0.1663,       0.15392,       0.51969
(13, 293),     0.72224,       0.80021,       0.39487,       0.60984,       0.29946,       0.29071,       0.51955
(292, 293),     0.62173,       0.73847,       0.39605,       0.66994,       0.3734,       0.31766,       0.51954
(373, 375),     0.68614,       0.82591,       0.25734,       0.72277,       0.37511,       0.24985,       0.51952
(57, 153),     0.66623,       0.74314,       0.26747,       0.75987,       0.28293,       0.39722,       0.51948
(13, 387),     0.63419,       0.85093,       0.42469,       0.76209,       0.21631,       0.22735,       0.51926
(159, 380),     0.58746,       0.78601,       0.38452,       0.77065,       0.27771,       0.30633,       0.51878
(160, 336),     0.57764,       0.6946,       0.29061,       0.67603,       0.42585,       0.44747,       0.5187
(95, 324),     0.60492,       0.86416,       0.43882,       0.41236,       0.35182,       0.43846,       0.51842
(321, 362),     0.74598,       0.88685,       0.18027,       0.7678,       0.3216,       0.20784,       0.51839
(57, 191),     0.48379,       0.87838,       0.47555,       0.41834,       0.30195,       0.55029,       0.51805
(78, 308),     0.62686,       0.87982,       0.35412,       0.50596,       0.33487,       0.40663,       0.51804
(163, 321),     0.68419,       0.864,       0.40586,       0.44883,       0.21434,       0.49068,       0.51798
(300, 388),     0.71903,       0.86817,       0.38817,       0.59973,       0.08382,       0.44828,       0.51787
(324, 384),     0.69555,       0.84751,       0.21674,       0.80839,       0.31216,       0.22575,       0.51768
(33, 163),     0.64017,       0.67629,       0.46501,       0.5402,       0.53508,       0.24664,       0.51723
(40, 63),     0.64803,       0.78395,       0.47993,       0.64092,       0.13833,       0.41032,       0.51691
(269, 386),     0.75898,       0.86673,       0.38953,       0.75768,       0.25228,       0.07467,       0.51664
(282, 381),     0.56235,       0.82228,       0.57003,       0.6048,       0.1273,       0.41309,       0.51664
(0, 98),     0.52051,       0.77081,       0.49494,       0.47362,       0.39007,       0.44953,       0.51658
(292, 312),     0.83321,       0.84404,       0.27753,       0.85269,       0.24482,       0.04703,       0.51655
(160, 185),     0.57352,       0.86328,       0.42816,       0.75066,       0.1612,       0.32161,       0.51641
(46, 145),     0.37029,       0.84666,       0.62957,       0.40033,       0.21937,       0.62534,       0.51526
(308, 383),     0.61298,       0.59956,       0.46503,       0.57148,       0.39833,       0.44387,       0.51521
(276, 292),     0.63132,       0.67669,       0.36891,       0.71006,       0.37434,       0.32974,       0.51518
(160, 191),     0.58313,       0.85364,       0.41263,       0.78903,       0.1469,       0.3055,       0.51514
(76, 146),     0.4431,       0.88219,       0.53058,       0.49674,       0.16834,       0.56946,       0.51507
(13, 381),     0.54966,       0.82166,       0.49355,       0.62096,       0.28025,       0.32384,       0.51499
(276, 386),     0.82496,       0.95079,       0.25457,       0.77688,       0.00449,       0.27808,       0.51496
(283, 398),     0.54003,       0.72668,       0.61607,       0.38807,       0.201,       0.61774,       0.51493
(265, 292),     0.60421,       0.57926,       0.47982,       0.51184,       0.43573,       0.47858,       0.51491
(98, 161),     0.50989,       0.89091,       0.51531,       0.51106,       0.14932,       0.51042,       0.51448
(53, 246),     0.83133,       0.73778,       0.21901,       0.69049,       0.29272,       0.3143,       0.51427
(375, 390),     0.68365,       0.82786,       0.24122,       0.71119,       0.36884,       0.25151,       0.51404
(57, 386),     0.81229,       0.89321,       0.29135,       0.7907,       0.12797,       0.16738,       0.51382
(0, 13),     0.42473,       0.82388,       0.46222,       0.6062,       0.26515,       0.49976,       0.51366
(82, 387),     0.65071,       0.84464,       0.3953,       0.77165,       0.2293,       0.19001,       0.5136
(13, 327),     0.2894,       0.82393,       0.67551,       0.43917,       0.27754,       0.57513,       0.51345
(61, 267),     0.83867,       0.37474,       0.41654,       0.5789,       0.54041,       0.33115,       0.5134
(287, 327),     0.72798,       0.78532,       0.28396,       0.78785,       0.30153,       0.19216,       0.51313
(81, 185),     0.71121,       0.61025,       0.20049,       0.67014,       0.50342,       0.38141,       0.51282
(57, 163),     0.73566,       0.83489,       0.1555,       0.7602,       0.28603,       0.30398,       0.51271
(0, 386),     0.78766,       0.8957,       0.29221,       0.72488,       0.27243,       0.1013,       0.51236
(285, 362),     0.65508,       0.61324,       0.6419,       0.6117,       0.29831,       0.25172,       0.51199
(293, 382),     0.47952,       0.78209,       0.58165,       0.36567,       0.19122,       0.67172,       0.51198
(124, 185),     0.65477,       0.82099,       0.31622,       0.68523,       0.18821,       0.40497,       0.51173
(300, 308),     0.60516,       0.67377,       0.40493,       0.64876,       0.37889,       0.35832,       0.51164
(46, 163),     0.44962,       0.81815,       0.6234,       0.31014,       0.25131,       0.61663,       0.51154
(300, 321),     0.5683,       0.88284,       0.31298,       0.58131,       0.30569,       0.41686,       0.51133
(153, 157),     0.47336,       0.91487,       0.40986,       0.68995,       0.23619,       0.34367,       0.51132
(160, 375),     0.50115,       0.93125,       0.50402,       0.42024,       0.11268,       0.59649,       0.51097
(374, 375),     0.68779,       0.8125,       0.23797,       0.72954,       0.37655,       0.22108,       0.51091
(267, 269),     0.48949,       0.58103,       0.5086,       0.63243,       0.40785,       0.44359,       0.5105
(308, 390),     0.65197,       0.69992,       0.33223,       0.75741,       0.37053,       0.25034,       0.5104
(63, 144),     0.38328,       0.8596,       0.66163,       0.32955,       0.2332,       0.5945,       0.51029
(265, 317),     0.48138,       0.87164,       0.36007,       0.55618,       0.21645,       0.57571,       0.51024
(160, 382),     0.56453,       0.73338,       0.42454,       0.77602,       0.2998,       0.26084,       0.50985
(13, 306),     0.82865,       0.78635,       0.35684,       0.81284,       0.25601,       0.01825,       0.50982
(159, 185),     0.56785,       0.86058,       0.42483,       0.75792,       0.13243,       0.3139,       0.50958
(63, 145),     0.37211,       0.86645,       0.65186,       0.36129,       0.21138,       0.59383,       0.50949
(292, 390),     0.65619,       0.69817,       0.34135,       0.7404,       0.37629,       0.24208,       0.50908
(81, 385),     0.69055,       0.85183,       0.40827,       0.76801,       0.19533,       0.14032,       0.50905
(78, 324),     0.57721,       0.8804,       0.4247,       0.35303,       0.3739,       0.44453,       0.50896
(292, 383),     0.61874,       0.59338,       0.47046,       0.54279,       0.39834,       0.42886,       0.50876
(292, 306),     0.77265,       0.52941,       0.62245,       0.21115,       0.49437,       0.42209,       0.50869
(37, 107),     0.56899,       0.87377,       0.60587,       0.58604,       0.08468,       0.33267,       0.50867
(88, 283),     0.68951,       0.76106,       0.24685,       0.81541,       0.20031,       0.3386,       0.50862
(191, 324),     0.49687,       0.85467,       0.52074,       0.20318,       0.50871,       0.46733,       0.50858
(308, 312),     0.83526,       0.84938,       0.26046,       0.84375,       0.23656,       0.0259,       0.50855
(76, 267),     0.82818,       0.3564,       0.4184,       0.55846,       0.56502,       0.32478,       0.50854
(267, 387),     0.75312,       0.8564,       0.33871,       0.7097,       0.30852,       0.08428,       0.50846
(306, 353),     0.63182,       0.59032,       0.43098,       0.62963,       0.40947,       0.35702,       0.50821
(35, 87),     0.39402,       0.90915,       0.57547,       0.39043,       0.17055,       0.6096,       0.5082
(37, 296),     0.74245,       0.82993,       0.31562,       0.65345,       0.24553,       0.2621,       0.50818
(156, 314),     0.38992,       0.9094,       0.59453,       0.33596,       0.13403,       0.68506,       0.50815
(0, 66),     0.59521,       0.86012,       0.5994,       0.45806,       0.09258,       0.44317,       0.50809
(374, 384),     0.24454,       0.82823,       0.52306,       0.60234,       0.31868,       0.53069,       0.50792
(283, 384),     0.73583,       0.73388,       0.2931,       0.67091,       0.17545,       0.43803,       0.50787
(312, 387),     0.60683,       0.85634,       0.43209,       0.76512,       0.15592,       0.22952,       0.50764
(327, 381),     0.70234,       0.86209,       0.27768,       0.68789,       0.35637,       0.1591,       0.50758
(295, 382),     0.59096,       0.76947,       0.58097,       0.65237,       0.14973,       0.30102,       0.50742
(324, 402),     0.63412,       0.68437,       0.49974,       0.707,       0.36167,       0.15681,       0.50729
(387, 398),     0.37998,       0.60427,       0.21114,       0.87231,       0.46107,       0.51283,       0.50693
(78, 292),     0.62876,       0.87313,       0.3325,       0.49445,       0.32226,       0.39035,       0.50691
(0, 191),     0.79761,       0.23005,       0.47934,       0.50774,       0.6485,       0.37611,       0.50656
(292, 300),     0.60597,       0.66875,       0.41148,       0.62658,       0.38043,       0.34515,       0.50639
(374, 466),     0.32448,       0.70811,       0.60503,       0.75692,       0.2472,       0.3964,       0.50636
(276, 375),     0.6575,       0.79321,       0.25645,       0.67497,       0.3389,       0.31635,       0.50623
(81, 310),     0.4895,       0.80885,       0.57771,       0.18373,       0.53524,       0.44192,       0.50616
(14, 17),     0.73544,       0.76021,       0.17943,       0.7602,       0.20192,       0.398,       0.50587
(308, 334),     0.63265,       0.76842,       0.32707,       0.73031,       0.31096,       0.26492,       0.50572
(39, 80),     0.56695,       0.51624,       0.54792,       0.3496,       0.76024,       0.29174,       0.50545
(88, 384),     0.78195,       0.85301,       0.1685,       0.89454,       0.19889,       0.1337,       0.5051
(0, 415),     0.56555,       0.6346,       0.42449,       0.7934,       0.36146,       0.25039,       0.50498
(7, 321),     0.64889,       0.85461,       0.41658,       0.40893,       0.19228,       0.50835,       0.50494
(78, 267),     0.81532,       0.32117,       0.42875,       0.53883,       0.59941,       0.32561,       0.50485
(308, 386),     0.65716,       0.79002,       0.38763,       0.81308,       0.19083,       0.19002,       0.50479
(285, 312),     0.42198,       0.89503,       0.61839,       0.57774,       0.0487,       0.46679,       0.50477
(292, 386),     0.65391,       0.7882,       0.40322,       0.80177,       0.18774,       0.19252,       0.50456
(37, 105),     0.60744,       0.84905,       0.52919,       0.49405,       0.09235,       0.45403,       0.50435
(78, 154),     0.68975,       0.77532,       0.27066,       0.84929,       0.19067,       0.24979,       0.50425
(13, 382),     0.53236,       0.84461,       0.48785,       0.60029,       0.24552,       0.31235,       0.50383
(158, 382),     0.6182,       0.73826,       0.3955,       0.72455,       0.33057,       0.2151,       0.5037
(308, 405),     0.55194,       0.53727,       0.54559,       0.6209,       0.4143,       0.35191,       0.50365
(312, 380),     0.50609,       0.82294,       0.50715,       0.61952,       0.21697,       0.34796,       0.50344
(292, 334),     0.62665,       0.76655,       0.3375,       0.71618,       0.30929,       0.26356,       0.50329
(308, 373),     0.65583,       0.69929,       0.33577,       0.75184,       0.36167,       0.21529,       0.50328
(37, 159),     0.55978,       0.93103,       0.4465,       0.55761,       0.16383,       0.36057,       0.50322
(249, 308),     0.63577,       0.67288,       0.32346,       0.76372,       0.37066,       0.25272,       0.5032
(0, 107),     0.54282,       0.88574,       0.61682,       0.50862,       0.0748,       0.39003,       0.50314
(269, 415),     0.78896,       0.79799,       0.14387,       0.90061,       0.22638,       0.16026,       0.50301
(80, 291),     0.57421,       0.84568,       0.40999,       0.35637,       0.47859,       0.35324,       0.50301
(324, 382),     0.69538,       0.80649,       0.2265,       0.76292,       0.36035,       0.16589,       0.50292
(158, 375),     0.50459,       0.92384,       0.46847,       0.4465,       0.10957,       0.56422,       0.50287
(13, 384),     0.57045,       0.8606,       0.47397,       0.65768,       0.19988,       0.25412,       0.50278
(82, 283),     0.68615,       0.78833,       0.37232,       0.645,       0.28937,       0.23467,       0.50264
(292, 373),     0.65937,       0.69706,       0.34531,       0.73439,       0.36952,       0.20883,       0.50241
(321, 353),     0.54964,       0.85788,       0.32878,       0.52931,       0.29963,       0.44796,       0.5022
(91, 383),     0.5138,       0.8708,       0.38178,       0.61837,       0.15468,       0.46988,       0.50155
(327, 374),     0.75458,       0.82617,       0.25229,       0.66988,       0.37749,       0.1286,       0.5015
(0, 385),     0.76607,       0.90161,       0.2941,       0.67943,       0.27127,       0.0963,       0.50146
(285, 382),     0.6127,       0.61441,       0.62129,       0.6791,       0.23076,       0.25039,       0.50144
(160, 362),     0.53892,       0.72251,       0.42447,       0.78228,       0.27557,       0.26486,       0.50143
(39, 292),     0.50696,       0.83803,       0.43154,       0.43548,       0.41001,       0.38608,       0.50135
(249, 292),     0.6407,       0.67146,       0.33196,       0.74702,       0.37344,       0.24248,       0.50118
(375, 388),     0.74794,       0.84877,       0.1939,       0.81457,       0.24731,       0.15444,       0.50116
(296, 381),     0.52823,       0.67855,       0.66379,       0.6002,       0.1719,       0.36323,       0.50098
(95, 308),     0.6508,       0.84517,       0.35133,       0.53486,       0.30672,       0.31696,       0.50097
(159, 191),     0.57197,       0.84712,       0.40681,       0.79188,       0.10094,       0.28474,       0.50058
(283, 380),     0.41,       0.82288,       0.65033,       0.49325,       0.13434,       0.4927,       0.50058
(293, 306),     0.61684,       0.72706,       0.37984,       0.64623,       0.35619,       0.27641,       0.50043
(249, 375),     0.67895,       0.80608,       0.21814,       0.7056,       0.35911,       0.22962,       0.49958
(33, 63),     0.68973,       0.69036,       0.45594,       0.43208,       0.31931,       0.40932,       0.49946
(63, 163),     0.43082,       0.83221,       0.65077,       0.28305,       0.23702,       0.56147,       0.49922
(98, 385),     0.69026,       0.88876,       0.32034,       0.58762,       0.24437,       0.26274,       0.49901
(191, 287),     0.73662,       0.88238,       0.29374,       0.52978,       0.3514,       0.19938,       0.49888
(160, 381),     0.54806,       0.74708,       0.39853,       0.7644,       0.27544,       0.25738,       0.49848
(314, 402),     0.69801,       0.6616,       0.25393,       0.73731,       0.2222,       0.41765,       0.49845
(98, 306),     0.72602,       0.88916,       0.18546,       0.74962,       0.2741,       0.1653,       0.49828
(336, 362),     0.54952,       0.60449,       0.70591,       0.56636,       0.25765,       0.30527,       0.4982
(40, 375),     0.69467,       0.86653,       0.38105,       0.42173,       0.35376,       0.27106,       0.49813
(82, 285),     0.46588,       0.87062,       0.56822,       0.61101,       0.05781,       0.41433,       0.49798
(158, 381),     0.60803,       0.75585,       0.36379,       0.74226,       0.29017,       0.22683,       0.49782
(65, 161),     0.84778,       0.70459,       0.14951,       0.73921,       0.22253,       0.32262,       0.49771
(55, 161),     0.80087,       0.53115,       0.25956,       0.59784,       0.44519,       0.35109,       0.49762
(13, 417),     0.47027,       0.86329,       0.45367,       0.59135,       0.20136,       0.40568,       0.4976
(124, 191),     0.68735,       0.82547,       0.26126,       0.73999,       0.16528,       0.30523,       0.49743
(80, 386),     0.69964,       0.85516,       0.36783,       0.79916,       0.16882,       0.09257,       0.4972
(265, 306),     0.61011,       0.55725,       0.47497,       0.47521,       0.43447,       0.42942,       0.4969
(33, 46),     0.76249,       0.71126,       0.40633,       0.41847,       0.29593,       0.38478,       0.49654
(308, 387),     0.67312,       0.77098,       0.33686,       0.83316,       0.20472,       0.15871,       0.49626
(269, 282),     0.65057,       0.828,       0.43402,       0.59367,       0.29217,       0.1784,       0.49614
(81, 387),     0.65137,       0.82406,       0.37521,       0.78435,       0.21523,       0.12656,       0.49613
(66, 185),     0.64913,       0.72117,       0.45234,       0.72939,       0.07813,       0.34622,       0.49606
(293, 327),     0.64255,       0.81737,       0.4262,       0.50608,       0.25483,       0.32805,       0.49585
(293, 384),     0.69283,       0.79195,       0.38368,       0.60373,       0.06589,       0.43628,       0.49573
(0, 334),     0.72051,       0.84102,       0.28391,       0.59456,       0.27032,       0.26396,       0.49571
(70, 321),     0.52926,       0.88731,       0.50109,       0.34293,       0.11301,       0.60029,       0.49565
(292, 387),     0.67063,       0.76885,       0.35224,       0.82174,       0.20204,       0.15713,       0.49544
(82, 380),     0.54738,       0.78118,       0.45052,       0.63424,       0.27234,       0.28431,       0.495
(13, 61),     0.80353,       0.55883,       0.29091,       0.58684,       0.53581,       0.19313,       0.49484
(269, 385),     0.71565,       0.86642,       0.3933,       0.69842,       0.23209,       0.06019,       0.49434
(33, 321),     0.58595,       0.86287,       0.44535,       0.36711,       0.17034,       0.53389,       0.49425
(55, 375),     0.70931,       0.90377,       0.28946,       0.62806,       0.05807,       0.37666,       0.49422
(105, 157),     0.76442,       0.86756,       0.13319,       0.83854,       0.21829,       0.14329,       0.49422
(312, 381),     0.49842,       0.83268,       0.50422,       0.59956,       0.20627,       0.3237,       0.49414
(0, 282),     0.69654,       0.84752,       0.30885,       0.60416,       0.28721,       0.22049,       0.49413
(88, 324),     0.62582,       0.85418,       0.39167,       0.46564,       0.32179,       0.30541,       0.49409
(62, 267),     0.8165,       0.31347,       0.41581,       0.52408,       0.58435,       0.31021,       0.49407
(13, 362),     0.51713,       0.85119,       0.48744,       0.58865,       0.21504,       0.3048,       0.49404
(70, 124),     0.28372,       0.71558,       0.59957,       0.41053,       0.45039,       0.50377,       0.49393
(88, 388),     0.74671,       0.8782,       0.09036,       0.8666,       0.24593,       0.13567,       0.49391
(46, 318),     0.48461,       0.87916,       0.53956,       0.27985,       0.15195,       0.62759,       0.49379
(57, 387),     0.75111,       0.90209,       0.26955,       0.7639,       0.12675,       0.14838,       0.49363
(306, 386),     0.64813,       0.78704,       0.3997,       0.78714,       0.16336,       0.17539,       0.49346
(276, 306),     0.62817,       0.66093,       0.35074,       0.68505,       0.35333,       0.27981,       0.493
(95, 318),     0.5265,       0.85135,       0.47815,       0.26316,       0.35465,       0.48348,       0.49288
(95, 386),     0.75679,       0.88404,       0.25588,       0.85198,       0.13627,       0.07233,       0.49288
(13, 374),     0.52463,       0.79326,       0.46001,       0.60599,       0.23832,       0.33485,       0.49284
(7, 46),     0.58527,       0.75518,       0.58112,       0.24999,       0.24323,       0.54197,       0.49279
(82, 291),     0.81928,       0.78665,       0.35507,       0.71984,       0.27713,       -0.00129,       0.49278
(146, 293),     0.61598,       0.77464,       0.4071,       0.73205,       0.08663,       0.33908,       0.49258
(37, 285),     0.6524,       0.88436,       0.39434,       0.64934,       0.11069,       0.2633,       0.49241
(82, 293),     0.71831,       0.78978,       0.34195,       0.59833,       0.26935,       0.23622,       0.49232
(312, 409),     0.80345,       0.81401,       0.25586,       0.8417,       0.21035,       0.02699,       0.49206
(311, 386),     0.60098,       0.8658,       0.42668,       0.784,       0.07088,       0.20243,       0.49179
(66, 191),     0.66184,       0.71753,       0.39172,       0.77587,       0.08,       0.32213,       0.49151
(63, 80),     0.67006,       0.78403,       0.38586,       0.72293,       0.10439,       0.28117,       0.49141
(7, 63),     0.53149,       0.77101,       0.60937,       0.27952,       0.25576,       0.50033,       0.49125
(310, 334),     0.53955,       0.76059,       0.4405,       0.71152,       0.19793,       0.297,       0.49118
(295, 327),     0.45473,       0.86381,       0.57418,       0.6373,       0.0198,       0.39707,       0.49115
(88, 178),     0.27181,       0.75597,       0.61274,       0.2274,       0.40103,       0.67777,       0.49112
(61, 155),     0.69662,       0.76555,       0.22091,       0.85717,       0.16706,       0.23881,       0.49102
(263, 308),     0.61347,       0.64634,       0.31483,       0.77273,       0.35385,       0.24261,       0.49064
(158, 362),     0.58706,       0.72379,       0.39932,       0.70955,       0.32298,       0.20059,       0.49055
(82, 381),     0.54337,       0.79382,       0.45114,       0.61852,       0.273,       0.26284,       0.49045
(82, 384),     0.58952,       0.84041,       0.43981,       0.67522,       0.19969,       0.19709,       0.49029
(380, 466),     0.13709,       0.56054,       0.55497,       0.71504,       0.42082,       0.55297,       0.49024
(306, 390),     0.6595,       0.68639,       0.32148,       0.71929,       0.36028,       0.19261,       0.48992
(61, 88),     0.58049,       0.61455,       0.6996,       0.0904,       0.55662,       0.39727,       0.48982
(375, 466),     0.71924,       0.82425,       0.17202,       0.77724,       0.28503,       0.16093,       0.48978
(306, 383),     0.62162,       0.57334,       0.46395,       0.50663,       0.39218,       0.3769,       0.4891
