Comparing the following files: 
kelly_front_s1_v2/,  hadleigh_front_s1_v2/,  

Correlation cuttoff is 1
landmark(s),  kelly_front_s1_v2_vs_hadleigh_front_s1_v2,  average
(287, 385),     0.01329,       0.01329
(265, 384),     0.0134,       0.0134
(33, 145),     0.01349,       0.01349
(84, 308),     0.01381,       0.01381
(178, 362),     0.01402,       0.01402
(40, 415),     0.01408,       0.01408
(84, 181),     0.01427,       0.01427
(285, 375),     0.01442,       0.01442
(318, 417),     0.01443,       0.01443
(17, 124),     0.01476,       0.01476
(160, 269),     0.01484,       0.01484
(53, 156),     0.01509,       0.01509
(146, 327),     0.01523,       0.01523
(287, 336),     0.01529,       0.01529
(87, 283),     0.01539,       0.01539
(163, 185),     0.01567,       0.01567
(65, 276),     0.01568,       0.01568
(178, 380),     0.01605,       0.01605
(82, 287),     0.01606,       0.01606
(146, 160),     0.01612,       0.01612
(157, 292),     0.01617,       0.01617
(156, 336),     0.01641,       0.01641
(181, 291),     0.01643,       0.01643
(98, 191),     0.01664,       0.01664
(154, 409),     0.01668,       0.01668
(178, 334),     0.01674,       0.01674
(88, 263),     0.01682,       0.01682
(65, 321),     0.01691,       0.01691
(52, 124),     0.01704,       0.01704
(88, 311),     0.01707,       0.01707
(33, 91),     0.01729,       0.01729
(13, 409),     0.01759,       0.01759
(35, 153),     0.01789,       0.01789
(91, 334),     0.01795,       0.01795
(7, 145),     0.01812,       0.01812
(53, 385),     0.01827,       0.01827
(146, 193),     0.01838,       0.01838
(53, 383),     0.01854,       0.01854
(327, 386),     0.01858,       0.01858
(55, 383),     0.01879,       0.01879
(81, 318),     0.01893,       0.01893
(276, 317),     0.01894,       0.01894
(246, 321),     0.01905,       0.01905
(154, 321),     0.01911,       0.01911
(7, 173),     0.01929,       0.01929
(52, 155),     0.01963,       0.01963
(105, 405),     0.01974,       0.01974
(246, 267),     0.0199,       0.0199
(276, 300),     0.02041,       0.02041
(57, 157),     0.02056,       0.02056
(52, 383),     0.02058,       0.02058
(7, 380),     0.02064,       0.02064
(173, 321),     0.02087,       0.02087
(53, 353),     0.02091,       0.02091
(66, 318),     0.02109,       0.02109
(287, 324),     0.02109,       0.02109
(133, 383),     0.02127,       0.02127
(163, 191),     0.02135,       0.02135
(87, 314),     0.02157,       0.02157
(7, 33),     0.02159,       0.02159
(84, 287),     0.02184,       0.02184
(267, 415),     0.02185,       0.02185
(82, 308),     0.02208,       0.02208
(52, 107),     0.02218,       0.02218
(185, 306),     0.02221,       0.02221
(81, 409),     0.02224,       0.02224
(80, 82),     0.02235,       0.02235
(324, 375),     0.02245,       0.02245
(267, 310),     0.02254,       0.02254
(33, 382),     0.02271,       0.02271
(145, 153),     0.02272,       0.02272
(76, 95),     0.02278,       0.02278
(336, 388),     0.02283,       0.02283
(161, 383),     0.02284,       0.02284
(321, 385),     0.023,       0.023
(321, 386),     0.02317,       0.02317
(276, 314),     0.02327,       0.02327
(66, 293),     0.02339,       0.02339
(193, 318),     0.02354,       0.02354
(53, 405),     0.02356,       0.02356
(57, 291),     0.02382,       0.02382
(57, 163),     0.02395,       0.02395
(163, 321),     0.024,       0.024
(35, 384),     0.0242,       0.0242
(87, 409),     0.02434,       0.02434
(55, 327),     0.02474,       0.02474
(163, 173),     0.02481,       0.02481
(14, 283),     0.02483,       0.02483
(327, 384),     0.02486,       0.02486
(63, 314),     0.02497,       0.02497
(84, 263),     0.02525,       0.02525
(285, 334),     0.02562,       0.02562
(282, 300),     0.02569,       0.02569
(84, 283),     0.02574,       0.02574
(124, 362),     0.02602,       0.02602
(107, 308),     0.02608,       0.02608
(95, 270),     0.0265,       0.0265
(88, 295),     0.02666,       0.02666
(156, 402),     0.02671,       0.02671
(7, 381),     0.02716,       0.02716
(161, 306),     0.02748,       0.02748
(53, 381),     0.02782,       0.02782
(161, 291),     0.02783,       0.02783
(53, 384),     0.02786,       0.02786
(13, 415),     0.02798,       0.02798
(181, 249),     0.02809,       0.02809
(63, 181),     0.02811,       0.02811
(145, 270),     0.02839,       0.02839
(57, 375),     0.02851,       0.02851
(159, 270),     0.02863,       0.02863
(163, 265),     0.02865,       0.02865
(88, 296),     0.02866,       0.02866
(107, 387),     0.02876,       0.02876
(63, 270),     0.02881,       0.02881
(65, 318),     0.02886,       0.02886
(374, 380),     0.02902,       0.02902
(181, 466),     0.02907,       0.02907
(70, 384),     0.02921,       0.02921
(327, 336),     0.02935,       0.02935
(70, 353),     0.02936,       0.02936
(161, 292),     0.0294,       0.0294
(161, 276),     0.02941,       0.02941
(62, 146),     0.02948,       0.02948
(124, 191),     0.02952,       0.02952
(334, 382),     0.02952,       0.02952
(285, 324),     0.02967,       0.02967
(95, 193),     0.02968,       0.02968
(98, 385),     0.03029,       0.03029
(70, 336),     0.03073,       0.03073
(178, 398),     0.03083,       0.03083
(124, 374),     0.03093,       0.03093
(80, 375),     0.03112,       0.03112
(181, 282),     0.03117,       0.03117
(181, 321),     0.03122,       0.03122
(17, 178),     0.03131,       0.03131
(84, 88),     0.03138,       0.03138
(178, 282),     0.03171,       0.03171
(91, 285),     0.03205,       0.03205
(55, 156),     0.03247,       0.03247
(193, 353),     0.03248,       0.03248
(156, 353),     0.03251,       0.03251
(87, 263),     0.03278,       0.03278
(293, 314),     0.03289,       0.03289
(13, 287),     0.03296,       0.03296
(181, 296),     0.03305,       0.03305
(33, 156),     0.03347,       0.03347
(52, 276),     0.03352,       0.03352
(37, 156),     0.03359,       0.03359
(65, 385),     0.03364,       0.03364
(324, 385),     0.03375,       0.03375
(133, 300),     0.03387,       0.03387
(13, 191),     0.03419,       0.03419
(84, 292),     0.03443,       0.03443
(66, 387),     0.0348,       0.0348
(291, 375),     0.03497,       0.03497
(53, 415),     0.03507,       0.03507
(91, 296),     0.0351,       0.0351
(159, 409),     0.03562,       0.03562
(146, 159),     0.03563,       0.03563
(70, 267),     0.03569,       0.03569
(157, 293),     0.03573,       0.03573
(66, 98),     0.03575,       0.03575
(57, 88),     0.03589,       0.03589
(181, 295),     0.03596,       0.03596
(52, 293),     0.03605,       0.03605
(283, 334),     0.0362,       0.0362
(293, 296),     0.03627,       0.03627
(144, 415),     0.03635,       0.03635
(91, 385),     0.03659,       0.03659
(336, 375),     0.03662,       0.03662
(158, 283),     0.03669,       0.03669
(7, 160),     0.03671,       0.03671
(37, 415),     0.03676,       0.03676
(107, 327),     0.03691,       0.03691
(324, 386),     0.03693,       0.03693
(310, 317),     0.037,       0.037
(57, 144),     0.0372,       0.0372
(53, 300),     0.03722,       0.03722
(87, 249),     0.03746,       0.03746
(84, 334),     0.03752,       0.03752
(293, 317),     0.03758,       0.03758
(181, 285),     0.03782,       0.03782
(63, 84),     0.03782,       0.03782
(158, 409),     0.03789,       0.03789
(84, 318),     0.03822,       0.03822
(52, 353),     0.03825,       0.03825
(144, 269),     0.03829,       0.03829
(65, 383),     0.03829,       0.03829
(146, 417),     0.0383,       0.0383
(124, 193),     0.03839,       0.03839
(161, 375),     0.0388,       0.0388
(306, 386),     0.03893,       0.03893
(82, 324),     0.03895,       0.03895
(291, 386),     0.03904,       0.03904
(263, 384),     0.03908,       0.03908
(91, 386),     0.03912,       0.03912
(63, 415),     0.03929,       0.03929
(35, 155),     0.03933,       0.03933
(285, 321),     0.03967,       0.03967
(373, 380),     0.03982,       0.03982
(91, 95),     0.03985,       0.03985
(324, 327),     0.03996,       0.03996
(153, 318),     0.04008,       0.04008
(105, 382),     0.04017,       0.04017
(88, 385),     0.04022,       0.04022
(292, 386),     0.04028,       0.04028
(81, 306),     0.04031,       0.04031
(53, 270),     0.04036,       0.04036
(14, 263),     0.04064,       0.04064
(95, 385),     0.04076,       0.04076
(61, 154),     0.04098,       0.04098
(105, 265),     0.0412,       0.0412
(17, 263),     0.04127,       0.04127
(33, 161),     0.04134,       0.04134
(308, 386),     0.04153,       0.04153
(318, 353),     0.0416,       0.0416
(159, 283),     0.04165,       0.04165
(327, 353),     0.04186,       0.04186
(91, 295),     0.04196,       0.04196
(33, 405),     0.04197,       0.04197
(88, 285),     0.04205,       0.04205
(95, 384),     0.04221,       0.04221
(33, 384),     0.0423,       0.0423
(375, 387),     0.04233,       0.04233
(283, 285),     0.04261,       0.04261
(321, 387),     0.04262,       0.04262
(144, 146),     0.04284,       0.04284
(35, 386),     0.04294,       0.04294
(84, 91),     0.04303,       0.04303
(265, 324),     0.04312,       0.04312
(91, 282),     0.04337,       0.04337
(318, 382),     0.04346,       0.04346
(70, 285),     0.04354,       0.04354
(374, 381),     0.04362,       0.04362
(161, 353),     0.04367,       0.04367
(55, 321),     0.04376,       0.04376
(173, 318),     0.04379,       0.04379
(57, 145),     0.04407,       0.04407
(87, 390),     0.04409,       0.04409
(84, 402),     0.0442,       0.0442
(46, 91),     0.04432,       0.04432
(35, 145),     0.04441,       0.04441
(321, 384),     0.04443,       0.04443
(157, 308),     0.04443,       0.04443
(161, 415),     0.0446,       0.0446
(46, 181),     0.0447,       0.0447
(105, 383),     0.04489,       0.04489
(14, 249),     0.04496,       0.04496
(287, 387),     0.04503,       0.04503
(57, 185),     0.04505,       0.04505
(17, 63),     0.04513,       0.04513
(318, 381),     0.04524,       0.04524
(87, 334),     0.04556,       0.04556
(87, 382),     0.04559,       0.04559
(146, 409),     0.0456,       0.0456
(70, 157),     0.0456,       0.0456
(91, 336),     0.04561,       0.04561
(157, 324),     0.04567,       0.04567
(181, 336),     0.04586,       0.04586
(66, 300),     0.04594,       0.04594
(55, 353),     0.04619,       0.04619
(63, 91),     0.04636,       0.04636
(107, 321),     0.04662,       0.04662
(181, 388),     0.04663,       0.04663
(14, 409),     0.04664,       0.04664
(291, 385),     0.04666,       0.04666
(157, 417),     0.04678,       0.04678
(35, 385),     0.04681,       0.04681
(82, 409),     0.04684,       0.04684
(193, 383),     0.04702,       0.04702
(246, 417),     0.0472,       0.0472
(246, 300),     0.04721,       0.04721
(375, 384),     0.04739,       0.04739
(98, 146),     0.04753,       0.04753
(17, 283),     0.04753,       0.04753
(35, 161),     0.04761,       0.04761
(76, 312),     0.04763,       0.04763
(88, 417),     0.04773,       0.04773
(88, 327),     0.04775,       0.04775
(144, 383),     0.0478,       0.0478
(7, 95),     0.04788,       0.04788
(13, 308),     0.0479,       0.0479
(146, 158),     0.048,       0.048
(0, 415),     0.04803,       0.04803
(386, 405),     0.04837,       0.04837
(65, 98),     0.04855,       0.04855
(88, 124),     0.04856,       0.04856
(300, 373),     0.04859,       0.04859
(52, 65),     0.04867,       0.04867
(306, 385),     0.04876,       0.04876
(321, 336),     0.04878,       0.04878
(82, 292),     0.04897,       0.04897
(35, 353),     0.04915,       0.04915
(287, 405),     0.04933,       0.04933
(373, 381),     0.04935,       0.04935
(14, 334),     0.04957,       0.04957
(35, 373),     0.04987,       0.04987
(181, 386),     0.04994,       0.04994
(37, 311),     0.04995,       0.04995
(105, 300),     0.04996,       0.04996
(52, 265),     0.04998,       0.04998
(87, 373),     0.05001,       0.05001
(46, 146),     0.05013,       0.05013
(17, 287),     0.05013,       0.05013
(310, 311),     0.05037,       0.05037
(385, 405),     0.05042,       0.05042
(157, 409),     0.05044,       0.05044
(133, 163),     0.05057,       0.05057
(84, 466),     0.05075,       0.05075
(14, 87),     0.05083,       0.05083
(70, 383),     0.0509,       0.0509
(318, 362),     0.05101,       0.05101
(181, 390),     0.05103,       0.05103
(285, 318),     0.05109,       0.05109
(293, 381),     0.05111,       0.05111
(178, 466),     0.05123,       0.05123
(33, 318),     0.05124,       0.05124
(52, 405),     0.05144,       0.05144
(87, 362),     0.0518,       0.0518
(14, 390),     0.05182,       0.05182
(181, 387),     0.0519,       0.0519
(124, 185),     0.05192,       0.05192
(84, 249),     0.05201,       0.05201
(153, 321),     0.05208,       0.05208
(17, 91),     0.05214,       0.05214
(292, 385),     0.05236,       0.05236
(52, 384),     0.05252,       0.05252
(181, 385),     0.05267,       0.05267
(62, 191),     0.05289,       0.05289
(46, 353),     0.05306,       0.05306
(7, 374),     0.0531,       0.0531
(35, 144),     0.05314,       0.05314
(76, 154),     0.05319,       0.05319
(87, 381),     0.05324,       0.05324
(84, 306),     0.05337,       0.05337
(144, 154),     0.0534,       0.0534
(161, 308),     0.05344,       0.05344
(63, 276),     0.05344,       0.05344
(276, 387),     0.0535,       0.0535
(66, 405),     0.05366,       0.05366
(13, 62),     0.05369,       0.05369
(160, 353),     0.05373,       0.05373
(146, 385),     0.05392,       0.05392
(191, 267),     0.054,       0.054
(70, 88),     0.05402,       0.05402
(95, 380),     0.05411,       0.05411
(318, 380),     0.05434,       0.05434
(296, 327),     0.05442,       0.05442
(144, 185),     0.0546,       0.0546
(276, 402),     0.05468,       0.05468
(57, 409),     0.05469,       0.05469
(405, 417),     0.05476,       0.05476
(178, 295),     0.05478,       0.05478
(14, 382),     0.05482,       0.05482
(46, 383),     0.05487,       0.05487
(105, 353),     0.0549,       0.0549
(87, 374),     0.055,       0.055
(17, 334),     0.05504,       0.05504
(181, 375),     0.05516,       0.05516
(53, 276),     0.05516,       0.05516
(285, 405),     0.05526,       0.05526
(269, 415),     0.05528,       0.05528
(91, 246),     0.05532,       0.05532
(327, 375),     0.0554,       0.0554
(17, 308),     0.05541,       0.05541
(308, 385),     0.05555,       0.05555
(282, 295),     0.05555,       0.05555
(291, 321),     0.05561,       0.05561
(80, 160),     0.05569,       0.05569
(324, 336),     0.05572,       0.05572
(105, 314),     0.05587,       0.05587
(46, 314),     0.05591,       0.05591
(263, 314),     0.0564,       0.0564
(146, 178),     0.05656,       0.05656
(63, 157),     0.05678,       0.05678
(33, 310),     0.05693,       0.05693
(145, 146),     0.0571,       0.0571
(318, 398),     0.05721,       0.05721
(63, 300),     0.05725,       0.05725
(46, 374),     0.05737,       0.05737
(267, 269),     0.05744,       0.05744
(144, 321),     0.05746,       0.05746
(387, 405),     0.05753,       0.05753
(14, 373),     0.05782,       0.05782
(324, 384),     0.05787,       0.05787
(276, 405),     0.058,       0.058
(84, 296),     0.05801,       0.05801
(373, 374),     0.05806,       0.05806
(40, 308),     0.05827,       0.05827
(13, 78),     0.05827,       0.05827
(91, 384),     0.05863,       0.05863
(87, 380),     0.059,       0.059
(88, 386),     0.05908,       0.05908
(98, 384),     0.05929,       0.05929
(157, 321),     0.05934,       0.05934
(185, 291),     0.05959,       0.05959
(87, 282),     0.05959,       0.05959
(178, 296),     0.05982,       0.05982
(282, 362),     0.05993,       0.05993
(35, 383),     0.05997,       0.05997
(70, 402),     0.06006,       0.06006
(84, 285),     0.06018,       0.06018
(84, 282),     0.0603,       0.0603
(321, 353),     0.06034,       0.06034
(91, 387),     0.06039,       0.06039
(336, 405),     0.06042,       0.06042
(46, 84),     0.06052,       0.06052
(145, 318),     0.06059,       0.06059
(14, 362),     0.06098,       0.06098
(263, 388),     0.06112,       0.06112
(98, 107),     0.06127,       0.06127
(35, 246),     0.06134,       0.06134
(17, 181),     0.06167,       0.06167
(14, 381),     0.0617,       0.0617
(287, 314),     0.06183,       0.06183
(193, 405),     0.06197,       0.06197
(63, 402),     0.06209,       0.06209
(84, 295),     0.06213,       0.06213
(78, 154),     0.06221,       0.06221
(88, 336),     0.06224,       0.06224
(95, 276),     0.06231,       0.06231
(181, 384),     0.06253,       0.06253
(17, 466),     0.06258,       0.06258
(14, 374),     0.06261,       0.06261
(382, 402),     0.0627,       0.0627
(283, 398),     0.0627,       0.0627
(91, 417),     0.06281,       0.06281
(7, 318),     0.06294,       0.06294
(88, 466),     0.06295,       0.06295
(178, 384),     0.06308,       0.06308
(55, 318),     0.06312,       0.06312
(65, 283),     0.06317,       0.06317
(384, 405),     0.06327,       0.06327
(95, 285),     0.06327,       0.06327
(181, 415),     0.0634,       0.0634
(33, 373),     0.0636,       0.0636
(105, 276),     0.06371,       0.06371
(246, 276),     0.06375,       0.06375
(53, 314),     0.06382,       0.06382
(14, 282),     0.06406,       0.06406
(17, 324),     0.06418,       0.06418
(318, 336),     0.06419,       0.06419
(324, 387),     0.06422,       0.06422
(293, 405),     0.06438,       0.06438
(65, 405),     0.0646,       0.0646
(62, 154),     0.06461,       0.06461
(318, 384),     0.06493,       0.06493
(84, 336),     0.06506,       0.06506
(84, 388),     0.06541,       0.06541
(318, 385),     0.06549,       0.06549
(95, 246),     0.06557,       0.06557
(145, 321),     0.06572,       0.06572
(133, 405),     0.06581,       0.06581
(17, 249),     0.06582,       0.06582
(285, 314),     0.06583,       0.06583
(308, 415),     0.06587,       0.06587
(285, 388),     0.06595,       0.06595
(33, 181),     0.06604,       0.06604
(13, 324),     0.06616,       0.06616
(52, 173),     0.06625,       0.06625
(155, 405),     0.06633,       0.06633
(146, 386),     0.06637,       0.06637
(314, 334),     0.06637,       0.06637
(388, 405),     0.06655,       0.06655
(14, 380),     0.06661,       0.06661
(33, 385),     0.06666,       0.06666
(314, 386),     0.06701,       0.06701
(52, 398),     0.06706,       0.06706
(283, 317),     0.06719,       0.06719
(105, 181),     0.06737,       0.06737
(153, 155),     0.06737,       0.06737
(91, 263),     0.06747,       0.06747
(318, 374),     0.06751,       0.06751
(381, 402),     0.06765,       0.06765
(156, 178),     0.0678,       0.0678
(283, 314),     0.0679,       0.0679
(91, 181),     0.06798,       0.06798
(380, 381),     0.06801,       0.06801
(293, 402),     0.06808,       0.06808
(124, 398),     0.06844,       0.06844
(321, 388),     0.06848,       0.06848
(107, 318),     0.06848,       0.06848
(306, 324),     0.06848,       0.06848
(95, 154),     0.06864,       0.06864
(53, 181),     0.06878,       0.06878
(362, 402),     0.06888,       0.06888
(87, 398),     0.06893,       0.06893
(13, 292),     0.06904,       0.06904
(84, 386),     0.06907,       0.06907
(95, 374),     0.06907,       0.06907
(314, 336),     0.06909,       0.06909
(263, 405),     0.06911,       0.06911
(159, 269),     0.06918,       0.06918
(158, 270),     0.06933,       0.06933
(35, 37),     0.06947,       0.06947
(314, 466),     0.06953,       0.06953
(84, 387),     0.06966,       0.06966
(105, 293),     0.06975,       0.06975
(405, 466),     0.06985,       0.06985
(17, 285),     0.07005,       0.07005
(17, 296),     0.07022,       0.07022
(78, 269),     0.07032,       0.07032
(318, 386),     0.07035,       0.07035
(17, 292),     0.07037,       0.07037
(296, 405),     0.07049,       0.07049
(163, 318),     0.07054,       0.07054
(84, 291),     0.07058,       0.07058
(80, 87),     0.07062,       0.07062
(80, 161),     0.07063,       0.07063
(52, 387),     0.07083,       0.07083
(314, 385),     0.07114,       0.07114
(321, 398),     0.07128,       0.07128
(146, 153),     0.07138,       0.07138
(84, 105),     0.07141,       0.07141
(14, 80),     0.07141,       0.07141
(158, 375),     0.07165,       0.07165
(312, 409),     0.07175,       0.07175
(314, 387),     0.07181,       0.07181
(296, 314),     0.07194,       0.07194
(295, 327),     0.07201,       0.07201
(161, 267),     0.07205,       0.07205
(95, 381),     0.07213,       0.07213
(124, 310),     0.07237,       0.07237
(161, 321),     0.07238,       0.07238
(107, 336),     0.07244,       0.07244
(181, 373),     0.07269,       0.07269
(65, 353),     0.07293,       0.07293
(17, 46),     0.07294,       0.07294
(324, 383),     0.07301,       0.07301
(33, 276),     0.07308,       0.07308
(55, 98),     0.07329,       0.07329
(306, 321),     0.07334,       0.07334
(17, 336),     0.07348,       0.07348
(144, 318),     0.0735,       0.0735
(84, 385),     0.07356,       0.07356
(296, 387),     0.07364,       0.07364
(84, 390),     0.07368,       0.07368
(39, 312),     0.07401,       0.07401
(17, 388),     0.0741,       0.0741
(249, 314),     0.07413,       0.07413
(17, 105),     0.07421,       0.07421
(310, 409),     0.07422,       0.07422
(158, 291),     0.07425,       0.07425
(80, 159),     0.07428,       0.07428
(33, 300),     0.07439,       0.07439
(95, 153),     0.07445,       0.07445
(287, 308),     0.07456,       0.07456
(7, 91),     0.07465,       0.07465
(324, 381),     0.0747,       0.0747
(314, 388),     0.07477,       0.07477
(145, 185),     0.07478,       0.07478
(33, 362),     0.07482,       0.07482
(327, 387),     0.07483,       0.07483
(40, 324),     0.07492,       0.07492
(52, 66),     0.07498,       0.07498
(380, 402),     0.07499,       0.07499
(306, 387),     0.07504,       0.07504
(133, 276),     0.0752,       0.0752
(292, 387),     0.07524,       0.07524
(173, 405),     0.07525,       0.07525
(17, 386),     0.07526,       0.07526
(308, 387),     0.07543,       0.07543
(17, 295),     0.07575,       0.07575
(398, 405),     0.07579,       0.07579
(78, 191),     0.07582,       0.07582
(276, 374),     0.07584,       0.07584
(53, 84),     0.07596,       0.07596
(95, 163),     0.076,       0.076
(285, 296),     0.076,       0.076
(193, 409),     0.07603,       0.07603
(181, 398),     0.07607,       0.07607
(291, 387),     0.0761,       0.0761
(144, 265),     0.07622,       0.07622
(63, 105),     0.07622,       0.07622
(17, 387),     0.07624,       0.07624
(7, 398),     0.07624,       0.07624
(55, 405),     0.07628,       0.07628
(95, 386),     0.07635,       0.07635
(91, 193),     0.07644,       0.07644
(95, 398),     0.07645,       0.07645
(95, 98),     0.07668,       0.07668
(17, 282),     0.07676,       0.07676
(14, 398),     0.07687,       0.07687
(321, 382),     0.07692,       0.07692
(308, 314),     0.07723,       0.07723
(382, 405),     0.07724,       0.07724
(249, 405),     0.07768,       0.07768
(66, 314),     0.07772,       0.07772
(334, 405),     0.07776,       0.07776
(35, 311),     0.07789,       0.07789
(53, 380),     0.07793,       0.07793
(107, 405),     0.07795,       0.07795
(317, 382),     0.07795,       0.07795
(63, 388),     0.07801,       0.07801
(107, 276),     0.07802,       0.07802
(7, 405),     0.07806,       0.07806
(296, 362),     0.07807,       0.07807
(270, 287),     0.07815,       0.07815
(91, 388),     0.07827,       0.07827
(91, 161),     0.07832,       0.07832
(81, 291),     0.07848,       0.07848
(87, 295),     0.07852,       0.07852
(362, 405),     0.07853,       0.07853
(61, 270),     0.0788,       0.0788
(283, 295),     0.07889,       0.07889
(57, 312),     0.07898,       0.07898
(63, 373),     0.07923,       0.07923
(87, 466),     0.07932,       0.07932
(374, 402),     0.07951,       0.07951
(324, 382),     0.07958,       0.07958
(46, 95),     0.0796,       0.0796
(14, 295),     0.07969,       0.07969
(178, 285),     0.07971,       0.07971
(35, 402),     0.07983,       0.07983
(124, 353),     0.07989,       0.07989
(246, 310),     0.07994,       0.07994
(98, 375),     0.07996,       0.07996
(157, 283),     0.08007,       0.08007
(181, 362),     0.08013,       0.08013
(156, 384),     0.08015,       0.08015
(321, 362),     0.08017,       0.08017
(52, 285),     0.08019,       0.08019
(181, 382),     0.08021,       0.08021
(317, 334),     0.08024,       0.08024
(91, 327),     0.08036,       0.08036
(295, 314),     0.08039,       0.08039
(311, 409),     0.08044,       0.08044
(321, 381),     0.08044,       0.08044
(35, 163),     0.08048,       0.08048
(17, 385),     0.08071,       0.08071
(91, 466),     0.08075,       0.08075
(40, 160),     0.08092,       0.08092
(157, 287),     0.08101,       0.08101
(296, 321),     0.08119,       0.08119
(105, 124),     0.08126,       0.08126
(91, 249),     0.08129,       0.08129
(295, 405),     0.08134,       0.08134
(88, 387),     0.08144,       0.08144
(246, 405),     0.08151,       0.08151
(155, 383),     0.08152,       0.08152
(314, 417),     0.08153,       0.08153
(105, 402),     0.08156,       0.08156
(146, 300),     0.0816,       0.0816
(33, 386),     0.08166,       0.08166
(17, 306),     0.08175,       0.08175
(324, 380),     0.08193,       0.08193
(53, 387),     0.08193,       0.08193
(17, 53),     0.082,       0.082
(398, 402),     0.082,       0.082
(14, 296),     0.08217,       0.08217
(33, 153),     0.08225,       0.08225
(157, 163),     0.0823,       0.0823
(57, 387),     0.08235,       0.08235
(158, 163),     0.08253,       0.08253
(14, 466),     0.08274,       0.08274
(87, 296),     0.08313,       0.08313
(52, 314),     0.08321,       0.08321
(178, 385),     0.08336,       0.08336
(178, 388),     0.0835,       0.0835
(13, 76),     0.08361,       0.08361
(66, 334),     0.08361,       0.08361
(317, 381),     0.08382,       0.08382
(57, 153),     0.08383,       0.08383
(178, 311),     0.08393,       0.08393
(317, 362),     0.08398,       0.08398
(39, 415),     0.08406,       0.08406
(314, 384),     0.08432,       0.08432
(381, 405),     0.08437,       0.08437
(88, 388),     0.08442,       0.08442
(62, 269),     0.08459,       0.08459
(84, 384),     0.08461,       0.08461
(324, 398),     0.08469,       0.08469
(381, 390),     0.0848,       0.0848
(185, 409),     0.08497,       0.08497
(300, 417),     0.08528,       0.08528
(66, 181),     0.08536,       0.08536
(146, 157),     0.0855,       0.0855
(154, 405),     0.08557,       0.08557
(163, 267),     0.08562,       0.08562
(95, 145),     0.08564,       0.08564
(158, 306),     0.08574,       0.08574
(53, 91),     0.08591,       0.08591
(321, 375),     0.08607,       0.08607
(52, 362),     0.08612,       0.08612
(181, 417),     0.08621,       0.08621
(70, 386),     0.08624,       0.08624
(249, 317),     0.08626,       0.08626
(17, 390),     0.08645,       0.08645
(57, 405),     0.08649,       0.08649
(95, 155),     0.08661,       0.08661
(263, 317),     0.08687,       0.08687
(124, 383),     0.08697,       0.08697
(373, 402),     0.08699,       0.08699
(296, 318),     0.08706,       0.08706
(124, 402),     0.0871,       0.0871
(318, 387),     0.08729,       0.08729
(55, 181),     0.0874,       0.0874
(292, 314),     0.08741,       0.08741
(82, 318),     0.08746,       0.08746
(181, 374),     0.08759,       0.08759
(66, 276),     0.08763,       0.08763
(81, 402),     0.08764,       0.08764
(105, 381),     0.08765,       0.08765
(282, 314),     0.08785,       0.08785
(98, 318),     0.08798,       0.08798
(107, 283),     0.08799,       0.08799
(65, 314),     0.08808,       0.08808
(318, 373),     0.08829,       0.08829
(95, 312),     0.08851,       0.08851
(40, 159),     0.0886,       0.0886
(314, 324),     0.08864,       0.08864
(33, 84),     0.08873,       0.08873
(191, 314),     0.08876,       0.08876
(52, 70),     0.08883,       0.08883
(91, 160),     0.08885,       0.08885
(317, 374),     0.08917,       0.08917
(181, 381),     0.08926,       0.08926
(317, 390),     0.0894,       0.0894
(321, 380),     0.08942,       0.08942
(66, 84),     0.08943,       0.08943
(390, 405),     0.08944,       0.08944
(317, 380),     0.08946,       0.08946
(66, 384),     0.08957,       0.08957
(57, 95),     0.08958,       0.08958
(91, 105),     0.08982,       0.08982
(144, 191),     0.0899,       0.0899
(98, 383),     0.08991,       0.08991
(317, 373),     0.09009,       0.09009
(107, 282),     0.09011,       0.09011
(193, 314),     0.09013,       0.09013
(82, 306),     0.09013,       0.09013
(156, 311),     0.09031,       0.09031
(283, 405),     0.09034,       0.09034
(46, 144),     0.09039,       0.09039
(334, 402),     0.09055,       0.09055
(324, 362),     0.0906,       0.0906
(181, 246),     0.09061,       0.09061
(155, 409),     0.09069,       0.09069
(33, 314),     0.09077,       0.09077
(178, 386),     0.09092,       0.09092
(300, 390),     0.09097,       0.09097
(144, 353),     0.0911,       0.0911
(265, 398),     0.09118,       0.09118
(95, 382),     0.0912,       0.0912
(145, 163),     0.09123,       0.09123
(300, 318),     0.09124,       0.09124
(306, 375),     0.09125,       0.09125
(314, 390),     0.09127,       0.09127
(66, 383),     0.09127,       0.09127
(52, 181),     0.09155,       0.09155
(283, 402),     0.09155,       0.09155
(285, 402),     0.09158,       0.09158
(306, 314),     0.09162,       0.09162
(63, 107),     0.09171,       0.09171
(390, 402),     0.09175,       0.09175
(17, 66),     0.0918,       0.0918
(53, 285),     0.09186,       0.09186
(249, 402),     0.09193,       0.09193
(55, 314),     0.09205,       0.09205
(91, 310),     0.09217,       0.09217
(178, 336),     0.09231,       0.09231
(65, 181),     0.09246,       0.09246
(287, 384),     0.09255,       0.09255
(17, 291),     0.09265,       0.09265
(63, 66),     0.09268,       0.09268
(185, 375),     0.09275,       0.09275
(91, 98),     0.09279,       0.09279
(383, 417),     0.0929,       0.0929
(95, 144),     0.09297,       0.09297
(107, 314),     0.09299,       0.09299
(375, 388),     0.09305,       0.09305
(61, 385),     0.09305,       0.09305
(17, 384),     0.09306,       0.09306
