Comparing the following files: 
hadleigh_front_s2_v2/,  hadleigh_low_s2_v2/,  hadleigh_right_threequarter_s2_v2/,  hadleigh_left_threequarter_s2_v2/,  

Correlation cuttoff is -1
landmark(s),  hadleigh_front_s2_v2_vs_hadleigh_low_s2_v2,  hadleigh_front_s2_v2_vs_hadleigh_right_threequarter_s2_v2,  hadleigh_front_s2_v2_vs_hadleigh_left_threequarter_s2_v2,  hadleigh_low_s2_v2_vs_hadleigh_right_threequarter_s2_v2,  hadleigh_low_s2_v2_vs_hadleigh_left_threequarter_s2_v2,  hadleigh_right_threequarter_s2_v2_vs_hadleigh_left_threequarter_s2_v2,  average
(40, 156),     0.84345,       0.9355,       0.7833,       0.88585,       0.7379,       0.81201,       0.833
(144, 191),     0.89918,       0.93592,       0.79692,       0.88982,       0.6958,       0.78013,       0.83296
(39, 157),     0.80592,       0.92527,       0.84721,       0.84618,       0.73486,       0.83794,       0.8329
(82, 173),     0.78302,       0.92594,       0.80122,       0.84122,       0.7997,       0.84613,       0.83287
(267, 321),     0.80434,       0.90204,       0.67828,       0.95365,       0.83795,       0.82068,       0.83282
(39, 173),     0.7939,       0.91951,       0.86048,       0.84907,       0.72933,       0.84205,       0.83239
(13, 382),     0.79002,       0.92467,       0.81692,       0.86476,       0.74492,       0.85291,       0.83237
(78, 324),     0.83067,       0.94047,       0.77313,       0.82724,       0.86096,       0.76135,       0.8323
(13, 336),     0.86196,       0.9286,       0.74911,       0.91487,       0.77252,       0.76624,       0.83222
(293, 312),     0.84038,       0.93982,       0.81906,       0.85133,       0.74111,       0.80154,       0.83221
(14, 81),     0.81983,       0.92362,       0.74178,       0.88783,       0.833,       0.78697,       0.83217
(13, 270),     0.89192,       0.76514,       0.87877,       0.87541,       0.85325,       0.72732,       0.83197
(80, 91),     0.82569,       0.89958,       0.67795,       0.95437,       0.8333,       0.80074,       0.83194
(40, 46),     0.81734,       0.93987,       0.8606,       0.82237,       0.71437,       0.83693,       0.83191
(82, 382),     0.78577,       0.91644,       0.82705,       0.87049,       0.72901,       0.86267,       0.8319
(157, 191),     0.88353,       0.90918,       0.8203,       0.88522,       0.73546,       0.7574,       0.83185
(13, 296),     0.85555,       0.92532,       0.78105,       0.90456,       0.75112,       0.77323,       0.83181
(178, 267),     0.81822,       0.90012,       0.65975,       0.9401,       0.83736,       0.83452,       0.83168
(82, 154),     0.78812,       0.92123,       0.8022,       0.84588,       0.79268,       0.83957,       0.83161
(14, 37),     0.80194,       0.89942,       0.66816,       0.94929,       0.84909,       0.82165,       0.83159
(82, 158),     0.80162,       0.9308,       0.76468,       0.8563,       0.80838,       0.82778,       0.83159
(52, 81),     0.82874,       0.94231,       0.79034,       0.86611,       0.73405,       0.82766,       0.83154
(82, 295),     0.85448,       0.90936,       0.80419,       0.88218,       0.75031,       0.78738,       0.83132
(296, 310),     0.87995,       0.93733,       0.76788,       0.90231,       0.77535,       0.72508,       0.83132
(82, 155),     0.77683,       0.92244,       0.80883,       0.84152,       0.78658,       0.85124,       0.83124
(163, 185),     0.89465,       0.93924,       0.82285,       0.88533,       0.68377,       0.76131,       0.83119
(17, 81),     0.80044,       0.90239,       0.71583,       0.93637,       0.81966,       0.81149,       0.83103
(285, 311),     0.87595,       0.93614,       0.73009,       0.9103,       0.78714,       0.74642,       0.83101
(161, 191),     0.8806,       0.94808,       0.79516,       0.8824,       0.69159,       0.78799,       0.83097
(181, 312),     0.82006,       0.90313,       0.67912,       0.95343,       0.81727,       0.81236,       0.83089
(263, 312),     0.79897,       0.94174,       0.83281,       0.81976,       0.72925,       0.86265,       0.83086
(70, 81),     0.80027,       0.92889,       0.79728,       0.85853,       0.74514,       0.85408,       0.8307
(178, 310),     0.90333,       0.79471,       0.87135,       0.72835,       0.86323,       0.82203,       0.8305
(46, 191),     0.83597,       0.95396,       0.83152,       0.83486,       0.70683,       0.81917,       0.83039
(312, 336),     0.86172,       0.93314,       0.7349,       0.91207,       0.78505,       0.75534,       0.83037
(57, 81),     0.86641,       0.8785,       0.79788,       0.94001,       0.74546,       0.75386,       0.83035
(13, 388),     0.81239,       0.93124,       0.80661,       0.85422,       0.73353,       0.84397,       0.83033
(37, 78),     0.81027,       0.9348,       0.75301,       0.84837,       0.79254,       0.84263,       0.83027
(81, 91),     0.82634,       0.90111,       0.66266,       0.95764,       0.83543,       0.79803,       0.8302
(17, 321),     0.79727,       0.90362,       0.87203,       0.78254,       0.75548,       0.86971,       0.83011
(63, 80),     0.81825,       0.94501,       0.82898,       0.83031,       0.71755,       0.84037,       0.83008
(311, 314),     0.80361,       0.90123,       0.6803,       0.9459,       0.83003,       0.81933,       0.83007
(70, 185),     0.82495,       0.94489,       0.85953,       0.82226,       0.70882,       0.81917,       0.82994
(81, 107),     0.86521,       0.92489,       0.75181,       0.92159,       0.75693,       0.75806,       0.82975
(17, 311),     0.8068,       0.90098,       0.69188,       0.94826,       0.81402,       0.81642,       0.82973
(39, 267),     0.84081,       0.91477,       0.8023,       0.83097,       0.76147,       0.82791,       0.82971
(84, 321),     0.77861,       0.92612,       0.87583,       0.7684,       0.73959,       0.88959,       0.82969
(82, 362),     0.78132,       0.91732,       0.82418,       0.86863,       0.72396,       0.86238,       0.82963
(81, 98),     0.86023,       0.90628,       0.75719,       0.87057,       0.81553,       0.76775,       0.82959
(0, 146),     0.82831,       0.91077,       0.70866,       0.90454,       0.7872,       0.83717,       0.82944
(78, 185),     0.81941,       0.88532,       0.68009,       0.89635,       0.85331,       0.84077,       0.82921
(324, 327),     0.80763,       0.87694,       0.66953,       0.93186,       0.86857,       0.82017,       0.82912
(39, 158),     0.81159,       0.92753,       0.82947,       0.84285,       0.73123,       0.83196,       0.8291
(88, 405),     0.90604,       0.91309,       0.80437,       0.82744,       0.83857,       0.68478,       0.82905
(98, 292),     0.92988,       0.78291,       0.90871,       0.746,       0.9268,       0.68002,       0.82905
(65, 82),     0.83749,       0.93321,       0.75061,       0.89302,       0.75109,       0.80868,       0.82902
(91, 269),     0.82478,       0.90669,       0.71173,       0.92232,       0.78858,       0.81953,       0.82894
(39, 133),     0.78431,       0.91534,       0.86322,       0.85075,       0.7189,       0.84104,       0.82893
(82, 314),     0.80167,       0.89959,       0.69191,       0.94155,       0.8299,       0.80874,       0.82889
(98, 306),     0.93136,       0.7798,       0.90739,       0.75222,       0.92868,       0.67331,       0.82879
(181, 375),     0.82785,       0.89458,       0.90198,       0.67799,       0.81208,       0.85812,       0.82877
(13, 362),     0.78238,       0.92547,       0.81372,       0.86014,       0.73768,       0.85271,       0.82868
(185, 246),     0.8772,       0.94571,       0.82645,       0.87477,       0.67201,       0.77501,       0.82853
(398, 415),     0.89025,       0.91961,       0.77769,       0.86601,       0.78444,       0.73254,       0.82842
(81, 124),     0.78949,       0.93516,       0.79286,       0.85973,       0.73533,       0.85774,       0.82838
(62, 181),     0.79048,       0.94962,       0.83076,       0.84935,       0.70327,       0.84613,       0.82827
(82, 153),     0.78724,       0.92441,       0.7952,       0.83817,       0.7872,       0.83729,       0.82825
(308, 324),     0.90877,       0.73474,       0.89446,       0.87524,       0.8658,       0.69007,       0.82818
(95, 287),     0.91232,       0.86456,       0.8488,       0.73099,       0.80552,       0.8056,       0.82797
(82, 296),     0.85124,       0.91456,       0.79308,       0.89411,       0.74098,       0.77373,       0.82795
(146, 267),     0.82951,       0.91657,       0.72197,       0.89594,       0.77372,       0.82956,       0.82788
(270, 314),     0.79484,       0.90161,       0.71193,       0.9381,       0.80415,       0.81665,       0.82788
(81, 336),     0.8725,       0.90359,       0.78231,       0.90197,       0.75775,       0.74879,       0.82782
(0, 178),     0.80963,       0.89231,       0.64264,       0.94389,       0.84513,       0.8322,       0.82763
(65, 80),     0.85295,       0.93409,       0.79002,       0.88694,       0.71521,       0.78627,       0.82758
(82, 107),     0.85287,       0.92882,       0.72985,       0.92064,       0.76467,       0.76826,       0.82752
(37, 62),     0.80124,       0.93579,       0.75887,       0.8438,       0.78287,       0.84232,       0.82748
(267, 317),     0.80032,       0.89743,       0.64571,       0.9482,       0.84997,       0.82309,       0.82745
(39, 155),     0.78504,       0.913,       0.86271,       0.8483,       0.71683,       0.83867,       0.82743
(82, 159),     0.79775,       0.93084,       0.75826,       0.84986,       0.8012,       0.82652,       0.82741
(87, 409),     0.91843,       0.76211,       0.88846,       0.69801,       0.88594,       0.81046,       0.82723
(33, 81),     0.78371,       0.94131,       0.80497,       0.84853,       0.72959,       0.85492,       0.82717
(37, 178),     0.80498,       0.89387,       0.64283,       0.94981,       0.84707,       0.82443,       0.82716
(160, 191),     0.87733,       0.94276,       0.7928,       0.87095,       0.6965,       0.77997,       0.82672
(13, 55),     0.85198,       0.92956,       0.71906,       0.91547,       0.7721,       0.77079,       0.82649
(84, 270),     0.79791,       0.90107,       0.73518,       0.93468,       0.77516,       0.81456,       0.82643
(17, 40),     0.79232,       0.89942,       0.75274,       0.93317,       0.79149,       0.7878,       0.82616
(39, 154),     0.7962,       0.90879,       0.85706,       0.8488,       0.71905,       0.82513,       0.82584
(62, 321),     0.83961,       0.94624,       0.80551,       0.75433,       0.85273,       0.75665,       0.82584
(81, 105),     0.81281,       0.94074,       0.79116,       0.85769,       0.72326,       0.82936,       0.82584
(153, 191),     0.89486,       0.89948,       0.80888,       0.88331,       0.71853,       0.74964,       0.82578
(145, 191),     0.89657,       0.91498,       0.7986,       0.87816,       0.70442,       0.76126,       0.82566
(95, 405),     0.87837,       0.94123,       0.801,       0.77882,       0.83122,       0.72328,       0.82565
(37, 405),     0.79362,       0.89563,       0.69733,       0.94824,       0.81482,       0.80419,       0.82564
(76, 321),     0.84077,       0.94516,       0.80881,       0.7518,       0.84685,       0.75965,       0.82551
(52, 80),     0.82611,       0.94657,       0.81062,       0.84913,       0.70846,       0.81199,       0.82548
(37, 146),     0.82474,       0.90295,       0.68352,       0.92414,       0.78658,       0.83061,       0.82542
(155, 185),     0.89704,       0.86494,       0.85449,       0.89365,       0.73898,       0.70332,       0.8254
(84, 91),     0.85641,       0.93378,       0.82721,       0.79603,       0.77027,       0.7676,       0.82522
(158, 191),     0.87561,       0.92224,       0.80354,       0.87522,       0.71645,       0.75691,       0.825
(362, 415),     0.88831,       0.91303,       0.78277,       0.85988,       0.77508,       0.72994,       0.82484
(39, 159),     0.81029,       0.92803,       0.82066,       0.83492,       0.72242,       0.83267,       0.82483
(37, 87),     0.79914,       0.89409,       0.64678,       0.94931,       0.84421,       0.81541,       0.82482
(133, 185),     0.89534,       0.86109,       0.85497,       0.89863,       0.73964,       0.69889,       0.82476
(0, 78),     0.79966,       0.94206,       0.76477,       0.82134,       0.78644,       0.83413,       0.82473
(40, 384),     0.82666,       0.85334,       0.87406,       0.84887,       0.74629,       0.79844,       0.82461
(66, 82),     0.83218,       0.93321,       0.74292,       0.89998,       0.74519,       0.79343,       0.82449
(40, 91),     0.80834,       0.88953,       0.68221,       0.9511,       0.81698,       0.79872,       0.82448
(14, 178),     0.8993,       0.95174,       0.71226,       0.88735,       0.77243,       0.72378,       0.82448
(80, 387),     0.83859,       0.85271,       0.84214,       0.83144,       0.76783,       0.81332,       0.82434
(40, 385),     0.83664,       0.84837,       0.8681,       0.81779,       0.76654,       0.80785,       0.82422
(306, 387),     0.84488,       0.90403,       0.809,       0.86,       0.77116,       0.75584,       0.82415
(87, 267),     0.80583,       0.89612,       0.64269,       0.94516,       0.83441,       0.82028,       0.82408
(78, 321),     0.83917,       0.94642,       0.79856,       0.75534,       0.85622,       0.74764,       0.82389
(17, 270),     0.79273,       0.8979,       0.72335,       0.93684,       0.78152,       0.81053,       0.82381
(37, 76),     0.79602,       0.93471,       0.75732,       0.84628,       0.7693,       0.83905,       0.82378
(0, 14),     0.79622,       0.89366,       0.64104,       0.94761,       0.84647,       0.81695,       0.82366
(159, 191),     0.87266,       0.93281,       0.79609,       0.86595,       0.70543,       0.7679,       0.82347
(81, 295),     0.85765,       0.88441,       0.82066,       0.85995,       0.74533,       0.77275,       0.82346
(82, 145),     0.77812,       0.9289,       0.79191,       0.82309,       0.77635,       0.84126,       0.82327
(287, 312),     0.85299,       0.87555,       0.79717,       0.90429,       0.75444,       0.75424,       0.82311
(269, 300),     0.79802,       0.93959,       0.87756,       0.75862,       0.73096,       0.83371,       0.82308
(306, 373),     0.87501,       0.85343,       0.82425,       0.86206,       0.80124,       0.72146,       0.82291
(98, 291),     0.93115,       0.76964,       0.90515,       0.74547,       0.92911,       0.65668,       0.82287
(146, 287),     0.82877,       0.91063,       0.86312,       0.71217,       0.76999,       0.852,       0.82278
(81, 374),     0.79314,       0.88932,       0.84706,       0.85184,       0.71735,       0.83782,       0.82275
(161, 185),     0.87179,       0.93957,       0.82414,       0.8591,       0.67418,       0.76695,       0.82262
(314, 405),     0.82816,       0.87806,       0.86146,       0.72962,       0.77119,       0.86665,       0.82252
(39, 153),     0.80201,       0.91451,       0.84681,       0.84319,       0.71001,       0.81852,       0.82251
(13, 282),     0.83749,       0.91876,       0.80702,       0.87178,       0.72377,       0.77612,       0.82249
(293, 308),     0.81049,       0.90391,       0.86424,       0.83886,       0.75465,       0.76204,       0.82237
(318, 327),     0.79076,       0.87139,       0.63871,       0.93852,       0.86983,       0.82338,       0.8221
(78, 267),     0.80063,       0.94349,       0.77277,       0.82373,       0.76124,       0.82923,       0.82185
(17, 181),     0.89557,       0.89652,       0.79318,       0.86731,       0.80678,       0.67152,       0.82181
(80, 380),     0.8305,       0.83316,       0.86536,       0.87099,       0.75971,       0.77107,       0.8218
(311, 336),     0.8636,       0.93686,       0.71608,       0.90521,       0.77889,       0.7301,       0.82179
(0, 87),     0.79937,       0.89088,       0.63332,       0.94684,       0.84219,       0.81793,       0.82176
(14, 267),     0.7987,       0.89505,       0.63745,       0.94623,       0.83783,       0.8147,       0.82166
(39, 145),     0.8049,       0.92373,       0.83984,       0.83738,       0.70216,       0.82121,       0.82154
(63, 81),     0.79817,       0.93677,       0.79888,       0.83199,       0.71703,       0.84585,       0.82145
(0, 62),     0.78844,       0.9427,       0.76951,       0.81588,       0.77756,       0.8345,       0.82143
(81, 317),     0.84046,       0.92975,       0.74545,       0.86124,       0.83014,       0.72021,       0.82121
(13, 181),     0.80921,       0.89619,       0.65033,       0.95362,       0.81777,       0.7997,       0.82114
(269, 283),     0.81446,       0.92191,       0.86594,       0.83328,       0.70489,       0.78633,       0.82113
(88, 415),     0.93421,       0.75654,       0.91523,       0.65772,       0.90355,       0.75829,       0.82092
(81, 181),     0.80677,       0.894,       0.66713,       0.94981,       0.81713,       0.78983,       0.82078
(292, 293),     0.80427,       0.90264,       0.86479,       0.83532,       0.75239,       0.76335,       0.82046
(81, 84),     0.79479,       0.89498,       0.68692,       0.94014,       0.80785,       0.79771,       0.8204
(381, 409),     0.89499,       0.88791,       0.7982,       0.85006,       0.77626,       0.7144,       0.8203
(173, 185),     0.89066,       0.86229,       0.85093,       0.88523,       0.73533,       0.69597,       0.82007
(269, 383),     0.79997,       0.93492,       0.87941,       0.70576,       0.74955,       0.85081,       0.82007
(81, 296),     0.8536,       0.89027,       0.81007,       0.87465,       0.73393,       0.75689,       0.8199
(82, 374),     0.77987,       0.91012,       0.83161,       0.84827,       0.70288,       0.8459,       0.81977
(91, 181),     0.8024,       0.93842,       0.83541,       0.84296,       0.67794,       0.82027,       0.81957
(80, 105),     0.80767,       0.94305,       0.81478,       0.83766,       0.69948,       0.81421,       0.81948
(265, 318),     0.83424,       0.88211,       0.84439,       0.80203,       0.81627,       0.73739,       0.81941
(269, 405),     0.78781,       0.89273,       0.65455,       0.94156,       0.82392,       0.81574,       0.81939
(13, 373),     0.78215,       0.92523,       0.82431,       0.83678,       0.6989,       0.84805,       0.81924
(81, 402),     0.88698,       0.92549,       0.75563,       0.86001,       0.83477,       0.65243,       0.81922
(312, 417),     0.84698,       0.90961,       0.71314,       0.92587,       0.78213,       0.73689,       0.8191
(144, 185),     0.89381,       0.92265,       0.81309,       0.87064,       0.67713,       0.73664,       0.81899
(13, 314),     0.79026,       0.89244,       0.65359,       0.94423,       0.82783,       0.80478,       0.81885
(181, 321),     0.76431,       0.91033,       0.88563,       0.76053,       0.73814,       0.85374,       0.81878
(88, 308),     0.95226,       0.72463,       0.91985,       0.68442,       0.93449,       0.69565,       0.81855
(62, 267),     0.79024,       0.94297,       0.77646,       0.81859,       0.75317,       0.82923,       0.81844
(312, 314),     0.79023,       0.89212,       0.6466,       0.94448,       0.82828,       0.80778,       0.81825
(13, 334),     0.82682,       0.9266,       0.79974,       0.86854,       0.70764,       0.78016,       0.81825
(87, 324),     0.96267,       0.68752,       0.92474,       0.68836,       0.93635,       0.70963,       0.81821
(66, 80),     0.83889,       0.92907,       0.78604,       0.88952,       0.70574,       0.75987,       0.81819
(82, 160),     0.77894,       0.9287,       0.75623,       0.83498,       0.78035,       0.82984,       0.81817
(13, 417),     0.84454,       0.90096,       0.72882,       0.92258,       0.7628,       0.74655,       0.81771
(82, 98),     0.8351,       0.91033,       0.69756,       0.88311,       0.81455,       0.76551,       0.81769
(13, 327),     0.83333,       0.90277,       0.72845,       0.86972,       0.80971,       0.76173,       0.81762
(40, 181),     0.78801,       0.88716,       0.71103,       0.94325,       0.78919,       0.78703,       0.81761
(14, 98),     0.78809,       0.87545,       0.6431,       0.92864,       0.86312,       0.80714,       0.81759
(269, 287),     0.83069,       0.91022,       0.70514,       0.89674,       0.77803,       0.78429,       0.81752
(84, 312),     0.79905,       0.89332,       0.65294,       0.94958,       0.80939,       0.80041,       0.81745
(0, 76),     0.78175,       0.94163,       0.76703,       0.81769,       0.76431,       0.83222,       0.81744
(327, 375),     0.78599,       0.87419,       0.65586,       0.91617,       0.86495,       0.80694,       0.81735
(0, 405),     0.78048,       0.88903,       0.65852,       0.94713,       0.81699,       0.81165,       0.8173
(146, 314),     0.86991,       0.92815,       0.81995,       0.73719,       0.80871,       0.73863,       0.81709
(81, 388),     0.79546,       0.89667,       0.82591,       0.81368,       0.71346,       0.85535,       0.81676
(39, 144),     0.79143,       0.93163,       0.83328,       0.8333,       0.685,       0.82575,       0.81673
(88, 292),     0.95394,       0.72202,       0.92038,       0.67927,       0.93559,       0.68814,       0.81656
(82, 181),     0.80492,       0.89289,       0.6453,       0.95265,       0.81725,       0.78611,       0.81652
(384, 409),     0.87428,       0.91897,       0.77131,       0.8437,       0.77422,       0.71523,       0.81629
(269, 293),     0.79877,       0.93016,       0.86472,       0.81057,       0.69549,       0.7977,       0.81624
(39, 314),     0.78469,       0.89137,       0.70726,       0.93745,       0.79286,       0.7835,       0.81619
(17, 82),     0.78885,       0.89192,       0.66193,       0.9415,       0.81626,       0.79658,       0.81617
(39, 160),     0.79534,       0.92581,       0.81543,       0.82541,       0.70215,       0.83267,       0.81614
(37, 61),     0.79187,       0.93116,       0.74856,       0.84565,       0.74773,       0.83179,       0.81613
(292, 415),     0.8369,       0.70379,       0.89111,       0.91513,       0.83969,       0.7094,       0.816
(13, 107),     0.83815,       0.92848,       0.70203,       0.90898,       0.76461,       0.75362,       0.81598
(160, 185),     0.8673,       0.93074,       0.82073,       0.84461,       0.67638,       0.75336,       0.81552
(61, 321),     0.82974,       0.94308,       0.80301,       0.73425,       0.83219,       0.75058,       0.81548
(293, 306),     0.79667,       0.90124,       0.86175,       0.82882,       0.74631,       0.75808,       0.81548
(40, 84),     0.77636,       0.89012,       0.73179,       0.93327,       0.77682,       0.78313,       0.81525
(82, 193),     0.85617,       0.8875,       0.73182,       0.91888,       0.77831,       0.71885,       0.81525
(98, 405),     0.78018,       0.87448,       0.69218,       0.91533,       0.83717,       0.79204,       0.81523
(17, 312),     0.79083,       0.89036,       0.64616,       0.94564,       0.81506,       0.79998,       0.81467
(300, 312),     0.79506,       0.94555,       0.83175,       0.76402,       0.71956,       0.83159,       0.81459
(39, 91),     0.79978,       0.88474,       0.64675,       0.94954,       0.80675,       0.7995,       0.81451
(321, 383),     0.83587,       0.90216,       0.84543,       0.75799,       0.8072,       0.73743,       0.81435
(84, 181),     0.9059,       0.90382,       0.79312,       0.78807,       0.82635,       0.66868,       0.81432
(324, 353),     0.81245,       0.85233,       0.88352,       0.83543,       0.7781,       0.72275,       0.8141
(157, 185),     0.88165,       0.87931,       0.83766,       0.87041,       0.71765,       0.69727,       0.81399
(154, 185),     0.89587,       0.8603,       0.84073,       0.876,       0.72463,       0.68605,       0.81393
(327, 402),     0.78351,       0.87126,       0.6202,       0.93512,       0.86449,       0.80899,       0.81393
(82, 388),     0.78495,       0.91637,       0.81012,       0.8201,       0.70057,       0.85134,       0.81391
(76, 267),     0.78393,       0.94132,       0.7721,       0.8194,       0.74082,       0.82541,       0.81383
(55, 80),     0.88131,       0.89439,       0.76455,       0.90769,       0.7205,       0.71032,       0.81313
(76, 191),     0.68675,       0.80454,       0.84997,       0.89857,       0.80697,       0.83168,       0.81308
(84, 405),     0.74831,       0.9208,       0.85231,       0.80704,       0.68781,       0.861,       0.81288
(291, 387),     0.83435,       0.89813,       0.79867,       0.84409,       0.75993,       0.73889,       0.81234
(55, 312),     0.83878,       0.92945,       0.68723,       0.90218,       0.77133,       0.74486,       0.8123
(82, 417),     0.84917,       0.87964,       0.74495,       0.91242,       0.75418,       0.73286,       0.8122
(82, 144),     0.75138,       0.93233,       0.78696,       0.80374,       0.75035,       0.84666,       0.8119
(13, 283),     0.81774,       0.92685,       0.81009,       0.84158,       0.68889,       0.78532,       0.81175
(82, 282),     0.82345,       0.90424,       0.8159,       0.84762,       0.70627,       0.77253,       0.81167
(40, 398),     0.81052,       0.84609,       0.87603,       0.86075,       0.70791,       0.76792,       0.81154
(310, 327),     0.8608,       0.91082,       0.71916,       0.85245,       0.79229,       0.7321,       0.81127
(88, 306),     0.95663,       0.71135,       0.92169,       0.66413,       0.93689,       0.67672,       0.81123
(270, 295),     0.85626,       0.9155,       0.79815,       0.85488,       0.72943,       0.71248,       0.81112
(37, 57),     0.81063,       0.91157,       0.75714,       0.88399,       0.67782,       0.82461,       0.81096
(311, 417),     0.85505,       0.9138,       0.68953,       0.92144,       0.78254,       0.69937,       0.81029
(269, 282),     0.81149,       0.90845,       0.8512,       0.83792,       0.69184,       0.76071,       0.81027
(269, 295),     0.82847,       0.91138,       0.81856,       0.84669,       0.70417,       0.75218,       0.81024
(46, 185),     0.80059,       0.94554,       0.85634,       0.7856,       0.67315,       0.79993,       0.81019
(267, 415),     0.87854,       0.72394,       0.89716,       0.83362,       0.87431,       0.6531,       0.81011
(13, 17),     0.78433,       0.88758,       0.63596,       0.94417,       0.81528,       0.79324,       0.81009
(181, 269),     0.79609,       0.89221,       0.67056,       0.93477,       0.77399,       0.79267,       0.81005
(181, 314),     0.81045,       0.86824,       0.84509,       0.86663,       0.75753,       0.71179,       0.80995
(52, 82),     0.79929,       0.93195,       0.75104,       0.84807,       0.717,       0.81215,       0.80992
(40, 382),     0.80634,       0.84337,       0.88311,       0.85535,       0.70662,       0.76414,       0.80982
(82, 84),     0.78896,       0.88829,       0.64323,       0.94497,       0.80791,       0.78481,       0.8097
(39, 163),     0.7744,       0.93368,       0.82563,       0.82785,       0.67049,       0.82604,       0.80968
(0, 61),     0.77589,       0.93858,       0.75857,       0.81556,       0.74223,       0.82591,       0.80946
(81, 193),     0.87577,       0.86483,       0.75398,       0.90643,       0.77533,       0.67805,       0.80906
(269, 327),     0.82568,       0.88823,       0.81533,       0.825,       0.72477,       0.7753,       0.80905
(13, 84),     0.78927,       0.8878,       0.63104,       0.94776,       0.80897,       0.78902,       0.80898
(40, 362),     0.80719,       0.84734,       0.87779,       0.86368,       0.69736,       0.75917,       0.80876
(291, 293),     0.79036,       0.89666,       0.85722,       0.82096,       0.74091,       0.74626,       0.80873
(17, 405),     0.75433,       0.91378,       0.84808,       0.75986,       0.68878,       0.88733,       0.80869
(159, 185),     0.86319,       0.91421,       0.82114,       0.84011,       0.68285,       0.72931,       0.80847
(312, 353),     0.76991,       0.94765,       0.84042,       0.73028,       0.70321,       0.85891,       0.8084
(13, 65),     0.81317,       0.92689,       0.71581,       0.87006,       0.74048,       0.78363,       0.80834
(87, 98),     0.78267,       0.86933,       0.61302,       0.9324,       0.85617,       0.79602,       0.80827
(269, 334),     0.79918,       0.9217,       0.84548,       0.83684,       0.68029,       0.76557,       0.80818
(13, 466),     0.77312,       0.93003,       0.80959,       0.80825,       0.67915,       0.8487,       0.80814
(178, 321),     0.91981,       0.80227,       0.88893,       0.69461,       0.90405,       0.63876,       0.80807
(0, 57),     0.80601,       0.92149,       0.76706,       0.8504,       0.66738,       0.83573,       0.80801
(291, 373),     0.86618,       0.8405,       0.81081,       0.84045,       0.78907,       0.69836,       0.80756
(40, 386),     0.82352,       0.83402,       0.86004,       0.77625,       0.74924,       0.80043,       0.80725
(158, 185),     0.86866,       0.89695,       0.82519,       0.85255,       0.69487,       0.70513,       0.80723
(57, 267),     0.81302,       0.92568,       0.77331,       0.84833,       0.65177,       0.83105,       0.80719
(78, 84),     0.76804,       0.95217,       0.83303,       0.77479,       0.68684,       0.82718,       0.80701
(82, 334),     0.81195,       0.9118,       0.80803,       0.84354,       0.68706,       0.77948,       0.80698
(40, 381),     0.80551,       0.83384,       0.88866,       0.82801,       0.71856,       0.76713,       0.80695
(334, 409),     0.82508,       0.9176,       0.82451,       0.84069,       0.72622,       0.70759,       0.80695
(263, 375),     0.83437,       0.83053,       0.86795,       0.81828,       0.75286,       0.73768,       0.80694
(300, 375),     0.80451,       0.87991,       0.87924,       0.78056,       0.76189,       0.73456,       0.80678
(267, 405),     0.77142,       0.88071,       0.62682,       0.94148,       0.80981,       0.81037,       0.80677
(62, 156),     0.84493,       0.95174,       0.77227,       0.86501,       0.62965,       0.77655,       0.80669
(13, 193),     0.8392,       0.89286,       0.7043,       0.91231,       0.78299,       0.70805,       0.80662
(91, 267),     0.80408,       0.88716,       0.64197,       0.92344,       0.7782,       0.80385,       0.80645
(269, 415),     0.87491,       0.72735,       0.88296,       0.84019,       0.85974,       0.65286,       0.80634
(382, 409),     0.87764,       0.89812,       0.77582,       0.84239,       0.74299,       0.69978,       0.80612
(181, 405),     0.75185,       0.89227,       0.86554,       0.83072,       0.70358,       0.79253,       0.80608
(145, 185),     0.89228,       0.8924,       0.8107,       0.85457,       0.68185,       0.70276,       0.80576
(185, 402),     0.80679,       0.95463,       0.78293,       0.71723,       0.84792,       0.72218,       0.80528
(61, 267),     0.77813,       0.93838,       0.76183,       0.81659,       0.7189,       0.8178,       0.80527
(80, 87),     0.76511,       0.93294,       0.73813,       0.82434,       0.79797,       0.77208,       0.8051
(0, 91),     0.79822,       0.87943,       0.62501,       0.93085,       0.78906,       0.8079,       0.80508
(317, 327),     0.77794,       0.8712,       0.60261,       0.93162,       0.85346,       0.79196,       0.8048
(13, 66),     0.8091,       0.92855,       0.70766,       0.87969,       0.73494,       0.76882,       0.80479
(306, 409),     0.86897,       0.79075,       0.81686,       0.9004,       0.81237,       0.63832,       0.80461
(178, 327),     0.79645,       0.87317,       0.60257,       0.92983,       0.83809,       0.78721,       0.80455
(267, 385),     0.73696,       0.92268,       0.82702,       0.79684,       0.69928,       0.84401,       0.80446
(78, 156),     0.84635,       0.95223,       0.76231,       0.86689,       0.62608,       0.77287,       0.80446
(76, 156),     0.83694,       0.95199,       0.77881,       0.85735,       0.62429,       0.77646,       0.80431
(185, 267),     0.78787,       0.93593,       0.76814,       0.80918,       0.69953,       0.82305,       0.80395
(153, 185),     0.89196,       0.87039,       0.82061,       0.86057,       0.69676,       0.68343,       0.80395
(321, 327),     0.7573,       0.85861,       0.61058,       0.92815,       0.85151,       0.81708,       0.80387
(82, 105),     0.78249,       0.9312,       0.75095,       0.84076,       0.70437,       0.81343,       0.80387
(267, 386),     0.74121,       0.92321,       0.82791,       0.7948,       0.69224,       0.84227,       0.80361
